sample_id,driver,driver_id,surface,surface_id,speed_mps,abs_accel_mps2,abs_steering_deg,ttc_s,motor_current_a,slip_ratio,true_risk_probability,risk_label,severity
23,driver_b,1,tile,2,11.086708714515062,1.047834699189359,9.298125754450822,6.8969242308980965,5.9644708753433875,0.12293084803508833,0.007327885064054815,0,LOW
24,driver_d,3,gravel,3,5.876116216206803,1.5079298796855203,7.918181382800319,6.4534013054531325,4.755153146916555,0.06306617769391036,0.0017795456806956468,0,LOW
25,driver_d,3,tile,2,14.3436092222769,0.4288191131287513,10.96501703130822,15.0,7.293740179387786,0.1306721527893644,1.2184943643709754e-05,0,LOW
26,driver_b,1,gravel,3,4.641153705281857,1.4849555449792402,9.34260779371127,0.8392342526471778,3.690834066109999,0.047213462396182064,0.12814030936746126,1,LOW
27,driver_d,3,dry,0,6.406952653187028,1.5142398451110217,2.212043403535741,8.259371400064257,4.8558989267078845,0.05702698007239718,0.0001674890572148668,0,LOW
28,driver_b,1,wet,1,12.466513031017085,0.9990696918572881,12.992076141099673,4.868666097817136,6.623798933455028,0.06741951136816612,0.03699647049114015,0,LOW
29,driver_c,2,wet,1,10.519025957502016,1.0902904667508957,1.7189493047056201,8.785360249265189,5.731721115808735,0.09645346914124732,0.0006854670026613455,0,LOW
30,driver_b,1,gravel,3,11.517297409420014,0.9159170966931592,6.554227335667803,9.37799313869708,6.217997743618844,0.051202505345240984,0.0003513941601443824,0,LOW
31,driver_b,1,dry,0,5.629923246154204,0.6726472882825569,12.035329820211063,2.35323007951914,4.147796594779356,0.053137541936858206,0.018424058611574094,0,LOW
32,driver_a,0,wet,1,11.117815310537958,1.921978776773772,10.822029083127235,3.263228217048253,6.55297772158682,0.06989548532183604,0.11286080599924664,0,LOW
33,driver_c,2,wet,1,6.711499070161035,0.9191883116475756,1.6222231875611293,7.160755746825481,4.377076063437478,0.14957434693413124,0.0011530461224886883,0,LOW
34,driver_b,1,gravel,3,4.621779621945231,0.8471604659525356,6.810942330648127,4.537537460332069,4.435634501341225,0.10866449904318329,0.004858450531790547,0,LOW
35,driver_e,4,tile,2,6.215651004171145,1.6516554083857589,16.000000787546774,4.41578713736555,4.971595317898666,0.13820390665895457,0.06970492730006324,0,LOW
36,driver_e,4,wet,1,6.341416993413049,0.7722291701458164,1.6941066343395335,4.222941008087851,3.8517033753241545,0.09856065935740374,0.006646315528262292,0,LOW
37,driver_b,1,dry,0,9.394004290860945,2.357283151413159,10.676519505662588,3.3745117106150384,6.349759098824322,0.01682646205772094,0.07429871972266115,0,LOW
38,driver_d,3,tile,2,16.022476457994568,1.6201452341599802,11.43724180030323,1.5588616023547655,8.049630574544924,0.10739133976427404,0.7099807372362065,1,HIGH
39,driver_d,3,dry,0,5.6954048733240965,0.425882157255383,3.3766779249812906,7.421377244075625,4.344363161330937,0.014688391524071318,8.741246111888207e-05,0,LOW
40,driver_a,0,dry,0,7.2867446465835455,0.05483517661433912,3.362807622086767,5.163113832022285,4.2675721148222925,0.03333097503618653,0.0003972049180526979,0,LOW
41,driver_e,4,tile,2,17.340573808521313,0.1791800760152078,2.788943723381154,2.3240176472665044,8.088123766480072,0.16225307240568648,0.29134501877034824,1,MEDIUM
42,driver_c,2,gravel,3,15.12889045503964,1.2622969478374795,0.5636324545371734,3.1416849629745647,7.6918305327559064,0.05573766800963084,0.11742584126349369,0,LOW
43,driver_d,3,dry,0,10.052223129748858,1.2434544712320013,6.0992238791872415,1.6920800475726203,5.904673046433953,0.033794441682858105,0.062420461586645756,0,LOW
44,driver_c,2,gravel,3,6.450562206190169,0.9901538758776698,1.9056544471860546,12.935991360394562,4.129482612917964,0.04279398080597443,5.8358632364468e-06,0,LOW
45,driver_c,2,wet,1,13.79154941867842,0.46678895122377284,1.2432830992399388,2.234370447816591,6.771518042219551,0.017904637599942555,0.08997401259319376,0,LOW
46,driver_a,0,gravel,3,3.422822327888785,1.0697121907401574,2.3250805799505114,2.67501180340085,3.69852514986359,0.07039606847182896,0.00665266361294215,0,LOW
47,driver_b,1,tile,2,17.6929011974381,1.4260117709101154,4.119074111457711,7.340782070989244,8.18938778953852,0.1558443216345377,0.023784706772131386,0,LOW
48,driver_e,4,gravel,3,16.524909268493104,0.2449861921255468,8.528965257264764,11.590695278417037,7.4045525497490425,0.116648389799407,0.0001641518643344845,0,LOW
49,driver_c,2,wet,1,8.98483994915893,0.23430775355713684,0.8239403228402216,3.305931941032286,4.960975718208291,0.10089536249026856,0.015756496810911208,0,LOW
50,driver_d,3,wet,1,14.134388379041132,0.2290508524690777,1.513294485182671,2.1735247487588483,6.739511272702664,0.11629752764558471,0.07806824696741284,0,LOW
51,driver_b,1,gravel,3,5.323582422995946,0.04959545936977616,3.168331749803281,3.935632888528449,3.421736569093436,0.075025973085042,0.0023843203864273104,0,LOW
52,driver_e,4,wet,1,12.744194361042902,1.0774685332741303,1.0654214400300095,4.807661701670721,6.705723861168945,0.09967221781434307,0.023313486732993112,0,LOW
53,driver_b,1,tile,2,17.430151446832163,1.063359409599673,11.742718432722226,6.3642004623028665,8.063465627640753,0.15359985733925732,0.060624911666552095,0,LOW
54,driver_d,3,wet,1,3.5338834398820436,0.9084785372430593,6.127280583167931,5.483542380704975,3.4217084508860514,0.11737332480029582,0.0016526637752685104,0,LOW
55,driver_d,3,tile,2,13.228754886099797,1.0621235182222857,10.474014783165623,5.84672088092832,6.898794378211444,0.14720979161817058,0.026494587633375317,0,LOW
56,driver_e,4,wet,1,9.176082642597637,0.33098725350146846,0.8838467090216975,2.6740680356312554,4.984134044607168,0.12875849670902473,0.030180773569759917,0,LOW
57,driver_c,2,gravel,3,11.040933159502508,0.046925431495185355,7.8431367347310905,2.690507312781129,5.5161022799156285,0.06424711853471551,0.039659268335116175,0,LOW
58,driver_e,4,wet,1,8.772023941814918,1.5752097499739892,4.3519492698702456,5.615611024622431,5.349470380850701,0.09246192514385423,0.010395789604521404,0,LOW
59,driver_a,0,wet,1,17.181565090499653,1.835823119551311,9.81129594271688,4.725624752474587,8.507602526593095,0.10639991108466404,0.12963717888059467,0,LOW
60,driver_e,4,dry,0,10.910009427571286,0.9478960961854099,5.868077535831139,1.736515450386599,6.08739029610375,0.038863322425653206,0.07979824871007445,1,LOW
61,driver_e,4,wet,1,10.856662379827526,0.2828261570220844,2.9457801929590213,3.3877526783523635,5.948281740783309,0.10836642260371392,0.026721209900757055,0,LOW
62,driver_b,1,tile,2,6.53794572637386,0.675984178651591,1.1361420045282529,2.6326405237716854,4.6335039352807526,0.0954017003771396,0.026445244111565864,0,LOW
63,driver_e,4,gravel,3,5.571334246074886,0.960441235058028,11.644390089168931,7.421960615300315,4.383035574747152,0.0806320002877992,0.0009606400479911714,0,LOW
64,driver_e,4,dry,0,6.781499928016842,1.4294191776013117,7.594960465154685,5.216849346340064,4.5572899405324,0.022159000201422696,0.0035555836213063694,0,LOW
65,driver_b,1,gravel,3,13.974583787562747,1.0224085407680397,13.1825157653346,7.508178042073667,7.059195369336604,0.0744441252329372,0.005606948228566111,0,LOW
66,driver_e,4,tile,2,15.077686241471145,0.18315703073148715,5.380900859957749,1.826519709199613,7.166287090250475,0.19340988787335908,0.34130995711619005,0,MEDIUM
67,driver_b,1,wet,1,11.094911695536453,1.1713834219168442,1.7564873520918294,0.425422556170977,6.296343705883356,0.08858402775896781,0.34734472919220627,1,MEDIUM
68,driver_a,0,dry,0,11.596506717817414,1.1028390684954232,3.0456644720303894,2.6268115632038147,6.0537097635303825,0.013846073591548054,0.019284603587189173,0,LOW
69,driver_b,1,wet,1,5.1214628499844705,0.06485454982817951,9.961988294291965,1.2228974393026877,3.6115028177469517,0.12784384747461275,0.052939857186589945,0,LOW
70,driver_e,4,gravel,3,10.942655521013492,0.6412840969070526,2.8969714005053135,1.256805364927831,5.8247935014027785,0.0815773085090055,0.1331123834104786,0,LOW
71,driver_c,2,wet,1,12.349352238206551,0.4469971678733841,4.262361557619277,4.828381330256141,6.4732470091084044,0.05686292797055055,0.013566229465516612,0,LOW
72,driver_e,4,dry,0,16.251216406300472,0.2428621207631299,7.512872481293725,1.5339094588484414,7.68127990662203,0.02624469649645943,0.15118909743195758,1,LOW
73,driver_e,4,wet,1,4.799880138652436,0.11490509821819272,1.8712332391009703,2.3868376262683353,3.629109730724296,0.033321431089898025,0.008609915617547356,0,LOW
74,driver_c,2,tile,2,12.573986398977045,0.4034792220779706,1.4739705195815365,5.187054456880844,6.082857991724641,0.13021545016639702,0.014568892308394383,0,LOW
75,driver_b,1,gravel,3,16.635130040663043,1.1784524773601273,7.514778156992308,9.142887561200443,8.10502885831636,0.06148918477636975,0.0019364322398802635,0,LOW
76,driver_b,1,wet,1,16.692750898400107,0.14864860324896179,1.9712203342340846,3.886719137146389,7.692665448764213,0.054460036843765276,0.03447038155510448,0,LOW
77,driver_b,1,dry,0,3.493735850638077,0.6044612233233948,10.716858589238116,3.152119658152158,3.437691517745436,0.026573321522810764,0.004613549691623723,0,LOW
78,driver_d,3,gravel,3,16.589748420788652,0.9791047724784151,2.734267104529545,6.31547447870739,8.365262100588831,0.07127815086946389,0.008682280752082645,0,LOW
79,driver_e,4,gravel,3,4.520625299469717,0.47992092292330524,11.785496662167652,0.8367760290797381,3.989878993679405,0.06083360259224202,0.07948192723340422,0,LOW
80,driver_d,3,tile,2,4.560982248871392,0.6183238702349999,13.975326571366178,3.8756678350371057,3.1571180718751144,0.16731471340855306,0.016506556887313315,0,LOW
81,driver_b,1,wet,1,15.593151276851625,0.33604974204663907,14.383839591425675,5.852957799959428,7.048349465418325,0.11610528585427386,0.02337652521564784,0,LOW
82,driver_a,0,wet,1,17.924016393918667,0.6223386167683931,12.99663415080892,4.7022170260682685,8.420815966301234,0.08613223925690205,0.060007335448407396,0,LOW
83,driver_e,4,tile,2,6.462574384881178,0.5751609532435688,7.0654132642391705,1.4678263436475292,4.111628558391793,0.1642503664135841,0.12877431885653862,0,LOW
84,driver_e,4,gravel,3,8.961472236258317,1.3140880884388246,1.3555898895795764,1.6580466741453213,5.746943523937837,0.11585490204112425,0.1311804973461917,0,LOW
85,driver_d,3,tile,2,13.622801039508401,0.540504959764688,6.9361334640371135,3.9117308276629172,6.661281596870719,0.10384443267093285,0.048004920620609515,0,LOW
86,driver_e,4,dry,0,8.514726176115829,0.31573926281168674,4.549931676325464,5.35753677276665,4.531290735282242,0.005960694819393514,0.001097246184848181,0,LOW
87,driver_a,0,tile,2,12.931397412976091,0.6909808832841581,15.736846874638864,3.577175212234727,6.579402657782068,0.1398322276979117,0.10480541170366602,0,LOW
88,driver_e,4,dry,0,12.091704128648082,1.5067511632581962,15.62302074151497,0.9480555068000361,7.038302144975952,0.06480958179408551,0.4851436186950434,0,HIGH
89,driver_d,3,tile,2,17.858619030424364,0.4645452043008861,6.137647469382247,2.2226779669739827,8.224585783410628,0.10646608383943676,0.3078449945125338,0,MEDIUM
90,driver_a,0,gravel,3,13.562937939515768,1.1551573915809767,7.273698444389604,2.0714956690730313,6.686765998593928,0.12046929272155707,0.1628670641309967,1,LOW
91,driver_a,0,wet,1,3.912124010540964,1.7246941034313212,5.106070447496434,6.34165888209634,3.8946116888096323,0.03024554944423237,0.000944659058623599,0,LOW
92,driver_d,3,dry,0,4.189610961814722,1.319426031109392,17.6111753898984,6.19725793918967,4.222483448018782,0.008138464309472345,0.0012380158558666858,0,LOW
93,driver_a,0,tile,2,17.216412425635298,0.5927312519648197,11.871918546489152,3.344718376464606,8.270191719082604,0.132452678223756,0.19458129414935743,0,LOW
94,driver_c,2,tile,2,8.008516443920158,0.8520197033158905,0.8515277046311489,9.527759271755183,4.630944643447926,0.1303863178874767,0.0002470477763387277,0,LOW
95,driver_b,1,tile,2,5.169743442115562,0.27078531808437173,7.348761365974175,7.535041691057476,3.9099785009449377,0.13787781649687836,0.000521810050780304,0,LOW
96,driver_c,2,wet,1,16.05625420518784,0.5817173736398951,3.45528376769526,4.2505445417253815,7.794878964758586,0.12356687675601505,0.06693085425224016,0,LOW
97,driver_c,2,dry,0,14.847464735382403,1.0661077224499644,8.692690147765983,4.360236818166728,7.426530320767148,0.05738158675784347,0.04097215284528805,0,LOW
98,driver_d,3,wet,1,5.3407450898345115,0.678593980764718,7.852896034377407,4.21597445868203,3.922354810880254,0.11624255874034224,0.006121697165741947,0,LOW
99,driver_c,2,gravel,3,8.513891846427612,1.2494701429511479,8.007627378267637,3.5543051288667455,5.62297993460249,0.08615293919446451,0.044536353584738224,0,LOW
100,driver_c,2,tile,2,13.611559249552238,0.047115424536272155,9.541737287655653,0.8008589186289344,6.685177319302171,0.12560940379425825,0.4600741263763134,1,HIGH
101,driver_b,1,gravel,3,15.535324092448796,1.3467869053923813,2.1009113709318537,2.655509148263009,7.573517073952241,0.05646166161543483,0.16622393330803656,0,LOW
102,driver_b,1,gravel,3,8.31135759366281,0.4484477905019365,1.1615268309944549,1.4830851999532433,4.736703751010615,0.1116559369286437,0.04762413604996841,1,LOW
103,driver_c,2,dry,0,15.484423345807174,1.1157253934334317,8.475878978670412,7.108607284425247,7.528581333279372,0.03640791015826286,0.005019390048052755,0,LOW
104,driver_b,1,dry,0,12.186389540679947,1.2740528123677817,9.185668657766596,3.902582853741061,6.714617312073013,0.008726989623931446,0.027033127656051113,0,LOW
105,driver_c,2,tile,2,9.991383920238025,0.6813873381915665,5.761045921997525,6.726854901096516,5.560903083524827,0.10517893126293798,0.004155246555070348,0,LOW
106,driver_a,0,tile,2,4.540163232365108,0.7245121159200606,1.6970653894986967,3.14232148865387,3.4479783640770245,0.16120700414938674,0.00920840878756108,0,LOW
107,driver_c,2,tile,2,9.609462478200623,0.3032098586005191,9.04216796854942,5.26075144240732,5.4837035830380305,0.09775534752680186,0.010830155718686235,0,LOW
108,driver_e,4,gravel,3,3.3365556482092003,0.8803587077192369,2.1419499712868566,8.412383589382133,3.090963229522019,0.05246206421864609,9.518098307103722e-05,0,LOW
109,driver_b,1,gravel,3,9.342551444193008,1.2760394732541296,10.001011514757241,2.673149431701994,5.616697361060148,0.07650855604143646,0.0893782959734491,0,LOW
110,driver_d,3,gravel,3,3.327448079369482,0.8163093591216856,2.0141785007519686,2.7437363795804317,3.4401424698025593,0.06148253733102278,0.005970526377554948,0,LOW
111,driver_d,3,tile,2,10.138753492768377,0.023779269509618062,4.27446823025741,2.814042421169656,5.314825097479737,0.11933848541548914,0.028417850238239943,0,LOW
112,driver_b,1,wet,1,17.164051920776185,1.3238312449531118,9.869202479415614,2.742379450702805,8.473067114197388,0.07641328145504418,0.4033392887860147,0,MEDIUM
113,driver_c,2,dry,0,17.866334705163602,0.43121860929712463,10.315897567891634,4.478107337682877,8.501586619498553,0.01855254501927408,0.03831154382251984,0,LOW
114,driver_a,0,tile,2,3.6758540082841775,0.35079057707648964,4.58300554737142,2.0160534929066376,3.232987146242871,0.13179847373136927,0.014553748571723658,0,LOW
115,driver_b,1,tile,2,4.332379171408006,1.1907394639770088,0.3225629813010684,4.041881134110962,3.460686777155578,0.11776094613049642,0.008607620731201367,0,LOW
116,driver_c,2,wet,1,11.361459125129768,1.3473976642575858,11.678735307485145,0.9737605299278458,6.664684847897239,0.08203742207795722,0.5509009106977424,0,HIGH
117,driver_b,1,gravel,3,8.746677317024782,1.0579437344023999,1.2094971908221792,5.902544478784166,5.199293383714883,0.0653293122223671,0.0024167059038987504,0,LOW
118,driver_b,1,wet,1,4.151412917273438,0.5468759797569974,12.104220427145535,3.2734025513571874,3.3068244794956567,0.08539256838882814,0.013419813049398613,0,LOW
119,driver_a,0,tile,2,5.843616587913575,0.48459390466376207,13.191754810785028,5.351478134292893,4.224634317223163,0.13839875594806128,0.003954745638224078,0,LOW
120,driver_a,0,dry,0,17.24175745472288,1.5547139488537063,5.411262625880244,2.7984049169654615,8.41200087796804,0.0,0.09877697514057705,0,LOW
121,driver_a,0,dry,0,6.995345264910065,0.48807486039795955,1.0174882878900293,5.094760845791342,4.6534072926621075,0.05066256950714921,0.0005638344352471939,0,LOW
122,driver_b,1,wet,1,14.522156206612134,1.826493770136094,0.33994696930106816,5.026437107053095,7.52885527119412,0.12090939517958017,0.05253841290238086,0,LOW
123,driver_c,2,wet,1,8.345671676786978,1.5094619777325282,5.423648191587446,3.002257752342646,5.348590350233238,0.08554298087557866,0.07944364563474765,1,LOW
124,driver_c,2,tile,2,17.48500571497573,0.2451789539461232,12.783084696635338,3.1199080679190434,8.049162665419388,0.18344683718918436,0.39015794419919647,0,MEDIUM
125,driver_e,4,dry,0,6.903911553955468,0.9702974544491686,17.55282696632737,6.157035646293237,4.491531995695661,0.0,0.0022091588176311643,0,LOW
126,driver_e,4,dry,0,12.728052142556,2.0235723290143808,8.834709546111492,2.311636129080842,7.625245319844988,0.0006994647762609031,0.21317171653837996,0,MEDIUM
127,driver_d,3,tile,2,10.627343982459184,0.8931146103864958,2.1831194393157993,4.809661634087789,6.133039281329422,0.08855818365956078,0.01186504716680466,0,LOW
128,driver_b,1,wet,1,12.420964777460622,0.36395715217009356,9.66242402720361,5.419806265367909,6.331896928680592,0.0975902360743079,0.011235981415556859,0,LOW
129,driver_b,1,wet,1,12.5126517380794,0.725944519457582,13.11668952637374,7.014216425605833,6.618582156331202,0.042809415559448186,0.004829163547468359,0,LOW
130,driver_a,0,wet,1,11.77763477942645,0.16553930095778813,8.517673189852763,3.0076906402649715,6.178514427159707,0.09420445159822159,0.02854923916453104,0,LOW
131,driver_b,1,tile,2,7.272425936638228,0.49507997278077176,4.5065199339762625,6.036367748770474,4.127190929020204,0.1800185194988989,0.0030826946802650465,0,LOW
132,driver_e,4,tile,2,9.191582769772596,2.0752963471362866,4.161403552001978,2.7929898563815145,5.791348972901002,0.08053935738788998,0.18799758647762485,0,LOW
133,driver_b,1,wet,1,10.88135484614288,1.6646214203132672,1.0152084599053506,6.118070306190627,6.271632683319301,0.14176707287082996,0.010174363823679342,0,LOW
134,driver_b,1,tile,2,6.238686791869873,1.2090164189044361,0.9698790605548986,3.170608285374769,4.454713675834443,0.115462629425196,0.028519874680274407,0,LOW
135,driver_e,4,dry,0,13.450841089598345,0.48723157166176645,7.865097209947924,1.0871944506241484,7.222008669632676,0.0,0.14370093946779872,0,LOW
136,driver_e,4,gravel,3,10.933785352947787,1.1629832087840022,3.5673831738728987,6.143745412680505,6.312859278477757,0.10227504504908164,0.006157490478937491,0,LOW
137,driver_b,1,wet,1,17.72832781747476,0.995645423893298,5.540341401843444,3.270755602357761,8.456144216567854,0.09164929284875412,0.2134496296330968,0,MEDIUM
138,driver_c,2,wet,1,7.635986797741817,0.2851228057788365,9.476334599512356,2.3670727699495386,4.431961231736589,0.10298836025192781,0.050214888701403185,0,LOW
139,driver_a,0,wet,1,9.689647513383285,1.4991302546877696,5.8903784299529764,3.63371270309744,5.86438047134303,0.08602155650188087,0.031626976251422675,0,LOW
140,driver_d,3,gravel,3,10.0889630932535,0.4652005972258585,2.93839931000671,7.711358641827086,5.514491352658465,0.1016925076553795,0.0004518511479761443,0,LOW
141,driver_e,4,wet,1,3.5344741744213555,0.9869876146935772,9.42517670300264,2.67208815377427,3.724282045679155,0.10720441741595807,0.03150860003304948,0,LOW
142,driver_b,1,wet,1,4.461533043450901,0.332445520674167,9.3765803771283,6.086639817921419,3.4842243532541346,0.13360427592329857,0.0012592737224845576,0,LOW
143,driver_e,4,wet,1,11.112043996861305,0.5343214392053759,9.880273968216793,1.8187088218630079,5.797564351723699,0.06746846847526038,0.15414476651350148,1,LOW
144,driver_c,2,dry,0,14.581903206655955,0.8923005393669186,6.842988620352446,2.3275001626811536,7.610075548137893,0.04582720877979764,0.12811810430489765,0,LOW
145,driver_b,1,wet,1,8.129414284271089,0.9204255521988152,2.9014128244903823,3.1056002774177447,5.3771082170125375,0.07593945889549103,0.026015882018343678,0,LOW
146,driver_c,2,tile,2,16.92798854112064,1.9161628498909848,5.0055936797217315,2.9026012739140823,8.844659659442174,0.10965328311129718,0.5879647403091613,0,HIGH
147,driver_e,4,wet,1,3.365283169597813,0.7958760853352358,11.76090615234226,1.7270072878686058,3.3120783975557893,0.0455965351688302,0.04647432817642375,0,LOW
148,driver_e,4,tile,2,5.632118347097332,0.10482247242395393,12.96095882859397,3.924883632501844,3.9185422781329993,0.12719214906128437,0.014889789644807092,0,LOW
149,driver_c,2,tile,2,3.951770662181444,1.6479696490106255,10.607670734105657,4.727795940898288,4.08217924318758,0.1959086845694732,0.03136234551479242,0,LOW
150,driver_c,2,dry,0,14.095966629466433,0.14339603918415889,10.79843693040239,5.382214976006795,6.720532275373151,0.03914663171169251,0.006821892533035746,0,LOW
151,driver_a,0,gravel,3,3.5209461101005464,0.300441507641408,4.4465363265359805,1.031676974478599,3.37142006189787,0.06703697145764173,0.013530417897424159,0,LOW
152,driver_e,4,dry,0,14.52683095179557,1.151749594688357,5.516365421967261,7.758111854561255,7.3668491735202,0.007691995493310951,0.0016057574037132896,0,LOW
153,driver_e,4,dry,0,7.880119736931215,1.278175230130872,5.3551099930376225,3.533843947068876,5.347448357117709,0.0,0.011899541114024479,0,LOW
154,driver_d,3,tile,2,9.633002724259022,0.4321986780142331,0.8880944856996642,3.2782851549818126,5.041583657496498,0.11859161825005896,0.01958140916932262,0,LOW
155,driver_b,1,wet,1,13.195341998974765,0.19955542673338655,8.350153823465114,4.899295867650287,6.825231202144205,0.08310120478701973,0.01493938729453625,0,LOW
156,driver_b,1,tile,2,6.630141620080106,0.9586323294688304,1.787167944635419,5.141631057573013,4.563215970072242,0.1075018623091393,0.005325754454017672,0,LOW
157,driver_d,3,gravel,3,8.687451549014263,1.3967823329144404,3.688049923371876,5.078639115736744,5.340364838172648,0.09638151149851559,0.007050213317541487,0,LOW
158,driver_c,2,gravel,3,4.895927136989754,1.0786570351138975,9.934125369303413,6.2629944683851,3.455423622062395,0.08124798803109899,0.0020777128727231474,0,LOW
159,driver_a,0,gravel,3,10.584569815593625,0.6565024890711282,5.104875552279754,7.374931665832507,5.645605396899413,0.06607748787893418,0.0005911591142798892,0,LOW
160,driver_b,1,wet,1,5.106304853496331,0.35547058427959655,2.92598535518561,5.844618729356548,3.403051705440984,0.11030587566194557,0.000934054218193593,0,LOW
161,driver_d,3,wet,1,15.60008674491297,1.066920645767188,0.04846038969324784,4.508006782682397,7.614042936382689,0.04632718734981276,0.02649928334413606,0,LOW
162,driver_a,0,gravel,3,16.738153184039447,0.351853412975615,10.487451147945038,5.5488033372370005,7.887216456722956,0.09603960711936807,0.013134724850650339,0,LOW
163,driver_b,1,gravel,3,13.784743649511265,0.3031291572633262,9.422168256470632,7.809167652307044,7.1086504827607335,0.08013214344499632,0.0016493860530545387,0,LOW
164,driver_c,2,tile,2,3.237454795987995,0.7387332085240712,7.326824110997116,6.869623836543889,3.0093664697249825,0.10987202431840938,0.0009923254188487771,0,LOW
165,driver_c,2,wet,1,10.718080044322505,0.16802738571083253,4.2196245947331334,3.811806592982204,6.1560982950218595,0.09979537575345034,0.02022935193024453,0,LOW
166,driver_c,2,dry,0,15.145536938421666,0.19335019519841568,3.0852405941246044,2.260634086831374,7.535188309798295,0.044588934980645395,0.06054370013271278,0,LOW
167,driver_d,3,dry,0,10.917865256468659,0.0226951961698707,10.202059048328495,4.037915133990384,5.288468695151598,0.06522075687071119,0.005517588291536456,0,LOW
168,driver_b,1,wet,1,14.448425872304274,1.548528688877639,14.740256478370899,0.9320654951656205,7.364041991949925,0.10601808416148675,0.7633534441933876,0,CRITICAL
169,driver_c,2,dry,0,7.790626985445699,0.1326804910270022,0.8924192989847199,2.270450865272392,4.339489788887839,0.014490497844028345,0.007957415212682877,0,LOW
170,driver_a,0,tile,2,10.427304347486762,1.664310725269706,1.5437586217501726,2.6918213721737745,6.352895608752804,0.12202130249514821,0.09925739607240973,0,LOW
171,driver_d,3,wet,1,13.669248639933253,1.0721713171507636,10.053947213304216,4.665339423139608,7.1782696535556445,0.11571494072627087,0.04689479228702199,0,LOW
