time_s,target_v,v,target_w,w,v_ctrl,w_ctrl,v_error,w_error
0.58,0.25,0.15866514003239776,0.0,0.0,0.18996987801007134,0.0,0.0926392240500053,0.0
0.6,0.25,0.1599019258432583,0.0,0.0,0.18958478530391087,0.0,0.09133485996760224,0.0
0.62,0.25,0.16107630051800734,0.0,0.0,0.18926129271198455,0.0,0.0900980741567417,0.0
0.64,0.25,0.16219302077876924,0.0,0.0,0.1889943070370549,0.0,0.08892369948199266,0.0
0.66,0.25,0.1632564656280568,0.0,0.0,0.1887791420109578,0.0,0.08780697922123076,0.0
0.68,0.25,0.16427066643749977,0.0,0.0,0.18861148586413107,0.0,0.08674353437194321,0.0
0.7000000000000001,0.25,0.16523933463916857,0.0,0.0,0.1884873714792199,0.0,0.08572933356250023,0.0
0.72,0.25,0.16616588721051642,0.0,0.0,0.18840314892286508,0.0,0.08476066536083143,0.0
0.74,0.25,0.16705347012874297,0.0,0.0,0.18835546016617982,0.0,0.08383411278948358,0.0
0.76,0.25,0.16790497995637416,0.0,0.0,0.18834121581952282,0.0,0.08294652987125703,0.0
0.78,0.25,0.16872308370696193,0.0,0.0,0.18835757372106826,0.0,0.08209502004362584,0.0
0.8,0.25,0.16951023712794197,0.0,0.0,0.18840191923146277,0.0,0.08127691629303807,0.0
0.8200000000000001,0.25,0.1702687015267696,0.0,0.0,0.18847184709863246,0.0,0.08048976287205803,0.0
0.84,0.25,0.17100055925640384,0.0,0.0,0.18856514476762593,0.0,0.0797312984732304,0.0
0.86,0.25,0.17170772796696201,0.0,0.0,0.18867977702035843,0.0,0.07899944074359616,0.0
0.88,0.25,0.17239197372185505,0.0,0.0,0.18881387183928794,0.0,0.07829227203303799,0.0
0.9,0.25,0.17305492306888096,0.0,0.0,0.18896570739750299,0.0,0.07760802627814495,0.0
0.92,0.25,0.17369807414954444,0.0,0.0,0.18913370008546831,0.0,0.07694507693111904,0.0
0.9400000000000001,0.25,0.17432280692323582,0.0,0.0,0.18931639349182916,0.0,0.07630192585045556,0.0
0.96,0.25,0.1749303925767966,0.0,0.0,0.18951244826225522,0.0,0.07567719307676418,0.0
0.98,0.25,0.1755220021843792,0.0,0.0,0.18972063276636125,0.0,0.0750696074232034,0.0
1.0,0.25,0.1760987146773368,0.0,0.0,0.18993981450831884,0.0,0.07447799781562081,0.0
1.02,0.25,0.17666152417911932,0.0,0.0,0.1901689522218997,0.0,0.07390128532266321,0.0
1.04,0.25,0.17721134675577127,0.0,0.0,0.1904070885954185,0.0,0.07333847582088068,0.0
1.06,0.25,0.1777490266285957,0.0,0.0,0.19065334357638208,0.0,0.07278865324422873,0.0
1.08,0.25,0.17827534189183808,0.0,0.0,0.19090690820965517,0.0,0.07225097337140429,0.0
1.1,0.25,0.17879100977482992,0.0,0.0,0.19116703896663412,0.0,0.07172465810816192,0.0
1.12,0.25,0.17929669148488875,0.0,0.0,0.19143305252630086,0.0,0.07120899022517008,0.0
1.1400000000000001,0.25,0.17979299666437945,0.0,0.0,0.19170432097215626,0.0,0.07070330851511125,0.0
1.16,0.25,0.18028048749267994,0.0,0.0,0.1919802673718914,0.0,0.07020700333562055,0.0
1.18,0.25,0.1807596824613449,0.0,0.0,0.19226036170930397,0.0,0.06971951250732006,0.0
1.2,0.25,0.1812310598485067,0.0,0.0,0.19254411714038977,0.0,0.06924031753865509,0.0
1.22,0.25,0.18169506091647766,0.0,0.0,0.19283108654778067,0.0,0.06876894015149329,0.0
1.24,0.25,0.18215209285460884,0.0,0.0,0.19312085936975693,0.0,0.06830493908352234,0.0
1.26,0.25,0.18260253148770267,0.0,0.0,0.1934130586819547,0.0,0.06784790714539116,0.0
1.28,0.25,0.18304672376866,0.0,0.0,0.19370733851163557,0.0,0.06739746851229733,0.0
1.3,0.25,0.18348499007255298,0.0,0.0,0.19400338136598433,0.0,0.06695327623134001,0.0
1.32,0.25,0.1839176263079463,0.0,0.0,0.19430089595738648,0.0,0.06651500992744702,0.0
1.34,0.25,0.1843449058600278,0.0,0.0,0.19459961510998386,0.0,0.06608237369205369,0.0
1.36,0.25,0.18476708137894943,0.0,0.0,0.1948992938330686,0.0,0.0656550941399722,0.0
1.3800000000000001,0.25,0.18518438642571228,0.0,0.0,0.19519970754802035,0.0,0.06523291862105057,0.0
1.4000000000000001,0.25,0.18559703698694582,0.0,0.0,0.19550065045655118,0.0,0.06481561357428772,0.0
1.42,0.25,0.18600523286902804,0.0,0.0,0.1958019340390008,0.0,0.06440296301305418,0.0
1.44,0.25,0.18640915898115956,0.0,0.0,0.19610338567231644,0.0,0.06399476713097196,0.0
1.46,0.25,0.18680898651624062,0.0,0.0,0.19640484735818567,0.0,0.06359084101884044,0.0
1.48,0.25,0.18720487403769254,0.0,0.0,0.1967061745525386,0.0,0.06319101348375938,0.0
1.5,0.25,0.18759696847971882,0.0,0.0,0.19700723508834955,0.0,0.06279512596230746,0.0
1.52,0.25,0.18798540606790193,0.0,0.0,0.1973079081842966,0.0,0.06240303152028118,0.0
1.54,0.25,0.18837031316648362,0.0,0.0,0.19760808353244405,0.0,0.06201459393209807,0.0
1.56,0.25,0.18875180705817013,0.0,0.0,0.19790766045864644,0.0,0.061629686833516384,0.0
1.58,0.25,0.18912999666183863,0.0,0.0,0.19820654714988298,0.0,0.06124819294182987,0.0
1.6,0.25,0.18950498319309256,0.0,0.0,0.1985046599431865,0.0,0.060870003338161366,0.0
1.62,0.25,0.18987686077221927,0.0,0.0,0.19880192267126068,0.0,0.06049501680690744,0.0
1.6400000000000001,0.25,0.19024571698374124,0.0,0.0,0.19909826606026837,0.0,0.06012313922778073,0.0
1.6600000000000001,0.25,0.19061163339141687,0.0,0.0,0.19939362717563203,0.0,0.059754283016258763,0.0
1.68,0.25,0.19097468601224116,0.0,0.0,0.19968794891202404,0.0,0.059388366608583126,0.0
1.7,0.25,0.19133494575271237,0.0,0.0,0.19998117952402167,0.0,0.05902531398775884,0.0
1.72,0.25,0.19169247881037144,0.0,0.0,0.20027327219418917,0.0,0.05866505424728763,0.0
1.74,0.25,0.19204734704338072,0.0,0.0,0.20056418463560394,0.0,0.058307521189628564,0.0
1.76,0.25,0.19239960831068875,0.0,0.0,0.2008538787260818,0.0,0.05795265295661928,0.0
1.78,0.25,0.19274931678512422,0.0,0.0,0.20114232017157513,0.0,0.05760039168931125,0.0
1.8,0.25,0.19309652324157606,0.0,0.0,0.20142947819642043,0.0,0.05725068321487578,0.0
1.82,0.25,0.1934412753222448,0.0,0.0,0.20171532525829514,0.0,0.05690347675842394,0.0
1.84,0.25,0.19378361778079153,0.0,0.0,0.20199983678591293,0.0,0.05655872467775519,0.0
1.86,0.25,0.19412359270706586,0.0,0.0,0.20228299093764984,0.0,0.056216382219208466,0.0
1.8800000000000001,0.25,0.1944612397339604,0.0,0.0,0.20256476837942905,0.0,0.05587640729293414,0.0
1.9000000000000001,0.25,0.19479659622781523,0.0,0.0,0.20284515208033094,0.0,0.0555387602660396,0.0
1.92,0.25,0.19512969746368333,0.0,0.0,0.20312412712451813,0.0,0.05520340377218477,0.0
1.94,0.25,0.19546057678666284,0.0,0.0,0.20340168053817131,0.0,0.05487030253631667,0.0
1.96,0.25,0.19578926576040606,0.0,0.0,0.20367780113024314,0.0,0.05453942321333716,0.0
1.98,0.25,0.19611579430382692,0.0,0.0,0.2039524793459278,0.0,0.05421073423959394,0.0
2.0,0.25,0.19644019081694714,0.0,0.0,0.20422570713183236,0.0,0.05388420569617308,0.0
2.02,0.25,0.19676248229674595,0.0,0.0,0.20449747781191735,0.0,0.053559809183052864,0.0
2.04,0.25,0.19708269444381013,0.0,0.0,0.20476778597335032,0.0,0.05323751770325405,0.0
2.06,0.25,0.1974008517605169,0.0,0.0,0.2050366273614792,0.0,0.05291730555618987,0.0
2.08,0.25,0.19771697764142426,0.0,0.0,0.20530399878320155,0.0,0.05259914823948311,0.0
2.1,0.25,0.19803109445648961,0.0,0.0,0.20556989801805808,0.0,0.05228302235857574,0.0
2.12,0.25,0.19834322362768753,0.0,0.0,0.20583432373643729,0.0,0.051968905543510385,0.0
2.14,0.25,0.19865338569955293,0.0,0.0,0.20609727542432255,0.0,0.051656776372312474,0.0
2.16,0.25,0.19896160040413324,0.0,0.0,0.20635875331406073,0.0,0.05134661430044707,0.0
2.18,0.25,0.19926788672079482,0.0,0.0,0.20661875832067278,0.0,0.05103839959586676,0.0
2.2,0.25,0.1995722629312936,0.0,0.0,0.2068772919832642,0.0,0.05073211327920518,0.0
2.22,0.25,0.19987474667048702,0.0,0.0,0.20713435641112912,0.0,0.0504277370687064,0.0
2.24,0.25,0.20017535497303449,0.0,0.0,0.2073899542341736,0.0,0.05012525332951298,0.0
2.2600000000000002,0.25,0.20047410431640567,0.0,0.0,0.2076440885573137,0.0,0.049824645026965514,0.0
2.2800000000000002,0.25,0.20077101066049075,0.0,0.0,0.20789676291853243,0.0,0.049525895683594334,0.0
2.3000000000000003,0.25,0.20106608948408322,0.0,0.0,0.20814798125030232,0.0,0.049228989339509255,0.0
2.32,0.25,0.20135935581848416,0.0,0.0,0.20839774784410686,0.0,0.04893391051591678,0.0
2.34,0.25,0.20165082427845732,0.0,0.0,0.20864606731781282,0.0,0.04864064418151584,0.0
2.36,0.25,0.20194050909074565,0.0,0.0,0.2088929445856658,0.0,0.04834917572154268,0.0
2.38,0.25,0.20222842412034392,0.0,0.0,0.20913838483070218,0.0,0.04805949090925435,0.0
2.4,0.25,0.20251458289470536,0.0,0.0,0.2093823934793802,0.0,0.04777157587965608,0.0
2.42,0.25,0.20279899862604753,0.0,0.0,0.20962497617825945,0.0,0.047485417105294636,0.0
2.44,0.25,0.20308168423190798,0.0,0.0,0.20986613877255866,0.0,0.04720100137395247,0.0
2.46,0.25,0.2033626523540896,0.0,0.0,0.21010588728644813,0.0,0.04691831576809202,0.0
2.48,0.25,0.20364191537612336,0.0,0.0,0.2103442279049338,0.0,0.046637347645910404,0.0
2.5,0.25,0.20391948543936678,0.0,0.0,0.2105811669572088,0.0,0.04635808462387664,0.0
2.52,0.25,0.20419537445784627,0.0,0.0,0.21081671090135393,0.0,0.04608051456063322,0.0
2.54,0.25,0.20446959413194365,0.0,0.0,0.21105086631028053,0.0,0.045804625542153726,0.0
2.56,0.25,0.20474215596101852,0.0,0.0,0.21128363985881568,0.0,0.045530405868056345,0.0
2.58,0.25,0.20501307125505136,0.0,0.0,0.21151503831183918,0.0,0.045257844038981476,0.0
2.6,0.25,0.2052823511453848,0.0,0.0,0.21174506851338734,0.0,0.04498692874494864,0.0
2.62,0.25,0.20555000659463538,0.0,0.0,0.21197373737664943,0.0,0.04471764885461521,0.0
2.64,0.25,0.20581604840584117,0.0,0.0,0.21220105187478006,0.0,0.044449993405364624,0.0
2.66,0.25,0.20608048723090627,0.0,0.0,0.21242701903246874,0.0,0.04418395159415883,0.0
2.68,0.25,0.20634333357839807,0.0,0.0,0.21265164591820115,0.0,0.04391951276909373,0.0
2.7,0.25,0.2066045978207485,0.0,0.0,0.21287493963715912,0.0,0.04365666642160193,0.0
2.72,0.25,0.2068642902009069,0.0,0.0,0.21309690732470843,0.0,0.0433954021792515,0.0
2.74,0.25,0.20712242083848767,0.0,0.0,0.21331755614042622,0.0,0.04313570979909309,0.0
2.7600000000000002,0.25,0.20737899973545323,0.0,0.0,0.21353689326262681,0.0,0.04287757916151233,0.0
2.7800000000000002,0.25,0.20763403678136882,0.0,0.0,0.21375492588334294,0.0,0.042621000264546766,0.0
2.8000000000000003,0.25,0.2078875417582633,0.0,0.0,0.21397166120373026,0.0,0.042365963218631175,0.0
2.82,0.25,0.20813952434512706,0.0,0.0,0.2141871064298574,0.0,0.042112458241736705,0.0
2.84,0.25,0.2083899941220761,0.0,0.0,0.21440126876885277,0.0,0.04186047565487294,0.0
2.86,0.25,0.20863896057420822,0.0,0.0,0.21461415542537907,0.0,0.041610005877923906,0.0
2.88,0.25,0.20888643309517627,0.0,0.0,0.2148257735984096,0.0,0.04136103942579178,0.0
2.9,0.25,0.20913242099050047,0.0,0.0,0.2150361304782814,0.0,0.041113566904823734,0.0
2.92,0.25,0.2093769334806406,0.0,0.0,0.2152452332440034,0.0,0.04086757900949953,0.0
2.94,0.25,0.209619979703847,0.0,0.0,0.21545308906080057,0.0,0.0406230665193594,0.0
2.96,0.25,0.20986156871880798,0.0,0.0,0.21565970507787205,0.0,0.04038002029615301,0.0
2.98,0.25,0.21010170950710963,0.0,0.0,0.21586508842634888,0.0,0.040138431281192016,0.0
3.0,0.25,0.2103404109755226,0.6,0.14285714285714288,0.21606924621743423,2.5,0.03989829049289037,0.6
3.02,0.25,0.2105776819581302,0.6,0.13837714285714287,0.21627218554071215,0.06445714285714255,0.03965958902447739,0.4571428571428571
3.04,0.25,0.21081353121830934,0.6,0.18560278987755105,0.21647391346260847,0.9648259657142859,0.0394223180418698,0.4616228571428571
3.06,0.25,0.21104796745057686,0.6,0.20738383873671837,0.21667443702499722,0.5667711449129791,0.03918646878169066,0.4143972101224489
3.08,0.25,0.21128099928231117,0.6,0.2345138190798946,0.2168737632439344,0.6821584947423024,0.03895203254942314,0.3926161612632816
3.1,0.25,0.21151263527535927,0.6,0.2554931850779931,0.21707189910851338,0.6016527240466183,0.03871900071768883,0.3654861809201054
3.12,0.25,0.21174288392753815,0.6,0.2752998480540872,0.21726885157983106,0.6021097871596395,0.03848736472464073,0.34450681492200685
3.14,0.25,0.21197175367403878,0.6,0.2924100214093172,0.21746462759005405,0.5747278817706126,0.03825711607246185,0.3247001519459128
3.16,0.25,0.21219925288874042,0.6,0.3077927580398013,0.21765923404157955,0.5616079124427878,0.03802824632596122,0.30758997859068277
3.18,0.25,0.21242538988544202,0.6,0.3213978790319074,0.2178526778062807,0.5458823754016586,0.03780074711125958,0.2922072419601987
3.2,0.25,0.21265017291901764,0.6,0.33353488372626716,0.21804496572483228,0.5337954611832033,0.03757461011455798,0.27860212096809256
3.22,0.25,0.2128736101865012,0.6,0.3443382384528429,0.21823610460610648,0.522593591441342,0.03734982708098236,0.2664651162737328
3.24,0.25,0.2130957098281067,0.6,0.35398058882580324,0.2184261012266384,0.5130793699796491,0.037126389813498806,0.2556617615471571
3.2600000000000002,0.25,0.2133164799281884,0.6,0.3625929555177121,0.21861496233014893,0.5046970059342079,0.03690429017189331,0.24601941117419673
3.2800000000000002,0.25,0.21353592851614595,0.6,0.3702991116223237,0.21880269462712693,0.4974506873484158,0.03668352007181161,0.2374070444822879
3.3000000000000003,0.25,0.21375406356727855,0.6,0.3772049254083063,0.21898930479446113,0.49115085287701876,0.036464071483854055,0.22970088837767627
3.3200000000000003,0.25,0.2139708930035922,0.6,0.38340498683699137,0.2191747994751201,0.48570600041029477,0.03624593643272145,0.22279507459169368
3.34,0.25,0.21418642469456353,0.6,0.38898218255529576,0.21935918527787512,0.481005911907318,0.036029106996407795,0.2165950131630086
3.36,0.25,0.21440066645786354,0.6,0.3940097721128279,0.21954246877706357,0.4769649998121085,0.03581357530543647,0.21101781744470421
3.38,0.25,0.21461362606004455,0.6,0.39855225949540185,0.21972465651238873,0.47350330130787255,0.03559933354213646,0.20599022788717208
3.4,0.25,0.21482531121719287,0.6,0.4026665362922673,0.2199057549887526,0.47055210344054726,0.035386373939955446,0.20144774050459813
3.42,0.25,0.21503572959554995,0.6,0.4064027427201601,0.22008577067612023,0.46805014878039125,0.035174688782807134,0.1973334637077327
3.44,0.25,0.21524488881210443,0.6,0.40980508395071774,0.2202647100094118,0.46594371425491893,0.03496427040445005,0.1935972572798399
3.46,0.25,0.2154527964351571,0.6,0.4129125272469398,0.22044257938842104,0.46418534163460295,0.034755111187895565,0.19019491604928224
3.48,0.25,0.2156594599848611,0.6,0.4157594252449559,0.22061938517775703,0.4627332422122216,0.03454720356484289,0.1870874727530602
3.5,0.25,0.21586488693373898,0.6,0.4183760619281873,0.2207951337068077,0.4615505672015055,0.03434054001513889,0.18424057475504407
3.52,0.25,0.21606908470717834,0.6,0.4207891352313138,0.22096983126972303,0.46060484473289987,0.03413511306626102,0.18162393807181265
3.54,0.25,0.21627206068390792,0.6,0.4230221819177287,0.22114348412541757,0.4598674522435757,0.03393091529282166,0.1792108647686862
3.56,0.25,0.2164738221964551,0.6,0.4250959523030203,0.2213160984975876,0.4593131636603313,0.03372793931609208,0.17697781808227125
3.58,0.25,0.21667437653158675,0.6,0.42702874048339856,0.22148768057474597,0.4589197454596402,0.03352617780354489,0.1749040476969797
3.6,0.25,0.21687373093073403,0.6,0.42883667545466886,0.22165823651026856,0.4586676024806288,0.03332562346841325,0.17297125951660142
3.62,0.25,0.21707189259040285,0.6,0.43053397771357127,0.22182777242245474,0.4585394649854615,0.03312626906926597,0.17116332454533112
3.64,0.25,0.21726886866257072,0.6,0.43213318544984985,0.22199629439459972,0.45852011309844687,0.032928107409597146,0.1694660222864287
3.66,0.25,0.21746466625507094,0.6,0.4336453539266833,0.22216380847507572,0.45859613379443503,0.032731131337429276,0.16786681455015012
3.68,0.25,0.2176592924319651,0.6,0.4350802312299935,0.22233032067742503,0.4587557067346121,0.03253533374492906,0.16635464607331668
3.7,0.25,0.21785275421390493,0.6,0.43644641318653393,0.22249583698046044,0.4589884154694511,0.03234070756803489,0.16491976877000647
3.72,0.25,0.21804505857848366,0.6,0.43775147992021796,0.2226603633283734,0.45928508102600446,0.03214724578609507,0.16355358681346605
3.74,0.25,0.21823621246057837,0.6,0.43900211622289415,0.22282390563085092,0.4596376152170513,0.031954941421516336,0.16224852007978202
3.7600000000000002,0.25,0.2184262227526831,0.6,0.44020421765805334,0.22298646976319686,0.46003889133817966,0.031763787539421634,0.16099788377710583
3.7800000000000002,0.25,0.21861509630523426,0.6,0.44136298408847513,0.22314806156646205,0.46048263019043434,0.031573777247316887,0.15979578234194663
3.8000000000000003,0.25,0.21880283992692795,0.6,0.4424830021184251,0.22330868684757638,0.46096329961259963,0.03138490369476574,0.15863701591152485
3.8200000000000003,0.25,0.2189894603850304,0.6,0.4435683177643229,0.2234683513794887,0.46147602592163567,0.03119716007307205,0.15751699788157486
3.84,0.25,0.21917496440568157,0.6,0.44462250051207153,0.22362706090130963,0.4620165158499244,0.031010539614969607,0.1564316822356771
3.86,0.25,0.21935935867419265,0.6,0.4456486997819605,0.22378482111845835,0.46258098773512857,0.03082503559431843,0.15537749948792845
3.88,0.25,0.21954264983533747,0.6,0.4466496947010483,0.22394163770281342,0.46316611086599746,0.03064064132580735,0.1543513002180395
3.9,0.25,0.21972484449363863,0.6,0.4476279379762691,0.2240975162928665,0.46376895201741175,0.030457350164662528,0.15335030529895166
3.92,0.25,0.21990594921364823,0.6,0.44858559456748526,0.22425246249387848,0.46438692832255224,0.030275155506361368,0.15237206202373088
3.94,0.25,0.22008597052022386,0.6,0.44952457577683286,0.22440648187803924,0.46501776573106784,0.030094050786351773,0.15141440543251472
3.96,0.25,0.22026491489880004,0.6,0.45044656929765126,0.22455957998462855,0.4656594623911547,0.029914029479776144,0.15047542422316712
3.98,0.25,0.22044278879565518,0.6,0.4513530657018958,0.22471176232017886,0.4663102563719307,0.02973508510119996,0.14955343070234872
4.0,0.25,0.22061959861817462,0.6,0.4522453817881677,0.2248630343586412,0.46696859721165423,0.02955721120434482,0.14864693429810416
4.0200000000000005,0.25,0.22079535073510964,0.6,0.453124681162463,0.22501340154155036,0.46763312083833586,0.029380401381825377,0.14775461821183228
4.04,0.25,0.22097005147683302,0.6,0.45399199237963683,0.22516286927819404,0.4683026274630052,0.02920464926489036,0.14687531883753696
4.0600000000000005,0.25,0.2211437071355909,0.6,0.454848224934704,0.22531144294577987,0.4689760620933124,0.029029948523166982,0.14600800762036314
4.08,0.25,0.22131632396575154,0.6,0.45569418335882733,0.22545912788960681,0.46965249735686265,0.028856292864409105,0.14515177506529597
4.1,0.25,0.22148790818405084,0.6,0.45653057964463933,0.22560592942323426,0.4703311183605378,0.028683676034248456,0.14430581664117265
4.12,0.25,0.22165846596983496,0.6,0.45735804419891524,0.22575185282865398,0.4710112093444675,0.02851209181594916,0.14346942035536064
4.14,0.25,0.2218280034653,0.6,0.4581771354971458,0.22589690335646084,0.47169214191794967,0.02834153403016504,0.14264195580108474
4.16,0.25,0.221996526775729,0.6,0.4589883485938692,0.22604108622602548,0.4723733646898064,0.02817199653470001,0.1418228645028542
4.18,0.25,0.22216404196972647,0.6,0.4597921226243853,0.2261844066256658,0.47305439412790024,0.02800347322427099,0.14101165140613076
4.2,0.25,0.2223305550794502,0.6,0.4605888474173988,0.22632686971281962,0.4737348065021222,0.027835958030273528,0.1402078773756147
4.22,0.25,0.22249607210084088,0.6,0.46137886932397215,0.22646848061421665,0.47441423078243206,0.02766944492054979,0.13941115258260117
4.24,0.25,0.2226605989938493,0.6,0.46216249635567336,0.22660924442605113,0.47509234237874287,0.02750392789915912,0.13862113067602783
4.26,0.25,0.22282414168266146,0.6,0.4629400027137996,0.22674916621415364,0.47576885762288257,0.027339401006150704,0.13783750364432662
4.28,0.25,0.22298670605592152,0.6,0.4637116327818487,0.22688825101416316,0.47644352890465913,0.02717585831733854,0.13705999728620039
4.3,0.25,0.2231482979669526,0.6,0.46447760464485816,0.22702650383169853,0.4771161403845142,0.027013293944078476,0.1362883672181513
4.32,0.25,0.22330892323397572,0.6,0.46523811319169,0.22716392964253057,0.47778650421441526,0.026851702033047403,0.13552239535514182
4.34,0.25,0.22346858764032676,0.6,0.46599333284969346,0.22730053339275202,0.4784544572067503,0.02669107676602428,0.13476188680830997
4.36,0.25,0.22362729693467165,0.6,0.46674341999531777,0.22743631999894925,0.4791198578981186,0.02653141235967324,0.1340066671503065
4.38,0.25,0.22378505683121963,0.6,0.4674885150790836,0.2275712943483711,0.47978258396121987,0.02637270306532835,0.1332565800046822
4.4,0.25,0.22394187300993484,0.6,0.4682287444987688,0.2277054612990997,0.4804425299235735,0.02621494316878037,0.13251148492091636
4.42,0.25,0.2240977511167462,0.6,0.468964222250651,0.22783882568021882,0.481099605156707,0.026058126990065156,0.1317712555012312
4.44,0.25,0.22425269676375567,0.6,0.4696950513851138,0.2279713922919827,0.48175373210374994,0.025902248883253792,0.131035777749349
4.46,0.25,0.2244067155294448,0.6,0.47042132528980324,0.22810316590598356,0.4824048447171788,0.02574730323624433,0.13030494861488617
4.48,0.25,0.22455981295887978,0.6,0.4711431288207747,0.22823415126531896,0.4830528870818034,0.0255932844705552,0.12957867471019674
4.5,0.25,0.22471199456391494,0.6,0.4718605392996468,0.22836435308475878,0.48369781220103597,0.02544018704112022,0.12885687117922529
4.5200000000000005,0.25,0.22486326582339478,0.6,0.47257362739264375,0.2284937760509105,0.48433958092709367,0.02528800543608506,0.1281394607003532
4.54,0.25,0.22501363218335438,0.6,0.47328245788552514,0.22862242482238457,0.4849781610180681,0.025136734176605224,0.12742637260735623
4.5600000000000005,0.25,0.22516309905721857,0.6,0.4739870903667426,0.2287503040299591,0.4856135263068303,0.02498636781664562,0.12671754211447483
4.58,0.25,0.22531167182599957,0.6,0.4746875798297008,0.2288774182767434,0.4862456559685113,0.02483690094278143,0.1260129096332574
4.6000000000000005,0.25,0.22545935583849322,0.6,0.47538397720371073,0.22900377213834072,0.4868745338748751,0.024688328174000435,0.1253124201702992
4.62,0.25,0.2256061564114739,0.6,0.4760763298220864,0.22912937016301071,0.4875001480252854,0.02454064416150678,0.12461602279628925
4.64,0.25,0.22575207882988818,0.6,0.476764681834835,0.2292542168718309,0.48812249004518615,0.024393843588526087,0.12392367017791356
4.66,0.25,0.22589712834704692,0.6,0.47744907457250696,0.22937831675885675,0.4887415547440943,0.02424792117011182,0.12323531816516498
4.68,0.25,0.22604131018481632,0.6,0.47812954686699516,0.2295016742912821,0.48935733972605,0.02410287165295308,0.12255092542749302
4.7,0.25,0.22618462953380758,0.6,0.47880613533438426,0.22962429390959793,0.48996984504630425,0.023958689815183676,0.12187045313300482
4.72,0.25,0.22632709155356528,0.6,0.4794788746243492,0.22974618002775035,0.49057907290877045,0.02381537046619242,0.12119386466561571
4.74,0.25,0.2264687013727546,0.6,0.48014779764006615,0.22986733703329806,0.4911850273993961,0.023672908446434715,0.1205211253756508
4.76,0.25,0.22660946408934718,0.6,0.48081293573213146,0.22998776928756906,0.4917877142512088,0.0235312986272454,0.11985220235993382
4.78,0.25,0.22674938477080595,0.6,0.4814743188695682,0.23010748112581628,0.492387140637274,0.02339053591065282,0.11918706426786851
4.8,0.25,0.2268884684542686,0.6,0.48213197579063627,0.23022647685737213,0.49298331498825887,0.023250615229194055,0.11852568113043177
4.82,0.25,0.22702672014672998,0.6,0.48278593413583903,0.2303447607658028,0.49357624683168466,0.023111531545731395,0.11786802420936371
4.84,0.25,0.22716414482522324,0.6,0.48343622056523666,0.23046233710906164,0.49416594665029745,0.022973279853270023,0.11721406586416094
