time_s,true_yaw_rad,yaw_from_gyro,yaw_error_rad
0.54,0.0103373101231888,0.003359390894393716,-0.006977919228795084
0.55,0.0107191994017417,0.003564470612981015,-0.007154728788760684
0.56,0.011107960774006,0.0039449467487013105,-0.007163014025304689
0.5700000000000001,0.0115035903982714,0.004152434481847073,-0.007351155916424327
0.58,0.0119060843655558,0.004447197388775559,-0.007458886976780241
0.59,0.0123154386996751,0.004783417765181099,-0.007532020934494002
0.6,0.0127316493573153,0.005193032890040994,-0.007538616467274306
0.61,0.0131547122281052,0.005544011957818966,-0.007610700270286234
0.62,0.0135846231346899,0.005876887538714128,-0.0077077355959757725
0.63,0.0140213778328064,0.006133917214680861,-0.00788746061812554
0.64,0.0144649720113598,0.006406133159548148,-0.008058838851811651
0.65,0.0149154012925006,0.006737564989865733,-0.008177836302634866
0.66,0.015372661231704,0.007143896764687418,-0.008228764467016583
0.67,0.0158367473178494,0.0074606128364342345,-0.008376134481415167
0.68,0.0163076549733014,0.007843924975776191,-0.008463729997525208
0.6900000000000001,0.0167853795539929,0.008198812463992927,-0.008586567089999973
0.7000000000000001,0.0172699163495078,0.008698114730400188,-0.008571801619107613
0.71,0.0177612605831661,0.009083247676236441,-0.008678012906929659
0.72,0.0182594074121099,0.009432343238743271,-0.008827064173366629
0.73,0.0187643519273903,0.009767781279827978,-0.00899657064756232
0.74,0.0192760891540557,0.010206444107501697,-0.009069645046554001
0.75,0.0197946140512415,0.010479499085629089,-0.00931511496561241
0.76,0.0203199215122605,0.01093223529783435,-0.00938768621442615
0.77,0.0208520063646948,0.011384166545645343,-0.009467839819049459
0.78,0.021390863370489,0.011788308376751606,-0.009602554993737394
0.79,0.0219364872260441,0.012152405554744216,-0.009784081671299885
0.8,0.022488872562313,0.0124322983286848,-0.010056574233628199
0.81,0.0230480139448974,0.012978276772639538,-0.010069737172257861
0.8200000000000001,0.0236139058741448,0.013413608111137183,-0.010200297763007616
0.8300000000000001,0.0241865427852479,0.013908649588262496,-0.010277893196985403
0.84,0.0247659190483448,0.014342294598410911,-0.01042362444993389
0.85,0.0253520289686198,0.014705511207910828,-0.010646517760708973
0.86,0.0259448667864058,0.015236319322479885,-0.010708547463925914
0.87,0.0265444266772884,0.01571614627116752,-0.01082828040612088
0.88,0.02715070275221,0.016098671159770997,-0.011052031592439004
0.89,0.027763689057576,0.01660642196933563,-0.011157267088240372
0.9,0.0283833795753618,0.017141005869660057,-0.011242373705701744
0.91,0.029009768223221,0.017567935788512477,-0.011441832434708522
0.92,0.0296428488545947,0.018020241944542596,-0.011622606910052104
0.93,0.0302826152588218,0.018545993333375515,-0.011736621925446285
0.94,0.0309290611612512,0.019046213412610116,-0.011882847748641085
0.95,0.031582180223354,0.019474703662113995,-0.012107476561240008
0.96,0.0322419660428378,0.020219772003259816,-0.012022194039577983
0.97,0.0329084121537617,0.02080674934072244,-0.012101662813039264
0.98,0.0335815120266524,0.0214630106025824,-0.012118501424070005
0.99,0.0342612590686216,0.022070539762169918,-0.01219071930645168
1.0,0.0349476466234848,0.02261067227000843,-0.012336974353476367
1.01,0.0356406679718805,0.023142263764194138,-0.012498404207686362
1.02,0.0363403163313911,0.023606341657761015,-0.012733974673630084
1.03,0.0370465848566651,0.02425662640556052,-0.012789958451104581
1.04,0.0377594666395395,0.024811064671411507,-0.012948401968127996
1.05,0.0384789547091647,0.025437804168285918,-0.013041150540878784
1.06,0.039205042032129,0.02602014923898914,-0.013184892793139863
1.07,0.0399377215125857,0.02662031677579505,-0.013317404736790647
1.08,0.0406769859923801,0.027164114778323274,-0.013512871214056827
1.09,0.0414228282511784,0.027673279975522193,-0.013749548275656207
1.1,0.0421752410065971,0.028331776954831394,-0.013843464051765706
1.11,0.0429342169143344,0.029082215769227118,-0.01385200114510728
1.12,0.0436997485683016,0.02970296943871996,-0.013996779129581638
1.13,0.0444718285007565,0.030396902739389466,-0.01407492576136703
1.14,0.0452504491824375,0.030988236103752426,-0.014262213078685075
1.15,0.0460356030226987,0.031634636476789345,-0.014400966545909354
1.16,0.0468272823696464,0.03246390929156255,-0.01436337307808385
1.17,0.0476254795102767,0.03317868163021483,-0.014446797880061868
1.18,0.0484301866706137,0.033826742206872575,-0.014603444463741122
1.19,0.0492413960158495,0.03447288636671885,-0.014768509649130651
1.2,0.0500590996504846,0.03516043773384272,-0.014898661916641881
1.21,0.0508832896184699,0.035907622660498455,-0.014975666957971444
1.22,0.0517139579033498,0.0366479651862834,-0.0150659927170664
1.23,0.0525510964284057,0.037296288112376244,-0.015254808316029454
1.24,0.0533946970568014,0.03819497167284878,-0.015199725383952624
1.25,0.054244751591729,0.039026028937577596,-0.015218722654151404
1.26,0.0551012517765565,0.03978859225349753,-0.015312659523058963
1.27,0.0559641892949755,0.04040115284854086,-0.015563036446434642
1.28,0.0568335557711511,0.041227850763572424,-0.015605705007578678
1.29,0.0577093427698717,0.04200145885956876,-0.015707883910302936
1.3,0.0585915417967011,0.04283220977921397,-0.01575933201748713
1.31,0.0594801442981306,0.043562302753687936,-0.015917841544442667
1.32,0.0603751416617325,0.044314186816508984,-0.01606095484522352
1.33,0.0612765252163151,0.04527805758849594,-0.01599846762781916
1.34,0.0621842862320781,0.04599425062086667,-0.016190035611211427
1.35,0.0630984159207692,0.04682707913863797,-0.016271336782131232
1.36,0.0640189054358422,0.04763811886666651,-0.016380786569175687
1.37,0.0649457458726157,0.04840966229229889,-0.01653608358031681
1.38,0.0658789282684326,0.04914264369726301,-0.016736284571169588
1.39,0.0668184436028214,0.04995248669276297,-0.016865956910058426
1.4,0.0677642827976579,0.05069514028297541,-0.017069142514682487
1.41,0.0687164367173281,0.05163701035082965,-0.01707942636649846
1.42,0.0696748961688924,0.052569670089189516,-0.017105226079702884
1.43,0.07063965190225,0.053478860957392835,-0.01716079094485716
1.44,0.0716106946103056,0.054333598643639555,-0.017277095966666045
1.45,0.072588014929136,0.05510351876724216,-0.017484496161893834
1.46,0.073571603438158,0.0558912221011288,-0.017680381337029198
1.47,0.074561450660298,0.05672525510546994,-0.017836195554828058
1.48,0.0755575470621613,0.05755331096126476,-0.018004236100896548
1.49,0.0765598830542036,0.05847952777224933,-0.018080355281954265
1.5,0.077568448990903,0.0593835384562301,-0.018184910534672895
1.51,0.0785832351709329,0.06030982941097255,-0.018273405759960344
1.52,0.0796042318373362,0.06121331497479009,-0.01839091686254611
1.53,0.0806314291777,0.06219538211363934,-0.018436047064060657
1.54,0.0816648173243319,0.06310337966264354,-0.018561437661688357
1.55,0.082704386354437,0.06405430029710867,-0.018650086057328333
1.56,0.0837501262902956,0.06498673790575178,-0.01876338838454382
1.57,0.0848020270994424,0.06607632227714906,-0.01872570482229334
1.58,0.0858600786948462,0.06707286589963718,-0.01878721279520902
1.59,0.0869242709350909,0.06816457601726057,-0.018759694917830333
1.6,0.0879945936245575,0.06913155320444779,-0.01886304042010971
1.61,0.0890710365136066,0.07023596887806673,-0.018835067635539868
1.62,0.0901535892987624,0.07119009655563611,-0.01896349274312628
1.63,0.0912422416228972,0.07208823871174684,-0.019154002911150353
1.64,0.0923369830754175,0.07309201875195022,-0.019244964323467284
1.65,0.0934378031924501,0.07398032589381795,-0.019457477298632148
1.66,0.09454469145703,0.07497139288322564,-0.019573298573804354
1.67,0.095657637299289,0.07615561850728457,-0.01950201879200443
1.68,0.0967766300966448,0.07722500117345273,-0.01955162892319208
1.69,0.0979016591739917,0.07809112970996242,-0.01981052946402928
1.7,0.0990327138038918,0.07916812021133965,-0.019864593592552146
1.71,0.1001697832067672,0.0801415227509046,-0.020028260455862604
1.72,0.1013128565510933,0.08125208222956683,-0.020060774321526476
1.73,0.1024619229535929,0.08220863840363013,-0.020253284549962766
1.74,0.1036169714794308,0.08311156284510224,-0.020505408634328565
1.75,0.1047779911424105,0.08396762110021266,-0.020810370042197837
1.76,0.1059449709051702,0.08498186860278835,-0.020963102302381853
1.77,0.1071178996793811,0.08606767525323449,-0.02105022442614661
1.78,0.1082967663259459,0.0870735892218768,-0.021223177104069096
1.79,0.109481559655198,0.08824109556994661,-0.02124046408525139
1.8,0.1106722684271026,0.08925361577620683,-0.021418652650895764
1.81,0.1118688813514573,0.09054747643692768,-0.02132140491452962
1.82,0.1130713870880949,0.09170991908032873,-0.02136146800776617
1.83,0.1142797742470861,0.09281950011726788,-0.021460274129818227
1.84,0.1154940313889436,0.09379443400946541,-0.021699597379478186
1.85,0.116714147024827,0.09496105616452877,-0.021753090860298238
1.86,0.1179401096167485,0.09614670804539573,-0.021793401571352775
1.87,0.1191719075777792,0.09710889061556781,-0.022063016962211385
1.88,0.120409529272257,0.09826490561621362,-0.022144623656043375
1.89,0.1216529630159947,0.09930580705575756,-0.022347155960237133
1.9,0.1229021970764891,0.10047113536115734,-0.022431061715331754
1.91,0.1241572196731311,0.10156787915916973,-0.022589340513961373
1.92,0.1254180189774164,0.10275241344845729,-0.022665605528959104
1.93,0.1266845831131575,0.10390213205523786,-0.022782451057919637
1.94,0.127956900156696,0.10509243915727329,-0.022864460999422714
1.95,0.1292349581371161,0.10619253376863563,-0.023042424368480474
1.96,0.1305187450364587,0.10718767533644172,-0.02333106970001697
1.97,0.1318082487899366,0.1083293980144052,-0.0234788507755314
1.98,0.1331034572861502,0.1096024724529273,-0.023500984833222896
1.99,0.1344043583673042,0.11079086652924078,-0.02361349183806341
2.0,0.1357109398294255,0.11201240273318624,-0.02369853709623926
2.01,0.1370231894225807,0.1131492014414008,-0.023873987981179914
2.02,0.138341094851096,0.11427707107441595,-0.024064023776680044
2.03,0.1396646437737768,0.11545621371938733,-0.024208430054389468
2.04,0.1409938238041282,0.11661614668949137,-0.024377677114636828
2.05,0.142328622510577,0.11772983123028442,-0.02459879128029259
2.06,0.1436690274166936,0.11906017949974296,-0.024608847916950644
2.07,0.1450150260014154,0.12040344707867162,-0.024611578922743765
2.08,0.1463666056992703,0.12165201768789183,-0.024714588011378463
2.09,0.1477237539006017,0.12290033572917487,-0.024823418171426817
2.1,0.1490864579517939,0.12416641099639524,-0.024920046955398664
2.11,0.150454705155498,0.125434376906381,-0.025020328249116985
2.12,0.1518284827708593,0.12672880103037829,-0.025099681740481022
2.13,0.1532077780137445,0.12807965953080555,-0.025128118482938944
2.14,0.1545925780569706,0.12936781039422213,-0.025224767662748476
2.15,0.1559828700305341,0.1306795380789071,-0.02530333195162701
2.16,0.1573786410218408,0.1321564583326281,-0.025222182689212697
2.17,0.1587798780759365,0.13355119908588692,-0.025228678990049574
2.18,0.1601865681957388,0.13491600088748587,-0.025270567308252917
2.19,0.1615986983422687,0.13624767319830652,-0.025351025143962175
2.2,0.1630162554348844,0.13756604722329957,-0.025450208211584835
2.21,0.164439226351514,0.13884424249962365,-0.02559498385189035
2.22,0.1658675979288907,0.139996901166921,-0.02587069676196968
2.23,0.1673013569627872,0.1412537438525228,-0.026047613110264406
2.24,0.168740490208252,0.14254525817286812,-0.026195232035383875
2.25,0.170184984379846,0.1438251314591359,-0.02635985292071011
2.26,0.171634826151879,0.1451702941151393,-0.026464532036739707
2.27,0.1730900021586485,0.14651730864588866,-0.026572693512759843
2.28,0.1745504989946777,0.14779207628811852,-0.026758422706559176
2.29,0.1760163032149551,0.14910063046858893,-0.026915672746366165
2.3000000000000003,0.1774874013351746,0.15042255530323306,-0.027064846031941536
2.31,0.1789637798319757,0.15184352143976773,-0.02712025839220797
2.32,0.1804454251431854,0.15339774232655853,-0.027047682816626867
2.33,0.1819323236680599,0.15482465524528932,-0.02710766842277057
2.34,0.1834244617675273,0.1561254174245471,-0.027299044342980194
2.35,0.1849218257644312,0.15756674840863885,-0.027355077355792345
2.36,0.1864244019437744,0.15904341501916558,-0.02738098692460883
2.37,0.1879321765529639,0.16038966508331215,-0.027542511469651754
2.38,0.1894451358020559,0.1619836758389329,-0.02746145996312302
2.39,0.190963265864002,0.16341123626697787,-0.02755202959702413
2.4,0.1924865528748957,0.16474621251555036,-0.027740340359345333
2.41,0.1940149829342196,0.16604641381154694,-0.02796856912267265
2.42,0.1955485421050935,0.16756633260448595,-0.027982209500607563
2.43,0.1970872164145226,0.16906730104438913,-0.028019915370133458
2.44,0.1986309918536468,0.1705467709555962,-0.0280842208980506
2.45,0.2001798543779905,0.17199563825486644,-0.02818421612312405
2.46,0.2017337899077126,0.17339279675766864,-0.028340993150043958
2.47,0.2032927843278581,0.17484785585095192,-0.02844492847690619
2.48,0.204856823488609,0.17639057477628498,-0.028466248712324033
2.49,0.2064258932055367,0.17786708779625918,-0.02855880540927752
2.5,0.2079999792598552,0.17949393901906333,-0.02850604024079187
2.51,0.2095790673986735,0.18096189600141563,-0.028617171397257862
2.52,0.2111631433352503,0.18245304740292345,-0.028710095932326846
2.53,0.2127521927492484,0.18402004945364742,-0.028732143295600976
2.54,0.2143462012869896,0.18550015939375694,-0.02884604189323267
2.5500000000000003,0.2159451545617103,0.18695014992473735,-0.028995004636972938
2.56,0.2175490381538177,0.1883847997919993,-0.029164238361818418
2.57,0.2191578376111472,0.1898564396762421,-0.029301397934905105
2.58,0.2207715384492186,0.19133813772354077,-0.029433400725677822
2.59,0.2223901261514951,0.19284060498958347,-0.029549521161911618
2.6,0.2240135861696409,0.19433321394631142,-0.029680372223329476
2.61,0.2256419039237807,0.19570549059513012,-0.029936413328650574
2.62,0.227275064802759,0.19708497475193176,-0.030190090050827234
2.63,0.2289130541644,0.19864741371725497,-0.030265640447145026
2.64,0.2305558573357683,0.20017538234051344,-0.03038047499525487
2.65,0.2322034596134302,0.20174953793767078,-0.030453921675759416
2.66,0.2338558462637148,0.2032616308202262,-0.030594215443488615
2.67,0.2355130025229765,0.204805189873637,-0.0307078126493395
2.68,0.2371749135978575,0.20627942079159575,-0.03089549280626175
2.69,0.2388415646655509,0.20777138456091426,-0.031070180104636635
2.7,0.2405129408740643,0.20929934667603992,-0.031213594198024386
2.71,0.2421890273424838,0.21082807727445876,-0.03136095006802503
2.72,0.243869809161239,0.21234202763165483,-0.03152778152958416
2.73,0.2455552713923675,0.21413975528581042,-0.03141551610655707
2.74,0.2472453990697808,0.21561729374412447,-0.031628105325656325
2.75,0.2489401771995303,0.2172924930589006,-0.031647684140629684
2.76,0.2506395907600737,0.2189122382753804,-0.0317273524846933
2.77,0.2523436247025418,0.22046095502025126,-0.03188266968229053
2.78,0.2540522639510064,0.22196577335151624,-0.03208649059949015
2.79,0.2557654934027475,0.22371454023432288,-0.03205095316842463
2.8000000000000003,0.2574832979285221,0.22530385818836932,-0.032179439740152777
2.81,0.2592056623728326,0.2268535822751563,-0.03235208009767629
2.82,0.2609325715541964,0.22841209382892314,-0.03252047772527328
2.83,0.2626640102654151,0.23000123880569556,-0.03266277145971952
2.84,0.2643999632738444,0.23167893213511484,-0.03272103113872957
2.85,0.2661404153216652,0.2333138765283962,-0.03282653879326902
2.86,0.2678853511261541,0.2351137306906056,-0.03277162043554849
2.87,0.2696347553799544,0.23662778653531463,-0.03300696884463977
2.88,0.2713886127513483,0.23852442527873402,-0.03286418747261427
2.89,0.2731469078845286,0.2402387937258299,-0.03290811415869871
2.9,0.2749096253998715,0.2419876069930239,-0.03292201840684761
2.91,0.276676749894209,0.24369875445226374,-0.03297799544194524
2.92,0.2784482659411028,0.24519568552475438,-0.033252580416348404
2.93,0.2802241580911174,0.2468615772550601,-0.03336258083605728
2.94,0.2820044108720943,0.2486024142525255,-0.03340199661956883
2.95,0.2837890087894264,0.25027994787305835,-0.03350906091636807
2.96,0.2855779363263328,0.2519316193928677,-0.03364631693346515
2.97,0.2873711779441337,0.25352980247483936,-0.03384137546929433
2.98,0.2891687180825262,0.2551000845264196,-0.03406863355610662
2.99,0.2909705411598597,0.2568582686674511,-0.03411227249240861
3.0,0.2927766315734122,0.2586501301953104,-0.0341265013781018
3.01,0.2945869736996672,0.2604493887230317,-0.03413758497663549
3.02,0.2964015518945896,0.26210256838815454,-0.034298983506435066
3.03,0.298220350493904,0.26389141132831323,-0.034328939165590766
3.04,0.3000433538133711,0.26564683444797343,-0.03439651936539767
3.0500000000000003,0.3018705461490663,0.26714852973432446,-0.03472201641474182
3.06,0.3037019117776572,0.2688898020737133,-0.03481210970394388
3.0700000000000003,0.3055374349566825,0.27056129938478174,-0.03497613557190077
3.08,0.3073770999248305,0.2722499313374851,-0.03512716858734538
3.09,0.3092208909022179,0.2739629297280183,-0.035257961174199604
3.1,0.3110687920906694,0.27566250346599314,-0.03540628862467626
3.11,0.3129207876739974,0.27740703374970194,-0.035513753924295455
3.12,0.3147768618182813,0.27912583340404357,-0.03565102841423773
3.13,0.3166369986721482,0.28088180881542185,-0.03575518985672632
3.14,0.3185011823670532,0.28268788154757846,-0.03581330081947476
3.15,0.3203693970175598,0.284501519419654,-0.03586787759790577
3.16,0.322241626721621,0.2863668014164336,-0.035874825305187374
3.17,0.3241178555608607,0.2881934383791648,-0.03592441718169592
3.18,0.3259980676008549,0.2898637115727437,-0.036134356028111214
3.19,0.3278822468914134,0.29158881856205754,-0.03629342832935584
3.2,0.3297703774668617,0.2934949872309035,-0.036275390235958216
3.21,0.3316624433463234,0.29534655530944626,-0.03631588803687713
3.22,0.3335584285340022,0.2971670063918965,-0.03639142214210567
3.23,0.3354583170194648,0.2989753544142748,-0.03648296260519002
3.24,0.3373620927779238,0.30073328592044074,-0.03662880685748304
3.25,0.3392697397705202,0.30239544655470096,-0.036874293215819254
3.26,0.3411812419446074,0.3042774052903099,-0.03690383665429753
3.27,0.343096583234034,0.3060605387662739,-0.0370360444677601
3.28,0.3450157475594278,0.30775140582402444,-0.03726434173540338
3.29,0.3469387188284796,0.30964077473774915,-0.03729794409073045
3.3000000000000003,0.3488654809362269,0.3115893028649247,-0.03727617807130218
3.31,0.3507960177653384,0.313383456575582,-0.037412561189756444
3.3200000000000003,0.3527303131863986,0.3151615054842838,-0.03756880770211479
3.33,0.3546683510581917,0.3169683542071392,-0.03769999685105252
3.34,0.3566101152279869,0.31883725157490456,-0.037772863653082356
3.35,0.3585555895318227,0.320678284400778,-0.0378773051310447
3.36,0.3605047577947926,0.3225156730490113,-0.037989084745781276
3.37,0.3624576038313297,0.32439703809155057,-0.03806056573977912
3.38,0.364414111445492,0.32621224005922833,-0.038201871386263686
3.39,0.3663742644312483,0.3280850183420814,-0.038289246089166895
3.4,0.3683380465727635,0.3298228227948666,-0.0385152237778969
3.41,0.370305441644684,0.3316708553857412,-0.03863458625894278
3.42,0.3722764334124243,0.33364554033688953,-0.038630893075534745
3.43,0.3742510056324519,0.33544937054190477,-0.038801635090547126
3.44,0.3762291420525744,0.3373236092885247,-0.03890553276404973
3.45,0.378210826412225,0.3391624373092514,-0.03904838910297359
3.46,0.3801960424427486,0.34105638018491263,-0.039139662257835994
3.47,0.3821847738676889,0.34296220352840934,-0.03922257033927956
3.48,0.384177004403074,0.3447843241220287,-0.03939268028104531
3.49,0.3861727177577037,0.3467077963684618,-0.0394649213892419
3.5,0.3881718976334352,0.34859567306442313,-0.03957622456901205
3.51,0.3901745277254706,0.3504195478154568,-0.03975497991001381
3.52,0.3921805917226432,0.3523362243270639,-0.03984436739557928
3.53,0.3941900733077043,0.35423179288273676,-0.03995828042496752
3.54,0.3962029561576101,0.356197713041172,-0.040005243116438105
3.5500000000000003,0.3982192239438089,0.35817555679218616,-0.04004366715162272
3.56,0.4002388603325273,0.3600561212537919,-0.04018273907873543
3.5700000000000003,0.4022618489850581,0.36194393350336623,-0.04031791548169189
3.58,0.4042881735580467,0.363782343018322,-0.040505830539724674
3.59,0.4063178177037782,0.365726646719286,-0.040591170984492164
3.6,0.4083507650704648,0.36757831110391326,-0.04077245396655155
3.61,0.4103869993025326,0.36954624650704104,-0.04084075279549154
3.62,0.4124265040409089,0.3713540746517078,-0.04107242938920114
3.63,0.4144692629233089,0.37322107517103126,-0.04124818775227762
3.64,0.4165152595845235,0.3751091238737141,-0.04140613571080942
3.65,0.4185644776567058,0.3770131969663555,-0.0415512806903503
3.66,0.4206169007696584,0.37901927752211595,-0.04159762324754246
3.67,0.4226725125511208,0.38099251100771636,-0.041680001543404455
3.68,0.4247312966270558,0.38297448119894095,-0.041756815428114824
3.69,0.4267932366219372,0.3850234808846082,-0.041769755737328995
3.7,0.4288583161590366,0.3869656402554627,-0.04189267590357387
3.71,0.4309265188607099,0.3888639853358941,-0.04206253352481576
3.72,0.4329978283486851,0.3908465722185519,-0.04215125613013321
3.73,0.4350722282443487,0.39287977707297694,-0.04219245117137177
3.74,0.4371497021690325,0.3948330992231416,-0.0423166029458909
3.75,0.4392302337443001,0.39672388671970144,-0.042506347024598656
3.76,0.4413138065922347,0.39864155295950904,-0.04267225363272564
3.77,0.4434004043357245,0.40077968488258486,-0.04262071945313961
3.78,0.4454900105987499,0.402724637346758,-0.04276537325199187
3.79,0.4475826090066701,0.4046039510009017,-0.04297865800576839
3.8,0.4496781831865091,0.40654184483656425,-0.04313633834994485
3.81,0.4517767167672423,0.408589232045297,-0.04318748472194528
3.82,0.4538781933800828,0.41055053203161795,-0.04332766134846483
3.83,0.4559825966587671,0.4124958650520609,-0.04348673160670624
3.84,0.4580899102398419,0.41465192984623983,-0.04343798039360208
3.85,0.4602001177629491,0.4168087376311988,-0.04339138013175031
3.86,0.462313202871112,0.4188807157478382,-0.0434324871232738
3.87,0.4644291492110213,0.4208775967929086,-0.043551552418112705
3.88,0.4665479404333202,0.4228204607741741,-0.043727479659146085
3.89,0.4686695601928899,0.42496449924974145,-0.043705060943148466
3.9,0.4707939921491349,0.4270127745508791,-0.04378121759825582
3.91,0.4729212199662682,0.42905117579343083,-0.04387004417283735
3.92,0.4750512273135963,0.43113050212370135,-0.04392072518989493
3.93,0.4771839978658039,0.43321551770472067,-0.043968480161083234
3.94,0.4793195153032386,0.43524627477924505,-0.04407324052399353
3.95,0.4814577633121955,0.43730076615822183,-0.04415699715397364
3.96,0.4835987255852012,0.43943921909650924,-0.044159506488691935
3.97,0.4857423858212987,0.4414478730400461,-0.04429451278125257
3.98,0.4878887277263305,0.4434195461487751,-0.04446918157755542
3.99,0.4900377350132228,0.4453581011790727,-0.04467963383415008
4.0,0.4921893914022694,0.447256828070436,-0.04493256333183343
4.01,0.4943436806214145,0.44941367829647383,-0.044930002324940654
4.0200000000000005,0.4965005864065362,0.45139358178814387,-0.04510700461839234
4.03,0.4986600925017294,0.4533273779856345,-0.045332714516094885
4.04,0.5008221826595889,0.45542022889913103,-0.04540195376045786
4.05,0.5029868406414915,0.4574471399258569,-0.04553970071563457
4.0600000000000005,0.5051540502178786,0.4594707080664854,-0.04568334215139325
4.07,0.5073237951685382,0.46153555584178185,-0.04578823932675635
4.08,0.5094960592828869,0.4635475894826361,-0.0459484698002508
4.09,0.5116708263602513,0.46559962184391324,-0.04607120451633806
4.1,0.5138480802101497,0.46757951773810763,-0.046268562472042085
4.11,0.5160278046525731,0.46971351013004825,-0.04631429452252489
4.12,0.5182099835182659,0.47188894315145696,-0.0463210403668089
4.13,0.5203946006490067,0.4740196904086878,-0.04637491024031887
4.14,0.5225816398978888,0.476091014168781,-0.046490625729107726
4.15,0.5247710851295997,0.47812981695212986,-0.04664126817746983
4.16,0.526962920220702,0.4801788812827112,-0.046784038937990824
4.17,0.5291571290599115,0.48217422737043925,-0.04698290168947228
4.18,0.531353695548378,0.4844531607980459,-0.04690053475033207
4.19,0.5335526035999625,0.48658974477189476,-0.04696285882806772
4.2,0.5357538371415176,0.48862519390215464,-0.047128643239362944
4.21,0.5379573801131646,0.49080893551413574,-0.047148444599028894
4.22,0.5401632164685721,0.4927994959635057,-0.04736372050506643
4.23,0.5423713301752334,0.4949512362430721,-0.047420093932161345
4.24,0.5445817052147445,0.49694562688716565,-0.047636078327578824
4.25,0.5467943255830803,0.49899180992197817,-0.04780251566110211
4.26,0.5490091752908721,0.5010101647727854,-0.04799901051808675
4.2700000000000005,0.5512262383636839,0.5031993365114227,-0.04802690185226122
4.28,0.5534454988422879,0.5053082713497458,-0.04813722749254212
4.29,0.555666940782941,0.5075494468871435,-0.04811749389579745
4.3,0.5578905482576597,0.5095797257062941,-0.04831082255136565
