time_s,true_distance_m,encoder_distance_m,distance_error_m
0.5,0.12850808117179377,0.12834756133576436,-0.00016051983602941022
0.51,0.1311477026962798,0.1309798117153312,-0.00016789098094857624
0.52,0.133790006493708,0.1335530153229955,-0.0002369911707125194
0.53,0.13643498935692902,0.13624577635617707,-0.0001892130007519477
0.54,0.1390826480190608,0.1388926303180199,-0.00019001770104090654
0.55,0.14173297915359906,0.141511821902359,-0.00022115725124005614
0.56,0.1443859793745295,0.14424272223812706,-0.00014325713640242488
0.5700000000000001,0.1470416452364421,0.14688985780479288,-0.00015178743164920294
0.58,0.14969997323464754,0.14959942060495815,-0.00010055262968938772
0.59,0.15236095980529557,0.15221275505545515,-0.00014820474984042487
0.6,0.15502460132549514,0.1548866996499632,-0.00013790167553193178
0.61,0.15769089411343692,0.15754142957848827,-0.00014946453494865675
0.62,0.16035983442851745,0.1601766746303811,-0.00018315979813635086
0.63,0.16303141847146554,0.16289221260682857,-0.00013920586463697648
0.64,0.16570564238447047,0.1655243249815531,-0.0001813174029173803
0.65,0.16838250225131224,0.16818928081199527,-0.00019322143931696512
0.66,0.17106199409749379,0.17094208566667524,-0.0001199084308185494
0.67,0.17374411389037517,0.17360553674216805,-0.0001385771482071141
0.68,0.1764288575393097,0.17630034290187455,-0.00012851463743515645
0.6900000000000001,0.179116220895782,0.17897570935377874,-0.00014051154200325766
0.7000000000000001,0.18180619975354806,0.18166417147869363,-0.00014202827485443326
0.71,0.18449878984877724,0.18432340894518812,-0.00017538090358912295
0.72,0.18719398686019623,0.186986609677269,-0.0002073771829272375
0.73,0.1898917864092348,0.18970205658237532,-0.00018972982685946937
0.74,0.1925921840601737,0.1923542846532483,-0.0002378994069253959
0.75,0.19529517532029436,0.19504096263226897,-0.0002542126880253903
0.76,0.1980007556400305,0.1977851675317778,-0.00021558810825270114
0.77,0.20070892041312172,0.2004447320903915,-0.00026418832273022996
0.78,0.20341966497676894,0.2032484698244503,-0.0001711951523186428
0.79,0.20613298461179183,0.20592336983135245,-0.00020961478043937665
0.8,0.208848874542788,0.2086372442780429,-0.00021163026474510516
0.81,0.21156732993829425,0.21129817675954057,-0.00026915317875367273
0.8200000000000001,0.21428834591094953,0.21405764328407106,-0.0002307026268784651
0.8300000000000001,0.21701191751765997,0.2167191719607789,-0.00029274555688107995
0.84,0.21973803975976564,0.21947729584312234,-0.00026074391664329677
0.85,0.2224667075832093,0.22221729228009532,-0.0002494153031139812
0.86,0.22519791587870686,0.22495144503123396,-0.00024647084747289605
0.87,0.22793165948191982,0.22768865623884077,-0.00024300324307904853
0.88,0.2306679331736296,0.2304128229133094,-0.00025511026032021267
0.89,0.2334067316799136,0.2331494194921498,-0.00025731218776381404
0.9,0.2361480496723231,0.23593835742085262,-0.00020969225147049464
0.91,0.2388918817680632,0.23876509555598074,-0.00012678621208245255
0.92,0.24163822253017428,0.24150983782496907,-0.00012838470520520895
0.93,0.24438706646771555,0.24423760964554753,-0.00014945682216802036
0.94,0.2471384080359502,0.24694199023891084,-0.00019641779703935547
0.95,0.24989224163653265,0.24968098150861368,-0.00021126012791897186
0.96,0.2526485616176972,0.2524456699041448,-0.0002028917135524222
0.97,0.25540736227444893,0.2552665960906913,-0.0001407661837576346
0.98,0.2581686378487559,0.2579778739757815,-0.00019076387297439767
0.99,0.26093238252974355,0.2608002521110447,-0.00013213041869886144
1.0,0.2636985904538908,0.26353529160894756,-0.0001632988449432604
1.01,0.2664672557052278,0.26629065334842295,-0.0001766023568048336
1.02,0.26923837231553516,0.2690988454545526,-0.00013952686098256395
1.03,0.27201193426454584,0.27184883396305826,-0.00016310030148758425
1.04,0.2747879354801477,0.27466448643647096,-0.0001234490436767266
1.05,0.27756636983858857,0.27746874483215195,-9.762500643661909e-05
1.06,0.2803472311646828,0.28023848484227515,-0.00010874632240764903
1.07,0.2831305132320193,0.2830230983991749,-0.00010741483284443243
1.08,0.2859162097631719,0.285843981210079,-7.222855309291232e-05
1.09,0.2887043144299106,0.28862441875197553,-7.989567793509345e-05
1.1,0.2914948208534155,0.2914642440639746,-3.0576789440905916e-05
1.11,0.2942877226044914,0.29418412838272,-0.00010359422177136368
1.12,0.29708301320378483,0.2969591949011807,-0.0001238183026041062
1.13,0.2998806861220027,0.2997543832950147,-0.00012630282698800066
1.14,0.3026807347801323,0.30261657974946005,-6.41550306722527e-05
1.15,0.305483152549663,0.30545720253022046,-2.5950019442555483e-05
1.16,0.30828793275281,0.30821554199725254,-7.23907555574832e-05
1.17,0.3110950686627393,0.3110350660851713,-6.000257756799687e-05
1.18,0.3139045535037945,0.31382672527056776,-7.782823322671772e-05
1.19,0.3167163804517254,0.3166616634287225,-5.471702300291481e-05
1.2,0.31953054263391795,0.3195341029399722,3.560306054251061e-06
1.21,0.3223470331296258,0.32232780007076683,-1.9233058858980634e-05
1.22,0.32516584497020395,0.32519190526996833,2.6060299764374406e-05
1.23,0.3279869711393432,0.32802978212488143,4.281098553821083e-05
1.24,0.3308104045733071,0.3308369321889922,2.6527615685056904e-05
1.25,0.3336361381611697,0.33362484280439947,-1.1295356770246734e-05
1.26,0.33646416474505547,0.33648869081638305,2.4526071327579668e-05
1.27,0.3392944771203803,0.3393472678371905,5.279071681019154e-05
1.28,0.34212706803609466,0.34221501691545986,8.794887936519613e-05
1.29,0.3449619301949276,0.34504506181792116,8.31316229935597e-05
1.3,0.347799056253633,0.3479112471556054,0.00011219090197239767
1.31,0.3506384388232367,0.35079100335776037,0.00015256453452366925
1.32,0.3534800704692858,0.3536029869056131,0.00012291643632728055
1.33,0.356323943712099,0.35645638314651595,0.00013243943441693107
1.34,0.35917005102701866,0.3593050294643581,0.00013497843733945025
1.35,0.3620183848446643,0.3621173392598512,9.895441518686932e-05
1.36,0.36486893755118777,0.3649526285195024,8.36909683146203e-05
1.37,0.36772170148852956,0.3678500020921097,0.00012830060358015594
1.38,0.37057666895467695,0.37068287870746053,0.00010620975278358147
1.39,0.3734338322039235,0.3734950975238288,6.126531990530149e-05
1.4,0.37629318344712986,0.3763686472101821,7.546376305223035e-05
1.41,0.3791547148519862,0.3792028763893323,4.816153734610307e-05
1.42,0.382018418543276,0.3821004359580163,8.201741474028745e-05
1.43,0.3848842866031414,0.3849657162480212,8.142964487978244e-05
1.44,0.3877523110713497,0.3878348279950949,8.251692374516839e-05
1.45,0.39062248394556176,0.39070012805750803,7.764411194627341e-05
1.46,0.3934947971816012,0.3936286528650817,0.00013385568348051047
1.47,0.3963692426937254,0.39642085457433884,5.161188061342248e-05
1.48,0.399245812354898,0.39934061727712494,9.480492222696535e-05
1.49,0.4021244979970621,0.40223007113184334,0.00010557313478121166
1.5,0.40500529141141584,0.40513834301215546,0.00013305160073961986
1.51,0.40788818434868823,0.4080418463087562,0.0001536619600679412
1.52,0.4107731685194174,0.4109659579454194,0.00019278942600198246
1.53,0.4136602355942295,0.41385717223797047,0.00019693664374098585
1.54,0.41654937720411883,0.4167292894229777,0.00017991221885887976
1.55,0.41944058494073005,0.41962426451645185,0.00018367957572179572
1.56,0.42233385035664095,0.42254369607000014,0.00020984571335919133
1.57,0.4252291649656468,0.42552383830451374,0.00029467333886695757
1.58,0.428126520243046,0.4284316495582606,0.00030512931521459175
1.59,0.43102590762592713,0.4313602937503702,0.0003343861244430868
1.6,0.433927318513457,0.4342072140826371,0.00027989556918012193
1.61,0.43683074426717017,0.4371503669600775,0.0003196226929073065
1.62,0.4397361762112595,0.4400373791642743,0.00030120295301483413
1.63,0.44264360563286825,0.4429887325448949,0.0003451269120266498
1.64,0.44555302378238343,0.44583522708276513,0.0002822033003817004
1.65,0.4484644218737298,0.44878816982999453,0.0003237479562647194
1.66,0.4513777910846657,0.4516491214022078,0.0002713303175421178
1.67,0.45429312255707976,0.4545350764946399,0.0002419539375601576
1.68,0.45721040739728913,0.4573864518842278,0.00017604448693864239
1.69,0.4601296366763384,0.4603800135193521,0.000250376843013711
1.7,0.46305080143030003,0.4633266386300658,0.0002758371997657605
1.71,0.465973892660576,0.46616861468319326,0.00019472202261727745
1.72,0.46889890133420015,0.46903196618173,0.00013306484752984016
1.73,0.4718258183841424,0.47197349780960063,0.00014767942545823587
1.74,0.47475463470961327,0.47492194078246575,0.00016730607285248
1.75,0.4776853411763702,0.4778183894963611,0.00013304831999089162
1.76,0.48061792861702457,0.4808039794638207,0.00018605084679612638
1.77,0.4835523878313501,0.4837448562779677,0.00019246844661763296
1.78,0.4864887095865918,0.48664975469607064,0.0001610451094788412
1.79,0.48942688461777695,0.4896246032195109,0.00019771860173395384
1.8,0.4923669036280261,0.4925347201367355,0.00016781650870939524
1.81,0.49530875728886575,0.49551193780753167,0.00020318051866591302
1.82,0.49825243624054205,0.4984608474801969,0.00020841123965487096
1.83,0.5011979310923352,0.5013684330245123,0.00017050193217704734
1.84,0.5041452324228752,0.504384476306828,0.00023924388395279994
1.85,0.5070943307804584,0.5073293989937949,0.00023506821333652006
1.86,0.5100452166833652,0.5103202368965184,0.0002750202131531765
1.87,0.5129978806201787,0.5132364997847131,0.0002386191645343816
1.88,0.515952313050104,0.5162248663264244,0.0002725532763203642
1.89,0.5189085044032894,0.5191183744493386,0.00020987004604922088
1.9,0.5218664450811472,0.5220577343414784,0.00019128926033118443
1.91,0.5248261254566767,0.5250211369012261,0.00019501144454936448
1.92,0.5277875358747873,0.5280113481828591,0.0002238123080717802
1.93,0.5307506666526229,0.5309695710627693,0.00021890441014638107
1.94,0.5337155080798871,0.5339164451732947,0.0002009370934076271
1.95,0.5366820504191694,0.5368664681268519,0.00018441770768251597
1.96,0.5396502839062722,0.5398855413537119,0.00023525744743968513
1.97,0.5426201987505388,0.5428639941830272,0.00024379543248842506
1.98,0.5455917851351817,0.5457763983657361,0.00018461323055440904
1.99,0.5485650332176127,0.5487583399354116,0.00019330671779882458
2.0,0.5515399331297735,0.5516925317071502,0.0001525985773767058
2.01,0.554516474978466,0.5546939528983065,0.00017747791984046302
2.02,0.557494648845686,0.557640227622367,0.00014557877668097685
2.03,0.5604744447889543,0.5606080664959767,0.00013362170702246878
2.04,0.563455852841652,0.563596615148223,0.0001407623065710073
2.05,0.5664388630133539,0.5665430277768577,0.00010416476350383341
2.06,0.5694234652901645,0.569531240516808,0.00010777522664351391
2.07,0.5724096496350534,0.5725156738767623,0.000106024241708913
2.08,0.5753974059881928,0.5754630551075615,6.564911936868256e-05
2.09,0.5783867242672941,0.5784360125827955,4.928831550143897e-05
2.1,0.5813775943679472,0.5813758270476309,-1.7673203163148798e-06
2.11,0.5843700061639586,0.5843717586978953,1.752533936638656e-06
2.12,0.5873639495076917,0.5873660812528149,2.1317451232016893e-06
2.13,0.5903594142304064,0.5904162963645347,5.688213412835541e-05
2.14,0.5933563901426012,0.5934106448253371,5.4254682735899173e-05
2.15,0.5963548670343539,0.5963760055275305,2.113849317653127e-05
2.16,0.5993548346756646,0.5993266223076695,-2.821236799510629e-05
2.17,0.6023562828167983,0.6024134715622477,5.7188745449354705e-05
2.18,0.6053592011886292,0.6053512875351137,-7.913653515490005e-06
2.19,0.6083635795029838,0.6083017632705449,-6.181623243894929e-05
2.2,0.6113694074529873,0.6113861900065828,1.678255359549574e-05
2.21,0.6143766747134075,0.6143965568623618,1.9882148954319945e-05
2.22,0.6173853709410022,0.6174223565946898,3.6985653687593434e-05
2.23,0.6203954857748649,0.6204131587326573,1.767295779242506e-05
2.24,0.6234070088367727,0.6234537841176485,4.67752808758215e-05
2.25,0.6264199297315333,0.6264706676477063,5.0737916173049236e-05
2.26,0.6294342380473339,0.6295017939380201,6.755589068618839e-05
2.27,0.6324499233560898,0.6324847877039536,3.4864347863705625e-05
2.28,0.6354669752137936,0.6355375648524164,7.058963862283107e-05
2.29,0.6384853831608652,0.6385699397961276,8.455663526241164e-05
2.3000000000000003,0.6415051367225021,0.6415947582131485,8.962149064639657e-05
2.31,0.6445262254090297,0.6446305410220801,0.0001043156130503542
2.32,0.6475486387162535,0.6476065696302796,5.79309140261719e-05
2.33,0.6505723661258102,0.6506713701015923,9.900397578210818e-05
2.34,0.6535973971055195,0.6537274875977408,0.0001300904922213464
2.35,0.6566237211097375,0.6567714209849328,0.00014769987519525074
2.36,0.6596513275797092,0.6597811313497441,0.00012980377003490862
2.37,0.6626802059439222,0.6627809516319538,0.00010074568803164485
2.38,0.6657103456184597,0.6658338645661929,0.00012351894773321437
2.39,0.6687417360073558,0.668881928477927,0.00014019247057128759
2.4,0.6717743665029491,0.6719480123469039,0.0001736458439548505
2.41,0.6748082264862384,0.6749939215240418,0.0001856950378034128
2.42,0.6778433053272369,0.6780771177209617,0.00023381239372477491
2.43,0.680879592385329,0.6811322134420048,0.0002526210566757836
2.44,0.6839170770096251,0.6841514017963584,0.00023432478673324209
2.45,0.6869557485393185,0.6871466718919594,0.00019092335264092597
2.46,0.6899955963040414,0.6901644512811094,0.00016885497706797814
2.47,0.6930366096242222,0.6932189478649773,0.00018233824075508664
2.48,0.6960787778114418,0.6963051293388396,0.00022635152739780562
2.49,0.6991220901687918,0.6993425325546351,0.00022044238584328912
2.5,0.702166535991231,0.7023961254085674,0.0002295894173364177
2.51,0.7052121045659442,0.7054546995165092,0.00024259495056500047
2.52,0.7082587851726995,0.7085510223392409,0.0002922371665414758
2.53,0.7113065670842065,0.7115829297614314,0.00027636267722497276
2.54,0.7143554395664754,0.7146563859583559,0.00030094639188049666
2.5500000000000003,0.7174053918791746,0.717666691919723,0.0002613000405483623
2.56,0.72045641327599,0.7207324965284524,0.0002760832524624224
2.57,0.7235084930049839,0.723789586125499,0.00028109312051516344
2.58,0.726561620308954,0.7267996855436938,0.00023806523473979269
2.59,0.7296157844257922,0.7299008536068693,0.0002850691810770689
2.6,0.7326709745888449,0.7329786502633994,0.0003076756745544751
2.61,0.7357271800272709,0.7360204343614283,0.000293254334157389
2.62,0.7387843899664025,0.7390813151795314,0.00029692521312885134
2.63,0.7418425936281038,0.7421229423676575,0.0002803487395537374
2.64,0.7449017802311313,0.7451655255098213,0.0002637452786899974
2.65,0.7479619389914927,0.7481761656176144,0.00021422662612169407
2.66,0.7510230591228078,0.7512466370190823,0.0002235778962745849
2.67,0.7540851298366671,0.7543750400617761,0.00028991022510904685
2.68,0.7571481403429928,0.7574237176872568,0.0002755773442639775
2.69,0.7602120798503974,0.760508645653445,0.0002965658030475993
2.7,0.7632769375665447,0.7635909623879014,0.0003140248213566732
2.71,0.7663427026985086,0.766662498925085,0.0003197962265764076
2.72,0.7694093644531338,0.7697756282902368,0.00036626383710303134
2.73,0.7724769120373945,0.7728130837746457,0.00033617173725120075
2.74,0.7755453346587554,0.775889189449271,0.0003438547905155742
2.75,0.7786146215255298,0.7789372376975013,0.0003226161719714904
2.76,0.7816847618472406,0.7820053199882725,0.0003205581410319347
2.77,0.7847557448349788,0.7850972797307694,0.00034153489579058505
2.78,0.787827559701763,0.7882287217727797,0.000401162071016703
2.79,0.7909001956628992,0.7912989531378909,0.00039875747499173997
2.8000000000000003,0.793973641936339,0.7944200822147593,0.00044644027842033474
2.81,0.7970478877430393,0.7974874129039726,0.0004395251609333739
2.82,0.8001229223073207,0.8005111371709387,0.00038821486361795277
2.83,0.8031987348572268,0.8036102063832615,0.0004114715260347124
2.84,0.8062753146248816,0.8066914423364512,0.0004161277115696249
2.85,0.8093526508468486,0.8097704721652632,0.0004178213184146129
2.86,0.8124307327644886,0.8128882760736447,0.0004575433091560388
2.87,0.8155095496243179,0.8159652810183177,0.000455731393999792
2.88,0.818589090678365,0.8190491146147713,0.0004600239364062064
2.89,0.8216693451845295,0.8222235240248839,0.0005541788403543579
2.9,0.8247503024069376,0.825293623969946,0.0005433215630084032
2.91,0.8278319516163005,0.8284102031907118,0.0005782515744112704
2.92,0.8309142820902697,0.8314944455066725,0.000580163416402768
2.93,0.8339972831137944,0.834594040175365,0.0005967570615705853
2.94,0.8370809439794766,0.8377053749708496,0.0006244309913729928
2.95,0.8401652539879277,0.8407323939339052,0.0005671399459774573
2.96,0.8432502024481231,0.843813645399818,0.0005634429516948591
2.97,0.8463357786777578,0.8469080968291294,0.000572318151371598
2.98,0.8494219720036005,0.85002057651739,0.000598604513789569
2.99,0.8525087717618488,0.8530729621534725,0.0005641903916236979
3.0,0.8555961672984822,0.8561158638658244,0.0005196965673421872
3.01,0.8586841479696165,0.8592438415455167,0.0005596935759002442
3.02,0.8617727031418565,0.8623530123953561,0.0005803092534996113
3.03,0.8648618221926486,0.8655075522194707,0.0006457300268221111
3.04,0.8679514945106339,0.8686169909602672,0.0006654964496333182
3.0500000000000003,0.8710417094959991,0.8716788487793019,0.0006371392833027789
3.06,0.8741324565608286,0.8748091269272253,0.0006766703663967366
3.0700000000000003,0.8772237251294558,0.8779476614058112,0.0007239362763553636
3.08,0.8803155046388124,0.8809949546110617,0.0006794499722493352
3.09,0.8834077845387798,0.8841102122889448,0.0007024277501650467
3.1,0.8865005542925382,0.887246307859051,0.0007457535665128523
3.11,0.8895938033769147,0.8903122239146797,0.0007184205377649411
3.12,0.8926875212827338,0.8934390637245527,0.0007515424418189642
3.13,0.8957816975151629,0.8965664681717695,0.0007847706566066481
3.14,0.898876321594062,0.8996580794782375,0.0007817578841754491
3.15,0.9019713830543293,0.9027534736086563,0.0007820905543269863
3.16,0.905066871446248,0.905888996077461,0.0008221246312130059
3.17,0.9081627763358314,0.908965717532022,0.0008029411961906208
3.18,0.9112590873051692,0.9120709757337088,0.00081188842853952
3.19,0.9143557939527709,0.9151689817567785,0.0008131878040076312
3.2,0.9174528858939105,0.9182706471669383,0.000817761273027795
3.21,0.920550352760969,0.9213968779626385,0.0008465252016695013
3.22,0.9236481842037781,0.9245355802386734,0.0008873960348952936
3.23,0.9267463698899614,0.9276446945894465,0.0008983246994851424
3.24,0.9298448995052762,0.930715458485261,0.0008705589799848923
3.25,0.9329437627539533,0.9337765932052345,0.0008328304512812412
3.26,0.9360429493590385,0.9368207891648592,0.0007778398058206903
3.27,0.9391424490627307,0.939983945724846,0.0008414966621153042
3.28,0.9422422516267205,0.9430590117810065,0.0008167601542860004
3.29,0.9453423468325288,0.9461333113942456,0.0007909645617167893
3.3000000000000003,0.9484427244818433,0.9491806662117431,0.000737941729899827
3.31,0.9515433743968548,0.9523522940597926,0.0008089196629378348
3.3200000000000003,0.9546442864205934,0.9554407045187592,0.0007964180981657742
3.33,0.9577454504172628,0.9584675922634899,0.0007221418462270979
3.34,0.9608468562725746,0.9615102273660687,0.000663371093494125
3.35,0.9639484938940819,0.9647003611669026,0.0007518672728207276
3.36,0.9670503532115107,0.9678271906178028,0.0007768374062920858
3.37,0.9701524241770929,0.9709394392563707,0.0007870150792778086
3.38,0.9732546967658962,0.9740951211520201,0.0008404243861239724
3.39,0.9763571609761545,0.977201523459758,0.0008443624836034225
3.4,0.9794598068295969,0.980322471199141,0.000862664369544075
3.41,0.9825626243717762,0.9834131226993268,0.0008504983275505751
3.42,0.9856656036723959,0.9865858365252483,0.0009202328528524761
3.43,0.9887687348256372,0.989657904116045,0.0008891692904078319
3.44,0.9918720079504841,0.99276365047855,0.0008916425280658391
3.45,0.9949754131910491,0.995912793812622,0.0009373806215728919
3.46,0.9980789407168955,0.9989472343258496,0.0008682936089541293
3.47,1.001182580723362,1.002046792358045,0.0008642116346828654
3.48,1.0042863234318833,1.0052496474346744,0.0009633240027910883
3.49,1.0073901590903116,1.0083415370608118,0.0009513779705001557
3.5,1.0104940779732368,1.0114583527328305,0.0009642747595937085
3.51,1.0135980703823055,1.0145483441806145,0.0009502737983089204
3.52,1.016702126646539,1.017625129918154,0.0009230032716149861
3.53,1.0198062371226502,1.0206851535404264,0.0008789164177762654
3.54,1.02291039219536,1.0238500738895857,0.000939681694225758
3.5500000000000003,1.0260145822777123,1.0270000770819203,0.0009854948042080647
3.56,1.0291187978113876,1.030067537539259,0.0009487397278713505
3.5700000000000003,1.0322230292670174,1.0331351439473409,0.0009121146803234836
3.58,1.0353272671444937,1.0363182105755921,0.000990943431098401
3.59,1.0384315019732826,1.039422332560101,0.0009908305868184808
3.6,1.0415357243127326,1.042548687806008,0.0010129634932753984
3.61,1.044639924752383,1.0457218273579496,0.0010819026055666203
3.62,1.0477440939122729,1.0487745019863959,0.0010304080741230237
3.63,1.0508482224432465,1.0518640560180497,0.001015833574803171
3.64,1.0539523010272598,1.0549767227266913,0.0010244216994315103
3.65,1.0570563203776835,1.0580548671800059,0.0009985468023223643
3.66,1.0601602712396072,1.0611885072858007,0.0010282360461935092
3.67,1.0632641443901412,1.0642725455277724,0.0010084011376312318
3.68,1.066367930638717,1.0673297801585084,0.0009618495197913912
3.69,1.0694716208273878,1.070441833061933,0.0009702122345451869
3.7,1.0725752058311264,1.0735608350465413,0.000985629215414896
3.71,1.0756786765581223,1.0766360031862614,0.0009573266281390769
3.72,1.0787820239500792,1.0797390762876302,0.0009570523375510565
3.73,1.0818852389825082,1.082827818219543,0.0009425792370347796
3.74,1.0849883126650233,1.0859859838404993,0.0009976711754760004
3.75,1.0880912360416322,1.0891285237042347,0.0010372876626025818
3.76,1.091194000191029,1.092169892069794,0.0009758918787650117
3.77,1.0942965962268838,1.0952875958749506,0.0009909996480668148
3.78,1.0973990152981306,1.0983394768106374,0.0009404615125068183
3.79,1.1005012485892562,1.1014579309328987,0.0009566823436424343
3.8,1.1036032873205857,1.1046206083704646,0.0010173210498789498
3.81,1.1067051227485674,1.107732970957505,0.0010278482089376428
3.82,1.1098067461660566,1.1108591448930605,0.0010523987270039115
3.83,1.1129081489025983,1.1138929569682392,0.0009848080656409408
3.84,1.1160093223247072,1.1170415607228201,0.0010322383981129502
3.85,1.119110257836149,1.1201396463720235,0.0010293885358745314
3.86,1.122210946878217,1.1232171558260327,0.0010062089478155567
3.87,1.1253113809300113,1.1263032262124328,0.0009918452824215773
3.88,1.1284115515087114,1.1294881957120484,0.0010766442033369739
3.89,1.131511450169854,1.1325365809860735,0.0010251308162194661
3.9,1.134611068507603,1.135582090862944,0.0009710223553409669
3.91,1.137710398155023,1.1386503204992307,0.0009399223442076998
3.92,1.1408094307843484,1.1418918488688412,0.001082418084492831
3.93,1.143908158107253,1.1449596396059576,0.0010514814987045984
3.94,1.1470065718751166,1.1479982182555513,0.0009916463804346964
3.95,1.1501046638792911,1.1511347867177921,0.001030122838501013
3.96,1.1532024259513654,1.1542270051996608,0.0010245792482954652
3.97,1.156299849963428,1.1574286639574005,0.0011288139939724662
3.98,1.159396927828329,1.1605176925117835,0.001120764683454567
3.99,1.16249365149994,1.1636006579491365,0.0011070064491964793
4.0,1.165590012973413,1.1666127295306392,0.0010227165572262997
4.01,1.1686860042854375,1.1697236878742854,0.0010376835888479263
4.0200000000000005,1.1717816175144964,1.1728211860319393,0.0010395685174429126
4.03,1.1748768447811195,1.1759362765935681,0.001059431812448608
4.04,1.1779716782481378,1.1790581209530673,0.0010864427049295244
4.05,1.1810661101209332,1.1821976112174506,0.0011315010965173844
4.0600000000000005,1.1841601326476894,1.1853130482433247,0.001152915595635351
4.07,1.1872537381196386,1.1884253404280727,0.0011716023084340499
4.08,1.1903469188713103,1.1915500802034191,0.0012031613321088486
4.09,1.1934396672807743,1.194637004630988,0.0011973373502136564
4.1,1.196531975769886,1.1977174186387314,0.0011854428688453655
4.11,1.1996238368045276,1.200796251008411,0.0011724142038833651
4.12,1.2027152428948475,1.2038495869650663,0.001134344070218729
4.13,1.2058061865955014,1.2070265077690587,0.0012203211735573039
4.14,1.2088966605058882,1.2101686854096778,0.001272024903789637
4.15,1.2119866572703857,1.2132656745113861,0.0012790172410004352
4.16,1.2150761695785848,1.2163224386289164,0.0012462690503316498
4.17,1.2181651901655224,1.219369414273092,0.0012042241075695959
4.18,1.2212537118119118,1.222467181218719,0.0012134694068071106
4.19,1.2243417273443724,1.2255853416035936,0.0012436142592211485
4.2,1.2274292296356564,1.2286407523269407,0.001211522691284328
4.21,1.2305162116048756,1.2317382505278947,0.0012220389230190865
4.22,1.2336026662177257,1.2348130213205029,0.0012103551027771164
4.23,1.236688586486709,1.2379254215969775,0.0012368351102685082
4.24,1.2397739654713538,1.240980950355636,0.0012069848842821695
4.25,1.2428587962784363,1.2440069725227596,0.0011481762443232846
4.26,1.2459430720621967,1.2470867655571491,0.001143693494952469
4.2700000000000005,1.2490267860245554,1.2501379189266995,0.0011111329021440408
4.28,1.2521099314153266,1.2532492335657355,0.0011393021504089162
4.29,1.2551925015324326,1.2563721341958587,0.0011796326634261334
