time_s,true_yaw_rad,yaw_corrected
1.6,0.0879945936245575,0.0870978772963687
1.61,0.0890710365136066,0.08831458249556214
1.62,0.0901535892987624,0.08938099969870604
1.63,0.0912422416228972,0.09039143138039127
1.64,0.0923369830754175,0.09150750094616915
1.65,0.0934378031924501,0.0925080976136114
1.66,0.09454469145703,0.09361145412859359
1.67,0.095657637299289,0.09490796927822702
1.68,0.0967766300966448,0.09608964146996968
1.69,0.0979016591739917,0.09706805953205387
1.7,0.0990327138038918,0.0982573395590056
1.71,0.1001697832067672,0.09934303162414505
1.72,0.1013128565510933,0.1005658806283818
1.73,0.1024619229535929,0.1016347263280196
1.74,0.1036169714794308,0.10264994029506622
1.75,0.1047779911424105,0.10361828807575116
1.76,0.1059449709051702,0.10474482510390135
1.77,0.1071178996793811,0.105942921279922
1.78,0.1082967663259459,0.10706112477413882
1.79,0.109481559655198,0.10834092064778314
1.8,0.1106722684271026,0.10946573037961788
1.81,0.1118688813514573,0.11087188056591323
1.82,0.1130713870880949,0.1121466127348888
1.83,0.1142797742470861,0.11336848329740244
1.84,0.1154940313889436,0.11445570671517448
1.85,0.116714147024827,0.11573461839581234
1.86,0.1179401096167485,0.1170325598022538
1.87,0.1191719075777792,0.11810703189800038
1.88,0.120409529272257,0.1193753364242207
1.89,0.1216529630159947,0.12052852738933914
1.9,0.1229021970764891,0.12180614522031344
1.91,0.1241572196731311,0.12301517854390033
1.92,0.1254180189774164,0.1243120023587624
1.93,0.1266845831131575,0.1255740104911175
1.94,0.127956900156696,0.12687660711872742
1.95,0.1292349581371161,0.12808899125566428
1.96,0.1305187450364587,0.12919642234904485
1.97,0.1318082487899366,0.13045043455258284
1.98,0.1331034572861502,0.13183579851667945
1.99,0.1344043583673042,0.13313648211856743
2.0,0.1357109398294255,0.1344703078480874
2.01,0.1370231894225807,0.13571939608187644
2.02,0.138341094851096,0.1369595552404661
2.03,0.1396646437737768,0.138250987411012
2.04,0.1409938238041282,0.13952320990669054
2.05,0.142328622510577,0.1407491839730581
2.06,0.1436690274166936,0.14219182176809114
2.07,0.1450150260014154,0.1436473788725943
2.08,0.1463666056992703,0.14500823900738902
2.09,0.1477237539006017,0.14636884657424656
2.1,0.1490864579517939,0.14774721136704144
2.11,0.150454705155498,0.14912746680260172
2.12,0.1518284827708593,0.15053418045217348
2.13,0.1532077780137445,0.15199732847817526
2.14,0.1545925780569706,0.15339776886716636
2.15,0.1559828700305341,0.1548217860774258
2.16,0.1573786410218408,0.15641099585672133
2.17,0.1587798780759365,0.15791802613555464
2.18,0.1601865681957388,0.1593951174627281
2.19,0.1615986983422687,0.16083907929912325
2.2,0.1630162554348844,0.1622697428496908
2.21,0.164439226351514,0.16366022765158939
2.22,0.1658675979288907,0.16492517584446126
2.23,0.1673013569627872,0.16629430805563755
2.24,0.168740490208252,0.16769811190155737
2.25,0.170184984379846,0.16909027471339963
2.26,0.171634826151879,0.17054772689497755
2.27,0.1730900021586485,0.17200703095130143
2.28,0.1745504989946777,0.1733940881191058
2.29,0.1760163032149551,0.17481493182515073
2.3000000000000003,0.1774874013351746,0.17624914618536935
2.31,0.1789637798319757,0.17778240184747854
2.32,0.1804454251431854,0.17944891225984383
2.33,0.1819323236680599,0.18098811470414913
2.34,0.1834244617675273,0.18240116640898144
2.35,0.1849218257644312,0.1839547869186477
2.36,0.1864244019437744,0.1855437430547489
2.37,0.1879321765529639,0.18700228264447
2.38,0.1894451358020559,0.18870858292566522
2.39,0.190963265864002,0.19024843287928472
2.4,0.1924865528748957,0.19169569865343172
2.41,0.1940149829342196,0.19310818947500283
2.42,0.1955485421050935,0.19474039779351635
2.43,0.1970872164145226,0.19635365575899405
2.44,0.1986309918536468,0.1979454151957756
2.45,0.2001798543779905,0.19950657202062036
2.46,0.2017337899077126,0.20101602004899707
2.47,0.2032927843278581,0.20258336866785487
2.48,0.204856823488609,0.20423837711876242
2.49,0.2064258932055367,0.20582717966431113
2.5,0.2079999792598552,0.20756632041268977
2.51,0.2095790673986735,0.2091465669206166
2.52,0.2111631433352503,0.21075000784769893
2.53,0.2127521927492484,0.21242929942399738
2.54,0.2143462012869896,0.2140216988896814
2.5500000000000003,0.2159451545617103,0.21558397894623632
2.56,0.2175490381538177,0.21713091833907278
2.57,0.2191578376111472,0.21871484774889008
2.58,0.2207715384492186,0.22030883532176324
2.59,0.2223901261514951,0.22192359211338045
2.6,0.2240135861696409,0.22352849059568292
2.61,0.2256419039237807,0.22501305677007613
2.62,0.227275064802759,0.22650483045245226
2.63,0.2289130541644,0.22817955894334999
2.64,0.2305558573357683,0.22981981709218297
2.65,0.2322034596134302,0.2315062622149148
2.66,0.2338558462637148,0.23313064462304472
2.67,0.2355130025229765,0.23478649320203002
2.68,0.2371749135978575,0.2363730136455633
2.69,0.2388415646655509,0.23797726694045632
2.7,0.2405129408740643,0.23961751858115649
2.71,0.2421890273424838,0.24125853870514985
2.72,0.243869809161239,0.24288477858792043
2.73,0.2455552713923675,0.2447947957676505
2.74,0.2472453990697808,0.24638462375153908
2.75,0.2489401771995303,0.2481721125918897
2.76,0.2506395907600737,0.249904147333944
2.77,0.2523436247025418,0.25156515360438936
2.78,0.2540522639510064,0.25318226146122885
2.79,0.2557654934027475,0.25504331786961004
2.8000000000000003,0.2574832979285221,0.256744925349231
2.81,0.2592056623728326,0.2584069389615925
2.82,0.2609325715541964,0.2600777400409338
2.83,0.2626640102654151,0.26177917454328076
2.84,0.2643999632738444,0.2635691573982745
2.85,0.2661404153216652,0.26531639131713036
2.86,0.2678853511261541,0.2672285350049143
2.87,0.2696347553799544,0.26885488037519784
2.88,0.2713886127513483,0.27086380864419174
2.89,0.2731469078845286,0.27269046661686214
2.9,0.2749096253998715,0.27455156940963066
2.91,0.276676749894209,0.276375006394445
2.92,0.2784482659411028,0.27798422699251013
2.93,0.2802241580911174,0.2797624082483904
2.94,0.2820044108720943,0.28161553477143025
2.95,0.2837890087894264,0.2834053579175376
2.96,0.2855779363263328,0.28516931896292147
2.97,0.2873711779441337,0.2868797915704676
2.98,0.2891687180825262,0.2885623631476223
2.99,0.2909705411598597,0.2904328368142283
3.0,0.2927766315734122,0.29233698786766216
3.01,0.2945869736996672,0.2942485359209579
3.02,0.2964015518945896,0.2960140051116552
3.03,0.298220350493904,0.2979151375773884
3.04,0.3000433538133711,0.29978285022262313
3.0500000000000003,0.3018705461490663,0.3013968350345486
3.06,0.3037019117776572,0.303250396899512
3.0700000000000003,0.3055374349566825,0.30503418373615493
3.08,0.3073770999248305,0.3068351052144328
3.09,0.3092208909022179,0.3086603931305405
3.1,0.3110687920906694,0.3104722563940899
3.11,0.3129207876739974,0.3123290762033732
3.12,0.3147768618182813,0.3141601653832893
3.13,0.3166369986721482,0.3160284303202421
3.14,0.3185011823670532,0.3179467925779732
3.15,0.3203693970175598,0.3198727199756233
3.16,0.322241626721621,0.3218502914979774
3.17,0.3241178555608607,0.323789217986283
3.18,0.3259980676008549,0.32557178070543646
3.19,0.3278822468914134,0.3274091772203248
3.2,0.3297703774668617,0.3294276354147453
3.21,0.3316624433463234,0.3313914930188625
3.22,0.3335584285340022,0.3333242336268873
3.23,0.3354583170194648,0.3352448711748401
3.24,0.3373620927779238,0.33711509220658054
3.25,0.3392697397705202,0.3388895423664153
3.26,0.3411812419446074,0.3408837906275987
3.27,0.343096583234034,0.34277921362913727
3.28,0.3450157475594278,0.3445823702124623
3.29,0.3469387188284796,0.3465840286517615
3.3000000000000003,0.3488654809362269,0.3486448463045116
3.31,0.3507960177653384,0.3505512895407434
3.3200000000000003,0.3527303131863986,0.3524416279750197
3.33,0.3546683510581917,0.35436076622344964
3.34,0.3566101152279869,0.3563419531167895
3.35,0.3585555895318227,0.3582952754682375
3.36,0.3605047577947926,0.3602449536420453
3.37,0.3624576038313297,0.3622386082101591
3.38,0.364414111445492,0.36416609970341135
3.39,0.3663742644312483,0.36615116751183896
3.4,0.3683380465727635,0.36800126149019863
3.41,0.370305441644684,0.36996158360664777
3.42,0.3722764334124243,0.3720485580833706
3.43,0.3742510056324519,0.37396467781396037
3.44,0.3762291420525744,0.3759512060861548
3.45,0.378210826412225,0.377902323632456
3.46,0.3801960424427486,0.3799085560336918
3.47,0.3821847738676889,0.38192666890276294
3.48,0.384177004403074,0.3838610790219568
3.49,0.3861727177577037,0.3858968407939644
3.5,0.3881718976334352,0.3878970070155003
3.51,0.3901745277254706,0.3898331712921085
3.52,0.3921805917226432,0.3918621373292901
3.53,0.3941900733077043,0.39386999541053747
3.54,0.3962029561576101,0.3959482050945472
3.5500000000000003,0.3982192239438089,0.3980383383711359
3.56,0.4002388603325273,0.40003119235831613
3.5700000000000003,0.4022618489850581,0.402031294133465
3.58,0.4042881735580467,0.4039819931739953
3.59,0.4063178177037782,0.4060385864005338
3.6,0.4083507650704648,0.4080025403107356
3.61,0.4103869993025326,0.4100827652394379
3.62,0.4124265040409089,0.4120028829096791
3.63,0.4144692629233089,0.4139821729545771
3.64,0.4165152595845235,0.41598251118283447
3.65,0.4185644776567058,0.4179988738010504
3.66,0.4206169007696584,0.42011724388238536
3.67,0.4226725125511208,0.4222027668935603
3.68,0.4247312966270558,0.4242970266103594
3.69,0.4267932366219372,0.42645831582160115
3.7,0.4288583161590366,0.4285127647180302
3.71,0.4309265188607099,0.4305233993240361
3.72,0.4329978283486851,0.4326182757322684
3.73,0.4350722282443487,0.43476377011226797
3.74,0.4371497021690325,0.4368293817880071
3.75,0.4392302337443001,0.4388324588101415
3.76,0.4413138065922347,0.44086241457552355
3.77,0.4434004043357245,0.4431128360241739
3.78,0.4454900105987499,0.4451700780139215
3.79,0.4475826090066701,0.44716168119363964
3.8,0.4496781831865091,0.4492118645548767
3.81,0.4517767167672423,0.451371541289184
3.82,0.4538781933800828,0.45344513080107945
3.83,0.4559825966587671,0.4555027533470969
3.84,0.4580899102398419,0.45777110766685036
3.85,0.4602001177629491,0.46004020497738385
3.86,0.462313202871112,0.4622244726195977
3.87,0.4644291492110213,0.4643336431902426
3.88,0.4665479404333202,0.46638879669708266
3.89,0.4686695601928899,0.4686451246982245
3.9,0.4707939921491349,0.4708056895249367
3.91,0.4729212199662682,0.4729563802930629
3.92,0.4750512273135963,0.47514799614890796
3.93,0.4771839978658039,0.4773453012555018
3.94,0.4793195153032386,0.4794883478556007
3.95,0.4814577633121955,0.481655128760152
3.96,0.4835987255852012,0.4839058712240139
3.97,0.4857423858212987,0.4860268146931253
3.98,0.4878887277263305,0.4881107773274288
3.99,0.4900377350132228,0.4901616218833009
4.0,0.4921893914022694,0.4921726383002387
4.01,0.4943436806214145,0.4944417780518511
4.0200000000000005,0.4965005864065362,0.49653397106909564
4.03,0.4986600925017294,0.4985800567921608
4.04,0.5008221826595889,0.5007851972312318
4.05,0.5029868406414915,0.5029243977835322
4.0600000000000005,0.5051540502178786,0.5050602554497351
4.07,0.5073237951685382,0.5072373927506061
4.08,0.5094960592828869,0.5093617159170348
4.09,0.5116708263602513,0.5115260378038865
4.1,0.5138480802101497,0.5136182232236554
4.11,0.5160278046525731,0.5158645051411704
4.12,0.5182099835182659,0.5181522276881536
4.13,0.5203946006490067,0.520395264470959
4.14,0.5225816398978888,0.5225788777566267
4.15,0.5247710851295997,0.52472997006555
4.16,0.526962920220702,0.5268913239217058
4.17,0.5291571290599115,0.5289989595350083
4.18,0.531353695548378,0.5313901824881895
4.19,0.5335526035999625,0.5336390559876129
4.2,0.5357538371415176,0.5357867946434473
4.21,0.5379573801131646,0.5380828257810029
4.22,0.5401632164685721,0.5401856757559473
4.23,0.5423713301752334,0.5424497055610882
4.24,0.5445817052147445,0.5445563857307563
4.25,0.5467943255830803,0.5467148582911433
4.26,0.5490091752908721,0.548845502667525
4.2700000000000005,0.5512262383636839,0.5511469639317368
4.28,0.5534454988422879,0.5533681882956344
4.29,0.555666940782941,0.5557216533586067
4.3,0.5578905482576597,0.5578642217033316
4.3100000000000005,0.5601163053544955,0.5600386177209571
4.32,0.5623441961778091,0.562155338280612
4.33,0.5645742048485449,0.5643959721276253
4.34,0.5668063155045053,0.5665403994314829
4.3500000000000005,0.5690405123006237,0.5688921915057353
4.36,0.571276779409238,0.5710631604679227
4.37,0.5735151010203634,0.573319566291611
4.38,0.5757554613419646,0.5754771144435933
4.39,0.5779978446002281,0.5776104017804218
4.4,0.5802422350398333,0.5798923146968925
4.41,0.5824886169242244,0.5821993631610367
4.42,0.5847369745358806,0.5845783292492309
4.43,0.5869872921765867,0.5867398496098334
4.44,0.5892395541677032,0.5889558611837864
4.45,0.5914937448504355,0.591267967794383
4.46,0.5937498485861032,0.5935892004353732
4.47,0.5960078497564086,0.5958051705321967
4.48,0.5982677327637052,0.59809194483824
4.49,0.6005294820312651,0.600565878363902
4.5,0.6027930820035465,0.6028506429883764
4.51,0.6050585171464609,0.6050883324448993
4.5200000000000005,0.6073257719476385,0.6072972058459205
4.53,0.6095948309166953,0.6094720730422992
4.54,0.6118656785854978,0.6115657049077052
4.55,0.614138299508428,0.613698599130565
4.5600000000000005,0.6164126782626487,0.6157976292187947
4.57,0.6186887994483662,0.6180386986279115
4.58,0.620966647689095,0.6202617952550631
4.59,0.6232462076319203,0.6226030277050751
4.6000000000000005,0.62552746394776,0.6250686612839577
4.61,0.6278104013316282,0.627429985568989
4.62,0.6300950045028949,0.6297751389259347
4.63,0.6323812582055485,0.6320544723628243
4.64,0.6346691472084551,0.6342609140076578
4.65,0.6369586563056193,0.6364998494235622
4.66,0.639249770316443,0.63883363846514
4.67,0.6415424740859849,0.6411289399033634
4.68,0.6438367524852179,0.6434874115839525
4.69,0.6461325904112879,0.6458081119600144
4.7,0.6484299727877704,0.6482541723592846
4.71,0.6507288845649272,0.6506033147998347
4.72,0.6530293107199628,0.652924277176345
4.73,0.65533123625728,0.6552297975937783
4.74,0.6576346462087341,0.657563709559195
4.75,0.6599395256338885,0.659958459861427
4.76,0.6622458596202674,0.6622414932251874
4.7700000000000005,0.66455363328361,0.6646180513613231
4.78,0.6668628317681222,0.6669550576051019
4.79,0.6691734402467299,0.6692919692843614
4.8,0.6714854439213289,0.6717130243605319
4.8100000000000005,0.6737988280230371,0.67401248253678
4.82,0.6761135778124441,0.6763805619194003
4.83,0.6784296785798608,0.6786278900325899
4.84,0.6807471156455688,0.6809955363731633
4.8500000000000005,0.6830658743600685,0.6834955369358984
4.86,0.6853859401043269,0.6859048064559491
4.87,0.6877072982900246,0.6881409182271122
4.88,0.690029934359803,0.6904473018202792
4.89,0.6923538337875091,0.692768502131561
4.9,0.6946789820784416,0.6951645912962212
4.91,0.6970053647695948,0.6973930667446211
4.92,0.6993329674299034,0.6998527050446957
4.93,0.7016617756604846,0.7021188854978099
4.94,0.7039917750948815,0.7044734260208743
4.95,0.7063229513993051,0.7066619142561675
4.96,0.7086552902728747,0.7089636907038984
4.97,0.7109887774478593,0.7111963049079962
4.98,0.7133233986899172,0.7134273629415442
4.99,0.7156591397983354,0.7157544931011138
5.0,0.7179959866062676,0.7180626219663986
5.01,0.7203339249809725,0.720276925556978
5.0200000000000005,0.7226729408240506,0.7225724688911894
5.03,0.7250130200716811,0.724701813350139
5.04,0.7273541486948569,0.7270830978824441
5.05,0.7296963126996205,0.7294185337148585
5.0600000000000005,0.7320394981272971,0.7318401532955612
5.07,0.734383691054729,0.7341635165097189
5.08,0.7367288775945086,0.7364601415767632
5.09,0.7390750438952095,0.7389042375997522
5.1000000000000005,0.7414221761416191,0.7411740831758367
5.11,0.743770260554968,0.7435605548965197
5.12,0.7461192833931609,0.745881958449554
5.13,0.7484692309510053,0.7482363588621633
5.14,0.7508200895604393,0.7505634097255383
5.15,0.7531718455907607,0.7529712025825785
5.16,0.7555244854488522,0.7553703302844221
5.17,0.7578779955794087,0.7576729822985993
5.18,0.7602323624651621,0.7600002877245595
5.19,0.7625875726271057,0.762376262026312
5.2,0.7649436126247185,0.7647255135765674
5.21,0.7673004690561878,0.7671509047128056
5.22,0.7696581285586314,0.7696282190423435
5.23,0.7720165778083191,0.7719623004121156
5.24,0.7743758035208935,0.7743030478743305
5.25,0.77673579245159,0.7766860944953197
5.26,0.7790965313954544,0.7789600102540206
5.2700000000000005,0.7814580071875635,0.7813544317962829
5.28,0.7838202067032403,0.7836844853059831
5.29,0.7861831168582718,0.7859596857843535
5.3,0.7885467246091246,0.7883483898332747
5.3100000000000005,0.7909110169531595,0.7907301063607892
5.32,0.7932759809288458,0.7930954470002011
5.33,0.7956416036159746,0.7954819654654286
5.34,0.7980078721358715,0.7979808213040942
5.3500000000000005,0.800374773651608,0.8004266123751342
5.36,0.8027422953682117,0.8027806536229025
5.37,0.8051104245328773,0.8051510038608704
5.38,0.807479148435175,0.8075196098875567
5.39,0.8098484544072586,0.8098471068203187
5.4,0.8122183298240736,0.8121234820065685
5.41,0.814588762103563,0.814446990347667
5.42,0.8169597387068729,0.8168007609667742
5.43,0.8193312471385577,0.8191702155038553
5.44,0.8217032749467836,0.8217233366551632
5.45,0.8240758097235322,0.8240126357696198
5.46,0.8264488391048017,0.8263643084248046
5.47,0.8288223507708092,0.8288616966842602
5.48,0.83119633244619,0.8312977088818024
5.49,0.8335707719001977,0.8337144518897047
5.5,0.8359456569469026,0.8361995837275777
5.51,0.8383209754453895,0.8385648528573328
5.5200000000000005,0.8406967152999544,0.8409825134012703
5.53,0.8430728644602998,0.8433140993500512
5.54,0.8454494109217306,0.8454858608552096
5.55,0.8478263427253474,0.8479494701082848
5.5600000000000005,0.8502036479582398,0.8503172391850866
5.57,0.8525813147536788,0.8527369142421098
5.58,0.8549593312913075,0.8551522914111966
5.59,0.8573376857973319,0.8575372384817259
5.6000000000000005,0.8597163665447104,0.8599683325461057
5.61,0.8620953618533418,0.8623639771780135
5.62,0.864474660090253,0.8647731236453443
5.63,0.8668542496697854,0.8671401558070847
5.64,0.8692341190537813,0.8694181526334624
5.65,0.8716142567517673,0.8718610977468355
5.66,0.8739946513211391,0.8741584333236526
5.67,0.8763752913673436,0.8764090563473159
5.68,0.8787561655440611,0.8788935470011533
5.69,0.881137262553386,0.8812273663618596
5.7,0.8835185711460062,0.8836884180227229
5.71,0.885900080121383,0.8861089304173951
5.72,0.8882817783279281,0.888476504583731
5.73,0.8906636546631808,0.8909139569464704
5.74,0.8930456980739843,0.8932432442940219
5.75,0.8954278975566601,0.8956188349390576
5.76,0.8978102421571826,0.8979073916003082
5.7700000000000005,0.9001927209713515,0.9003434985593411
5.78,0.902575323144964,0.9028190058762112
5.79,0.9049580378739864,0.9052683824437592
5.8,0.9073408544047228,0.9076547745862701
5.8100000000000005,0.9097237620339852,0.9099774117111787
5.82,0.9121067501092616,0.9122950050496189
5.83,0.9144898080288816,0.9147586185159552
5.84,0.916872925242184,0.9172045635224959
5.8500000000000005,0.9192560912496812,0.9195239843605557
5.86,0.921639295603222,0.9219391022465184
5.87,0.9240225279061562,0.9244077940471056
5.88,0.926405777813496,0.9267210976567256
5.89,0.928789035032076,0.9291186605765208
5.9,0.9311722893207136,0.9315410035434876
5.91,0.9335555304903684,0.933903163981113
5.92,0.9359387484042988,0.9363339715586267
5.93,0.9383219329782192,0.9387508066269916
5.94,0.9407050741804566,0.9411102442522281
5.95,0.943088162032103,0.943367682596531
5.96,0.9454711866071712,0.9458060822334364
5.97,0.9478541380327468,0.9482796573047738
5.98,0.9502370064891376,0.9507358451775783
5.99,0.9526197822100276,0.9529592190904981
6.0,0.955002455482623,0.955426995448438
6.01,0.9573850166478028,0.957853285225072
6.0200000000000005,0.9597674561002644,0.960266556090691
6.03,0.9621497642886708,0.9626061029742403
6.04,0.9645319317157957,0.9649618807979775
6.05,0.966913948938666,0.9672483119618207
6.0600000000000005,0.969295806568707,0.9696498975639687
6.07,0.9716774952718822,0.9720030117003544
6.08,0.9740590057688356,0.9743798961092713
6.09,0.9764403288350298,0.9768529694893122
6.1000000000000005,0.9788214553008864,0.9793855682422977
6.11,0.9812023760519222,0.9817493723423895
6.12,0.9835830820288856,0.9839939448269599
6.13,0.9859635642278928,0.9864281150942644
6.140000000000001,0.9883438137005612,0.9889779715098216
6.15,0.9907238215541424,0.9912938498080212
6.16,0.9931035789516552,0.993780286287564
6.17,0.9954830771120158,0.9961365398794888
6.18,0.9978623073101672,0.9985114543557291
6.19,1.0002412608772089,1.0008456899875584
6.2,1.0026199292005231,1.0032067380273013
6.21,1.0049983037239028,1.0055547915752965
6.22,1.007376375947676,1.00805736523886
6.23,1.0097541374288297,1.0104985803170201
6.24,1.0121315797811343,1.0128255015475236
6.25,1.0145086946752648,1.0151506056906063
6.26,1.0168854738389204,1.0174923693063285
6.2700000000000005,1.0192619090569464,1.0197709880133068
