time_s,true_accel_mps2,accel_corrected,true_yaw_rad,yaw_corrected,true_speed_mps,encoder_speed_mps,slip_flag,slip_detected
0.21,0.0275090384542459,0.02630907787528332,0.0016113625420595,0.0012756318195718652,0.2557962233828944,0.2477147155071213,0,False
0.22,0.0274956091867395,0.027493377825842352,0.0017647614361618,0.0015810376059200528,0.2560712481745111,0.2559443418404726,0,False
0.23,0.0274815587865712,0.026290228386102267,0.0019251210722503,0.0017253513413867663,0.2563461355666292,0.2564084818919343,0,False
0.24,0.0274668877282974,0.0279818321259179,0.0020924398600665,0.0017255714747897476,0.2566208793502425,0.2581675270608847,0,False
0.25,0.0274515965074384,0.02564017935767235,0.002266716140444,0.0018623197899427192,0.2568954733211951,0.2534857822837216,0,False
0.26,0.0274356856404561,0.0275886958760515,0.0024479481853389,0.002032424443224493,0.2571699112803913,0.258279758385379,0,False
0.27,0.0274191556647318,0.02688024262560634,0.0026361341978607,0.0022024401614836623,0.2574441870340043,0.250842800674313,0,False
0.28,0.027402007138555,0.026380290858645666,0.0028312723123044,0.002316866446662899,0.2577182943936859,0.2583026440029,0,False
0.29,0.0273842406411123,0.028550811248398554,0.0030333605941844,0.00242916958678946,0.2579922271767754,0.2599510558634348,0,False
0.3,0.027365856772446,0.030023563186191007,0.0032423970402693,0.0026030660812028377,0.2582659792065082,0.2563590854372159,0,False
0.31,0.0273468561534484,0.033792419319580984,0.0034583795786177,0.002756724887977476,0.2585395443122243,0.2592289033809524,0,False
0.32,0.0273272394258394,0.031970616015248615,0.0036813060686156,0.0029644507105162496,0.2588129163295771,0.263366452493498,0,False
0.33,0.0273070072521336,0.028514058421234112,0.0039111743010151,0.003105065133652074,0.2590860891007411,0.2626597878668186,0,False
0.34,0.0272861603156343,0.032040008773655565,0.0041479819979739,0.0033172950321976886,0.2593590564746198,0.2596935663454737,0,False
0.35,0.0272646993203978,0.0349070194669488,0.0043917268130966,0.003533854015110975,0.2596318123070538,0.2599846542551347,0,False
0.36,0.0272426249912166,0.03176990863722361,0.0046424063314764,0.0037786582854256756,0.2599043504610278,0.2654093599426081,0,False
0.37,0.0272199380735777,0.029538265871611437,0.0049000180697393,0.004151858779445393,0.2601766648068781,0.2585826793235858,0,False
0.38,0.0271966393336597,0.027981097673431186,0.005164559476088,0.004428448097728648,0.2604487492224993,0.2569577987735707,0,False
0.39,0.0271727295582946,0.02509006950985623,0.0054360279303483,0.0046932873222065635,0.2607205975935513,0.2614261299052282,0,False
0.4,0.0271482095549391,0.02626502783760622,0.0057144207440165,0.004924887445404924,0.2609922038136652,0.2610463819003329,0,False
0.41,0.0271230801516558,0.027558654750480038,0.0059997351603068,0.005238895190850697,0.2612635617846501,0.2630514927433116,0,False
0.42,0.0270973421970605,0.032982596348735294,0.0062919683542022,0.005477778521631062,0.2615346654166983,0.2596892321480488,0,False
0.43,0.0270709965603327,0.02775893483682467,0.0065911174325041,0.005830955861004058,0.2618055086285913,0.2611153048762869,0,False
0.44,0.0270440441311553,0.031181648418731854,0.0068971794338854,0.005939319721605768,0.262076085347905,0.2629823938516136,0,False
0.45,0.027016485819678,0.02480279767605606,0.0072101513289429,0.006217759760508046,0.2623463895112144,0.2633925803924666,0,False
0.46,0.0269883225565259,0.02457427527835673,0.0075300300202526,0.006566732534553385,0.2626164150642985,0.2601792430909944,0,False
0.47,0.0269595552927215,0.023581864010919145,0.0078568123424248,0.006731414326710522,0.2628861559623449,0.2603215331208838,0,False
0.48,0.0269301849996711,0.023545005239141676,0.0081904950621614,0.007223372074493967,0.263155606170153,0.2638342643050923,0,False
0.49,0.0269002126691481,0.027759991933154773,0.008531074878314,0.007464436428163147,0.2634247596623383,0.2612647801854887,0,False
0.5,0.0268696393132289,0.024710854621081912,0.0088785484219434,0.007697916295825018,0.2636936104235359,0.2656401472804522,0,False
0.51,0.0268384659642739,0.025657599932310194,0.0092329122563799,0.008012671241732952,0.2639621524486029,0.2632250379566863,0,False
0.52,0.0268066936748856,0.026507614340418144,0.0095941628772855,0.008356359482131507,0.2642303797428214,0.2573203607664282,0,False
0.53,0.026774323517878,0.028912810959944864,0.0099622967127166,0.008917240445812316,0.2644982863221006,0.269276103318157,0,False
0.54,0.0267413565862545,0.02934606105082213,0.0103373101231888,0.009423025275417005,0.264765866213179,0.264685396184283,0,False
0.55,0.0267077939931248,0.026852463983113726,0.0107191994017417,0.00974039451957881,0.2650331134538257,0.26191915843391,0,False
0.56,0.0266736368717074,0.025357919023829757,0.011107960774006,0.010233160180873611,0.2653000220930415,0.2730900335768065,0,False
0.5700000000000001,0.0266388863752825,0.0261932696922413,0.0115035903982714,0.010552937439593879,0.2655665861912599,0.2647135566665822,0,False
0.58,0.0266035436771394,0.02723825507303673,0.0119060843655558,0.010959989872096869,0.2658327998205471,0.2709562800165303,0,False
0.59,0.0265676099705541,0.029959724973417874,0.0123154386996751,0.011408499774076914,0.2660986570648027,0.2613334450497001,0,False
0.6,0.0265310864687201,0.03399753923861245,0.0127316493573153,0.011930404424511315,0.2663641520199582,0.2673944594508072,0,False
0.61,0.0264939744047371,0.03356458971267334,0.0131547122281052,0.012393673017863793,0.2666292787941771,0.2654729928525067,0,False
0.62,0.0264562750315611,0.03356930449953258,0.0135846231346899,0.01283883812433346,0.2668940315080529,0.2635245051892834,0,False
0.63,0.0264179896219407,0.03088631482448568,0.0140213778328064,0.013208157325874699,0.2671584042948083,0.2715537976447469,0,False
0.64,0.0263791194683893,0.03452497873166223,0.0144649720113598,0.013592662796316492,0.2674223913004918,0.2632112374724506,0,False
0.65,0.0263396658831543,0.03197653835990321,0.0149154012925006,0.014036384152208583,0.2676859866841761,0.2664955830442183,0,False
0.66,0.0262996301981455,0.0373410809348027,0.015372661231704,0.014555005452604772,0.2679491846181548,0.2752804854679969,0,False
0.67,0.0262590137648954,0.04047238612267484,0.0158367473178494,0.014984011049926095,0.268211979288139,0.2663451075492827,0,False
0.68,0.0262178179545241,0.04432086206574126,0.0163076549733014,0.015479612714842557,0.2684743648934528,0.2694806159706495,0,False
0.6900000000000001,0.0261760441576802,0.0455315057081895,0.0167853795539929,0.0159467897286338,0.2687363356472295,0.2675366451904187,0,False
0.7000000000000001,0.0261336937845052,0.043350418215402364,0.0172699163495078,0.016558381520615565,0.2689978857766064,0.2688462124914883,0,False
0.71,0.0260907682645722,0.043775753569805356,0.0177612605831661,0.017055803992026324,0.2692590095229196,0.2659237466494528,0,False
0.72,0.026047269046836,0.04252627971239623,0.0182594074121099,0.01751718908010766,0.2695197011418978,0.2663200732080866,0,False
0.73,0.0260031975995944,0.03984842662751141,0.0187643519273903,0.017964916646766874,0.2697799549038563,0.2715446905106329,0,False
0.74,0.0259585554104352,0.041269535499394584,0.0192760891540557,0.018515869000015096,0.2700397650938897,0.2652228070872972,0,False
0.75,0.0259133439861752,0.04033826229922438,0.0197946140512415,0.018901213503716995,0.270299126012065,0.2686677979020666,0,False
0.76,0.0258675648528078,0.04281648887803534,0.0203199215122605,0.01946623924149676,0.2705580319736132,0.2744204899508837,0,False
0.77,0.0258212195554718,0.04623123019668291,0.0208520063646948,0.02003046001488226,0.2708164773091212,0.2659564558613696,0,False
0.78,0.0257743096583662,0.04711341198330397,0.021390863370489,0.020546891371563028,0.2710744563647226,0.2803737734058821,0,False
0.79,0.0257268367447244,0.044119868089047054,0.0219364872260441,0.021023278075130145,0.2713319635022885,0.2674900006902139,0,False
0.8,0.0256788024167425,0.04341344805499555,0.022488872562313,0.021415460374645236,0.2715889930996171,0.2713874446690434,0,False
0.81,0.0256302082955267,0.03990552720522971,0.0230480139448974,0.02207372834417448,0.2718455395506233,0.2660932481497688,0,False
0.8200000000000001,0.0255810560210484,0.03630315242046139,0.0236139058741448,0.02262134920824663,0.2721015972655277,0.2759466524530494,0,False
0.8300000000000001,0.0255313472520668,0.03603793391478343,0.0241865427852479,0.02322868021094645,0.2723571606710443,0.2661528676707813,0,False
0.84,0.0254810836660901,0.03701661564957107,0.0247659190483448,0.023774614746669368,0.272612224210569,0.2758123882343473,0,False
0.85,0.0254302669593087,0.036718927401354115,0.0253520289686198,0.024250120881743793,0.2728667823443661,0.2739996436972967,0,False
0.86,0.0253788988465425,0.03619782533393369,0.0259448667864058,0.024893218521887354,0.2731208295497552,0.2734152751138626,0,False
0.87,0.0253269810611772,0.03529205586423833,0.0265444266772884,0.025485334996149495,0.2733743603212969,0.2737211207606799,0,False
0.88,0.0252745153551003,0.03700823421652633,0.02715070275221,0.025980149410327478,0.2736273691709787,0.272416667446861,0,False
0.89,0.0252215034986458,0.03164321927115991,0.027763689057576,0.026600189745466615,0.273879850628399,0.2736596578840412,0,False
0.9,0.0251679472805327,0.03265395297463482,0.0283833795753618,0.02724706317136555,0.2741317992409516,0.2788937928702814,0,False
0.91,0.0251138485078128,0.03328272865896983,0.029009768223221,0.027786282615792475,0.2743832095740096,0.2826738135128118,0,False
0.92,0.0250592090057816,0.031016186023565966,0.0296428488545947,0.0283508782973971,0.2746340762111079,0.2744742268988318,0,False
0.93,0.0250040306179422,0.029210549140748884,0.0302826152588218,0.028988919211804524,0.2748843937541252,0.2727771820578468,0,False
0.94,0.0249483152059415,0.030087664060821983,0.0309290611612512,0.029601428816613626,0.2751341568234667,0.2704380593363323,0,False
0.95,0.0248920646494676,0.025216643288664124,0.031582180223354,0.03014220859169201,0.2753833600582441,0.273899126970284,0,False
0.96,0.0248352808462332,0.02626650984790943,0.0322419660428378,0.03099956645841234,0.2756319981164561,0.2764688395531118,0,False
0.97,0.0247779657118973,0.022895981607470434,0.0329084121537617,0.03169883332144947,0.2758800656751687,0.2820926186546513,0,False
0.98,0.0247201211799691,0.021311885885500426,0.0335815120266524,0.03246738410888393,0.276127557430694,0.2711277885090172,0,False
0.99,0.0246617492017764,0.01897895066753465,0.0342612590686216,0.03318720279404596,0.2763744680987681,0.2822378135263226,0,False
1.0,0.0246028517463858,0.020846465705607838,0.0349476466234848,0.03383962482745898,0.2766207924147296,0.2735039497902896,0,False
1.01,0.0245434308005332,0.01736798230792606,0.0356406679718805,0.034483505847219195,0.2768665251336958,0.2755361739475399,0,False
1.02,0.0244834883685513,0.020690943402970306,0.0363403163313911,0.03505987326636058,0.2771116610307402,0.2808192106129633,0,False
1.03,0.0244230264723088,0.02458616006981746,0.0370465848566651,0.03582244753973459,0.2773561949010669,0.2749988508505688,0,False
1.04,0.0243620471511413,0.02366497343653137,0.0377594666395395,0.036489175331160084,0.2776001215601864,0.2815652473412725,0,False
1.05,0.0243005524617673,0.022334104991753007,0.0384789547091647,0.037228204353609,0.2778434358440897,0.2804258395680986,0,False
1.06,0.0242385444782305,0.020341287025885387,0.039205042032129,0.037922838949886725,0.2780861326094218,0.2769740010123202,0,False
1.07,0.0241760252918221,0.02155354339370217,0.0399377215125857,0.038635296012267145,0.2783282067336543,0.2784613556899711,0,False
1.08,0.0241129970110193,0.020847869843405906,0.0406769859923801,0.03929138354036987,0.2785696531152582,0.2820882810904089,0,False
1.09,0.0240494617613939,0.015580779361308032,0.0414228282511784,0.0399128382631433,0.2788104666738747,0.2780437541896531,0,False
1.1,0.0239854216855461,0.013988140214568255,0.0421752410065971,0.040683624768027005,0.2790506423504861,0.2839825311999032,0,False
1.11,0.0239208789430428,0.013955459183112615,0.0429342169143344,0.04154635310799724,0.2792901751075856,0.2719884318745414,0,False
1.12,0.0238558357103207,0.013203582515357986,0.0436997485683016,0.042279396303064584,0.2795290599293469,0.277506651846069,0,False
1.13,0.0237902941806256,0.01709454543455838,0.0444718285007565,0.0430856191293086,0.279767291821792,0.2795188393834004,0,False
1.14,0.0237242565639533,0.018034132286538797,0.0452504491824375,0.04378924201924606,0.2800048658129594,0.2862196454445356,0,False
1.15,0.0236577250869285,0.016410839860869074,0.0460356030226987,0.04454793191785748,0.2802417769530711,0.2840622780760402,0,False
1.16,0.0235907019927622,0.01751550299055017,0.0468272823696464,0.04548949425820519,0.280478020314698,0.2758339467032097,0,False
1.17,0.0235231895411747,0.018990287043818273,0.0476254795102767,0.04631655612243198,0.2807135909929263,0.2819524087918716,0,False
1.18,0.0234551900082952,0.018610144580871096,0.0484301866706137,0.04707690622466423,0.2809484841055215,0.2791659185396493,0,False
1.19,0.0233867056865982,0.016074462891761693,0.0492413960158495,0.04783533991008502,0.2811826947930922,0.2834938158154707,0,False
1.2,0.0233177388848287,0.015895622125489693,0.0500590996504846,0.04863518080278339,0.2814162182192535,0.2872439511249691,0,False
1.21,0.0232482919279214,0.015062691338293606,0.0508832896184699,0.049494655255013634,0.2816490495707888,0.2793697130794608,0,False
1.22,0.0231783671568897,0.01574274568866952,0.0517139579033498,0.050347287306373084,0.2818811840578119,0.2864105199201499,0,False
1.23,0.0231079669287925,0.015430486526930935,0.0525510964284057,0.05110789975804043,0.2821126169139266,0.2837876854913086,0,False
1.24,0.0230370936166374,0.012109452455165511,0.0533946970568014,0.05211887284408747,0.2823433433963878,0.2807150064110749,0,False
1.25,0.0229657496092605,0.009897277223316816,0.054244751591729,0.0530622196343908,0.2825733587862594,0.2787910615407308,0,False
1.26,0.0228939373112968,0.00846347160237093,0.0551012517765565,0.05393707247588524,0.282802658388573,0.2863848011983579,0,False
1.27,0.0228216591430741,0.00978512415465272,0.0559641892949755,0.05466192259650307,0.2830312375324853,0.285857702080742,0,False
1.28,0.0227489175405271,0.010699422863949077,0.0568335557711511,0.055600910037109146,0.2832590915714345,0.2867749078269339,0,False
1.29,0.0226757149551171,0.0098661791499413,0.0577093427698717,0.056486807658679986,0.2834862158832958,0.283004490246129,0,False
1.3,0.0226020538537402,0.009014849966149253,0.0585915417967011,0.05742984810389969,0.2837126058705368,0.2866185337684205,0,False
1.31,0.0225279367186581,0.012097348481484709,0.0594801442981306,0.058272230603948164,0.2839382569603706,0.2879756202154985,0,False
1.32,0.0224533660474007,0.01031347348565883,0.0603751416617325,0.059136404192343714,0.28416316460491,0.2811983547852719,0,False
1.33,0.0223783443526776,0.011352109294244234,0.0612765252163151,0.060212564489905175,0.2843873242813187,0.2853396240902873,0,False
1.34,0.0223028741623027,0.007311222182143577,0.0621842862320781,0.06104104704785041,0.2846107314919635,0.2848646317842128,0,False
1.35,0.022226958019092,0.004253714760135833,0.0630984159207692,0.06198616509119622,0.2848333817645647,0.2812309795493087,0,False
1.36,0.0221505984807801,0.004724200200793972,0.0640189054358422,0.06290949434479927,0.2850552706523453,0.2835289259651192,0,False
1.37,0.0220737981199509,0.004448719951747467,0.0649457458726157,0.06379332729600616,0.2852763937341803,0.2897373572607302,0,False
1.38,0.0219965595239179,0.003920198835234497,0.0658789282684326,0.06463859822654477,0.2854967466147444,0.2832876615350844,0,False
1.39,0.0219188852946528,0.003069642416986739,0.0668184436028214,0.06556073074761924,0.2857163249246587,0.28122188163683,0,False
1.4,0.0218407780486984,0.004408716284737811,0.0677642827976579,0.06641567386340619,0.2859351243206374,0.2873549686353283,0,False
1.41,0.0217622404170725,0.006083493810212082,0.0687164367173281,0.06746983345683494,0.2861531404856327,0.2834229179150224,0,False
1.42,0.0216832750451645,0.005520842532633792,0.0696748961688924,0.06851478272076932,0.2863703691289789,0.2897559568683955,0,False
1.43,0.0216038845926663,0.004506705658790568,0.07063965190225,0.06953626311454714,0.2865868059865359,0.2865280290004888,0,False
1.44,0.0215240717334752,0.004285830129480172,0.0716106946103056,0.07050329032636836,0.2868024468208322,0.2869111747073709,0,False
1.45,0.0214438391555799,0.005808512697595645,0.072588014929136,0.07138549997554547,0.2870172874212054,0.2865300062413163,0,False
1.46,0.0213631895609994,0.008065284334765119,0.073571603438158,0.07228549283500661,0.2872313236039438,0.292852480757365,0,False
1.47,0.0212821256656697,0.009039256272328634,0.074561450660298,0.07323181536492226,0.2874445512124254,0.279220170925714,0,False
1.48,0.0212006501993544,0.010232209805354458,0.0755575470621613,0.07417216074629158,0.2876569661172572,0.2919762702786103,0,False
1.49,0.0211187659055478,0.009827656591295201,0.0765598830542036,0.07521066708285067,0.2878685642164125,0.2889453854718386,0,False
1.5,0.0210364755413888,0.00751624772738641,0.077568448990903,0.07622696729240594,0.2880793414353682,0.2908271880312125,0,False
1.51,0.0209537818775557,0.013234855459003426,0.0785832351709329,0.07726554777272289,0.2882892937272403,0.2903503296600721,0,False
1.52,0.0208706876981767,0.009635175026221365,0.0796042318373362,0.07828132286211494,0.2884984170729193,0.2924111636663251,0,False
1.53,0.020787195800731,0.013037099071750699,0.0806314291777,0.07937567952653869,0.2887067074812038,0.2891214292551058,0,False
1.54,0.0207033089959507,0.010826806385979845,0.0816648173243319,0.08039596660111739,0.2889141609889339,0.2872117185007227,0,False
1.55,0.0206190301077269,0.014882765898163028,0.082704386354437,0.08145917676115702,0.2891207736611229,0.2894975093474136,0,False
1.56,0.0205343619730125,0.02091913912963308,0.0837501262902956,0.08250390389537464,0.2893265415910884,0.2919431553548306,0,False
1.57,0.0204493074417222,0.01984898008410745,0.0848020270994424,0.08370577779234642,0.2895314609005831,0.2980142234513605,0,False
1.58,0.02036386937663,0.021189217635569458,0.0858600786948462,0.08481461094040905,0.2897355277399229,0.2907811253746859,0,False
1.59,0.0202780506532829,0.022744103782147064,0.0869242709350909,0.08601861058360696,0.2899387382881157,0.2928644192109664,0,False
1.6,0.0201918541598872,0.02638036189705855,0.0879945936245575,0.0870978772963687,0.2901410887529885,0.2846920332266891,0,False
1.61,0.0201052827972114,0.024538012244590995,0.0890710365136066,0.08831458249556214,0.2903425753713134,0.2943152877440353,0,False
1.62,0.0200183394784947,0.025078313133865802,0.0901535892987624,0.08938099969870604,0.2905431944089328,0.2887012204196825,0,False
1.63,0.019931027129344,0.025907790009374085,0.0912422416228972,0.09039143138039127,0.2907429421608833,0.2951353380620643,0,False
1.64,0.0198433486876259,0.028234015094460118,0.0923369830754175,0.09150750094616915,0.2909418149515196,0.2846494537870238,0,False
1.65,0.019755307103364,0.024730268472429567,0.0934378031924501,0.0925080976136114,0.2911398091346359,0.2952942747229396,0,False
1.66,0.0196669053386444,0.025035646629991987,0.09454469145703,0.09361145412859359,0.2913369210935869,0.2860951572213283,0,False
1.67,0.0195781463675215,0.026843091086487976,0.095657637299289,0.09490796927822702,0.2915331472414088,0.2885955092432133,0,False
1.68,0.0194890331758929,0.023836729184847562,0.0967766300966448,0.09608964146996968,0.2917284840209374,0.2851375389587856,0,False
1.69,0.0193995687614051,0.022326725541231086,0.0979016591739917,0.09706805953205387,0.2919229279049266,0.2993561635124339,0,False
1.7,0.0193097561333677,0.018994955724979983,0.0990327138038918,0.0982573395590056,0.2921164753961655,0.2946625110713684,0,False
1.71,0.0192195983126197,0.022385133937294303,0.1001697832067672,0.09934303162414505,0.292309123027594,0.2841976053127448,0,False
1.72,0.0191290983314468,0.019974622716457134,0.1013128565510933,0.1005658806283818,0.2925008673624178,0.2863351498536723,0,False
1.73,0.0190382592334698,0.027762848076402665,0.1024619229535929,0.1016347263280196,0.2926917049942229,0.2941531627870642,0,False
1.74,0.0189470840735339,0.02352335544621375,0.1036169714794308,0.10264994029506622,0.2928816325470872,0.2948442972865134,0,False
1.75,0.0188555759176173,0.02399221962494517,0.1047779911424105,0.10361828807575116,0.2930706466756936,0.2896448713895337,0,False
1.76,0.0187637378427085,0.020234441693725236,0.1059449709051702,0.10474482510390135,0.2932587440654396,0.2985589967459627,0,False
1.77,0.0186715729367098,0.015639243780018148,0.1071178996793811,0.105942921279922,0.2934459214325478,0.2940876814147029,0,False
1.78,0.0185790842983313,0.01510651286119984,0.1082967663259459,0.10706112477413882,0.2936321755241738,0.290489841810294,0,False
1.79,0.0184862750369857,0.012212378956036487,0.109481559655198,0.10834092064778314,0.2938175031185144,0.2974848523440236,0,False
1.8,0.0183931482726634,0.013630908019514993,0.1106722684271026,0.10946573037961788,0.2940019010249135,0.2910116917224586,0,False
1.81,0.0182997071358409,0.010797170660437153,0.1118688813514573,0.11087188056591323,0.2941853660839676,0.2977217670796148,0,False
1.82,0.0182059547673807,0.013395111584317079,0.1130713870880949,0.1121466127348888,0.2943678951676303,0.2948909672665266,0,False
1.83,0.0181118943184011,0.01064537069600203,0.1142797742470861,0.11336848329740244,0.2945494851793153,0.2907585544315364,0,False
1.84,0.0180175289501843,0.01069945905830774,0.1154940313889436,0.11445570671517448,0.2947301330539983,0.3016043282315715,0,False
1.85,0.0179228618340521,0.010909497358172563,0.116714147024827,0.11573461839581234,0.2949098357583189,0.294492268696687,0,False
1.86,0.0178278961512678,0.013275139903800425,0.1179401096167485,0.1170325598022538,0.2950885902906794,0.2990837902723449,0,False
1.87,0.0177326350929291,0.014718684273944401,0.1191719075777792,0.11810703189800038,0.2952663936813443,0.2916262888194711,0,False
1.88,0.0176370818598475,0.012422768900414721,0.120409529272257,0.1193753364242207,0.295443242992538,0.2988366541711362,0,False
1.89,0.0175412396624413,0.01415649556931484,0.1216529630159947,0.12052852738933914,0.2956191353185413,0.2893508122914179,0,False
1.9,0.0174451117206236,0.012855668331866868,0.1229021970764891,0.12180614522031344,0.2957940677857868,0.2939359892139799,0,False
1.91,0.0173487012637002,0.013052471801509844,0.1241572196731311,0.12301517854390033,0.2959680375529537,0.2963402559747698,0,False
1.92,0.0172520115302388,0.012002107686160631,0.1254180189774164,0.1243120023587624,0.2961410418110608,0.299021128163296,0,False
1.93,0.0171550457679831,0.01305350877099477,0.1266845831131575,0.1255740104911175,0.2963130777835585,0.2958222879910164,0,False
1.94,0.0170578072337196,0.00926850357268146,0.127956900156696,0.12687660711872742,0.2964841427264205,0.2946874110525462,0,False
1.95,0.0169602991931694,0.012143250044372153,0.1292349581371161,0.12808899125566428,0.2966542339282329,0.2950022953557187,0,False
1.96,0.0168625249208853,0.012819746136488413,0.1305187450364587,0.12919642234904485,0.2968233487102839,0.301907322685999,0,False
1.97,0.0167644877001216,0.014986520604447726,0.1318082487899366,0.13045043455258284,0.2969914844266506,0.29784528293153,0,False
1.98,0.0166661908227339,0.015558592176255921,0.1331034572861502,0.13183579851667945,0.2971586384642863,0.291240418270886,0,False
1.99,0.0165676375890683,0.017762851922513284,0.1344043583673042,0.13313648211856743,0.2973248082431053,0.2981941569675508,0,False
2.0,0.0164688313078337,0.015744590046604494,0.1357109398294255,0.1344703078480874,0.2974899912160677,0.2934191771738578,0,False
2.01,0.0163697752959962,0.010996672689889705,0.1370231894225807,0.13571939608187644,0.297654184869262,0.3001421191156416,0,False
2.02,0.0162704728786655,0.010202380485922683,0.138341094851096,0.1369595552404661,0.2978173867219876,0.2946274724060487,0,False
2.03,0.0161709273889726,0.008787147065058358,0.1396646437737768,0.138250987411012,0.2979795943268353,0.2967838873609772,0,False
2.04,0.0160711421679615,0.01203111922720383,0.1409938238041282,0.13952320990669054,0.298140805269767,0.2988548652246267,0,False
2.05,0.0159711205644758,0.01315834523988039,0.142328622510577,0.1407491839730581,0.2983010171701945,0.2946412628634784,0,False
2.06,0.0158708659350331,0.010914243756631548,0.1436690274166936,0.14219182176809114,0.2984602276810565,0.2988212739950254,0,False
2.07,0.0157703816437149,0.00973564188793241,0.1450150260014154,0.1436473788725943,0.2986184344888952,0.2984433359954352,0,False
2.08,0.0156696710620546,0.008226340148394296,0.1463666056992703,0.14500823900738902,0.2987756353139308,0.2947381230799114,0,False
2.09,0.0155687375689161,0.009661514982513643,0.1477237539006017,0.14636884657424656,0.2989318279101363,0.2972957475234089,0,False
2.1,0.0154675845503715,0.01140241201155263,0.1490864579517939,0.14774721136704144,0.2990870100653092,0.2939814464835351,0,False
2.11,0.0153662153995953,0.013345539273992795,0.150454705155498,0.14912746680260172,0.2992411796011437,0.2995931650264437,0,False
2.12,0.0152646335167455,0.016548096775642236,0.1518284827708593,0.15053418045217348,0.2993943343733011,0.2994322554919528,0,False
2.13,0.0151628423088356,0.017388123173662177,0.1532077780137445,0.15199732847817526,0.2995464722714786,0.3050215111719985,0,False
2.14,0.0150608451896211,0.016211860455773868,0.1545925780569706,0.15339776886716636,0.2996975912194778,0.2994348460802281,0,False
2.15,0.0149586455794992,0.01386825224635533,0.1559828700305341,0.1548217860774258,0.299847689175271,0.2965360702193388,0,False
2.16,0.0148562469053648,0.013336821171657692,0.1573786410218408,0.15641099585672133,0.2999967641310678,0.2950616780139032,0,False
2.17,0.014753652600502,0.010463155671241911,0.1587798780759365,0.15791802613555464,0.3001448141133783,0.3086849254578181,0,False
2.18,0.014650866104468,0.009201373543447725,0.1601865681957388,0.1593951174627281,0.3002918371830778,0.2937815972865942,0,False
2.19,0.0145478908629731,0.007698262664078,0.1615986983422687,0.16083907929912325,0.3004378314354677,0.295047573543121,0,False
2.2,0.01444473032777,0.005415196856169262,0.1630162554348844,0.1622697428496908,0.3005827950003373,0.3084426736037846,0,False
2.21,0.0143413879565179,0.010666684512095929,0.164439226351514,0.16366022765158939,0.3007267260420231,0.3010366855779146,0,False
2.22,0.0142378672126658,0.012443874965507543,0.1658675979288907,0.16492517584446126,0.3008696227594676,0.3025799732327857,0,False
2.23,0.0141341715653414,0.012540574520053815,0.1673013569627872,0.16629430805563755,0.3010114833862764,0.2990802137967586,0,False
