timestamp,lot_id,defect_type,predicted_class,top1_probability,top2_class,top2_probability,probability_gap,review_required
2026-01-05 02:56:00,LOT-038,normal,normal,0.8821060993083405,particle,0.06006883698076527,0.8220372623275752,False
2026-01-05 03:51:00,LOT-040,normal,normal,0.862946928248872,uniformity,0.07362217737471453,0.7893247508741574,False
2026-01-05 03:45:00,LOT-040,normal,normal,0.8820117285734256,particle,0.06581262714073328,0.8161991014326923,False
2026-01-04 18:18:00,LOT-021,uniformity,normal,0.85261546710875,uniformity,0.09074264850877745,0.7618728185999726,False
2026-01-04 23:19:00,LOT-031,normal,normal,0.8405665288118825,etch_rate,0.09238890153044794,0.7481776272814346,False
2026-01-04 22:43:00,LOT-030,normal,normal,0.8557326633383099,particle,0.10215020748837426,0.7535824558499357,False
2026-01-05 00:58:00,LOT-034,etch_rate,normal,0.7866487130133742,etch_rate,0.16472888030366215,0.6219198327097121,False
2026-01-04 12:01:00,LOT-009,normal,normal,0.9015335425016541,uniformity,0.0436878969314057,0.8578456455702483,False
2026-01-04 14:44:00,LOT-014,normal,normal,0.8770296299487956,uniformity,0.06738144429567465,0.809648185653121,False
2026-01-04 17:44:00,LOT-020,normal,normal,0.6316018005917279,etch_rate,0.32733261460971647,0.3042691859820114,False
2026-01-05 02:40:00,LOT-038,normal,normal,0.8654306362616966,uniformity,0.0658891150248697,0.7995415212368269,False
2026-01-04 20:47:00,LOT-026,particle,normal,0.9140335349853886,particle,0.040537177406470754,0.8734963575789179,False
2026-01-04 16:01:00,LOT-017,particle,normal,0.8825048192987365,particle,0.06358944705306345,0.818915372245673,False
2026-01-04 20:28:00,LOT-025,normal,normal,0.901917834471155,particle,0.05326136037088986,0.8486564741002651,False
2026-01-04 17:14:00,LOT-019,normal,normal,0.8913125810315764,particle,0.06011102011926337,0.831201560912313,False
2026-01-04 15:54:00,LOT-016,normal,normal,0.886916705924426,particle,0.058472114469309416,0.8284445914551165,False
2026-01-04 14:38:00,LOT-014,normal,normal,0.8866311970101058,particle,0.07146132504303876,0.815169871967067,False
2026-01-04 14:11:00,LOT-013,normal,normal,0.8357048905087323,particle,0.07551727479898167,0.7601876157097507,False
2026-01-05 03:03:00,LOT-039,normal,normal,0.8798342736976306,uniformity,0.06455851579263118,0.8152757579049994,False
2026-01-04 10:57:00,LOT-006,normal,normal,0.8724871894405021,uniformity,0.07326175389505556,0.7992254355454466,False
2026-01-04 08:02:00,LOT-001,normal,normal,0.8206732350432787,particle,0.13865173947007803,0.6820214955732007,False
2026-01-04 09:09:00,LOT-003,normal,normal,0.7179291623780556,etch_rate,0.23637366765940693,0.48155549471864867,False
2026-01-04 14:42:00,LOT-014,etch_rate,normal,0.5854155621055118,etch_rate,0.3753094063653344,0.21010615574017744,False
2026-01-05 02:57:00,LOT-038,normal,normal,0.6838187554137721,etch_rate,0.27137425374229407,0.41244450167147806,False
2026-01-04 14:23:00,LOT-013,normal,normal,0.7034327161219642,etch_rate,0.24851295067304557,0.45491976544891866,False
2026-01-05 02:03:00,LOT-037,normal,normal,0.830458087839288,particle,0.13327470074862421,0.6971833870906637,False
2026-01-04 11:02:00,LOT-007,normal,normal,0.891735680564041,uniformity,0.05021165835125716,0.8415240222127838,False
2026-01-04 19:02:00,LOT-023,normal,normal,0.8579192033520849,particle,0.08830339812911477,0.7696158052229701,False
2026-01-04 08:42:00,LOT-002,normal,normal,0.8928781057014713,etch_rate,0.043762008590787216,0.8491160971106841,False
2026-01-04 22:53:00,LOT-030,normal,normal,0.8713035277093951,uniformity,0.06823332010965971,0.8030702075997354,False
2026-01-04 12:30:00,LOT-010,normal,normal,0.8326037778626464,particle,0.07638909242531071,0.7562146854373357,False
2026-01-04 16:04:00,LOT-017,normal,normal,0.852189935759347,uniformity,0.08654851551383826,0.7656414202455087,False
2026-01-05 01:23:00,LOT-035,normal,normal,0.9220910017196139,particle,0.03647754473894122,0.8856134569806726,False
2026-01-04 16:13:00,LOT-017,normal,normal,0.7756385192829014,etch_rate,0.17695905748799165,0.5986794617949097,False
2026-01-05 01:00:00,LOT-035,normal,normal,0.8292518154894651,particle,0.12508016056358512,0.7041716549258801,False
2026-01-04 22:04:00,LOT-029,normal,normal,0.831814794257629,particle,0.1285143694265305,0.7033004248310986,False
2026-01-04 23:39:00,LOT-032,uniformity,normal,0.846728443855676,uniformity,0.10105951554260878,0.7456689283130673,False
2026-01-04 20:25:00,LOT-025,normal,normal,0.7928482203112517,uniformity,0.1575492331828118,0.6352989871284399,False
2026-01-05 01:49:00,LOT-036,normal,normal,0.9084703303352405,particle,0.05228647072240683,0.8561838596128337,False
2026-01-05 01:38:00,LOT-036,normal,normal,0.8336049716320031,uniformity,0.09861141477849422,0.7349935568535089,False
2026-01-04 12:03:00,LOT-009,normal,normal,0.5637806838855642,etch_rate,0.3965251133224979,0.16725557056306634,False
2026-01-04 23:30:00,LOT-032,normal,normal,0.8747354702390248,uniformity,0.06778193780211446,0.8069535324369103,False
2026-01-05 03:00:00,LOT-039,normal,normal,0.8821195206141293,particle,0.07315989594301824,0.8089596246711112,False
2026-01-04 15:29:00,LOT-015,normal,normal,0.8683678586902991,particle,0.09558556141717085,0.7727822972731282,False
2026-01-04 11:24:00,LOT-007,particle,normal,0.8647256525278405,particle,0.07689425441539771,0.7878313981124427,False
2026-01-04 10:50:00,LOT-006,particle,normal,0.8772932270201391,particle,0.0640928404677498,0.8132003865523894,False
2026-01-04 08:16:00,LOT-001,normal,normal,0.6570446302527144,etch_rate,0.30214743744213673,0.3548971928105777,False
2026-01-04 21:08:00,LOT-027,normal,normal,0.8840555200734649,particle,0.04912799110928956,0.8349275289641753,False
2026-01-04 12:07:00,LOT-009,normal,normal,0.8231962978583048,particle,0.14043289203257822,0.6827634058257266,False
2026-01-04 10:35:00,LOT-006,normal,normal,0.90898216653909,particle,0.04429422106315056,0.8646879454759395,False
2026-01-05 03:06:00,LOT-039,etch_rate,normal,0.661489659156293,etch_rate,0.29831654879669384,0.36317311035959915,False
2026-01-04 23:13:00,LOT-031,uniformity,normal,0.8734145715540914,uniformity,0.07230832431079114,0.8011062472433003,False
2026-01-05 00:03:00,LOT-033,etch_rate,normal,0.640219627696173,etch_rate,0.317409206722653,0.32281042097352003,False
2026-01-04 21:39:00,LOT-028,normal,normal,0.9016819574301834,particle,0.04228125933265917,0.8594006980975243,False
2026-01-04 12:36:00,LOT-010,normal,normal,0.868225271844163,particle,0.08028571608954317,0.7879395557546198,False
2026-01-04 17:58:00,LOT-020,normal,normal,0.7504873070904781,uniformity,0.20377354242044599,0.5467137646700321,False
2026-01-04 18:58:00,LOT-022,normal,normal,0.9077102899302499,particle,0.046248925447927657,0.8614613644823222,False
2026-01-04 17:23:00,LOT-019,normal,normal,0.6297781692603138,etch_rate,0.31926121746786795,0.31051695179244587,False
2026-01-04 20:07:00,LOT-025,normal,normal,0.870227104106864,particle,0.06464560874452216,0.8055814953623418,False
2026-01-04 13:48:00,LOT-012,normal,normal,0.7854340284151665,etch_rate,0.15059639262758143,0.6348376357875851,False
2026-01-05 00:41:00,LOT-034,normal,normal,0.6566343089097524,etch_rate,0.29906712976064465,0.35756717914910774,False
2026-01-04 09:19:00,LOT-003,normal,normal,0.8097077658288265,etch_rate,0.1329328209014009,0.6767749449274256,False
2026-01-04 10:26:00,LOT-005,normal,normal,0.9025915159099321,particle,0.05785180154172881,0.8447397143682034,False
2026-01-04 19:16:00,LOT-023,normal,normal,0.8107385706884118,etch_rate,0.12461693560221664,0.6861216350861952,False
2026-01-05 02:00:00,LOT-037,normal,normal,0.8723363906957621,particle,0.07074510449817967,0.8015912861975825,False
2026-01-04 23:15:00,LOT-031,normal,normal,0.9103934176406908,uniformity,0.036628582338743214,0.8737648353019476,False
2026-01-05 01:04:00,LOT-035,normal,normal,0.8655415697278479,particle,0.09821839468390736,0.7673231750439405,False
2026-01-05 02:24:00,LOT-037,normal,normal,0.7512624908251682,etch_rate,0.20070797426568743,0.5505545165594807,False
2026-01-04 21:17:00,LOT-027,normal,normal,0.8865300915605091,particle,0.0743296386006569,0.8122004529598522,False
2026-01-04 22:27:00,LOT-029,normal,normal,0.8819346825538038,particle,0.06930134209588608,0.8126333404579177,False
2026-01-04 10:00:00,LOT-005,normal,normal,0.8607511195198118,particle,0.0658200467266823,0.7949310727931295,False
2026-01-04 19:32:00,LOT-024,normal,normal,0.8609282993392261,particle,0.0969761218284037,0.7639521775108224,False
2026-01-04 22:31:00,LOT-030,normal,normal,0.8415845968745396,uniformity,0.09746457879821672,0.7441200180763229,False
2026-01-04 19:27:00,LOT-023,normal,normal,0.8462085418389705,particle,0.10487685188498219,0.7413316899539883,False
2026-01-04 22:15:00,LOT-029,normal,normal,0.8283536386158882,uniformity,0.11307960811059287,0.7152740305052954,False
2026-01-04 13:29:00,LOT-011,normal,normal,0.7326108765405355,etch_rate,0.22072749430061525,0.5118833822399202,False
2026-01-04 16:41:00,LOT-018,etch_rate,normal,0.7661490924463626,etch_rate,0.174519924772379,0.5916291676739837,False
2026-01-05 01:43:00,LOT-036,normal,normal,0.8951165273598792,particle,0.046558557419050926,0.8485579699408283,False
2026-01-04 18:26:00,LOT-021,normal,normal,0.8202607477582555,uniformity,0.09718098864823775,0.7230797591100178,False
2026-01-04 20:56:00,LOT-026,normal,normal,0.8997227421779869,particle,0.05256604675379295,0.8471566954241939,False
2026-01-04 11:28:00,LOT-007,normal,normal,0.6288097820813592,etch_rate,0.32881408062824674,0.29999570145311244,False
2026-01-04 21:30:00,LOT-028,normal,normal,0.8415161484894701,particle,0.06866137494552739,0.7728547735439427,False
2026-01-04 17:31:00,LOT-020,etch_rate,normal,0.7613424000619181,etch_rate,0.173858351628473,0.5874840484334451,False
2026-01-05 03:43:00,LOT-040,normal,normal,0.766916001702909,etch_rate,0.1670063933004402,0.5999096084024688,False
2026-01-04 08:30:00,LOT-002,particle,normal,0.8532770658519784,particle,0.11032594045075507,0.7429511254012233,False
2026-01-04 23:50:00,LOT-032,etch_rate,normal,0.7558622931268563,etch_rate,0.19229830449299454,0.5635639886338617,False
2026-01-04 20:06:00,LOT-025,normal,normal,0.7435198868623066,etch_rate,0.20813402085403773,0.5353858660082689,False
2026-01-04 22:39:00,LOT-030,normal,normal,0.7589701944396042,etch_rate,0.1957929603131887,0.5631772341264155,False
2026-01-05 01:17:00,LOT-035,normal,normal,0.8618003096370863,uniformity,0.06058151015407218,0.8012187994830141,False
2026-01-04 08:23:00,LOT-001,etch_rate,normal,0.7334980942215253,etch_rate,0.2213687290877138,0.5121293651338116,False
2026-01-05 00:42:00,LOT-034,normal,normal,0.8747942151620607,particle,0.07115239896738317,0.8036418161946776,False
2026-01-04 10:45:00,LOT-006,normal,normal,0.8593111208600287,particle,0.09414497715130826,0.7651661437087205,False
2026-01-05 03:16:00,LOT-039,normal,normal,0.8594298026576118,uniformity,0.08811809094802325,0.7713117117095886,False
2026-01-04 11:07:00,LOT-007,particle,normal,0.8800310618945164,particle,0.07974347764165417,0.8002875842528623,False
2026-01-04 23:17:00,LOT-031,normal,normal,0.8861639979057698,particle,0.06994359297106754,0.8162204049347023,False
2026-01-04 21:16:00,LOT-027,normal,normal,0.8368930256112361,particle,0.12401974436585096,0.7128732812453852,False
2026-01-04 08:05:00,LOT-001,normal,normal,0.8999289413531525,particle,0.04599016080088389,0.8539387805522686,False
2026-01-05 01:15:00,LOT-035,normal,normal,0.8282256409064933,particle,0.12055106333120429,0.7076745775752891,False
2026-01-04 11:11:00,LOT-007,normal,normal,0.8962441362647168,particle,0.05671171150940315,0.8395324247553136,False
2026-01-04 20:43:00,LOT-026,normal,normal,0.8504370853551801,particle,0.10036199475444797,0.7500750906007322,False
2026-01-04 11:16:00,LOT-007,normal,normal,0.8655622019786514,particle,0.09190893522559224,0.7736532667530591,False
2026-01-04 09:10:00,LOT-003,normal,normal,0.7831116101418552,uniformity,0.16615723333292673,0.6169543768089284,False
2026-01-04 18:48:00,LOT-022,normal,normal,0.7268648607924385,etch_rate,0.22007277189505295,0.5067920888973856,False
2026-01-04 20:38:00,LOT-026,normal,normal,0.7293177459294801,etch_rate,0.21351914421626392,0.5157986017132161,False
2026-01-04 15:28:00,LOT-015,normal,normal,0.7802247212836554,etch_rate,0.14563976965391845,0.6345849516297369,False
2026-01-04 22:22:00,LOT-029,normal,normal,0.896223170527828,uniformity,0.04363810570352988,0.8525850648242981,False
2026-01-04 13:54:00,LOT-012,normal,normal,0.8934678531662795,particle,0.05992892940411459,0.833538923762165,False
2026-01-04 10:10:00,LOT-005,normal,normal,0.8930927354674284,particle,0.05309433110771364,0.8399984043597147,False
2026-01-04 19:05:00,LOT-023,normal,normal,0.6380013036225681,etch_rate,0.3211329380855691,0.31686836553699904,False
2026-01-05 00:31:00,LOT-034,particle,normal,0.8795430255668876,particle,0.0731867908334985,0.806356234733389,False
2026-01-04 23:27:00,LOT-031,normal,normal,0.7843214345468402,uniformity,0.1658029151356831,0.6185185194111571,False
2026-01-04 08:51:00,LOT-002,normal,normal,0.8636526355984193,uniformity,0.08675351107933484,0.7768991245190845,False
2026-01-04 08:46:00,LOT-002,normal,normal,0.8653187635817643,uniformity,0.07926196417913926,0.7860567994026251,False
2026-01-04 10:56:00,LOT-006,normal,normal,0.8453724981761628,particle,0.11928601789579384,0.7260864802803689,False
2026-01-04 20:44:00,LOT-026,normal,normal,0.8913039569313691,particle,0.0657313230382663,0.8255726338931028,False
2026-01-04 18:15:00,LOT-021,uniformity,normal,0.8618836105514102,etch_rate,0.06442204381180439,0.7974615667396058,False
2026-01-05 01:03:00,LOT-035,normal,normal,0.8950993923557155,particle,0.04536014388000098,0.8497392484757145,False
2026-01-04 10:37:00,LOT-006,normal,normal,0.8288852584693892,particle,0.12213720785483073,0.7067480506145585,False
2026-01-04 17:43:00,LOT-020,normal,normal,0.8999180043988103,particle,0.055557505247900034,0.8443604991509103,False
2026-01-04 14:36:00,LOT-014,normal,normal,0.8534182295411349,etch_rate,0.06461039952481788,0.788807830016317,False
2026-01-04 10:59:00,LOT-006,uniformity,normal,0.8418561535197918,uniformity,0.10277259708626664,0.7390835564335252,False
2026-01-05 03:01:00,LOT-039,normal,normal,0.8578159092706987,uniformity,0.08270939369462367,0.775106515576075,False
2026-01-05 01:26:00,LOT-035,normal,normal,0.8900675375398385,uniformity,0.050188109020974085,0.8398794285188644,False
2026-01-04 10:30:00,LOT-006,normal,normal,0.8962619493635887,particle,0.048982376407885296,0.8472795729557034,False
2026-01-05 01:40:00,LOT-036,normal,normal,0.882726658799886,particle,0.06689107459681536,0.8158355842030707,False
2026-01-04 22:19:00,LOT-029,etch_rate,normal,0.6953081936627914,etch_rate,0.26116813975662956,0.43414005390616184,False
2026-01-04 14:28:00,LOT-013,normal,normal,0.8657812394377994,uniformity,0.07537052541102651,0.7904107140267729,False
2026-01-04 19:04:00,LOT-023,normal,normal,0.8652629892008523,uniformity,0.07652204969449355,0.7887409395063587,False
2026-01-04 17:05:00,LOT-019,normal,normal,0.8380527598770291,particle,0.11850460196330619,0.719548157913723,False
2026-01-04 17:41:00,LOT-020,uniformity,normal,0.8480360933967148,uniformity,0.06977904615588865,0.7782570472408261,False
2026-01-05 03:39:00,LOT-040,normal,normal,0.8628060108078365,particle,0.09338656840920206,0.7694194423986345,False
2026-01-04 15:43:00,LOT-016,normal,normal,0.8059611098177749,uniformity,0.13572175313188448,0.6702393566858904,False
2026-01-04 20:33:00,LOT-026,normal,normal,0.8908720024974408,particle,0.05764683646155037,0.8332251660358905,False
2026-01-04 19:51:00,LOT-024,normal,normal,0.8527457960684665,particle,0.10313565921591404,0.7496101368525524,False
2026-01-04 23:48:00,LOT-032,normal,normal,0.9012206763588259,uniformity,0.044501680611657816,0.856718995747168,False
2026-01-05 02:14:00,LOT-037,normal,normal,0.8628059035801842,particle,0.07306604785440902,0.7897398557257751,False
2026-01-04 15:59:00,LOT-016,normal,normal,0.8592232862638154,particle,0.09046384856084137,0.7687594377029741,False
2026-01-04 21:48:00,LOT-028,normal,normal,0.7845277631814581,particle,0.1746590411173141,0.609868722064144,False
2026-01-04 14:46:00,LOT-014,normal,normal,0.8492144465579446,particle,0.09959273906436983,0.7496217074935748,False
2026-01-05 03:57:00,LOT-040,normal,normal,0.8129853557841998,uniformity,0.13856446082681406,0.6744208949573858,False
2026-01-05 02:39:00,LOT-038,normal,normal,0.8712865482718808,uniformity,0.07296422077968125,0.7983223274921996,False
2026-01-04 20:20:00,LOT-025,normal,normal,0.8839237049999769,uniformity,0.06529987454845795,0.8186238304515189,False
2026-01-04 22:45:00,LOT-030,normal,normal,0.865404783369783,particle,0.0980031396504703,0.7674016437193127,False
2026-01-04 22:50:00,LOT-030,normal,normal,0.868583382813506,uniformity,0.06334916985591851,0.8052342129575875,False
2026-01-04 15:52:00,LOT-016,normal,normal,0.8720067671598487,particle,0.07404140562439686,0.7979653615354518,False
2026-01-04 15:44:00,LOT-016,normal,normal,0.8466655898450924,particle,0.10815715538803862,0.7385084344570538,False
2026-01-04 20:49:00,LOT-026,normal,normal,0.8874056212227904,uniformity,0.05646138372893553,0.8309442374938549,False
2026-01-04 20:41:00,LOT-026,normal,normal,0.8077269157581345,uniformity,0.12172809494739,0.6859988208107445,False
2026-01-05 03:53:00,LOT-040,normal,normal,0.8946281852219254,particle,0.05101705053544653,0.843611134686479,False
2026-01-04 22:10:00,LOT-029,etch_rate,normal,0.7790518924181532,etch_rate,0.16851140427496844,0.6105404881431847,False
2026-01-04 09:02:00,LOT-003,normal,normal,0.8436671234970311,particle,0.11658204894222839,0.7270850745548028,False
2026-01-05 03:40:00,LOT-040,normal,normal,0.8881575209432292,uniformity,0.05095484321535907,0.8372026777278702,False
2026-01-05 00:17:00,LOT-033,normal,normal,0.8561340881634693,particle,0.10401103951778494,0.7521230486456844,False
2026-01-04 21:03:00,LOT-027,normal,normal,0.8768144064721345,uniformity,0.06770202832401635,0.8091123781481181,False
2026-01-04 11:41:00,LOT-008,normal,normal,0.8685540684857656,particle,0.07884087219756987,0.7897131962881957,False
2026-01-05 03:54:00,LOT-040,uniformity,normal,0.8735124316846198,uniformity,0.07560241944832354,0.7979100122362962,False
2026-01-04 20:24:00,LOT-025,normal,normal,0.8793821494488919,etch_rate,0.05250341121818989,0.826878738230702,False
2026-01-04 12:21:00,LOT-009,normal,normal,0.6340009927294222,etch_rate,0.3203166917676848,0.31368430096173744,False
2026-01-04 15:36:00,LOT-016,normal,normal,0.8488724870800682,particle,0.11101535275834358,0.7378571343217246,False
2026-01-04 21:04:00,LOT-027,normal,normal,0.7788717503647012,uniformity,0.1702301736146227,0.6086415767500786,False
2026-01-04 21:27:00,LOT-027,normal,normal,0.7449708976677764,etch_rate,0.2078023654694895,0.5371685321982869,False
2026-01-05 00:28:00,LOT-033,normal,normal,0.7035117018605327,etch_rate,0.24376760281280788,0.45974409904772484,False
2026-01-04 13:16:00,LOT-011,normal,normal,0.8549031997173597,particle,0.0965271019662316,0.7583760977511281,False
2026-01-05 02:20:00,LOT-037,normal,normal,0.8930791686513467,particle,0.06324907030042581,0.8298300983509209,False
2026-01-04 18:54:00,LOT-022,normal,normal,0.8401018732199425,particle,0.11472287314596252,0.7253790000739799,False
2026-01-04 08:15:00,LOT-001,etch_rate,normal,0.88948083754612,uniformity,0.044500966439640466,0.8449798711064795,False
2026-01-04 14:13:00,LOT-013,etch_rate,normal,0.669660965122044,etch_rate,0.2830902626444709,0.3865707024775731,False
2026-01-04 16:20:00,LOT-017,etch_rate,normal,0.7496633769970226,etch_rate,0.1956951994269549,0.5539681775700677,False
2026-01-04 16:14:00,LOT-017,normal,normal,0.740145954774222,etch_rate,0.20791048151743008,0.5322354732567919,False
2026-01-05 00:15:00,LOT-033,normal,normal,0.7908401124824463,particle,0.17373746739177479,0.6171026450906716,False
2026-01-04 10:03:00,LOT-005,normal,normal,0.6749062420822988,etch_rate,0.2802779505547774,0.3946282915275214,False
