timestamp,lot_id,recipe,chamber_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,etch_rate_nm_min,uniformity_percent,defect_type,predicted_class
2026-01-04 16:39:00,LOT-018,ETCH-A,CH-02,72.40775675466874,17.44794406832322,844.7806769936764,117.92422653386032,0.0664272862589627,8,494.5755068595184,94.0141496549284,normal,etch_rate
2026-01-04 23:42:00,LOT-032,ETCH-B,CH-02,72.12176553172971,19.0206519563064,865.5550799819704,121.78321648639738,0.0846871330267315,2,475.9490824114373,94.2017765286328,normal,etch_rate
2026-01-04 22:25:00,LOT-029,ETCH-A,CH-03,70.35303807204227,17.713435046986582,849.7430803846677,116.19222568281415,0.0520603969262073,2,485.2887101492788,96.2235896573591,normal,etch_rate
2026-01-04 09:33:00,LOT-004,ETCH-C,CH-02,71.63447827708971,17.50712627119349,844.7031003195614,117.01481859160567,0.0664897440219929,6,558.8653365495271,94.48184572830765,uniformity,normal
2026-01-04 14:19:00,LOT-013,ETCH-A,CH-03,70.59815086650312,18.83328528718348,849.76884157707,118.10168970501816,0.046437815569488,5,520.6568552271193,97.13593292233136,particle,normal
2026-01-04 18:18:00,LOT-021,ETCH-C,CH-01,72.0999292510856,18.743802025962907,861.7998834114769,120.7696717330886,0.0645968048867329,0,538.5108435162501,92.478965938166,uniformity,normal
2026-01-05 00:58:00,LOT-034,ETCH-A,CH-01,71.15169521457301,19.23726075157023,859.2479495543565,116.06708916429936,0.0884897949401292,4,490.1333702635149,96.35447025926298,etch_rate,normal
2026-01-04 17:44:00,LOT-020,ETCH-A,CH-02,71.92770585326392,18.23419240252324,852.8136013123167,118.50365290718136,0.0904241323911123,5,492.09375117019226,96.45801123877024,normal,etch_rate
2026-01-04 20:47:00,LOT-026,ETCH-B,CH-02,71.08085396877522,17.806231297420698,862.4949282188717,118.5768750316282,0.0761446848434251,5,513.1181759466932,95.02384531828834,particle,normal
2026-01-04 16:01:00,LOT-017,ETCH-B,CH-01,70.56733636809092,16.98883339258988,841.2444499142136,120.55010398405533,0.0755460974012055,3,516.563962274596,97.44021489730596,particle,normal
2026-01-04 09:09:00,LOT-003,ETCH-A,CH-02,71.54414886527317,17.92526802785088,850.4233108379685,120.39479672801794,0.0518111996502481,4,484.3319923201942,96.12250318155532,normal,etch_rate
2026-01-05 02:57:00,LOT-038,ETCH-A,CH-02,72.21452541225142,17.045326054679105,861.4198476149843,119.47483835899382,0.080293583222971,4,499.3198516672473,95.23586843237614,normal,etch_rate
2026-01-04 14:23:00,LOT-013,ETCH-A,CH-02,71.71654203249375,17.72777978187908,850.8302327376211,122.67110807733008,0.0823311035815557,4,503.2190638929129,95.90049796567644,normal,etch_rate
2026-01-05 02:03:00,LOT-037,ETCH-A,CH-01,71.48570761139263,18.29910736264744,840.9914649624981,121.21506047238644,0.0862928665321106,3,524.1971474469332,96.98652373663462,normal,particle
2026-01-04 23:39:00,LOT-032,ETCH-A,CH-01,71.4145280235849,18.15983368744336,832.0312294939895,118.4659263690912,0.0951142237773271,4,542.7114328758007,93.6739545451832,uniformity,normal
2026-01-04 20:25:00,LOT-025,ETCH-C,CH-03,73.05662270612133,17.623787348229982,839.1527046297098,120.77067143890372,0.0821318989751468,4,535.9801331474431,95.18424176392242,normal,uniformity
2026-01-04 12:03:00,LOT-009,ETCH-A,CH-02,71.46026640413521,18.202027517194995,842.8169216100962,117.18881861247212,0.0873757918451803,2,493.15477721837215,93.73101067701413,normal,etch_rate
2026-01-04 11:24:00,LOT-007,ETCH-A,CH-02,72.78900065737,18.27859280112481,840.8971153765075,122.83921118205848,0.0826787021271136,5,528.2552825761301,95.59893738884098,particle,normal
2026-01-04 10:50:00,LOT-006,ETCH-B,CH-03,71.90391589901465,17.79481165333852,868.5287675265503,117.19805398007853,0.0782372169681315,3,506.9547385503088,97.82982498676198,particle,normal
2026-01-04 08:16:00,LOT-001,ETCH-B,CH-01,72.51155002577175,17.96403517023227,845.3411267416461,122.52941096484996,0.1019101980416352,0,469.2349577263704,97.21634725328806,normal,etch_rate
2026-01-04 12:07:00,LOT-009,ETCH-A,CH-03,71.87408561097612,18.37216940146024,847.9684705498478,120.36148358597868,0.0916481297955372,1,540.639057956168,95.90126245464356,normal,particle
2026-01-04 23:13:00,LOT-031,ETCH-A,CH-01,72.48158436167074,17.361112759238868,856.0472337401145,116.31435625980744,0.0927412470640909,4,529.5401919805302,94.68072675640153,uniformity,normal
2026-01-04 17:58:00,LOT-020,ETCH-A,CH-03,73.07415403703148,17.766282268627137,826.9027699537935,123.125813923451,0.0757222462502084,4,525.6131691765823,93.89698812871885,normal,uniformity
2026-01-04 17:23:00,LOT-019,ETCH-B,CH-02,70.76753954160357,17.377990679873733,851.2596371687554,121.8784933968372,0.0820183117478338,7,492.33537293536256,94.71758368894926,normal,etch_rate
2026-01-04 13:48:00,LOT-012,ETCH-A,CH-01,73.66031817480099,18.13286343742309,847.1030420181166,125.0501791562813,0.0614578042828911,1,498.768810100667,94.44528962014748,normal,etch_rate
2026-01-05 00:41:00,LOT-034,ETCH-A,CH-01,71.58728367299392,17.812138357277465,828.635451126292,119.32540169030338,0.117325020621779,5,502.68553592283695,96.03624787081908,normal,etch_rate
2026-01-04 13:29:00,LOT-011,ETCH-B,CH-03,72.40159993270018,18.472395431716517,846.4981278938825,119.75285891675296,0.0906368649991172,2,479.97185209290313,95.28455837308783,normal,etch_rate
2026-01-04 16:41:00,LOT-018,ETCH-C,CH-02,71.79614226143764,18.13624135592709,847.9440176471767,118.600389657276,0.05755399948747,3,501.2284249267789,95.30039700965638,etch_rate,normal
2026-01-04 11:28:00,LOT-007,ETCH-C,CH-01,71.60184884313786,18.594779780166515,845.2822978135723,121.1026296132902,0.0861188504168665,5,482.8657367292036,95.98081101089129,normal,etch_rate
2026-01-04 08:30:00,LOT-002,ETCH-A,CH-03,71.41591861855167,18.08383846165021,839.8878947958398,119.0765117576366,0.0815716775714372,4,534.7359037623444,97.4743428848426,particle,normal
2026-01-04 23:50:00,LOT-032,ETCH-C,CH-02,71.42940697287405,17.248913342325153,840.2889239338612,112.70999989516174,0.0754575455118362,1,502.19029644705137,96.91354456506424,etch_rate,normal
2026-01-04 20:06:00,LOT-025,ETCH-A,CH-03,71.61576447183853,17.883514480937936,867.6242830002421,116.94715300612452,0.0690562328661179,4,501.9380047286909,94.62413218231175,normal,etch_rate
2026-01-04 22:39:00,LOT-030,ETCH-B,CH-02,72.56625195981094,17.869236934721652,860.5909039693161,120.40972358138836,0.0630701887665622,2,483.79961456865806,95.59708210190702,normal,etch_rate
2026-01-04 11:07:00,LOT-007,ETCH-B,CH-02,71.13395275432245,17.909747721059166,832.7690572010181,115.07094106347678,0.0969482890862994,4,512.0712673162539,96.65195692465736,particle,normal
2026-01-04 09:10:00,LOT-003,ETCH-A,CH-02,71.45325158943602,17.95182563423456,834.2000009028691,120.48689418643085,0.0965030954921279,5,526.6847343580324,93.89766272758492,normal,uniformity
2026-01-04 18:48:00,LOT-022,ETCH-A,CH-02,72.34731925527016,17.054080181219174,844.964148662928,125.80941215706711,0.0611593025678007,4,497.0854765643877,97.68829529406526,normal,etch_rate
2026-01-04 20:38:00,LOT-026,ETCH-A,CH-01,71.76997365860048,17.885329108435727,837.9405673229483,116.37366679224188,0.0699749816720063,7,493.9230396846863,95.6514267510828,normal,etch_rate
2026-01-04 15:28:00,LOT-015,ETCH-B,CH-01,72.78893378121761,17.88463647439382,862.3381743285125,123.26025981804564,0.0818216278789532,3,493.4791075092145,93.4238642644447,normal,etch_rate
2026-01-04 19:05:00,LOT-023,ETCH-A,CH-03,71.99496683093734,17.802531926682356,859.4415329576063,120.32382415121002,0.0724058729947779,1,494.3555782915658,95.57580291503136,normal,etch_rate
2026-01-05 00:31:00,LOT-034,ETCH-A,CH-02,72.82568238875777,18.37894807105115,836.3376320363413,118.89019447585213,0.1014862444747109,3,534.1105960267637,97.87147991468156,particle,normal
2026-01-04 18:15:00,LOT-021,ETCH-C,CH-02,71.60479386173162,17.58542212581534,863.4200999586702,116.56140178451771,0.0581021461481645,5,504.6970298419106,94.06948257831264,uniformity,normal
2026-01-04 10:59:00,LOT-006,ETCH-A,CH-02,72.5028133752179,18.070640804301703,862.7559900287122,117.13532595737205,0.1232422231395343,3,507.33698924772347,93.72474952113824,uniformity,normal
2026-01-04 17:41:00,LOT-020,ETCH-C,CH-02,71.19110790613166,18.299539240203668,862.1983629581323,123.8541793590147,0.0799428068626505,3,535.9595010291188,96.75671385308456,uniformity,normal
2026-01-05 03:39:00,LOT-040,ETCH-A,CH-02,72.44463101810733,18.40676022320707,852.3495501673658,119.31708477274576,0.0977997470000383,3,517.4018810390836,96.28200037215888,normal,particle
2026-01-04 15:43:00,LOT-016,ETCH-B,CH-03,73.58860917773158,18.305051408181736,809.3555247312004,123.83897406258484,0.0917084315826432,3,530.1973976004805,94.23899559752977,normal,uniformity
2026-01-04 21:48:00,LOT-028,ETCH-B,CH-03,71.78283313282019,18.53431341940782,841.9269916079691,124.3023709184019,0.1075605731276914,4,522.3497709544782,95.6455000724005,normal,particle
2026-01-05 03:57:00,LOT-040,ETCH-C,CH-02,72.2585348772645,18.128957797741737,862.5779612839679,121.47315117992868,0.0797041553487557,5,523.7086793396561,96.17686312716478,normal,uniformity
2026-01-04 20:41:00,LOT-026,ETCH-A,CH-03,72.95116206925728,18.18617147328692,850.2837631963275,124.63172860856989,0.0837892999783744,4,528.1866582152531,94.92660029140674,normal,uniformity
2026-01-04 22:10:00,LOT-029,ETCH-B,CH-02,73.20285367322288,18.607794971845948,874.4235400108909,120.41660896452116,0.0673458892325229,4,502.0885450767856,94.56263042277052,etch_rate,normal
2026-01-05 03:54:00,LOT-040,ETCH-C,CH-02,73.4573756455491,17.557343465548087,870.4013204341883,120.42310434227468,0.0761238098815969,3,526.8153067128345,96.82820176662666,uniformity,normal
2026-01-04 12:21:00,LOT-009,ETCH-A,CH-03,71.30504424672654,18.153703947699903,864.5370700170791,122.01531901443748,0.0593662629627481,1,495.3612737459516,96.16976009443732,normal,etch_rate
2026-01-04 21:27:00,LOT-027,ETCH-C,CH-01,71.44106745665255,17.818588779701624,863.8253876444783,117.42422914636334,0.0807454596571947,4,492.6820227824106,96.5608046413297,normal,etch_rate
2026-01-05 00:28:00,LOT-033,ETCH-A,CH-01,71.87576879338376,17.836214103104247,872.5787936796826,120.74566222620626,0.0909012357606705,4,500.2555152606335,94.56748938297326,normal,etch_rate
2026-01-04 08:15:00,LOT-001,ETCH-A,CH-02,72.67064717733317,18.2452484437461,882.125883779459,120.1627917724639,0.0432894353972,4,511.5845875131036,98.535054355668,etch_rate,normal
2026-01-05 00:15:00,LOT-033,ETCH-A,CH-01,71.24490038774566,17.67597759205115,831.2890420403048,121.17337962309752,0.0818191679924909,5,518.8592841239456,96.94972620754396,normal,particle
2026-01-04 10:03:00,LOT-005,ETCH-C,CH-01,71.88440806627415,18.467023011414863,835.4855707160932,116.9392445590885,0.0932047778330103,2,489.75415248192667,97.11980608711087,normal,etch_rate
2026-01-04 18:41:00,LOT-022,ETCH-A,CH-01,72.31896000863398,17.845001831892237,830.0532999124513,122.98350263244726,0.0878813649857953,3,523.1464042729593,95.54000924576675,particle,normal
2026-01-05 00:14:00,LOT-033,ETCH-C,CH-02,72.095759289351,18.889799187345627,870.5729918284624,115.90498910221037,0.0730465879149065,2,514.9776919583334,96.13443310678733,uniformity,normal
2026-01-04 18:06:00,LOT-021,ETCH-C,CH-03,71.32258534104498,17.985554797567882,846.2027140949763,121.41229324002198,0.0637541716922028,5,495.65207805801896,96.47141666236438,normal,etch_rate
2026-01-05 03:34:00,LOT-040,ETCH-B,CH-02,70.90014388259898,17.976807965721836,844.8672833819842,122.43452164109176,0.0685726944436083,4,503.7039779328948,95.55886715232778,normal,etch_rate
2026-01-04 10:29:00,LOT-005,ETCH-B,CH-01,72.78150398067812,18.08016171176933,848.4799710897965,123.81307843741595,0.0845759879700517,3,503.9104832675428,97.23583072880317,normal,etch_rate
2026-01-04 18:01:00,LOT-021,ETCH-B,CH-01,71.48792544105265,18.04775025563505,847.6712102096039,123.29592792540298,0.094631520094438,7,534.5156159808256,95.44055087074406,normal,particle
2026-01-04 12:37:00,LOT-010,ETCH-C,CH-02,72.58068451567699,18.253616052438137,862.9239234990545,118.71217146155767,0.0953494710123601,4,486.28768535122873,94.8928483399424,normal,etch_rate
2026-01-04 08:59:00,LOT-002,ETCH-B,CH-01,72.62461005638373,18.20686915816299,848.1704346352665,121.44226443354728,0.0828957699974446,1,539.0314853342354,96.47520608482232,particle,normal
2026-01-04 19:45:00,LOT-024,ETCH-A,CH-02,70.45674550978683,18.469536000214205,828.3951177513524,118.01426858685,0.0511493202887834,3,530.041268219956,96.76571700845275,particle,normal
2026-01-04 15:21:00,LOT-015,ETCH-A,CH-01,72.14397196408328,18.256592731841906,880.1107385816689,124.43678738354988,0.0558850877378046,3,497.883272152464,93.4820317516011,uniformity,etch_rate
2026-01-05 00:46:00,LOT-034,ETCH-A,CH-02,72.91393833794287,17.944468985057803,826.9997053488386,115.5877796518247,0.0944787794747319,1,537.4607138179086,96.29473839855096,particle,normal
2026-01-04 22:38:00,LOT-030,ETCH-C,CH-01,71.4060451326216,17.80566100515092,841.4550445539363,124.37345109986065,0.0656472207829711,3,511.5758992758008,94.36782221932552,uniformity,normal
2026-01-05 02:23:00,LOT-037,ETCH-B,CH-01,71.92867698309317,18.15104166037284,853.1778242855524,122.1849323905927,0.1029200425095348,6,519.8012476050449,93.47452327843556,normal,uniformity
2026-01-04 22:00:00,LOT-029,ETCH-B,CH-02,70.52987109000655,17.766001614842573,818.9683092203231,115.29330956954732,0.0776925101181544,3,525.1915232249195,95.49970236064875,particle,normal
