lot_id,recipe,chamber_id,pressure_level,rf_level,temperature_c,pressure_pa,rf_power_w,uniformity_percent,etch_rate_nm_min,wafer_count,defect_count,defect_rate
EXP-0033,ETCH-A,CH-01,standard,standard,72.45890210300693,17.942985306076842,847.8046177148894,97.87197688988395,524.3873431629763,113,5,0.04424778761061947
EXP-0034,ETCH-A,CH-01,standard,standard,71.34869066018194,18.257283195804874,849.2470237072121,98.0309686615804,529.4259978035885,81,2,0.024691358024691357
EXP-0035,ETCH-A,CH-01,standard,standard,71.4821389685852,18.10441029813836,851.8892629301171,98.35872016225599,525.8192526764642,102,2,0.0196078431372549
EXP-0036,ETCH-A,CH-01,standard,standard,71.70121906491215,18.210007326745092,861.7385165919634,98.39345038095021,520.675834686243,96,3,0.03125
EXP-0037,ETCH-A,CH-01,standard,standard,72.30109081629114,18.267616219444466,844.0510041359519,98.7436647755834,530.2625876966755,103,4,0.038834951456310676
EXP-0038,ETCH-A,CH-01,standard,standard,71.98970151507285,18.101637373812448,852.3131638477878,98.54744769862198,532.0767318859109,118,2,0.01694915254237288
EXP-0039,ETCH-A,CH-01,standard,standard,72.83585210233657,17.839357057152668,850.6560360254565,97.98018845385678,521.6829776586817,88,1,0.011363636363636364
EXP-0040,ETCH-A,CH-01,standard,standard,72.64654911513506,17.9233341608597,844.6475210441852,97.55277199334238,526.0129109463699,92,8,0.08695652173913043
EXP-0041,ETCH-A,CH-01,standard,high,72.12361873871653,17.87176349477508,871.9639571676296,97.05286769372421,538.8810380322897,88,6,0.06818181818181818
EXP-0042,ETCH-A,CH-01,standard,high,71.93076107787107,18.099605445256923,871.5830462532415,97.21624573791581,542.8220940319279,119,3,0.025210084033613446
EXP-0043,ETCH-A,CH-01,standard,high,72.25677747755289,18.021587729233907,875.3158130437358,96.84653383215185,544.9618329087513,96,3,0.03125
EXP-0044,ETCH-A,CH-01,standard,high,71.92190710876348,18.067637332695007,867.3421089928512,96.45081502510703,530.0245652486317,106,3,0.02830188679245283
EXP-0045,ETCH-A,CH-01,standard,high,72.07093118151745,17.885395504182718,873.570605058346,97.1763626850117,539.1516520232972,118,5,0.0423728813559322
EXP-0046,ETCH-A,CH-01,standard,high,71.9634573726705,18.10562562830991,876.9493808454691,97.16039253935448,540.2451844785268,111,8,0.07207207207207207
EXP-0047,ETCH-A,CH-01,standard,high,72.01733555702059,18.288228954388867,870.1890329327507,98.3110212751566,527.3551877222692,83,4,0.04819277108433735
EXP-0048,ETCH-A,CH-01,standard,high,71.59184867019499,18.129946877530916,874.3227604485622,97.9004729292393,539.051004960305,91,4,0.04395604395604396
EXP-0049,ETCH-A,CH-01,high,low,72.57293245926797,18.738597705967013,839.6560470493769,95.3902203060619,513.1623017977637,101,5,0.04950495049504951
EXP-0050,ETCH-A,CH-01,high,low,72.60419603995166,18.551500803633825,837.0505108158976,95.47222950366847,509.37839335696214,105,9,0.08571428571428572
EXP-0051,ETCH-A,CH-01,high,low,71.89133747121365,18.405653078413707,841.559228045977,95.67012018579595,514.041706568919,92,9,0.09782608695652174
EXP-0052,ETCH-A,CH-01,high,low,72.90311395979727,18.596357409388496,832.0056610914975,95.26339117229749,515.8950466221565,112,6,0.05357142857142857
EXP-0053,ETCH-A,CH-01,high,low,71.85072485479795,18.622057019224656,832.113011693088,95.56196436431884,517.406166108026,97,9,0.09278350515463918
EXP-0054,ETCH-A,CH-01,high,low,71.15069339610956,18.65286191357056,825.1326965658924,94.92734250237253,519.1850054722665,90,5,0.05555555555555555
EXP-0055,ETCH-A,CH-01,high,low,72.01518707223724,18.616384266628323,823.8427186009455,95.4865254449757,517.5019884741512,110,8,0.07272727272727272
EXP-0056,ETCH-A,CH-01,high,low,71.7055719704624,18.594518277712673,834.85420564453,95.26082184243593,515.9010524706559,83,6,0.07228915662650602
EXP-0057,ETCH-A,CH-01,high,standard,71.01762078269178,18.6505244318208,849.1349035424911,96.09994227928257,527.3198535007843,119,8,0.06722689075630252
EXP-0058,ETCH-A,CH-01,high,standard,71.26250341518511,18.609246282439614,846.1755215460062,96.37329586291484,517.9422046330619,85,5,0.058823529411764705
EXP-0059,ETCH-A,CH-01,high,standard,71.30325840309004,18.740646810829393,849.8200518966624,96.30748304811448,524.8851527396351,90,3,0.03333333333333333
EXP-0060,ETCH-A,CH-01,high,standard,73.06363522283657,18.48380349799604,845.3460792530235,96.5438719418589,519.1135463215585,102,3,0.029411764705882353
EXP-0061,ETCH-A,CH-01,high,standard,72.58558785144575,18.538345110212813,840.5096016201292,97.32219631824005,523.9739521157088,111,7,0.06306306306306306
EXP-0062,ETCH-A,CH-01,high,standard,71.89420146789173,18.487944469729317,850.6093822707295,96.11324597093429,518.610017231148,120,7,0.058333333333333334
EXP-0063,ETCH-A,CH-01,high,standard,71.61190112459222,18.612986596338605,850.9846857702702,95.73516819329963,522.0930290535534,93,3,0.03225806451612903
EXP-0064,ETCH-A,CH-01,high,standard,71.98177274244355,18.78980155086861,851.0758684380309,96.76776972332857,522.2039882689618,89,3,0.033707865168539325
EXP-0065,ETCH-A,CH-01,high,high,71.35439168908908,18.615106168551517,870.9469341265967,95.30879466286548,531.7571658749774,97,8,0.08247422680412371
EXP-0066,ETCH-A,CH-01,high,high,71.59997580738522,18.870330521845236,879.5602142329182,95.96652680014147,536.1917580010124,81,6,0.07407407407407407
EXP-0067,ETCH-A,CH-01,high,high,73.13528984555235,18.669572635533683,867.3953003857328,96.81926225750146,537.2939724522183,96,8,0.08333333333333333
EXP-0068,ETCH-A,CH-01,high,high,72.59012432362194,18.59000400543499,868.9994429263863,95.60360313160896,539.100544730917,83,4,0.04819277108433735
EXP-0069,ETCH-A,CH-01,high,high,72.72856901507599,18.877273249090475,880.970573757004,94.22043967415227,536.5642298069138,96,1,0.010416666666666666
EXP-0070,ETCH-A,CH-01,high,high,72.90592080917568,18.541306219329908,868.5560221966141,94.9908570329891,531.04393479538,97,5,0.05154639175257732
EXP-0071,ETCH-A,CH-01,high,high,72.624426081536,18.738570343925016,883.2221461332504,95.18881964852892,531.8323403238918,102,4,0.0392156862745098
EXP-0072,ETCH-A,CH-01,high,high,71.96539616184687,18.576993507218823,874.8918145750275,95.35166135220643,531.1248914822157,119,5,0.04201680672268908
EXP-0073,ETCH-A,CH-02,low,low,71.86009758929312,17.24692012943469,839.03100971512,94.79891123347016,522.4373022700422,84,5,0.05952380952380952
EXP-0074,ETCH-A,CH-02,low,low,71.7907080214492,17.524789026184763,823.6171841805206,94.93841049827816,513.2785443498235,98,1,0.01020408163265306
EXP-0075,ETCH-A,CH-02,low,low,71.582484359038,17.251205485207617,822.9539377859999,95.35362642079663,508.40340740149765,93,6,0.06451612903225806
EXP-0076,ETCH-A,CH-02,low,low,71.75373954768241,17.394667744242838,830.1209139382781,95.13090443217176,522.8403010338895,98,8,0.08163265306122448
EXP-0077,ETCH-A,CH-02,low,low,72.40977990579695,17.376460819828992,830.8459075330372,95.40705403114913,516.3932757794267,106,5,0.04716981132075472
EXP-0078,ETCH-A,CH-02,low,low,71.73168810959693,17.355523630998984,829.736580443929,95.0127508499756,514.9599573774228,93,5,0.053763440860215055
EXP-0079,ETCH-A,CH-02,low,low,71.89588035292483,17.233660603053124,832.4278105941946,95.20415783413229,517.0677050075719,80,7,0.0875
EXP-0080,ETCH-A,CH-02,low,low,71.14056653755465,17.216264058361137,821.8005821724586,94.8255772658604,512.1740621800096,93,8,0.08602150537634409
EXP-0081,ETCH-A,CH-02,low,standard,71.80700054348597,17.55561262726969,853.2941860577815,95.4382928644511,514.9653555061058,113,8,0.07079646017699115
EXP-0082,ETCH-A,CH-02,low,standard,72.40976995127608,17.413874947854612,840.1475935169536,95.55847466353256,525.2361869189925,101,6,0.0594059405940594
EXP-0083,ETCH-A,CH-02,low,standard,72.1316399208242,17.382592238559376,856.408943036416,95.66363416589753,522.0666351477938,83,9,0.10843373493975904
EXP-0084,ETCH-A,CH-02,low,standard,71.3583740694012,17.393474331410463,846.3385812527173,96.5963094766148,515.0315403101706,83,4,0.04819277108433735
EXP-0085,ETCH-A,CH-02,low,standard,72.50699640949914,17.266155804419544,857.0625701179528,95.92518697202406,528.1970533499143,89,4,0.0449438202247191
EXP-0086,ETCH-A,CH-02,low,standard,71.80881470616885,17.377229117246735,848.1940282445548,95.55123584250562,516.6725364662806,84,2,0.023809523809523808
EXP-0087,ETCH-A,CH-02,low,standard,72.16368418410865,17.373444181295227,859.2541909650399,96.23966047164431,521.6878315926049,113,4,0.035398230088495575
EXP-0088,ETCH-A,CH-02,low,standard,71.97608320470344,17.432626051253983,852.7094939805633,96.44560801729963,528.0936593539747,120,5,0.041666666666666664
EXP-0089,ETCH-A,CH-02,low,high,72.16789895541173,17.325670360456673,866.3744978647751,95.74805118174758,538.9648538840252,107,7,0.06542056074766354
EXP-0090,ETCH-A,CH-02,low,high,71.28659905656724,17.483245258881585,870.6555151109728,95.29395045880926,537.9127885748633,105,4,0.0380952380952381
EXP-0091,ETCH-A,CH-02,low,high,71.88535181534267,17.325808611087304,871.5160592759826,95.11313527217857,531.553396390605,109,6,0.05504587155963303
EXP-0092,ETCH-A,CH-02,low,high,71.73693270650074,17.563173386139916,881.5702918513375,96.0415432473541,543.8006723764697,96,4,0.041666666666666664
EXP-0093,ETCH-A,CH-02,low,high,72.45225362566964,17.515979760762065,880.521651912579,95.17117471237884,531.8739589616583,83,1,0.012048192771084338
EXP-0094,ETCH-A,CH-02,low,high,71.57284640668304,17.359321575208003,883.3713786618304,94.77017369382145,534.7577356030622,101,4,0.039603960396039604
EXP-0095,ETCH-A,CH-02,low,high,71.69437044204875,17.50350856627189,869.2269685152652,94.66835589662797,529.6406332744219,109,4,0.03669724770642202
EXP-0096,ETCH-A,CH-02,low,high,71.64068642024495,17.372607034805252,875.6179814077789,95.64930867926664,536.535941797,84,4,0.047619047619047616
EXP-0097,ETCH-A,CH-02,standard,low,71.2650008011513,17.946118505309343,834.7621833114844,97.12096899658087,512.7082625191176,114,6,0.05263157894736842
EXP-0098,ETCH-A,CH-02,standard,low,71.9515887490015,17.795617832069443,826.0795267909162,96.73184189321962,514.0230141999535,86,2,0.023255813953488372
EXP-0099,ETCH-A,CH-02,standard,low,72.11114567684889,18.164162585675275,831.7321470276205,97.33041291265447,511.6159039534128,92,3,0.03260869565217391
EXP-0100,ETCH-A,CH-02,standard,low,72.49144831315881,18.03190982862377,830.8077191607373,95.98493761088805,516.1784464043294,84,3,0.03571428571428571
EXP-0101,ETCH-A,CH-02,standard,low,72.70170350588026,18.195324761093374,832.0935568239668,97.07991185116886,509.39830007733025,118,12,0.1016949152542373
EXP-0102,ETCH-A,CH-02,standard,low,71.567450028525,18.05595268163464,827.4209507808114,95.95292975593141,514.6301816682864,106,7,0.0660377358490566
EXP-0103,ETCH-A,CH-02,standard,low,72.20072112255495,18.007858392045097,829.149453400894,97.33229855186659,506.83898347670913,102,4,0.0392156862745098
EXP-0104,ETCH-A,CH-02,standard,low,71.39886050721547,18.216585247567195,835.3568229900413,95.86704491111475,520.5828297022182,84,4,0.047619047619047616
EXP-0105,ETCH-A,CH-02,standard,standard,71.36855817146703,18.053799144758024,855.4863489038728,97.65141556990307,528.660657329161,108,6,0.05555555555555555
EXP-0106,ETCH-A,CH-02,standard,standard,72.6517715763135,18.237410516856862,855.4146815781015,97.69118335306699,524.6079526276492,105,5,0.047619047619047616
EXP-0107,ETCH-A,CH-02,standard,standard,72.06999867426055,18.132295559287435,851.1594734126109,97.51169462371168,523.2287051049473,81,5,0.06172839506172839
EXP-0108,ETCH-A,CH-02,standard,standard,71.33538506267456,18.055513218695502,854.6132764600558,97.29345464623117,523.5887251996039,92,1,0.010869565217391304
EXP-0109,ETCH-A,CH-02,standard,standard,72.0184300491733,18.032012062709143,852.9200599946965,97.51773715331068,528.0741038711041,111,5,0.04504504504504504
EXP-0110,ETCH-A,CH-02,standard,standard,71.7123270916174,17.984794910808976,851.8674482418886,97.76750204181523,516.2002242178668,99,4,0.04040404040404041
EXP-0111,ETCH-A,CH-02,standard,standard,71.62888841386939,17.832632388596398,848.4943594989855,97.62686485823897,511.42016186696105,112,2,0.017857142857142856
EXP-0112,ETCH-A,CH-02,standard,standard,71.86502995150094,17.88336839898924,848.2578620965544,97.94206424349598,529.0739047414726,96,7,0.07291666666666667
EXP-0113,ETCH-A,CH-02,standard,high,73.08437772703158,18.082507386605176,871.4094489880476,96.09559480938314,528.1408918945309,106,7,0.0660377358490566
EXP-0114,ETCH-A,CH-02,standard,high,72.55933607055151,17.79160262526854,881.0381195767634,97.38897217663241,537.0022343596223,117,8,0.06837606837606838
EXP-0115,ETCH-A,CH-02,standard,high,71.04970572349669,18.225596081865927,876.6860639357506,96.82452039426754,534.5556090011216,92,10,0.10869565217391304
EXP-0116,ETCH-A,CH-02,standard,high,71.81022610886912,17.88089264799034,870.9936928924246,97.17578972509325,520.9988163394025,95,5,0.05263157894736842
EXP-0117,ETCH-A,CH-02,standard,high,72.25595459358934,18.134032942321866,871.4998937855811,96.30595271454835,528.9968881489983,113,5,0.04424778761061947
EXP-0118,ETCH-A,CH-02,standard,high,72.14433129501442,18.066853572594884,872.1614404115497,96.06798617335023,542.7371009196255,103,3,0.02912621359223301
EXP-0119,ETCH-A,CH-02,standard,high,71.71118733947682,17.99556630990491,877.003394115831,97.31720084258573,527.2064843789885,88,5,0.056818181818181816
EXP-0120,ETCH-A,CH-02,standard,high,71.47048531165741,17.989160140967456,873.0538243682568,96.31319102526112,531.7190709390613,83,5,0.060240963855421686
EXP-0121,ETCH-A,CH-02,high,low,71.61829518686467,18.582362071998165,832.1469597882955,93.90160537291104,507.03038659964125,103,3,0.02912621359223301
EXP-0122,ETCH-A,CH-02,high,low,72.42513790738073,18.370983699735753,827.0441481754746,94.89236843970197,513.1888092638529,105,8,0.0761904761904762
EXP-0123,ETCH-A,CH-02,high,low,72.70940361006784,18.714355574974043,829.1748557843448,95.0286320566519,514.0901336433839,101,4,0.039603960396039604
EXP-0124,ETCH-A,CH-02,high,low,72.38040240665849,18.479467462991312,834.9752838876337,94.6871481304247,519.4157908643675,117,5,0.042735042735042736
EXP-0125,ETCH-A,CH-02,high,low,72.01696992640619,18.526746435433942,831.3873746747634,95.3874180158304,509.7983020731509,111,6,0.05405405405405406
EXP-0126,ETCH-A,CH-02,high,low,71.75823963028373,18.690598054888063,834.9799820327506,95.20287546757125,513.3430300358751,119,7,0.058823529411764705
EXP-0127,ETCH-A,CH-02,high,low,71.85328259566013,18.80796808064051,836.2266305979425,94.10023319281481,525.1813256078029,99,5,0.050505050505050504
EXP-0128,ETCH-A,CH-02,high,low,72.01796159039371,18.44020812905395,820.8070771324556,96.0637122937307,518.9155109146495,102,3,0.029411764705882353
EXP-0129,ETCH-A,CH-02,high,standard,72.32052683685046,18.65458069364184,846.8086369675295,96.57618713858196,525.2075970361044,110,6,0.05454545454545454
EXP-0130,ETCH-A,CH-02,high,standard,72.13313114263863,18.640693948098246,859.3550988453153,95.98112591836058,530.2920742231587,94,4,0.0425531914893617
EXP-0131,ETCH-A,CH-02,high,standard,71.72338258221328,18.683399925173237,854.4475017702375,95.67339888139665,524.9894794574525,113,4,0.035398230088495575
EXP-0132,ETCH-A,CH-02,high,standard,71.9698863385877,18.536394569405466,852.8224665059015,95.00997018902062,511.93282147289176,99,4,0.04040404040404041
EXP-0133,ETCH-A,CH-02,high,standard,71.64924244282967,18.474959113139054,856.5271437605973,95.41996041548438,525.8628562857751,85,8,0.09411764705882353
EXP-0134,ETCH-A,CH-02,high,standard,71.86417374412382,18.45008768442192,847.8231446325328,94.83684044277348,525.0239349532551,115,2,0.017391304347826087
EXP-0135,ETCH-A,CH-02,high,standard,72.21481606218947,18.378872975550557,841.2560796125067,95.21072992929786,534.7086573745602,105,2,0.01904761904761905
EXP-0136,ETCH-A,CH-02,high,standard,72.32624395405136,18.492408529077792,855.504878832298,95.891952641828,522.1675872377011,81,4,0.04938271604938271
EXP-0137,ETCH-A,CH-02,high,high,71.58872030212542,18.458319306784908,875.5837658107893,94.11949152303659,532.9343275751793,120,10,0.08333333333333333
EXP-0138,ETCH-A,CH-02,high,high,71.5935788265229,18.668640362471116,882.4537216194084,94.24838126103879,534.5325605978525,117,8,0.06837606837606838
EXP-0139,ETCH-A,CH-02,high,high,71.39320891788873,18.379287841373255,880.7523565238452,95.16978696339369,536.0005445060559,93,7,0.07526881720430108
EXP-0140,ETCH-A,CH-02,high,high,72.0197923404714,18.659738472117755,870.3383559113547,94.81667273964504,531.2027125014381,120,8,0.06666666666666667
EXP-0141,ETCH-A,CH-02,high,high,71.91056636463665,18.636560329393543,867.8267293439923,94.9405822863704,530.726137979094,101,7,0.06930693069306931
EXP-0142,ETCH-A,CH-02,high,high,71.95688832218866,18.476888826353786,870.3075496592944,94.79696901103554,540.8806827533981,97,4,0.041237113402061855
EXP-0143,ETCH-A,CH-02,high,high,71.6413198455709,18.552022380636814,872.3556109626104,94.43194113866103,533.7879958547156,89,7,0.07865168539325842
EXP-0144,ETCH-A,CH-02,high,high,72.14088347210466,18.692242729862073,877.5118915849815,95.19833500161394,538.1817091990891,97,6,0.061855670103092786
EXP-0145,ETCH-A,CH-03,low,low,72.49001933733732,17.604186264337066,827.0929946052566,95.26953801774923,523.3373887145328,97,3,0.030927835051546393
EXP-0146,ETCH-A,CH-03,low,low,71.85248757907779,17.534184065974365,837.8050343308815,95.00863518808254,515.6729666439538,87,5,0.05747126436781609
EXP-0147,ETCH-A,CH-03,low,low,71.72853450204585,17.5617099643068,821.4105393722479,96.05256775513115,519.4340984058354,116,4,0.034482758620689655
EXP-0148,ETCH-A,CH-03,low,low,72.06296101213402,17.356039427344818,833.0599554914688,94.36037829038152,506.8189833959209,98,5,0.05102040816326531
EXP-0149,ETCH-A,CH-03,low,low,71.20029897722526,17.596913973806142,833.1661971313295,93.98974420778706,525.6608789074091,108,3,0.027777777777777776
EXP-0150,ETCH-A,CH-03,low,low,72.70074481362789,17.284688911631005,826.5548321205652,94.30953239437707,516.1683661491122,120,9,0.075
EXP-0151,ETCH-A,CH-03,low,low,72.03922601212368,17.227730335673428,825.4162197808912,94.03097423876689,515.568364183577,108,8,0.07407407407407407
EXP-0152,ETCH-A,CH-03,low,low,72.34970368903838,17.418016114997766,832.0412275453739,96.40735879824028,514.5171179360765,97,4,0.041237113402061855
EXP-0153,ETCH-A,CH-03,low,standard,72.13738710446324,17.40395723274327,840.461303030463,95.53006992413802,530.9979875016032,98,4,0.04081632653061224
EXP-0154,ETCH-A,CH-03,low,standard,71.61989809162979,17.310900007138905,848.305404582596,95.24834245885565,518.6837566468016,90,6,0.06666666666666667
EXP-0155,ETCH-A,CH-03,low,standard,71.42976038808217,17.412739981055054,849.7861623652892,95.37542363668388,523.934992535252,104,4,0.038461538461538464
EXP-0156,ETCH-A,CH-03,low,standard,71.09454618294073,17.294395711680707,848.8481483784649,95.74370074549384,520.7987160822394,116,10,0.08620689655172414
EXP-0157,ETCH-A,CH-03,low,standard,72.201175580407,17.37277076998704,855.2445056699139,94.6767191842362,518.1522383640746,91,3,0.03296703296703297
EXP-0158,ETCH-A,CH-03,low,standard,71.56520919265624,17.608646738902674,841.3136555081702,95.76643705690982,527.4545457676794,111,2,0.018018018018018018
EXP-0159,ETCH-A,CH-03,low,standard,71.78523493109854,17.374712581550558,846.4340759882247,95.60909085165649,512.2405518423896,107,6,0.056074766355140186
EXP-0160,ETCH-A,CH-03,low,standard,72.21609262283991,17.38069719180261,858.5299798867517,94.58169619748992,524.3272150159754,86,6,0.06976744186046512
EXP-0161,ETCH-A,CH-03,low,high,72.33861549649048,17.496841822370083,880.5039013964289,93.96511199321917,533.5107806961788,96,6,0.0625
EXP-0162,ETCH-A,CH-03,low,high,72.3455818031291,17.435243750546178,871.0270098501791,94.71136748981694,526.4252547714248,109,4,0.03669724770642202
EXP-0163,ETCH-A,CH-03,low,high,71.55565948522027,17.441953762680107,878.2984943534516,93.15055082988088,530.8184932787436,102,4,0.0392156862745098
EXP-0164,ETCH-A,CH-03,low,high,71.88133245869047,17.281190095272272,879.0533178132696,94.27338015522191,537.9661416321219,85,2,0.023529411764705882
EXP-0165,ETCH-A,CH-03,low,high,71.83165222961729,17.139440639535074,871.8841895628036,93.9539672636357,535.3454175711067,104,1,0.009615384615384616
EXP-0166,ETCH-A,CH-03,low,high,71.72117924976055,17.34990629124047,873.4546973141728,93.78053535735714,540.3339429943766,89,3,0.033707865168539325
EXP-0167,ETCH-A,CH-03,low,high,71.33404552908118,17.34814172071121,866.8829502876181,94.55885271520057,536.0343839707281,89,8,0.0898876404494382
EXP-0168,ETCH-A,CH-03,low,high,72.04635651256076,17.269887300399663,875.7153733514816,93.77837880683575,535.3106040061022,107,6,0.056074766355140186
EXP-0169,ETCH-A,CH-03,standard,low,72.48074625923725,17.88897707016804,831.7837998274085,95.74578313783721,513.41288874459,81,4,0.04938271604938271
EXP-0170,ETCH-A,CH-03,standard,low,72.24675013646706,18.071959107369835,831.7438012570911,96.59650170313081,511.5564030941234,115,10,0.08695652173913043
EXP-0171,ETCH-A,CH-03,standard,low,71.64973221583955,18.01209223277821,835.4866634729192,96.58220290831272,515.7372203005892,117,2,0.017094017094017096
EXP-0172,ETCH-A,CH-03,standard,low,72.38262432319057,18.118630730188436,821.4757473409261,95.83628076220867,509.0330614049662,109,3,0.027522935779816515
EXP-0173,ETCH-A,CH-03,standard,low,71.6650080911334,17.8962170858016,826.6591641635914,95.91190741114576,508.7964178883271,94,4,0.0425531914893617
EXP-0174,ETCH-A,CH-03,standard,low,71.59626175418427,18.125295674895757,830.1157096210618,96.54740147831656,516.6755788497555,103,7,0.06796116504854369
EXP-0175,ETCH-A,CH-03,standard,low,72.3118333044041,17.99712169169086,827.2234365390536,95.38638579954717,516.4499640592315,100,8,0.08
EXP-0176,ETCH-A,CH-03,standard,low,71.65280351062569,17.935541770298844,833.6018075402654,95.78969714005052,516.3753386193579,84,6,0.07142857142857142
EXP-0177,ETCH-A,CH-03,standard,standard,71.62968849705668,18.033049705243467,846.3374730311219,97.5716858589238,528.2595424201525,88,2,0.022727272727272728
EXP-0178,ETCH-A,CH-03,standard,standard,72.57245188506619,17.714936437871145,843.3131001003823,97.19361334640371,531.8516789769444,94,6,0.06382978723404255
EXP-0179,ETCH-A,CH-03,standard,standard,72.01126206567673,17.71039203394059,839.9035723204578,98.26111753898984,518.3195706405737,95,5,0.05263157894736842
EXP-0180,ETCH-A,CH-03,standard,standard,72.22031101208995,17.697754995613582,851.8251157984251,97.45417372876555,518.6013880281768,116,3,0.02586206896551724
EXP-0181,ETCH-A,CH-03,standard,standard,72.26064561745363,17.74339536170187,843.0026678277285,97.40421679685494,526.6372831952339,101,6,0.0594059405940594
