timestamp,lot_id,chamber_temp_c,chamber_pressure_pa,rf_power_w,gas_flow_sccm,vibration_g,particle_count,process_state,chamber_temp_c_range_violation,chamber_pressure_pa_range_violation,rf_power_w_range_violation,gas_flow_sccm_range_violation,vibration_g_range_violation,particle_count_range_violation,any_range_violation
2026-01-01 09:00:11,LOT-A,72.62223354834316,18.153680337625357,852.8233133390592,120.794066600031,0.0726638379782161,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:12,LOT-A,72.05282455804897,18.610377084158728,832.9151867752113,121.11116417730024,0.0772106498422092,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:13,LOT-A,72.90179296557443,18.153647605558405,855.3558657705167,118.75566459949148,0.0692966902794446,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:14,LOT-A,72.37400747380164,18.28979586187897,840.3208131483116,121.9748102900928,0.0402243749762119,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:15,LOT-A,71.31256602969341,17.89620016626285,834.6083841968738,122.31501551604228,0.059329860847282,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:16,LOT-A,72.295000627266,18.02329103555072,858.5658416377888,122.87260351312658,0.052840719800294,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:17,LOT-A,71.2328939193368,17.755901661844902,852.899734260121,121.05882681425145,0.0462532433307258,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:18,LOT-A,72.70276024104582,18.3463543771082,842.6322783832852,122.7268574241714,0.0620696153855284,7,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:19,LOT-A,71.960059271211,17.5875937319098,867.4141461882527,116.23840314405189,0.0998743351907244,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:20,LOT-A,71.85211010916379,18.273822619846182,844.7121709411631,119.36418690274309,0.0793334574844346,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:21,LOT-A,71.45525636447685,17.933272129873195,850.3852920876512,118.26598948735317,0.0993584564348176,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:22,LOT-A,72.97803307093922,18.40993648271356,853.2269613721433,120.23845172225478,0.0861647386535131,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:23,LOT-A,71.87637641434496,18.26280414605594,842.5640087904567,118.85710156160653,0.0917383823857273,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:24,LOT-A,71.65733774226952,18.637226155176386,855.6536355207992,119.66768431610052,0.0664865450704313,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:25,LOT-A,71.71829315960942,18.255771141898524,843.5985718340233,123.7643497604081,0.08785926431289,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:26,LOT-A,72.42584734844267,17.449785910521367,845.0603401334055,119.66056040715924,0.0909307135111151,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:27,LOT-A,72.29235525149126,17.97656638948563,866.3517116776401,120.82758463438044,0.0713502906164946,9,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:28,LOT-A,72.3301860892768,17.589797482591816,837.5129673698508,119.53546134015151,0.0883931055592425,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:29,LOT-A,72.3446568024063,17.818602055171805,821.0466360288461,120.15142657591366,0.0884928163786225,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:30,LOT-A,73.71331808069637,18.52892995164685,869.3312439401427,120.01203336087214,0.0717567106830487,8,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:31,LOT-A,71.67486798689231,18.223136833814195,880.591935431284,120.89664813194632,0.063158473515935,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:32,LOT-A,71.59020581674277,17.75537434999744,845.136768814608,122.33061507109436,0.0622380750215259,7,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:33,LOT-A,71.3489818174017,17.64519892174586,826.7579435125577,123.29478799520666,0.0812975831288219,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:34,LOT-A,72.4927835380604,18.01147373250669,846.2741922856487,120.61924016381832,0.0849051480318397,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:35,LOT-A,72.90317783417672,17.574203947716605,846.5653246019119,121.1790937720712,0.0681121125431312,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:36,LOT-A,71.9088420338761,17.765100902911197,847.7209139077329,117.69827098162888,0.0803987801198914,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:37,LOT-A,71.32787481842998,18.109203315042937,836.6393434969378,119.82424651516877,0.0885580555420772,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:38,LOT-A,71.34041502744701,18.404359212637345,856.9547337097177,121.88057892976718,0.0892728607199795,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:39,LOT-A,72.52047423025977,18.213066515278555,856.294088503433,121.7319372768343,0.1032782018018373,8,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:40,LOT-A,72.59460333696275,17.198048671990666,832.0671325621684,120.4232194655901,0.0991547124829706,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:41,LOT-A,72.43452341464416,18.10652835516059,858.3903607803386,121.77278791913592,0.0649806285086518,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:42,LOT-A,71.46759223416905,18.025211750631403,874.6322197833507,120.98153341798763,0.1052537931430703,1,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:43,LOT-A,72.18572905845338,18.144861599880443,852.0635239892447,122.40061251651863,0.0720353524316642,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:44,LOT-A,72.09334864731258,18.565673388577924,845.9520980551779,120.57871831391422,0.0956730921868164,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:45,LOT-A,72.17495087738321,17.27786660311834,848.2959614271098,119.28860336885792,0.0810197993907663,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:46,LOT-A,72.69714302235855,17.793113801183114,857.3830812036227,120.67168251386605,0.0738177593231455,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:47,LOT-A,72.17887643901975,18.20681721297768,829.2319407339133,114.13881124829445,0.052884547103376,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:48,LOT-A,72.54313085045752,17.44644196019112,851.9726884357276,120.7657714727701,0.0774265323467547,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:49,LOT-A,72.05406325559112,18.51658216681873,845.3144326064463,112.70317434957045,0.0566092514704158,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:50,LOT-A,72.23129551895198,18.12892481444523,872.1739001554726,116.55307318518916,0.0945094885376415,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:51,LOT-A,72.50503058067083,18.29630439504519,847.9099271943405,120.90353720188196,0.1027518898570887,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:52,LOT-A,70.83427534411547,17.800169718467373,870.0146513334342,120.9550586745336,0.0680463351605496,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:53,LOT-A,71.74426302691415,18.28481729148817,836.7551116266159,117.67514243972012,0.084529561137789,7,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:54,LOT-A,71.62370187656576,18.373965044596165,857.0471100016335,118.57579591624211,0.0691191271698803,7,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:55,LOT-A,71.48889772140532,18.08150730704801,853.8328031654947,122.74108197722826,0.0705727290479481,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:56,LOT-A,71.77988619901865,18.082040312444544,839.5714330256226,119.03193973685464,0.0916174205579805,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:57,LOT-A,73.19595304898752,18.0946201337486,852.1287533756433,124.48584062480596,0.0794219260723488,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:58,LOT-A,71.30733510744541,17.697829157341218,864.5502260419792,119.9961602936473,0.1060947206289651,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:00:59,LOT-A,72.77462268367319,17.948364961915875,846.1144995485608,120.81607235376254,0.0727665128194561,7,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:00,LOT-A,70.65370418270736,17.946617113641675,829.6964482099628,123.23374879699722,0.0949900449871173,8,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:01,LOT-A,71.73209197601138,18.134187852523723,849.7892460822707,120.26205423238684,0.0814612011943667,8,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:02,LOT-A,72.130202452084,18.349938486418605,839.1709228624899,117.9953120386184,0.0919366701461635,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:03,LOT-A,72.46897786508742,17.629512371307555,845.8919087360334,119.78054509661142,0.0732926351400508,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:04,LOT-A,72.56898126383429,17.956246839388147,849.0209467637785,119.9287785276198,0.0792566174367262,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:05,LOT-A,72.63467778815993,18.51850944168064,829.5321734078138,117.27051669559688,0.0782675168105159,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:06,LOT-A,71.72101994220125,17.739744119915603,830.6120999281519,119.48833585731836,0.0674591432773132,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:07,LOT-A,71.63011856586834,17.71221249394839,855.7848020263064,118.51561581200512,0.0899312230187262,1,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:08,LOT-A,72.68638070500572,18.07080716714092,843.7273756459639,121.84871551437487,0.0897537350836754,1,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:09,LOT-A,71.84695654009471,18.29553481666986,819.2230678981532,120.0692237483705,0.0889033204235835,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:10,LOT-A,70.97945094132966,18.00399911944623,859.4181284392977,119.43440850170488,0.1030544848087646,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:11,LOT-A,71.09337022879721,18.465136206652947,853.2684370632909,119.78763613875483,0.1017401720185445,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:12,LOT-A,71.2644381711987,18.299877893898284,841.4335021115622,120.44624403681232,0.0743758296522629,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:13,LOT-A,72.39772859524301,18.29463702341152,834.1980374673011,121.23362839937955,0.0855957847765126,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:14,LOT-A,72.11394058885645,18.19394077546343,860.0296947557721,118.00057554266124,0.0706459896611268,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:15,LOT-A,72.55238828325422,18.81467858512113,854.1922074707252,117.91682473475744,0.0803503297417183,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:16,LOT-A,71.65819788293078,17.928193408896885,878.5912273922089,122.20935843080504,0.071003758263217,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:17,LOT-A,72.12683175286138,17.29876719777672,855.0422631846992,119.17532625559052,0.1043010546370407,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:18,LOT-A,72.50047231517387,18.561489026531,854.6524376951442,117.16631581480624,0.0854554722551444,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:19,LOT-A,71.75252276822381,17.83980519916511,847.9968648386972,120.8876254187662,0.0767295630784336,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:20,LOT-A,72.36542019004592,18.037758155520063,859.8013104064095,120.92673961206538,0.0979042785778456,7,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:21,LOT-A,71.47045924714668,18.458342739701184,857.5010224149778,116.93856948548658,0.0474407688530688,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:22,LOT-A,71.70955692274794,17.439209160629375,865.0207001027824,120.4589634309272,0.0497884610770206,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:23,LOT-A,71.69460968480134,17.56192347506285,843.7441249763526,121.47116618485674,0.0919375798282966,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:24,LOT-A,71.04332828352877,17.4395527220084,844.7751103246725,120.74877290341252,0.0809070267217605,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:25,LOT-A,72.38957798462846,17.7220522984911,844.2507619490563,121.2639629675228,0.0837566945039114,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:26,LOT-A,71.62447812783782,18.15387281210595,859.4896206541479,117.1914618038185,0.0601040584502217,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:27,LOT-A,72.00999529498215,18.18346574498447,867.9804932835608,120.6620803099924,0.0796514943372445,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:28,LOT-A,72.38459732712472,18.096695962764997,844.4939140822084,119.39476048105912,0.1100526411560201,5,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:29,LOT-A,72.35722494082395,17.50553194063767,844.9027152664829,119.0344196825507,0.0923629942969379,6,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:30,LOT-A,72.53230808717822,17.191463797178574,853.7689266864376,121.74111121883944,0.0825455981771421,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:31,LOT-A,71.92121161239245,18.019023754886632,847.0508619998452,122.95854902134846,0.0734141913484259,1,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:32,LOT-A,71.66136135036467,17.83487838822658,861.4246438376787,123.58874010920071,0.074081407221959,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:33,LOT-A,71.93622543127488,18.16078502010081,822.9786725125714,122.6296157430118,0.0480620316619997,1,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:34,LOT-A,70.65013245283357,18.245683769177443,840.0795394369973,119.78053163673964,0.0838646063138174,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:35,LOT-A,70.84231002206153,18.04838450122054,840.6110039924627,120.70544032605268,0.0926822466272278,0,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:36,LOT-A,70.94184031011648,18.26604657988155,822.1557278513662,121.53364574356848,0.0563657100924407,4,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:37,LOT-A,71.20220253791881,18.080223980940275,838.4363386675743,120.24235589859892,0.0700787466153977,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:38,LOT-A,72.31981938137875,18.185522646960514,839.0181266098489,120.26152837582308,0.0626380305164986,3,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:39,LOT-A,71.27561675571195,17.75336435799554,847.586744145774,121.64750626375236,0.0655197320778685,2,stabilize,False,False,False,False,False,False,False
2026-01-01 09:01:40,LOT-B,71.69746995676849,17.93713600515899,863.3555906999231,119.88143470794812,0.0808022244023285,7,process,False,False,False,False,False,False,False
2026-01-01 09:01:41,LOT-B,73.03938263822886,18.068871633829936,847.0592721857116,118.54142612725268,0.0487339676751728,3,process,False,False,False,False,False,False,False
2026-01-01 09:01:42,LOT-B,71.71498882315086,18.287184966396097,837.6302353567462,119.17105386832829,0.0892140565753559,1,process,False,False,False,False,False,False,False
2026-01-01 09:01:43,LOT-B,72.59001245477367,17.8621905897214,849.3165455054376,121.26782075546748,0.0913078260490052,6,process,False,False,False,False,False,False,False
2026-01-01 09:01:44,LOT-B,71.2531058559921,18.18240853950624,862.5900834572961,120.00598658239991,0.0762334611794463,2,process,False,False,False,False,False,False,False
2026-01-01 09:01:45,LOT-B,71.8356499537059,17.906956422829616,838.2884942066212,120.68041995373667,0.0427893723502318,3,process,False,False,False,False,False,False,False
2026-01-01 09:01:46,LOT-B,71.23998235607154,17.958860241435154,839.0731013929426,121.34015848440438,0.0650537206099641,6,process,False,False,False,False,False,False,False
2026-01-01 09:01:47,LOT-B,71.72877353927954,18.290331664708425,856.7025875112906,119.2503170742048,0.0984935290115404,5,process,False,False,False,False,False,False,False
2026-01-01 09:01:48,LOT-B,72.67224650996592,17.302428870131045,847.3415666112304,121.5124963272596,0.0383300857890714,1,process,False,False,False,False,False,False,False
2026-01-01 09:01:49,LOT-B,70.61814366144613,17.546234685173832,857.7698162885137,120.7576852069168,0.0747871488170972,3,process,False,False,False,False,False,False,False
2026-01-01 09:01:50,LOT-B,72.34753891483669,17.481235110895014,849.8362384984564,117.53037382617704,0.0622999883229911,4,process,False,False,False,False,False,False,False
2026-01-01 09:01:51,LOT-B,72.19018848186582,17.18323435805309,858.4199637770748,122.88460958237248,0.0920685545237725,5,process,False,False,False,False,False,False,False
2026-01-01 09:01:52,LOT-B,71.52468003544257,17.762607445945687,837.5790626315123,118.99851051248616,0.069873290717848,2,process,False,False,False,False,False,False,False
2026-01-01 09:01:53,LOT-B,70.84315371648924,18.26230186490471,849.8549841905408,116.68980931362964,0.0860593103110341,4,process,False,False,False,False,False,False,False
2026-01-01 09:01:54,LOT-B,72.0577036061711,17.9002905767661,847.4717198276421,117.9099125808274,0.0884819062875364,5,process,False,False,False,False,False,False,False
2026-01-01 09:01:55,LOT-B,71.57640583274896,18.06922652867965,835.4093089107504,117.95790967864336,0.1075433875959503,4,process,False,False,False,False,False,False,False
2026-01-01 09:01:56,LOT-B,72.18614096908377,18.381226123848776,831.2382646255758,120.10434663731506,0.0769558708448694,2,process,False,False,False,False,False,False,False
2026-01-01 09:01:57,LOT-B,72.01748171641876,18.46469014629369,858.228988423296,119.45229898890751,0.0856406655443391,2,process,False,False,False,False,False,False,False
2026-01-01 09:01:58,LOT-B,73.28142311305673,17.97580172284585,845.7885714133843,119.32633606471882,0.0577241678130884,1,process,False,False,False,False,False,False,False
2026-01-01 09:01:59,LOT-B,71.80851549802158,18.47375506134929,837.732636620232,121.23940393096495,0.0978562034494061,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:00,LOT-B,71.1812020059025,18.032244330451935,848.8458527569201,120.6797507223854,0.0685923672789295,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:01,LOT-B,72.14342050796505,17.706910621660388,863.5362262881916,120.63209574128857,0.0715886875386838,6,process,False,False,False,False,False,False,False
2026-01-01 09:02:02,LOT-B,72.17599734717741,17.79195987673044,822.6311458555369,120.8196569146574,0.0796662830772618,9,process,False,False,False,False,False,False,False
2026-01-01 09:02:03,LOT-B,73.08735006019235,17.481812220602244,832.0403357211601,121.23226933600448,0.0565567348199022,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:04,LOT-B,72.66808899673167,17.68915315119322,838.9253626972568,115.78409331644512,0.083431550433934,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:05,LOT-B,72.2854968473196,17.87469415917395,867.534146400644,119.27112349547107,0.0945119940938751,1,process,False,False,False,False,False,False,False
2026-01-01 09:02:06,LOT-B,73.17064231297564,18.28125475678251,853.3910437950316,115.63957987102106,0.0843940073524593,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:07,LOT-B,71.04898955654171,18.602269440908096,859.2078068855348,120.0721198535956,0.0561665365373191,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:08,LOT-B,71.4881987738002,17.516236469618036,836.3180689704852,119.99073405555131,0.0781428605850551,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:09,LOT-B,71.25873924687558,18.13748961389097,836.5655694967537,122.09106454957936,0.0911304335446923,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:10,LOT-B,71.68815215747539,17.635809621294865,855.3737646006725,122.37526878544224,0.0518301685105113,6,process,False,False,False,False,False,False,False
2026-01-01 09:02:11,LOT-B,70.89865108195495,18.16614398096212,850.6992919712253,120.40555009650474,0.0638785097927343,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:12,LOT-B,72.50812075745152,17.954119672259296,856.5848658263695,118.9992778452062,0.0931481540612228,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:13,LOT-B,71.82222184232099,17.359182960953365,847.7479481088586,120.97032222509148,0.0840514315129593,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:14,LOT-B,70.82335496439788,18.32490394704897,853.3377247174556,118.94416472535136,0.0861795737319013,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:15,LOT-B,71.18753673503397,17.788249750516943,851.8974290188613,119.99721469711332,0.1078924221143496,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:16,LOT-B,72.25081107796015,17.813134916569258,859.3332086690191,121.97227263392152,0.087028291677593,6,process,False,False,False,False,False,False,False
2026-01-01 09:02:17,LOT-B,72.67050125431551,17.625586656048608,859.6840993833337,118.88445730802115,0.0898683201564976,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:18,LOT-B,73.59738471335343,17.771000853159357,830.5615360672988,121.611357278485,0.1206611829082748,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:19,LOT-B,74.33108997280587,18.14976165424322,823.0327773359097,121.3548027373846,0.0767929316286426,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:20,LOT-B,72.33152754662079,17.93376448067226,862.0209447718181,118.09041636573836,0.0680317585457225,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:21,LOT-B,71.20836950397451,18.11503170079887,864.2527011191432,121.9477882564348,0.086416945973707,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:22,LOT-B,70.29436297541496,18.126672648875097,837.7525237658399,121.397132690743,0.0865848654408334,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:23,LOT-B,72.21416916987506,18.462231579434857,827.6819751214524,120.20385177474532,0.0720992691208068,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:24,LOT-B,71.34964712375174,17.88002484719747,851.1884178520864,118.4753530839447,0.0645140447066772,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:25,LOT-B,71.66771419185625,17.483099764103994,861.1700587162063,118.28158796284886,0.1146476663313511,7,process,False,False,False,False,False,False,False
2026-01-01 09:02:26,LOT-B,71.51032256075216,18.373527845800197,871.5711342692118,118.92467484619397,0.0849026520558203,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:27,LOT-B,71.88736729086689,17.883979139765962,856.1955708652174,121.08518892658392,0.0690157192789688,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:28,LOT-B,72.85278418463011,18.390107355602083,845.5393996409716,118.0887496651972,0.0937389545341939,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:29,LOT-B,72.12563885395627,18.134181989613865,839.2824325409816,120.87502449723974,0.0783628227265799,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:30,LOT-B,71.87309213036905,17.95410186442883,850.1374155000478,117.5164889422432,0.0762067783052325,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:31,LOT-B,71.17147699773935,18.122071562916204,846.4088235533769,119.5918628311223,0.0884340930787174,6,process,False,False,False,False,False,False,False
2026-01-01 09:02:32,LOT-B,70.66025364423652,18.68285439604421,837.8191851312542,120.219295509148,0.0606217659765246,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:33,LOT-B,71.61095367274133,18.72694318516881,874.5850678103594,124.89026029011784,0.0852894080587576,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:34,LOT-B,71.95697395934535,18.02428339729647,871.4220208248656,117.24536868895926,0.1086943221159762,6,process,False,False,False,False,False,False,False
2026-01-01 09:02:35,LOT-B,73.41434393086391,18.05606670766097,863.6325842026652,122.94402913298026,0.0869926649329596,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:36,LOT-B,72.1042196171783,18.376684055113238,838.9497952262905,120.29968482797456,0.074356818443248,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:37,LOT-B,72.78619160881844,17.70401863853143,860.2602318915674,120.82234383603192,0.0723934207935763,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:38,LOT-B,71.60056352116868,18.11657463041639,857.6755169139748,120.2366958267764,0.0738449003998233,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:39,LOT-B,71.05204498686638,17.99094800321615,855.3105474904486,120.88945363639048,0.0761905598292832,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:40,LOT-B,71.2279065902141,18.109867874010146,864.9959832045254,119.69262979127596,0.0743329020086259,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:41,LOT-B,71.4198191483714,17.708320917917707,857.6244537143353,122.90810036291492,0.0937446716161185,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:42,LOT-B,73.70277578594813,17.44365137734186,858.880170835652,119.08705771155056,0.0540018634518652,1,process,False,False,False,False,False,False,False
2026-01-01 09:02:43,LOT-B,71.3428906566205,17.274455797403046,857.6428754004666,122.2644691443585,0.092930000756182,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:44,LOT-B,72.67079136298908,17.60891556045364,854.0894968960253,118.71126575957396,0.0743047021228615,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:45,LOT-B,71.27765825753038,17.839463650271234,828.5966664434297,119.87949630719744,0.0856542167854305,2,process,False,False,False,False,False,False,False
2026-01-01 09:02:46,LOT-B,72.7452584102994,17.897382944672934,851.0034529289267,117.85607489541955,0.063095181346987,6,process,False,False,False,False,False,False,False
2026-01-01 09:02:47,LOT-B,72.30796077288468,18.67803090685033,843.3256964938105,120.91004744069504,0.0999294660027415,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:48,LOT-B,71.87468968187353,18.387097679467555,834.6419085083197,122.89025191385306,0.098684524402578,5,process,False,False,False,False,False,False,False
2026-01-01 09:02:49,LOT-B,71.96738997909165,17.66326810928043,870.1817994316099,119.8452876403583,0.0943938578862511,3,process,False,False,False,False,False,False,False
2026-01-01 09:02:50,LOT-B,71.47616984365649,18.121697958357835,870.7479440906285,119.60622860259218,0.0572786783630969,4,process,False,False,False,False,False,False,False
2026-01-01 09:02:51,LOT-B,72.35685776118567,17.857522617277386,866.3106472035473,117.77076607386417,0.0924368160659908,4,process,False,False,False,False,False,False,False
