time_s,motor_temp_c,motor_temp_ma
29.5,46.98675515410104,45.61897740149681
30.0,46.185909502589865,45.61609547479859
30.5,46.91701068802968,45.63897684822006
31.0,46.94732338794563,45.68016229311735
31.5,46.945657492778906,45.70911153687532
32.0,45.90097483466585,45.7152250123845
32.5,45.97226345672849,45.7350837161663
33.0,45.60786058996832,45.74954944027698
33.5,46.26211523706632,45.7846261403064
34.0,46.14646873839725,45.78931669498438
34.5,47.30055351443303,45.834137659650004
35.0,47.11597629787613,45.89578356413767
35.5,46.89521987825321,45.91431574334901
36.0,46.58639087347267,45.91294924602783
36.5,46.35488546832363,45.944469701285115
37.0,46.62584640709876,45.99197091266037
37.5,45.77606732484225,45.97412719191546
38.0,46.86980480107692,45.991184358587525
38.5,46.91177525538463,46.008576577163154
39.0,48.33327647746882,46.057930255323846
39.5,46.15629350964507,46.06428149013338
40.0,46.29353889489426,46.084902867007116
40.5,46.74392689155819,46.1330189368991
41.0,46.67126787604506,46.13274116710861
41.5,46.01610429838692,46.15997228978253
42.0,47.98208341672223,46.18652535394229
42.5,45.80839815269624,46.20637677377165
43.0,47.51638496358077,46.23151671493234
43.5,47.60164496494904,46.28575883906752
44.0,47.040404319673925,46.33429545579667
44.5,45.06454025911236,46.28960012145091
45.0,47.316572726881134,46.31368784793226
45.5,45.78740082353752,46.30566118192724
46.0,45.52142967784842,46.30728203046233
46.5,46.814556299842415,46.336732202138464
47.0,47.1802410651425,46.34397634188543
47.5,46.83865990149598,46.36127154740069
48.0,45.8817551020587,46.368714246835765
48.5,46.79096256011769,46.398670156651825
49.0,48.09157571507933,46.447654476449024
49.5,46.11420930392494,46.4734234621029
50.0,46.99768823310536,46.478361318841664
50.5,46.951693703086725,46.49276089146567
51.0,46.01242622103192,46.467206661014686
51.5,46.16109665487453,46.4998978482896
52.0,46.79374599664104,46.50284470836845
52.5,46.00070939527589,46.54402398037944
53.0,46.66913681408113,46.576296521585775
53.5,46.25541822876144,46.57875266616977
54.0,47.198247283269794,46.618284972676435
54.5,46.27764245361213,46.60410271866665
55.0,46.31807061190065,46.60674594085288
55.5,46.00409724159577,46.58848767192419
56.0,47.73968941391483,46.60433499244358
56.5,47.74846896288501,46.6203912218457
57.0,46.72978731506959,46.63696747145378
57.5,46.898887412237485,46.655499950563964
58.0,46.23963036009721,46.66813534596654
58.5,46.82121839586596,46.679317409142534
59.0,46.80987391488846,46.69258551267236
59.5,45.9210586241229,46.66499561486616
60.0,45.70747778866595,46.63682564468195
60.5,47.33978279445317,46.64571690300595
61.0,46.948617780232745,46.65296144114115
61.5,48.23795395454459,46.69062281086557
62.0,46.97000175766101,46.69750591787682
62.5,46.37250414816137,46.7094346543432
63.0,46.88891852944184,46.7098169289105
63.5,47.735033515372606,46.726282094110246
64.0,46.43097692750586,46.688236103110995
64.5,46.33917107388214,46.691893654395734
65.0,46.549870996609926,46.69702029643005
65.5,46.27635423713536,46.68766884334159
66.0,46.688629201913706,46.68801606985897
66.5,47.94792352819771,46.72665245445518
67.0,46.51250092488119,46.69726080461837
67.5,46.026078483566366,46.70161441123576
68.0,46.56880011024287,46.682662714169
68.5,47.23216424463488,46.67527309976272
69.0,47.61822084048815,46.686829430179
69.5,46.76805153665659,46.72089965572989
70.0,45.87054789067432,46.69197915900575
70.5,47.54519414541359,46.727135025443275
71.0,46.84162677923574,46.753538967471016
71.5,47.80525097779808,46.77335286103013
72.0,46.65639728466957,46.76287598542068
72.5,45.86044557594928,46.743311698909736
73.0,46.95635987453775,46.764803794359324
73.5,47.1146831505744,46.77127820616846
74.0,47.83930803251317,46.766232852517135
74.5,46.38064109361055,46.771561488310844
75.0,47.33982144735134,46.77840415259577
75.5,47.71161986709909,46.793602675876016
76.0,46.364095089696,46.8006360532493
76.5,46.559611837080645,46.808606356893414
77.0,48.19962353394029,46.836723907639396
77.5,47.60105779414148,46.86873087561671
78.0,47.46694412950342,46.88468702192517
78.5,47.39386496595908,46.90745595666911
79.0,48.16228036916211,46.92673661838696
79.5,47.78147086220012,46.95681318655872
80.0,46.01594501047861,46.950770674530276
80.5,48.97278051815327,47.01014434006143
81.0,46.17457666112524,46.97884208500564
81.5,48.83170466665225,47.00050679908097
82.0,47.101387066967895,47.00793879411894
82.5,48.96025366804705,47.04916611923513
83.0,49.11481678599582,47.10666984775311
83.5,46.79950883112853,47.10623565645837
84.0,48.11473270724128,47.13233283230542
84.5,48.94229613836669,47.192757582590296
85.0,48.482591953853714,47.24825986589405
85.5,46.8119417710101,47.237703045425185
86.0,48.32731062089027,47.26527690223834
86.5,47.11848546154516,47.24288753237835
87.0,48.03233346505515,47.264134166526226
87.5,46.87384782524236,47.27416104006786
88.0,48.10354802602208,47.29845362999946
88.5,48.69030919135287,47.31755914351906
89.0,46.30648293902885,47.31506926374952
89.5,47.79302722245402,47.344146386720965
90.0,46.53764381890544,47.34390184316687
90.5,47.9985238338053,47.37834523510027
91.0,48.17089616989577,47.40799057445991
91.5,50.2679505682402,47.45439111526076
92.0,47.15163557228004,47.467173808208734
92.5,47.68118780881085,47.50027599471363
93.0,47.511121696241176,47.5191224264336
93.5,47.26357565001999,47.5197506545413
94.0,46.8981012055846,47.50534826184322
94.5,47.07969792382724,47.51158118958663
95.0,49.97718277545903,47.59371388728234
95.5,47.47623082101667,47.59233462079439
96.0,48.41262324165056,47.6237545500427
96.5,47.36093876157975,47.614868305718325
97.0,47.49778249222936,47.63169600986952
97.5,48.48631422287247,47.68421338280798
98.0,48.36234328321712,47.71233305098157
98.5,49.14925792478567,47.753024546465795
99.0,47.94089687881245,47.755056323391784
99.5,47.49111417102566,47.777265784940084
100.0,47.52088484002521,47.78088705279356
100.5,46.984173330956246,47.7663381220707
101.0,47.84621895265983,47.79598059932998
101.5,49.02724152309789,47.84533319305033
102.0,48.80262073265182,47.85739313702456
102.5,48.88278325254163,47.88302764619256
103.0,48.35696890658563,47.9008281417342
103.5,48.90202689798975,47.93099138037482
104.0,47.88881082751104,47.92552198954179
104.5,48.30657095356423,47.936023991369076
105.0,46.46113841937673,47.944927859547036
105.5,48.04816664455316,47.92643558207504
106.0,47.44472964461523,47.951838641744835
106.5,48.08284203797681,47.93686138917133
107.0,49.26734486910833,47.98018054521413
107.5,48.38791595282264,47.96873379090965
108.0,47.75797286268386,47.94159691244341
108.5,48.1452009867951,47.968510755556736
109.0,48.77313580979922,47.9816788176079
109.5,48.9778765084781,47.982390425010124
110.0,48.67459031267787,47.986230392186606
110.5,48.801178220601805,48.026015121178446
111.0,48.86873682111791,48.036843645183
111.5,48.59650797519078,48.06640409545591
112.0,48.80944909899287,48.08194640813466
112.5,48.02423666811088,48.10495418499203
113.0,48.97397527434239,48.12236272995844
113.5,47.323616331640814,48.095028872764196
114.0,48.64210313524092,48.14174127668844
114.5,47.51277092296567,48.13613615069867
115.0,47.55587120785359,48.156500698477636
115.5,49.32673972643493,48.18306501633023
116.0,49.24581755021575,48.20456344393663
116.5,47.835454040475945,48.15591351338135
117.0,49.44895811659879,48.201859964267726
117.5,48.81145084257773,48.22446522494305
118.0,50.37161519943748,48.28167509500699
118.5,48.07061844700971,48.29781595094678
119.0,48.00127941497356,48.31987951513456
119.5,48.35695031561424,48.3454245629703
120.0,49.48930517318016,48.335667010924716
120.5,48.30710377949927,48.352284470094375
121.0,48.34964394729845,48.35102488420733
121.5,48.52837383401473,48.37437358565603
122.0,48.11184681604424,48.38665487213232
122.5,48.96387455329237,48.396206078740725
123.0,48.26336109591098,48.3942264349946
123.5,47.71576541889617,48.36555658487681
124.0,47.62483612704228,48.35923536984141
124.5,50.51150813565643,48.419643249134026
125.0,48.689358370062685,48.44301271973477
125.5,48.86840789766474,48.48069741106894
126.0,47.49394713172231,48.473651974650195
126.5,49.87851869149692,48.490677518018174
127.0,49.04314323299305,48.495487968025
127.5,47.95663388566263,48.47696498068742
128.0,49.586772625409054,48.50156105506389
128.5,49.20639414752861,48.507648400054656
129.0,49.43927475854456,48.538657678675335
129.5,49.26171646604017,48.55776058892486
130.0,49.39529531577383,48.61644372685279
130.5,49.022074127399776,48.63592187650973
131.0,49.09370831248204,48.668901449867064
131.5,48.45296796457518,48.67630396839903
132.0,50.39744820596916,48.698906035136254
132.5,50.88880664638744,48.74892384900754
133.0,49.59615936299672,48.7856875790138
133.5,49.4527109601543,48.811837778480985
134.0,48.6783868445327,48.80994279917565
134.5,48.099817438422455,48.792381617774545
135.0,49.611827602388686,48.811126363568754
135.5,50.87378251647896,48.8525784494863
136.0,48.15093329448825,48.8382223789537
136.5,50.19754393429766,48.87024309813585
137.0,49.54660086173882,48.88498613339077
137.5,50.30395417260283,48.93058048348061
138.0,49.834516427332325,48.9477913065404
138.5,48.42026410165541,48.9697242619407
139.0,49.162607084376354,48.98013434092341
139.5,49.8714467934694,49.02730785833348
140.0,49.57689772023299,49.06772838858106
140.5,50.01598461209152,49.081513286294204
141.0,47.48749443406222,49.04634682397113
141.5,50.6977200281361,49.10359214372433
142.0,48.16966866522538,49.07800635469685
142.5,50.75706073623905,49.116918552570084
143.0,48.21294483847914,49.07374514535092
143.5,49.40163788166403,49.100365534044016
144.0,49.280607569207945,49.125952097128696
144.5,48.186745441292125,49.12254799964226
145.0,49.124138799538,49.11524467216941
145.5,49.83602990808168,49.14582319474106
146.0,51.41374219578907,49.20710515971087
146.5,50.52227294333035,49.24698314189718
147.0,48.87436521104998,49.2622335097973
147.5,48.54167018760332,49.253789422483514
148.0,48.76012681700602,49.26372473690542
148.5,49.23529358641213,49.29411530025573
149.0,49.91778505694323,49.33997427885375
149.5,48.8711973654993,49.30716806345062
150.0,49.68047405939131,49.32699037723719
150.5,48.61825719302479,49.32198736314439
151.0,48.999837287241576,49.352105166254766
151.5,49.42946201123467,49.34312403264952
152.0,49.46115341152289,49.351484236220124
152.5,50.30374297526665,49.39842641801221
153.0,48.9598311934262,49.38588758937255
153.5,51.28688674893755,49.42749744140073
154.0,49.436650044915694,49.427444947128144
154.5,50.23605276195104,49.446931673046365
155.0,49.0375555023678,49.439776876778254
155.5,49.76558104060838,49.45464701504241
156.0,49.84106633644437,49.469594175521664
156.5,51.03241737359348,49.52118316370203
157.0,50.90564524037036,49.53134710439005
157.5,50.101667302371474,49.515604317509734
158.0,49.801202537191045,49.51970518099361
158.5,49.7199010181876,49.52504898215429
159.0,49.31275565861369,49.53773635843591
159.5,49.23065704896853,49.560353150646826
160.0,51.45938095060284,49.59730421761111
160.5,49.5530540057376,49.570889647396285
161.0,49.49588044575881,49.59778859042169
161.5,49.60255697495369,49.58588885123481
162.0,50.20422318980999,49.59904129779624
162.5,48.53993975753872,49.563761009494954
163.0,48.83280371452477,49.5437267552388
163.5,49.38528108929744,49.56302709499164
164.0,49.16467120747447,49.56306837745361
164.5,51.90251616504598,49.60368976488514
165.0,49.95041109124901,49.61116003230546
165.5,49.07202974997265,49.59228093506308
166.0,49.61908049531719,49.63491265628818
166.5,49.9705560491759,49.62036937670898
167.0,50.89417304280999,49.67485946426067
167.5,50.70707211232784,49.673859691782454
168.0,49.70556756158178,49.7037121462445
168.5,48.69726089008305,49.68962460641287
169.0,49.85264445727015,49.70106534417412
169.5,50.633330688933526,49.749997049126954
170.0,50.25258651934427,49.77256600352308
170.5,50.040030022936826,49.77664600582018
171.0,50.396967701568336,49.756310515935766
171.5,50.97434212014827,49.76535189947212
172.0,50.13464115841344,49.7905574184194
172.5,50.02875702537369,49.82029915517481
173.0,51.930839590292805,49.88371341064054
173.5,49.25090816397723,49.88402570219184
174.0,51.79347270058989,49.921539455064774
174.5,49.90441429176197,49.942203793590025
175.0,48.99138962248656,49.92842210485193
175.5,50.35698152869115,49.96319659156526
176.0,49.50081716504606,49.97321618912135
176.5,49.36262443303543,49.97187943755736
177.0,50.9657104968972,50.00197057926485
177.5,50.00218514490288,49.99593942265758
178.0,51.2859874897515,50.04246254858407
178.5,49.18930487601294,50.00051091112559
179.0,50.95198613421528,50.030817632911585
179.5,49.46965184702344,50.015489614613024
180.0,51.18443053348576,50.05842711523538
180.5,51.10085901125706,50.08513267464836
181.0,51.73280618075742,50.12296747153462
181.5,50.33000647344088,50.10891925353157
182.0,50.340338323424845,50.09761311519265
182.5,49.92654342024238,50.094110637550074
183.0,49.27153570166252,50.0835173008395
183.5,50.43013771277649,50.097722034731284
184.0,51.3272021031266,50.13801096362155
184.5,49.94052878212185,50.152208398284614
185.0,51.40269305640656,50.15107464040069
185.5,50.53585511107598,50.17073066250745
186.0,50.7365155884541,50.19554336536135
186.5,49.40725924356767,50.19163741073364
187.0,50.11425076272695,50.18983796219198
187.5,50.13480908903882,50.22173534882197
188.0,49.04293613644218,50.225937997260324
188.5,52.19862744349108,50.2822049243442
189.0,50.89804953626109,50.31687249091992
189.5,51.8220950485946,50.315264068590906
190.0,50.2273694864167,50.32080323649426
190.5,51.12155920848642,50.36179382566453
191.0,50.867828950260304,50.38676879476339
191.5,52.01753612954156,50.42770839637071
192.0,50.39809694183006,50.417786874351116
192.5,50.753640307580255,50.418718238256155
193.0,50.38981191687481,50.432403125362015
193.5,51.08881736880733,50.480234254936505
194.0,50.60684039438292,50.49531817367876
194.5,51.064538695261135,50.503942333805306
195.0,50.21871795913205,50.50326496260106
195.5,50.641333436250605,50.51529103086734
196.0,50.84253184939348,50.52420231382384
196.5,50.89562504181861,50.522627972257254
197.0,50.69158829997383,50.533766915088464
197.5,50.919762313915456,50.55158702085929
198.0,50.561143939886,50.52419310785116
198.5,50.99977457732758,50.559170436118166
199.0,49.05497588262903,50.50440049975894
199.5,50.9272381150154,50.52485697622401
200.0,49.80600025466261,50.54114918886753
200.5,50.05263732084967,50.535062304710706
201.0,50.001711813277886,50.54508019767534
201.5,51.284033905486986,50.583508387124375
202.0,49.71854631989493,50.55856510358432
202.5,50.66106961592926,50.57174279300486
203.0,50.753075740737096,50.561084558024575
203.5,49.6684313082452,50.57066708666922
204.0,50.93462718453599,50.57031990767562
204.5,49.29168995853546,50.56676066990587
205.0,51.08299392159719,50.5647319376681
205.5,51.20927224646493,50.56690020237226
206.0,51.00984651513296,50.55244100905977
206.5,50.18807532361473,50.54960238606324
207.0,50.684510945793214,50.55648583851062
207.5,51.50725332181895,50.58810003654214
208.0,50.68309045872305,50.61633113168335
208.5,50.77362172458827,50.62320081191959
209.0,50.903153408668594,50.614719838030425
209.5,49.68382840465146,50.609585830481016
210.0,49.031327975133735,50.56215852885556
210.5,51.12396436435366,50.57392071392112
211.0,50.65804587603109,50.572351319672656
211.5,50.51476630636788,50.59450146092866
212.0,50.58935734650715,50.60400359260426
212.5,51.515446538579305,50.63161634159507
213.0,51.111365447225566,50.67298492781074
213.5,51.48779808655931,50.65876834067211
214.0,49.54071671574231,50.63162168426174
214.5,50.92259032565788,50.613631589803
215.0,50.25812990497876,50.614246798174236
215.5,50.98572793270447,50.611530172658604
216.0,51.0603246281428,50.61538008621625
216.5,50.08792089394306,50.57678778150428
217.0,50.99542943479911,50.588734431363655
217.5,49.67645361892291,50.56719069759051
218.0,51.86167607637378,50.5966279807805
218.5,50.9041354092852,50.59293434159005
219.0,50.95267905524294,50.59985111480725
219.5,51.64975756633464,50.61155549222872
220.0,51.2610672149084,50.63240247734425
220.5,50.49190268755859,50.62941386237041
221.0,49.82670670793773,50.609097359541295
221.5,52.87660443923066,50.64871694748953
222.0,50.21974741163306,50.63928012972272
222.5,50.25842769735917,50.62605343739159
223.0,51.36641294830637,50.642158817559995
223.5,50.31870881674781,50.6285375023484
224.0,50.407040182161126,50.65557878833906
224.5,50.77465560983188,50.652527138235385
225.0,52.08698354665923,50.698146804075314
225.5,50.64339481132489,50.709961953884815
226.0,49.54442328505996,50.700816183320455
226.5,52.55814830687635,50.726298471348244
227.0,50.14355652495567,50.734798675449454
227.5,51.24392204703484,50.746455724071566
228.0,51.32103051715604,50.75781481959994
228.5,51.40915044505425,50.79262920233613
229.0,50.92494131553596,50.79243548495613
229.5,50.37424439169273,50.81408657361927
230.0,51.227006565048896,50.816966826488304
230.5,50.86605777057105,50.810102536970426
231.0,51.3328253594733,50.81656211385724
231.5,50.45160319324752,50.821832671249894
232.0,51.840381064520685,50.84495007362444
232.5,50.48022883421751,50.82440958387242
233.0,51.2648061840098,50.83604389837815
233.5,51.34379538981182,50.84744737168262
234.0,50.37265920465006,50.83683748760225
234.5,51.53218172888868,50.873804554086995
235.0,51.06500229932562,50.91447804057083
235.5,49.83176987414565,50.88863415076666
236.0,50.72002259342472,50.889873685114544
236.5,51.20131755933741,50.90360471017393
237.0,52.50687354605392,50.94195503416488
237.5,51.42144725161042,50.940075048425484
238.0,51.93744915996107,50.956596722680196
238.5,50.15092449259943,50.929859250801
239.0,51.14510225773614,50.96194696164088
239.5,51.03837422297689,50.96426263958726
240.0,50.14000349716719,50.961900111431035
240.5,51.39605814421783,50.970106715661295
241.0,50.65442854443484,50.96198879398714
241.5,51.17779546798845,50.98378628546804
242.0,51.0729689455218,50.9853370756825
242.5,50.96659150934849,51.01113983349101
243.0,51.45952250854194,51.003096762134376
243.5,51.04523039021638,51.00591866175299
244.0,50.63654587165431,50.99959599808122
244.5,53.15726153233614,51.029746077401256
245.0,52.09202022196276,51.046365137542345
245.5,52.19372262990399,51.080401536389246
246.0,52.75544620270751,51.13897632628465
246.5,51.73486969929554,51.116141631485945
247.0,52.32520333637534,51.15825074998078
247.5,53.41686528685237,51.221419501770654
248.0,51.86953629950836,51.2314819687947
248.5,50.19608300117215,51.22902945248318
249.0,53.484302307733785,51.29057469499463
249.5,50.74397312086243,51.28996104521524
250.0,51.96103725408416,51.28744211936374
250.5,50.5949679210372,51.286473581557985
251.0,50.39571743370031,51.30349946453079
251.5,52.504005099685926,51.302416600386984
252.0,51.39515895618711,51.32744864901162
252.5,50.50858310200921,51.312741870111104
253.0,51.77166512768386,51.32175456232166
253.5,51.81355658302154,51.329842685081005
254.0,52.30519669828978,51.35744779273608
254.5,52.61576211878708,51.40227814727797
255.0,52.79781588341135,51.433694333645214
255.5,53.35776093403744,51.483528396914544
256.0,52.471224424480965,51.5062963782147
256.5,49.80683800547721,51.493401074459285
257.0,50.649863493069766,51.46959072303027
257.5,51.94600624727622,51.498906271291446
258.0,51.43947950849815,51.50239973778122
258.5,51.41436347892009,51.50381109956338
259.0,53.16577716689225,51.55967345880822
259.5,51.17040550452116,51.55243793432087
260.0,50.537076411642126,51.541879416567205
260.5,50.97938068365255,51.56483163275734
261.0,52.35833526509583,51.59759788619076
261.5,51.11420512971386,51.59585563759829
262.0,51.51234742028959,51.575965115083
262.5,52.7098216122523,51.601732602295854
263.0,52.52976471362684,51.61357891336917
263.5,52.92770674357145,51.6691145583886
264.0,51.31116219541865,51.672435757142246
264.5,51.30387240544807,51.67774572079167
265.0,51.28375647475099,51.70062078034335
265.5,53.222353046971705,51.737146678398425
266.0,51.52849917406213,51.75462809099097
266.5,51.58720632140332,51.76281630805927
267.0,51.50133358169849,51.7713836007828
267.5,51.64335573038508,51.784918885203545
268.0,51.59627908252339,51.78765401668316
268.5,50.70408978861919,51.78083120465122
269.0,51.21832908023574,51.79246686882285
269.5,51.33577998660652,51.75603723790825
270.0,51.44126454960398,51.74302212446108
270.5,50.67521805044623,51.71265203287193
271.0,53.14645185695793,51.720472145956926
271.5,51.2692519889087,51.711159791749196
272.0,52.95960775892237,51.72384788020015
272.5,52.90849319797343,51.713680438422564
273.0,50.85599564094496,51.69340962525129
273.5,50.91748871569962,51.70783773954184
274.0,51.36320741195127,51.66541584162619
274.5,52.572732967198384,51.701991038552904
275.0,50.72504884851299,51.67727127044149
275.5,51.51672252243748,51.695706362469494
276.0,50.75934691734541,51.702978952142395
276.5,51.48716120881527,51.682642074324974
277.0,51.612864652911085,51.68699618825946
277.5,51.0310530174239,51.697445586567746
278.0,50.786647805012365,51.67774524011433
278.5,50.65651862042042,51.6546044808623
279.0,52.1580462142798,51.651661471182095
279.5,51.675851480713405,51.63286325842063
280.0,50.744080631016026,51.591788553372716
280.5,52.20368017613932,51.56870693821477
281.0,51.6392008714306,51.55206646715376
281.5,51.377108215306855,51.58347187135035
282.0,51.78441752014852,51.60616295189192
282.5,51.84434257495329,51.60412967844546
283.0,51.8749478349859,51.61283904497522
283.5,51.69867019552218,51.618525179307255
284.0,53.09435068450262,51.61709664965947
284.5,52.00619718730949,51.63381248331523
285.0,52.57818326135719,51.67463462030953
285.5,51.69760305612429,51.68899906775897
286.0,51.99469054153817,51.681726173287814
286.5,52.31075293475501,51.70565712938865
287.0,51.51742214738936,51.705758623930635
287.5,52.0965275500851,51.69349274268728
288.0,51.72922666922368,51.677481981799225
288.5,52.714313353586576,51.67321411399953
289.0,51.410584919042826,51.67520256847202
289.5,51.59567315048408,51.681038583372725
290.0,51.85460274759272,51.69245550882956
290.5,51.77437878229011,51.663496023535934
291.0,51.72238746247712,51.667373789304236
291.5,51.90386083510929,51.67370687957836
292.0,51.75831350429991,51.67884647803038
292.5,51.73402376735903,51.68065983876986
293.0,50.81457867236298,51.665025830566655
293.5,52.31630948951108,51.69727022458449
294.0,52.08368309864662,51.71457730495271
294.5,51.67848292287774,51.721431363678136
295.0,52.27156318963805,51.73803733647882
295.5,52.94987915666864,51.78353055860326
296.0,51.472404615054,51.750049613765185
296.5,50.42544213894823,51.73317341676598
297.0,50.73255383622327,51.68863233831199
297.5,50.64965875784318,51.643455649509384
298.0,51.56648000559992,51.657665336802495
298.5,53.506246504753626,51.709440492583575
299.0,51.52154751404454,51.71260729462543
299.5,51.59668587500362,51.693086352781535
300.0,51.63852168609323,51.711355809533146
300.5,53.02297039130414,51.741480766910485
301.0,52.51651297646092,51.77662408809279
301.5,51.03081972644539,51.76749725844539
302.0,52.552519707364944,51.78629035953447
302.5,50.71538688339202,51.779977036853836
303.0,52.14839064858918,51.80721189372536
303.5,51.02961541365589,51.81467382959008
304.0,52.7406206063417,51.82632531743131
304.5,52.1083159305155,51.83497460642736
305.0,50.44307618705863,51.82895451754821
305.5,51.23540232532165,51.80958896053185
306.0,50.45696387987976,51.78594422070083
306.5,52.3880022417381,51.80616210122947
307.0,51.7281613986528,51.80503697879954
307.5,52.27125327052478,51.81357519271098
308.0,51.924636341740914,51.81456896284608
308.5,53.06954974972306,51.84198655393009
309.0,51.41280515386492,51.808355643317334
309.5,52.18953080798762,51.81202231573091
310.0,51.904889582386886,51.798556442151494
310.5,52.44930874091996,51.81359055584741
311.0,50.81171525395419,51.78993105009573
311.5,50.92339413494401,51.76218387409951
312.0,52.02377520426895,51.77231093523711
312.5,51.48463941010604,51.76007317243752
313.0,52.795527407673866,51.781399187206524
313.5,51.29035467736112,51.752920013682015
314.0,50.80489050048927,51.74080612531095
314.5,52.56265634006897,51.760145789102644
315.0,52.98727073771644,51.78279914890513
315.5,51.19665345615168,51.77124464238236
316.0,53.22193326356787,51.80123555840416
316.5,51.840592161913285,51.799970184940236
317.0,52.40398785111615,51.81288367187657
317.5,52.93219046509562,51.836847005831295
318.0,50.62087118930261,51.83297285617009
318.5,51.97525042042403,51.82615167478835
319.0,51.7692442328782,51.81986289747299
319.5,51.960085235207416,51.825494943719576
320.0,51.825667336992126,51.81657702666666
320.5,51.31912189919304,51.78396188151715
321.0,52.5453251516895,51.805420292249856
321.5,51.110242584123895,51.81911630115337
322.0,51.52565823501247,51.834978389129155
322.5,52.418822688263774,51.87036166773756
323.0,51.953340527716726,51.8780988781799
323.5,53.613570513888334,51.88024535836259
324.0,52.3385330277227,51.896585068636156
324.5,52.44232436794287,51.91349783849495
325.0,51.93033455496712,51.919334095872415
325.5,50.956983761302,51.87801436327238
326.0,52.62126286045672,51.880109360952304
326.5,52.10487413675075,51.901590449158405
327.0,52.36721041285316,51.89788426326816
327.5,52.585503025968194,51.935286586119695
328.0,52.65693722929986,51.9454575177339
328.5,52.05099006974409,51.965885010855665
329.0,52.97363183467086,51.97054523542225
329.5,52.89128085457016,51.98620453390334
330.0,52.46142564687307,52.026571523099626
330.5,51.66950910226196,52.03525365863844
331.0,50.78703132419528,52.041855007524745
331.5,52.96631889273598,52.0534213405447
332.0,52.910034229671126,52.07705879716507
332.5,52.967524708776594,52.09098422593011
333.0,52.81062898374719,52.10870407877023
333.5,50.9087555236207,52.06548819424818
334.0,52.7338856704182,52.09190980457925
334.5,51.48566348474683,52.077832458114436
335.0,52.31927047186444,52.08612007590399
335.5,52.27216700762037,52.082577241238
336.0,52.81224112191559,52.12258775859723
336.5,51.70732331282678,52.13826634215488
337.0,51.98583755374463,52.1375075891444
337.5,51.6967338670208,52.141749478282684
338.0,51.6355697412707,52.11855032495462
338.5,52.06827927149583,52.13410881683731
339.0,51.19279221338469,52.14186685109523
339.5,51.80633864826803,52.126740497259206
340.0,51.956035729489685,52.106115797094674
340.5,51.84546508758085,52.11909202972325
341.0,51.73465092451229,52.089346382942146
341.5,53.29160042330776,52.11836654817003
342.0,53.25644704696366,52.13541573208698
342.5,53.43065655092594,52.145385053803594
343.0,51.828678758582974,52.1695412051892
343.5,53.77740030700771,52.205584202920875
344.0,51.61995870146359,52.20259849229257
344.5,53.01588176327974,52.22371442285403
345.0,52.98632140573109,52.24692750422881
345.5,53.097805953244894,52.28250118530984
346.0,52.17360359548137,52.27506675418568
346.5,51.17083387804814,52.276278580064165
347.0,51.87765709518674,52.28331855726765
347.5,52.537504716078736,52.285692197823955
348.0,50.59648132534469,52.2585550137765
348.5,51.46166124548787,52.2155168284085
