time_s,motor_current_a,current_slope
116.5,3.818974628979913,0.0010776420305071948
117.0,3.4845418252190887,0.0008915376361286519
117.5,3.677781409741664,0.000847828995997623
118.0,3.678152269352515,0.00073877524271132
118.5,3.720653082879191,0.0008796984009342814
119.0,3.9491823981975074,0.001068896814560046
119.5,4.003472125940069,0.0012192472398696568
120.0,3.700917453223525,0.001219480600187659
120.5,3.946659346820115,0.0013915085169427786
121.0,4.002839542933433,0.0013685936792039723
121.5,3.614655934044991,0.0012103996418682751
122.0,3.8058455891906,0.0011922891078269737
122.5,3.645702358044248,0.00108175699314552
123.0,3.681805225429632,0.0011991676980115504
123.5,3.510421938518752,0.0010976227414976106
124.0,3.87377302783219,0.0011572924639425778
124.5,4.002388797416951,0.0012286481031816452
125.0,3.622006958706719,0.0011299910591821365
125.5,3.8226411028859166,0.001142552375004061
126.0,3.793429865395799,0.0012339296364855265
126.5,3.954322097719471,0.0013233458983244323
127.0,3.6546761851703,0.0011932843627002114
127.5,3.780896797853463,0.0012967375334449896
128.0,3.3451300954392837,0.0011472376960989432
128.5,3.6918013065398703,0.00118847286745127
129.0,3.5212015611525493,0.001028041406473756
129.5,3.703047258285376,0.0010228269192598697
130.0,3.550088502824155,0.0009484072365788742
130.5,3.6618232446854937,0.0008579636765766248
131.0,3.6157963048662,0.0008425888066383049
131.5,3.833303076927677,0.0008719074618457671
132.0,4.003090852746421,0.0010913513026539366
132.5,3.6862927581066858,0.0009248231010740263
133.0,3.865102177327664,0.0010958462210603167
133.5,3.670808083915541,0.001040791771540739
134.0,3.593114828829425,0.0008893281101675258
134.5,3.843161010430008,0.0007362091155980264
135.0,3.8860277261346927,0.0007447044474175586
135.5,3.7237701529388816,0.0005847791576424692
136.0,3.867770309780825,0.0005872230852777854
136.5,3.607464356218804,0.0005039341580507056
137.0,3.798862842360117,0.0006370502562255103
137.5,3.811682351676573,0.0005599029427629178
138.0,3.740807136732766,0.000723406972054845
138.5,3.7993646530998446,0.0008592464716710139
139.0,3.560190233420756,0.0006037064176934087
139.5,3.596004194073454,0.00042478394463772164
140.0,3.460946266933194,0.0001451331072500235
140.5,4.11009008720093,0.00039857503178509075
141.0,3.865889748733277,0.0004880027770269944
141.5,3.6516605568020033,0.0003216320883561914
142.0,3.883361093256088,0.0004633945104085231
142.5,3.6085241611492287,0.00044764036411891375
143.0,3.809560486518309,0.000416245956648738
143.5,3.726652939700308,0.00044761654702427274
144.0,3.632864088931539,0.000512364166179943
144.5,3.938012817062273,0.0006135806964518683
145.0,3.946677131393716,0.0008128182933179328
145.5,3.726431060205298,0.0007125842715815942
146.0,3.509847612081069,0.0004867925511627171
146.5,3.8578859421769938,0.0004986670437560295
147.0,3.782121039793461,0.00053763477416486
147.5,3.9371730962397953,0.0007323302034956741
148.0,3.715419372510574,0.000739641993466337
148.5,4.010543025671243,0.0009111419333541578
149.0,3.711377090810752,0.0009116958214411564
149.5,3.6004642871448747,0.0008332059101572979
150.0,3.830056031668557,0.0008032071512073056
150.5,3.8905072397711375,0.0010367333215366183
151.0,3.741228189338525,0.0010512853514358844
151.5,3.6216487002087,0.0010972253658860414
152.0,3.866742485344948,0.0010161617234110952
152.5,4.018058869003539,0.0012581967958497115
153.0,3.7178076727244447,0.001281057138526963
153.5,4.006999196936802,0.0014680525839734042
154.0,3.6672370540888495,0.0012924954067222078
154.5,3.8180645782113567,0.0011485195981467047
155.0,3.6984941925375394,0.0010806916529589555
155.5,3.7181726668235218,0.0009926734627185097
156.0,3.784331812056844,0.0011538902171336427
156.5,3.632356313805552,0.0011080826206992563
157.0,3.9095285336119785,0.0011527955427410909
157.5,3.9195992379358624,0.0013084138925620976
158.0,4.023563751982474,0.0013557177311581744
158.5,3.366192336038068,0.001132906908540395
159.0,3.889891104450903,0.0011531615974679705
159.5,3.5624227694349675,0.0009775522032710894
160.0,3.4125757980347418,0.0006330103407120019
160.5,3.675823724013897,0.0005967922156411335
161.0,3.641562275960169,0.0004344493570782114
161.5,3.5323842830143297,0.000327950018229177
162.0,3.714513411551397,0.00020714240347842963
162.5,3.637815747249857,0.00017935642050782703
163.0,3.800812034903175,0.00013958977849412812
163.5,3.760892023111417,0.00022042907739052174
164.0,3.654003565363228,0.0002658843457960996
164.5,3.8452266455212656,0.00010474704880626042
165.0,3.899031564275344,8.82921409408205e-05
165.5,3.839647846455122,0.00019289207067255782
166.0,3.615970639531088,-4.3136668176354464e-05
166.5,3.698752629386707,-3.081905954939696e-05
167.0,3.5160310474582754,-0.00032829266479319005
167.5,3.9484950986886687,-0.00025211994141948515
168.0,3.5367791873417698,-0.00042355505351256595
168.5,3.638396533578188,-0.0005071687098143599
169.0,3.7918724322136623,-0.00036011877229280705
169.5,3.652691768709935,-0.0002609596433694763
170.0,3.678239714081208,-0.00032578020024368406
170.5,3.387064487546797,-0.00041436949816422666
171.0,3.8378592064638055,-0.0001943955395664059
171.5,3.9746743898746426,-0.00012642806561981204
172.0,3.664736345298449,-0.00013103033757774622
172.5,3.8390564654629658,-0.0001274391259576221
173.0,3.852089731123741,-9.654533593061697e-05
173.5,3.775148052088836,-0.00021727175120720874
174.0,3.73667826583094,-0.00014381575451866103
174.5,3.720530670511161,-3.581357755286641e-07
175.0,3.76449257043621,-5.7936348795583815e-05
175.5,3.859548020388544,6.084047499153104e-05
176.0,4.022134462802563,0.00025805659657334275
176.5,4.009006572473492,0.0005422396856156723
177.0,3.794104593331467,0.0005164983699053337
177.5,3.749291376007607,0.0005389593737246517
178.0,3.689956794487276,0.00026245038252052845
178.5,3.990054119893472,0.00037018246025295927
179.0,3.721031197980925,0.00021112576402699485
179.5,3.438414983462352,-8.01043475270744e-06
180.0,3.885476399601676,-5.10919653904735e-05
180.5,3.779780336301177,-9.32702684993441e-05
181.0,3.8933797751517103,-9.727449815352393e-05
181.5,3.8009012989785953,-2.7725485104422476e-05
182.0,4.030445805691501,0.0002814771437752634
182.5,3.625995930534586,0.00015808538258570138
183.0,4.042263260007576,0.0003910741231320734
183.5,3.893024594234257,0.00041552608893168324
184.0,3.7293936867475903,0.00029301788896165387
184.5,3.68600002221053,0.0002946389049331213
185.0,3.652271031876016,0.0003040888451139752
185.5,3.54267896243938,0.00015290202334772825
186.0,3.80204541819129,0.00024524041815196783
186.5,3.872996695408144,0.00022275568015028398
187.0,3.6985942192700207,0.00020947788654829125
187.5,3.627600690565664,0.00016299846285577386
188.0,3.96240298217792,0.00027466601475592046
188.5,3.696553110069492,0.000261232937333787
189.0,3.785648011280516,0.00015700719215508812
189.5,3.689340238787648,1.456857564969617e-05
190.0,3.622329752246666,-0.0002506516844089709
190.5,3.577296173913123,-0.00015114086363115568
191.0,3.477584375884001,-0.00025247081311162
191.5,3.8875039573217816,-0.0002354599229702731
192.0,3.604950510599565,-0.00024870840183384695
192.5,3.6572245296936057,-0.0003941295844908391
193.0,3.835976552521748,-0.00031210571233130133
193.5,3.868254994265092,-0.00026147055081102854
194.0,3.848148020930015,-0.00028132124825835394
194.5,4.063464260371228,9.093649145156503e-06
195.0,3.7132501350948255,9.52060830532656e-05
195.5,3.6068340240773433,-1.2580038023105318e-05
196.0,3.873083729591485,-9.20254050784237e-05
196.5,3.939301822511432,7.443976074202718e-05
197.0,3.724674260296072,6.650819352478364e-05
197.5,3.724423822104559,0.0001530882247420841
198.0,3.4032753477977584,-8.295596549125683e-05
198.5,3.658786791526082,1.5397743751842854e-05
199.0,3.671218074266827,-5.59548173998033e-05
199.5,3.6217757214994135,-0.00022341699788018857
200.0,3.9231051121981655,-7.29808704856632e-05
200.5,3.756543311607152,1.4028047780698132e-05
201.0,3.780455873400576,2.6378024434025204e-05
201.5,3.684721162289411,-9.108730146439361e-05
202.0,3.4394060103913198,-0.00020649965804569808
202.5,3.8482726010093145,1.781447904596542e-05
203.0,3.605435147951845,-8.206403997329546e-05
203.5,3.519686060859893,-5.626641514083377e-05
204.0,3.4465505063434234,-0.00027398376212129917
204.5,3.666602654164896,-0.0002669179367873612
205.0,3.618140176856616,-0.0003592908774809384
205.5,3.812753266100648,-0.000323161389315178
206.0,3.800017159693653,-0.00025563653399843553
206.5,3.629296449201731,-0.00038182452811073506
207.0,3.813604120290511,-0.00023050293105923857
207.5,3.7034072533719984,-0.00013739015405921998
208.0,3.4870154037381083,-0.00010722363104010504
208.5,3.615568018279261,-0.00039265691284741416
209.0,3.4541489717947687,-0.0004595823120069657
209.5,3.747251518335119,-0.0005456236155397547
210.0,3.664828333277031,-0.0007736637005305559
210.5,3.830667249865621,-0.000746668752844008
211.0,3.583267555352996,-0.0008892667428224703
211.5,3.804260432079113,-0.0009660507097012286
212.0,4.011061356006276,-0.0008128641926141641
212.5,3.5493934681520543,-0.0009839781908642213
213.0,3.9435160032136234,-0.0008211131877204961
213.5,3.926860869097673,-0.0006940488890776242
214.0,3.452044857932358,-0.0009158262167768294
214.5,3.8589184521516953,-0.0007775799360839507
215.0,3.7028533000644113,-0.000699600903370341
215.5,3.9782559681780074,-0.0004916520826469277
216.0,3.830619060639624,-0.0005086337629080907
216.5,4.011396558485578,-0.0003706280059058276
217.0,3.536300710468228,-0.0006293498611848995
217.5,3.4749215748647653,-0.0006626784045917522
218.0,3.739690511464159,-0.0007825598149356042
218.5,3.6553242213059263,-0.0008934087224533616
219.0,3.511160111096585,-0.0009970871320652687
219.5,3.5862543296364127,-0.0011371381473549702
220.0,3.5314700302775104,-0.0012934533587195796
220.5,3.52167222524878,-0.0016302974702354903
221.0,3.457586639302291,-0.0017336187607102458
221.5,3.749022826850722,-0.001576327622585454
222.0,3.573208094371384,-0.0017086140295647818
222.5,3.600094717344784,-0.0017181811787413325
223.0,3.779809294564064,-0.0016102204162905733
223.5,3.651002897387904,-0.0016245421742709385
224.0,3.607685086995649,-0.001686422416088571
224.5,3.532500504828764,-0.001801205114576796
225.0,3.804912417603079,-0.001725258790632016
225.5,3.828317944562144,-0.0015782839163134478
226.0,3.6337365741638497,-0.0014479898990843205
226.5,3.68279071136155,-0.0012918498666340417
227.0,3.559953893913037,-0.001335010842875724
227.5,3.609291373555927,-0.0013732118615190293
228.0,3.5959780682667124,-0.0014536019587838823
228.5,3.527337505183661,-0.0013917636037640614
229.0,3.775054134015077,-0.0013402578957855198
229.5,3.525662064580208,-0.0016088367867418821
230.0,3.6694734433834335,-0.001522083932307577
230.5,3.5418566125522566,-0.0015726089820629024
231.0,3.7501662643704257,-0.001427682208827486
231.5,3.532587013504292,-0.0014663392634209104
232.0,3.92960899989555,-0.0011268036963420372
232.5,3.823684167794317,-0.0010941047458684595
233.0,3.620002425281098,-0.0009324941164663648
233.5,3.670404303390906,-0.0008263218167419297
234.0,3.560348409996195,-0.000882027791968229
234.5,3.4617849535133334,-0.0010205567600330822
235.0,3.5468795126866604,-0.0011262854672412295
235.5,3.638698959632353,-0.001242622579652508
236.0,3.731913288604792,-0.001147545407006277
236.5,3.5479375053232967,-0.0011179183350908985
237.0,3.6368200928977736,-0.0011372870959982465
237.5,3.4804140722653862,-0.0012918553419881177
238.0,3.254561288660215,-0.0013759166626102907
238.5,3.615610108338709,-0.001398119720692666
239.0,3.69144085667506,-0.0013203064864793787
239.5,3.8440485816209007,-0.0012090729458930536
240.0,3.663868815272296,-0.0012473459921342955
240.5,3.739463081877136,-0.0012685031496498299
241.0,3.6316869051647926,-0.0014160633489378853
241.5,3.653497964866784,-0.0013040797883870539
242.0,3.671714323283708,-0.0013497107891969058
242.5,3.7391582309553137,-0.0013243961244645225
243.0,3.63691562988448,-0.0012524683820416926
243.5,3.7932327996100503,-0.0010657272926990666
244.0,3.5692482174549305,-0.0010233320392453705
244.5,3.6088933087279655,-0.0008235434234961839
245.0,3.677153131284907,-0.0007900000061658152
245.5,3.638039000628454,-0.0008437541114285034
246.0,3.684122319145422,-0.0007091430271502254
246.5,3.3678656158685,-0.000720007270916365
247.0,3.6425831987837913,-0.0006908923407362406
247.5,3.548783542528912,-0.0007166665680931621
248.0,3.608773858016337,-0.0008993305290989344
248.5,3.852166793064532,-0.0007850154360039582
249.0,3.576601131240479,-0.0008291893976154822
249.5,3.501474601457561,-0.0009468225262955236
250.0,3.770026399653336,-0.0007208523023080214
250.5,3.637256406764213,-0.0006728647589723756
251.0,3.412247064610365,-0.0007426220840580255
251.5,3.5577184118244265,-0.0007795628764731313
252.0,3.291664618870988,-0.0011217070912894773
252.5,3.524697363275313,-0.0010758450046867618
253.0,3.5296288857325866,-0.0011703442235749763
253.5,3.393046281297847,-0.0013970410008844036
254.0,3.552176211166356,-0.0015720098957459103
254.5,3.5742643210275284,-0.0016017598383327206
255.0,3.520606084815737,-0.0016916489884012352
255.5,3.7015767714886367,-0.0015549129468805112
256.0,3.694095479071717,-0.001429005838496066
256.5,3.542796889520728,-0.0014951749903215697
257.0,3.6819550521084894,-0.0013659362093806878
257.5,3.7885462256716074,-0.0012385819723321324
258.0,3.3770634280818754,-0.001487841306954787
258.5,3.436215427094793,-0.0016227306090407024
259.0,3.5541450038964744,-0.001783240015592251
259.5,3.72760499600618,-0.0016642660476749356
260.0,3.384462122111646,-0.0017988569952198036
260.5,3.8030542616264977,-0.0015809061797298597
261.0,3.2505132044875475,-0.0018408053961994383
261.5,3.438557087061628,-0.0018510668471370352
262.0,3.5087091986735057,-0.0016899310040077184
262.5,3.496960257549791,-0.0018095446210035476
263.0,3.5330025143253128,-0.0016682555924356405
263.5,3.710034567099608,-0.0014269663739083834
264.0,3.677696940839081,-0.0014900527300795896
264.5,3.670592781154296,-0.0013134774178346757
265.0,3.6187379048364496,-0.0012600317892038344
265.5,3.46461577450467,-0.0011302236681212388
266.0,3.467475019695573,-0.0010820296004448093
266.5,3.7420468458263487,-0.0007568032726346379
267.0,3.564409738985427,-0.0008218082967698211
267.5,3.4246108246368623,-0.0010073989991137816
268.0,3.3554789662290005,-0.0010729883206319513
268.5,3.634230592787035,-0.0010195027017736585
269.0,3.3155864840727647,-0.0012424296519932057
269.5,3.437737237633917,-0.0013449330322810246
270.0,3.556589945866475,-0.0014082510656514588
270.5,3.4800832636428103,-0.001523258146001927
271.0,3.4179896606729434,-0.0017134931468528543
271.5,3.4519936257007484,-0.0017064245687214681
272.0,3.46132333938698,-0.0017968032628563556
272.5,3.4761898725271685,-0.0018607126787964466
273.0,3.4046427003602555,-0.001856720432904832
273.5,3.47466920459616,-0.0018846903172684045
274.0,3.489776520738452,-0.0019278225608635865
274.5,3.4887444900270075,-0.002015719261145088
275.0,3.5024310212804584,-0.0019298620951565737
275.5,3.314027279325475,-0.001938112636566968
276.0,3.611073318087796,-0.0018816561827315643
276.5,3.66097524515915,-0.0017655532533534819
277.0,3.4828152036521742,-0.0018294727166491944
277.5,3.721010827707506,-0.0017210625693482508
278.0,3.3469091783807987,-0.001844300463006556
278.5,3.3546399118766224,-0.0020015570573881105
279.0,3.2426232715255017,-0.002073154322013717
279.5,3.5364779342714803,-0.0021149413596732113
280.0,3.2612729481058738,-0.0022331878999468403
280.5,3.516952040557263,-0.002271990508451559
281.0,3.694731168092044,-0.002078634595482698
281.5,3.196049101076848,-0.002312726379960161
282.0,3.750906457080861,-0.001972541688621421
282.5,3.368108132835795,-0.0019218141653406233
283.0,3.3316092390689414,-0.0020107451743540334
283.5,3.649633656478127,-0.0018767431297519986
284.0,3.495244605693685,-0.0019009086217037952
284.5,3.5506850826691734,-0.0019510932812259016
285.0,3.464601711935573,-0.0020019110249630168
285.5,3.641712701876149,-0.0018908787372141527
286.0,3.5680341488897955,-0.0017671585226961954
286.5,3.6988010813348975,-0.0016752887103380209
287.0,3.36689550313644,-0.0017285328376657136
287.5,3.5574685600425737,-0.0017601173566564297
288.0,3.406815139324257,-0.0020190041785021536
288.5,3.324175639170995,-0.0021099935351751994
289.0,3.252689404799252,-0.002193994369090951
289.5,3.409471182444073,-0.002087102439069606
290.0,3.751863847036303,-0.00188079333418013
290.5,3.5168699244489297,-0.0017693259182950624
291.0,3.455144395063732,-0.001757174643677473
291.5,3.3572487925927628,-0.0017878416264528064
292.0,3.1881835222319013,-0.0019043478604796162
292.5,3.359425277329646,-0.001872448273734704
293.0,3.4308224528988074,-0.0018555424848868888
293.5,3.3016817874173574,-0.0018181428789758405
294.0,3.5949429582780885,-0.0017363777456604731
294.5,3.5181452175743826,-0.0016765160722475195
295.0,3.441169618608543,-0.0016199238019972129
295.5,3.561195557647852,-0.0015129024420743062
296.0,3.240193287431091,-0.0015677240026151465
296.5,3.58765380145268,-0.0016024764247185826
297.0,3.5070222144118386,-0.0015212710167215662
297.5,3.304634738308637,-0.0016155171745644706
298.0,3.503172074965201,-0.0015525325145155598
298.5,3.5260679819956677,-0.001327168107680039
299.0,3.6281628049209314,-0.001204249225911961
299.5,3.5310928283005247,-0.001185145708925513
300.0,3.372406027660322,-0.0010979083671523147
300.5,3.3590189961524777,-0.001094318458064974
301.0,3.5764540167969643,-0.0010945893452123166
301.5,3.524322617597608,-0.001039635608036152
302.0,3.41618546295714,-0.0012097656980982335
302.5,3.4573015734968924,-0.0012157328092217807
303.0,3.62822717597424,-0.001116362326627977
303.5,3.5660638069104085,-0.0011378812119652818
304.0,3.522133056151862,-0.0010911316092113087
304.5,3.5666382882396443,-0.0010041959675572958
305.0,3.661829468339736,-0.0008931397316153075
305.5,3.400609235630641,-0.0008292794779792589
306.0,3.633711257267982,-0.0006278649208345868
306.5,3.270159083988864,-0.0007333933835260278
307.0,3.5946482882338446,-0.0005585457210888057
307.5,3.5128563578815712,-0.0003666388270119538
308.0,3.27364893959651,-0.0005629102541544402
308.5,3.48602252037477,-0.0005959283637192283
309.0,3.4182384071368395,-0.0005983395374313186
309.5,3.252535971568031,-0.0005924294913697013
310.0,3.2775173056126605,-0.0007739430285307312
310.5,3.3730378718209546,-0.0006437360029637521
311.0,3.277871380786869,-0.0008997761817399934
311.5,3.310629414661335,-0.0010227184838828617
312.0,3.341469156311971,-0.001083288430544082
312.5,3.41352033752729,-0.0011061691844567424
313.0,3.3317677099254066,-0.001154770684593365
313.5,3.3688993562966485,-0.001071606568589782
314.0,3.464488903680525,-0.0009471611122904374
314.5,3.4744973079957746,-0.0008185168682720878
315.0,3.370566242452812,-0.0007806876680613709
315.5,3.3997564687117383,-0.0008159467333118834
316.0,3.193801162215137,-0.0009710442202083201
316.5,3.6276111917316674,-0.0006987411965958267
317.0,3.191291800695101,-0.0007919232986681379
317.5,3.5686170699694437,-0.0007412005271398731
318.0,3.307916158543907,-0.0008889759279547533
318.5,3.613721875267878,-0.0006855733758539032
319.0,3.5938438779913686,-0.0006868510474283191
319.5,3.694724885468864,-0.0005575080705651774
320.0,3.2256399778504536,-0.0006378816110642054
320.5,3.3586954704308294,-0.0006816081740841138
321.0,3.570739336224872,-0.0006355437716069881
321.5,3.4913857691848245,-0.0006178448177963232
322.0,3.356634865415191,-0.000675014286895048
322.5,3.3945789727890894,-0.0006993762946969197
323.0,3.488958601355467,-0.0007100536902054065
323.5,3.641503384431645,-0.0005886820089039868
324.0,3.618752530602488,-0.00047367194751486393
324.5,3.409481746028898,-0.0004851545041537502
325.0,3.378917564498356,-0.0005055478848366327
325.5,3.3326086447991714,-0.0006661532911667215
326.0,3.441234778544496,-0.000582423417419795
326.5,3.5377823839668725,-0.00040905667208506087
327.0,3.414102225342374,-0.00041566060886040636
