subgroup_id,min,max,subgroup_range,cl,ucl,lcl,out_of_control
30,70.66025364423652,71.95697395934535,1.2967203151088285,1.7361372112053624,3.6701940644881357,0.0,False
31,71.05204498686638,73.41434393086391,2.36229894399753,1.7361372112053624,3.6701940644881357,0.0,False
32,71.2279065902141,73.70277578594813,2.47486919573403,1.7361372112053624,3.6701940644881357,0.0,False
33,71.27765825753038,72.7452584102994,1.4676001527690232,1.7361372112053624,3.6701940644881357,0.0,False
34,70.97764994054431,72.35685776118567,1.379207820641355,1.7361372112053624,3.6701940644881357,0.0,False
35,71.9050893391121,73.26327300512835,1.3581836660162594,1.7361372112053624,3.6701940644881357,0.0,False
36,71.67125821533301,73.04480139336546,1.373543178032449,1.7361372112053624,3.6701940644881357,0.0,False
37,70.90547264060346,73.32074234578499,2.4152697051815295,1.7361372112053624,3.6701940644881357,0.0,False
38,71.1143634543652,73.37893257662664,2.2645691222614346,1.7361372112053624,3.6701940644881357,0.0,False
39,71.28421838483534,72.51466143575124,1.2304430509158948,1.7361372112053624,3.6701940644881357,0.0,False
40,70.35986231917518,73.12598548905098,2.7661231698757973,1.7361372112053624,3.6701940644881357,0.0,False
41,71.0249495516611,71.9610252784559,0.9360757267948117,1.7361372112053624,3.6701940644881357,0.0,False
42,70.93888582580834,72.73272203388481,1.7938362080764705,1.7361372112053624,3.6701940644881357,0.0,False
43,71.44324591066344,73.06991848595419,1.6266725752907547,1.7361372112053624,3.6701940644881357,0.0,False
44,76.42878369203801,77.28232157702072,0.853537884982714,1.7361372112053624,3.6701940644881357,0.0,False
45,75.65672328373032,78.91616806462329,3.259444780892977,1.7361372112053624,3.6701940644881357,0.0,False
46,75.93451373392503,78.65654307730708,2.7220293433820473,1.7361372112053624,3.6701940644881357,0.0,False
47,70.28216877620908,71.86986726356407,1.5876984873549986,1.7361372112053624,3.6701940644881357,0.0,False
48,70.5938172869147,73.70339768962263,3.109580402707934,1.7361372112053624,3.6701940644881357,0.0,False
49,70.97006193498078,74.32405373539233,3.353991800411549,1.7361372112053624,3.6701940644881357,0.0,False
50,71.21051433725741,73.38295811552447,2.1724437782670663,1.7361372112053624,3.6701940644881357,0.0,False
51,70.90008335330401,72.62187006084939,1.7217867075453768,1.7361372112053624,3.6701940644881357,0.0,False
52,71.55573822494479,72.37723081803611,0.821492593091321,1.7361372112053624,3.6701940644881357,0.0,False
53,72.00006751447313,72.81017265425587,0.8101051397827348,1.7361372112053624,3.6701940644881357,0.0,False
54,71.42275357316572,73.67453464714447,2.251781073978748,1.7361372112053624,3.6701940644881357,0.0,False
55,71.11007082241326,72.95291436247109,1.842843540057828,1.7361372112053624,3.6701940644881357,0.0,False
56,70.60433121042064,72.74195078524654,2.137619574825905,1.7361372112053624,3.6701940644881357,0.0,False
57,71.62278015404004,72.21097376348521,0.5881936094451703,1.7361372112053624,3.6701940644881357,0.0,False
58,69.94667324725496,73.17719357839452,3.2305203311395587,1.7361372112053624,3.6701940644881357,0.0,False
59,70.59462257401714,72.26239638697129,1.6677738129541524,1.7361372112053624,3.6701940644881357,0.0,False
