x_m,y_m
4.5,1.0673387753117531
4.55,1.054599627885736
4.6000000000000005,1.041315772694016
4.65,1.0274940709367026
4.7,1.013141661615255
4.75,0.9982659578451412
4.800000000000001,0.9828746430269129
4.8500000000000005,0.9669756668776813
4.9,0.9505772413250309
4.95,0.9336878362655054
5.0,0.916316175189851
5.050000000000001,0.8984712306772724
5.1000000000000005,0.8801622197610376
5.15,0.8613985991678182
5.2,0.8421900604332256
5.25,0.822546524896069
5.300000000000001,0.8024781385739177
5.3500000000000005,0.7819952669226151
5.4,0.7611084894824497
5.45,0.7398285944137546
5.5,0.7181665729247478
5.550000000000001,0.6961336135945014
5.6000000000000005,0.6737410965939655
5.65,0.6510005878080317
5.7,0.6279238328616795
5.75,0.604522751053279
5.800000000000001,0.5808094291981952
5.8500000000000005,0.5567961153858692
5.9,0.5324952126535929
5.95,0.5079192725802607
6.0,0.48308098880339584
6.050000000000001,0.45799319046279796
6.1000000000000005,0.4326688355742105
6.15,0.4071210043364168
6.2,0.3813628923752294
6.25,0.3554078039278617
6.300000000000001,0.32926914497120147
6.3500000000000005,0.3029604162975331
6.4,0.2764952065412864
6.45,0.24988718516041986
6.5,0.22315009537605
6.550000000000001,0.19629774707398717
6.6000000000000005,0.16934400967184066
6.65,0.14230280495536526
6.7,0.11518809988776953
6.75,0.08801389939568689
6.800000000000001,0.06079423913553357
6.8500000000000005,0.0335431782440018
6.9,0.006274792076420086
6.95,-0.020996835063263088
7.0,-0.04825761719711547
7.050000000000001,-0.07549347394872184
7.1000000000000005,-0.10269033781579373
7.15,-0.12983416143613005
7.2,-0.15691092484317
7.25,-0.18390664270740342
7.300000000000001,-0.21080737155988583
7.3500000000000005,-0.23759921699412992
7.4,-0.26426834084266576
7.45,-0.29080096832454316
7.5,-0.31718339516009736
7.550000000000001,-0.34340199464930465
7.6000000000000005,-0.3694432247100606
7.65,-0.39529363487275754
7.7,-0.4209398732275438
7.75,-0.4463686933206709
7.800000000000001,-0.4715669609963796
7.8500000000000005,-0.4965216611807758
7.9,-0.5212199046042044
7.95,-0.545648934458645
8.0,-0.5697961329866873
8.05,-0.5936490279986861
8.1,-0.6171952993147315
8.15,-0.6404227851281077
8.200000000000001,-0.6633194882869404
8.25,-0.6858735824908121
8.3,-0.7080734183991252
8.35,-0.7299075296480585
8.4,-0.7513646387730292
8.450000000000001,-0.7724336630335723
8.5,-0.7931037201376517
8.55,-0.8133641338624406
8.6,-0.8332044395686564
8.65,-0.8526143896056216
8.700000000000001,-0.8715839586042408
8.75,-0.8901033486551719
8.8,-0.9081629943695138
8.85,-0.9257535678193903
8.9,-0.9428659833558899
8.950000000000001,-0.9594914023018639
9.0,-0.9756212375171603
9.05,-0.991247157833942
9.1,-1.006361092359789
9.15,-1.0209552346463695
9.200000000000001,-1.03502204672152
9.25,-1.0485542629826627
9.3,-1.0615448939495342
9.35,-1.0739872298742998
9.4,-1.0858748442071853
9.450000000000001,-1.0972015969158295
9.5,-1.1079616376566532
9.55,-1.118149408796604
9.600000000000001,-1.1277596482837058
9.65,-1.1367873923649459
9.700000000000001,-1.1452279781500903
9.75,-1.1530770460200908
9.8,-1.1603305418788634
9.850000000000001,-1.1669847192472536
9.9,-1.1730361411981163
9.950000000000001,-1.1784816821315158
10.0,-1.1833185293891155
10.05,-1.1875441847069363
10.100000000000001,-1.1911564655057263
10.15,-1.1941535060182777
10.200000000000001,-1.1965337582531084
10.25,-1.198295992794009
10.3,-1.1994392994350453
10.350000000000001,-1.1999630876506862
10.4,-1.1998670869008123
10.450000000000001,-1.1991513467704535
10.5,-1.1978162369441774
10.55,-1.1958624470151444
10.600000000000001,-1.1932909861289283
10.65,-1.190103182462287
10.700000000000001,-1.1863006825371478
10.75,-1.181885450370171
10.8,-1.1768597664583191
10.850000000000001,-1.1712262266009674
10.9,-1.1649877405591544
10.950000000000001,-1.1581475305526718
11.0,-1.150709129595766
11.05,-1.142676379672313
11.100000000000001,-1.1340534297514064
11.15,-1.1248447336443905
11.200000000000001,-1.115055047704433
11.25,-1.1046894283698396
11.3,-1.093753229552368
11.350000000000001,-1.0822520998718985
11.4,-1.0701919797388821
11.450000000000001,-1.0575790982860789
11.5,-1.0444199701511727
11.55,-1.0307213921119103
11.600000000000001,-1.0164904395755279
11.65,-1.0017344629242517
11.700000000000001,-0.9864610837187746
11.75,-0.9706781907616747
11.8,-0.9543939360227907
11.850000000000001,-0.9376167304286765
11.9,-0.9203552395183046
11.950000000000001,-0.9026183789672515
12.0,-0.884415309982696
