lot_id,recipe,chamber_id,temp_mean_c,pressure_mean_pa,particle_mean,vibration_rms_g,maintenance_age_hours,yield_percent
LOT-B008,ETCH-A,CH-03,72.13534520528596,18.310175100982992,1.8907820820312042,0.08108523368157444,270.58943007131774,95.28639134086843
LOT-B008,ETCH-B,CH-03,72.44662404530783,18.06262811645014,2.6132001136019163,0.09110817657705747,305.92985450274455,94.96959598310082
LOT-B008,ETCH-B,CH-01,71.64854056220338,17.635881145120564,1.1661520046062588,0.08812038025107967,196.5880958759223,95.70668474112554
LOT-B009,ETCH-A,CH-01,72.22292412470829,18.33590913189783,2.474766626918367,0.0787343718207794,243.7621215844238,95.34922513932021
LOT-B009,ETCH-C,CH-03,71.85093225705765,17.390882287301547,5.7750220610232335,0.07981123535798214,392.0962822602202,92.50976563779693
LOT-B009,ETCH-C,CH-02,72.83135880564865,17.811964156887342,4.039341271160997,0.08062938204773973,361.66174079235896,93.3489984701773
LOT-B009,ETCH-A,CH-01,71.52300108372788,18.264244326756852,5.382877296614829,0.059652592828092765,143.97521068541263,95.54652089770926
LOT-B009,ETCH-B,CH-03,71.70349087332657,18.348598742292545,2.41864352824307,0.06658967763333641,96.79880157177905,94.06370625250332
LOT-B009,ETCH-B,CH-02,71.95785287102865,18.192738933908984,4.569696808916882,0.0768519035837334,153.56009483286175,94.75111798338526
LOT-B010,ETCH-C,CH-02,71.87309214541906,17.917548604484537,3.490602501596258,0.11205246988961638,102.69059950731796,95.24236990781507
LOT-B010,ETCH-B,CH-03,71.81659490082433,17.884012102511257,5.178036927748853,0.0630049763537219,268.3786853298755,93.93206535351888
LOT-B010,ETCH-A,CH-01,71.99359318038765,18.460230587844304,3.959223965620534,0.05383170248807925,218.45096323990887,94.85025139444005
LOT-B010,ETCH-B,CH-02,71.84360158417212,17.885886463291207,3.055968423278243,0.056408568418338426,206.0404489142053,95.45772101345769
LOT-B010,ETCH-C,CH-01,71.81489840519971,18.60657356853482,1.7942833804185399,0.0962840040391769,30.422817756938226,95.18023313621498
LOT-B010,ETCH-B,CH-03,70.89107068702084,18.435864141855976,5.744629663924942,0.08715016562679871,416.7523766877913,91.09021054706325
LOT-B011,ETCH-A,CH-03,72.38844969507113,17.491057486336704,4.492987780138721,0.06924404536142686,263.86416159588026,94.41162820704555
LOT-B011,ETCH-B,CH-03,72.15150230419242,18.145544783164937,6.2200503274670575,0.0714685710659271,445.56150283881294,91.91535264009731
LOT-B011,ETCH-A,CH-01,71.74201193225363,18.712692792546203,3.808642083986941,0.057796970725110974,461.8328584724785,95.72683199501122
LOT-B011,ETCH-B,CH-03,72.33083280121151,18.103984790208113,2.688368817919293,0.0853745708612667,281.7458326078549,94.34193334439222
LOT-B011,ETCH-A,CH-02,73.00492016309262,17.819053851168512,3.086841745900302,0.0813769622441171,88.35124357831253,94.69053239848752
LOT-B011,ETCH-B,CH-03,71.5232478030293,18.013970125861775,5.224614563690244,0.07566776819683013,379.7950546417154,92.62241939433734
LOT-B012,ETCH-A,CH-03,70.47211828898605,17.533940376407344,3.040882069247097,0.07959759376163725,396.0827413257357,93.70881626679665
LOT-B012,ETCH-A,CH-02,70.77509372240759,17.356495399271893,3.462911754173231,0.09147015237097181,360.9656735052882,94.18926720201848
LOT-B012,ETCH-A,CH-01,70.68809314759338,18.74054418691954,4.467615130581697,0.05621752406622109,41.958732911779705,94.72732254365064
LOT-B012,ETCH-A,CH-03,71.6008396594333,18.519411534014836,2.723835728449391,0.10061692164214803,478.6739737180768,93.01751787447277
LOT-B012,ETCH-A,CH-01,73.53656217604818,18.274085764025465,2.6010454333252024,0.10097802691344304,278.0621378205821,95.36202058152838
LOT-B012,ETCH-A,CH-02,71.54784994880154,17.88543238474095,4.468204157615804,0.05754055381644019,114.71130134294994,95.22651790546284
LOT-B013,ETCH-A,CH-03,71.61900581161046,18.249298650883695,2.7547408305814445,0.0992922630291985,15.062756740197914,96.30738232434015
LOT-B013,ETCH-A,CH-02,71.65688985508618,18.159193689788697,5.457938109400872,0.060158286372555936,217.01343046123017,94.41752913010652
LOT-B013,ETCH-B,CH-01,73.03741751513127,17.776604587727064,2.99059165049095,0.08415146966956676,295.71765617088215,94.88019265559589
LOT-B013,ETCH-B,CH-02,72.52706976924505,18.430300906370338,5.78824442285182,0.07863127835685815,358.6770421123039,92.40540348414616
LOT-B013,ETCH-A,CH-03,71.03751689374707,17.873569552352386,6.465100940240455,0.060733424907795694,234.44313034238257,93.65763975514794
LOT-B013,ETCH-A,CH-03,72.55538794594555,18.15453179252731,6.591368600986117,0.09909105546493333,258.5061651693083,93.38074793119414
LOT-B014,ETCH-C,CH-01,70.71445688097691,17.444067796560063,6.162596010250029,0.0796484181468923,192.6505554479722,91.5341296916398
LOT-B014,ETCH-C,CH-02,72.14369308363085,17.91078846726443,0.0,0.08397667319159136,32.07636951660131,96.26506782789497
LOT-B014,ETCH-A,CH-03,71.02118095509734,18.103546444274496,1.7264540341299495,0.05474915250923981,298.5474879708075,94.2723347217788
LOT-B014,ETCH-C,CH-02,72.72847991337969,18.118690681953208,4.289350343429653,0.09994578153016803,126.76874520255632,92.32423426529279
LOT-B014,ETCH-A,CH-02,72.09249965236408,18.65485691917207,3.5517970635915073,0.08484949188852202,114.88972083734022,95.4367503779831
LOT-B014,ETCH-A,CH-03,70.42361496271259,18.05162558441128,7.0095708521611035,0.07096440787140851,196.82047671757846,93.09477030254855
LOT-B015,ETCH-A,CH-02,71.21232678332011,17.679519792843667,6.974388229195537,0.06632931454313198,413.36736377904646,93.17368257628823
LOT-B015,ETCH-A,CH-02,70.43030463806988,18.510445195621106,4.042545581445422,0.09053901292604746,90.49163241938312,94.72214614707883
LOT-B015,ETCH-C,CH-02,72.35778990703879,17.54586367120853,0.0,0.04897905901803756,253.12664523091104,94.05450106632503
LOT-B015,ETCH-A,CH-02,71.69442656681859,17.78485311949922,0.5672145889556477,0.08011330579876026,386.50900838799265,95.73711413752856
LOT-B015,ETCH-B,CH-01,72.23402652590968,18.24324978175527,7.588908756877687,0.08627167187910567,120.6014002457656,94.198771118252
LOT-B015,ETCH-A,CH-02,71.88394825706253,18.311325123916625,5.814956641642102,0.09258864516356512,120.66809246426696,95.42475278028013
LOT-B016,ETCH-C,CH-01,73.02543088582655,17.85579928816151,2.408654017795082,0.058515398321456136,488.7407322920005,94.10921702816098
LOT-B016,ETCH-B,CH-03,71.36528605948733,17.515624000989714,4.416889876755654,0.0844361232082247,104.47450602539499,93.8797101773094
LOT-B016,ETCH-C,CH-02,72.13864201952208,18.13926356202168,3.213451346378535,0.10131393173600306,220.61230951472942,93.97570918718506
LOT-B016,ETCH-C,CH-01,71.85066162364701,18.37519048695393,4.832286045673122,0.08440120425272919,353.7054351163993,94.13608085822501
LOT-B016,ETCH-A,CH-01,72.39177212290433,18.203892249676713,0.0,0.08103593272256349,373.33061433949166,96.64806399609638
LOT-B016,ETCH-A,CH-03,70.75090047461093,17.976578263345992,4.620539371464543,0.10046294859812456,234.88510082710746,94.32552609805427
LOT-B017,ETCH-C,CH-02,70.85933167893545,17.814484160765936,5.094718798002656,0.08881204063063512,298.6802110286883,93.09727572393341
LOT-B017,ETCH-B,CH-01,71.95649554273643,18.1975726554131,2.7948271510153004,0.06886366328080569,431.98269131369193,94.10806014458763
LOT-B017,ETCH-B,CH-01,71.41417300043476,17.43361739301313,2.504471929580104,0.08823390099085109,477.7848419196633,95.10126379425648
LOT-B017,ETCH-B,CH-02,72.72190469325791,17.786300315449484,4.765271684316309,0.07512128570728718,109.77209140728588,94.68253925493192
LOT-B017,ETCH-C,CH-03,71.21360608736855,17.225297503102425,4.984661221491494,0.09336103503482716,378.25771372391085,92.30907836030217
LOT-B017,ETCH-A,CH-03,70.7250464496273,17.532600638463396,0.3647676241098563,0.06634435836477293,367.8330164368063,95.03268317579386
LOT-B018,ETCH-A,CH-02,72.47974722834928,17.7271885666453,1.6209070614276757,0.09463278077924364,481.18674191572904,94.8700446448543
LOT-B018,ETCH-A,CH-02,72.90132695022069,17.635297413322238,4.940306463006184,0.069993552790439,96.06915800685067,94.04533179148527
LOT-B018,ETCH-B,CH-03,71.10770536279696,18.456900063241804,2.8075118093068463,0.09270191272265065,110.00548358483763,93.43974192703755
LOT-B018,ETCH-B,CH-03,73.13001121887244,17.694520264399156,5.236676286379511,0.07644353451311625,61.01039061094921,92.5686696657377
LOT-B018,ETCH-B,CH-02,71.74572650476229,18.519244236683686,2.768018809323336,0.13110854101567462,440.28727691846933,93.73173261763505
LOT-B018,ETCH-A,CH-01,72.30620890452757,18.200399940004257,3.466653816625018,0.07504030617104977,80.06309591255601,97.01359087554155
LOT-B019,ETCH-B,CH-03,72.8315285359863,18.553791449215858,5.195935311819372,0.05018075867948002,28.847414838411247,93.32907788624368
LOT-B019,ETCH-A,CH-02,70.51735656825434,18.132969270937064,5.3340047028028685,0.05857822864453977,19.137878656076246,94.13078974753121
LOT-B019,ETCH-A,CH-01,71.86891338144993,17.894357356540745,3.5620198964602574,0.10009017388211229,189.43876220609474,95.63568037001173
LOT-B019,ETCH-A,CH-01,71.66011503318906,17.562755746230593,2.2451558305839665,0.1088374801746784,478.61121108579493,94.82834582523978
LOT-B019,ETCH-A,CH-02,71.84819411497824,17.8476201242773,5.755245458677226,0.08497505044803445,59.47351310068333,95.84487911034111
LOT-B019,ETCH-A,CH-03,71.71104451912878,17.323443918128582,2.5192991317086735,0.07471162407669471,362.20881903619176,94.69563662930413
LOT-B020,ETCH-B,CH-03,71.20179758909909,17.54865355403196,5.886759041117711,0.10203584157575492,302.76350716436747,92.9416394182929
LOT-B020,ETCH-C,CH-03,72.4253295370331,18.141675446727856,6.222906032424463,0.06172619314629177,341.23037509536204,91.64458319340005
LOT-B020,ETCH-B,CH-03,70.98760583460489,18.162026219761117,0.47288246109156074,0.10413711713170717,389.5109217425774,94.67221219131463
LOT-B020,ETCH-B,CH-01,71.40041050212962,18.167079159480704,2.4599509253478273,0.07295894900160688,404.7098375207886,94.97217711422421
LOT-B020,ETCH-A,CH-03,72.29099410508205,17.355046178689122,2.250529063238512,0.06808944653467738,187.9594569596801,95.47645894363828
LOT-B020,ETCH-A,CH-02,71.82296120863485,17.38792557287547,3.8218548955815743,0.0743308673538043,365.1151102273067,95.06086199953079
LOT-B021,ETCH-C,CH-02,73.48067055440639,17.56137359137137,6.09658981532365,0.07517882273278352,224.74850216838743,91.72993765126898
LOT-B021,ETCH-C,CH-02,72.20314250420992,18.894578893847914,7.5708737895920954,0.0894534951432157,428.5868089905825,91.50973925286004
LOT-B021,ETCH-A,CH-03,72.30447333740558,18.81960601621921,4.876182950616279,0.09574235117724907,53.17367043282467,94.64338047297741
LOT-B021,ETCH-C,CH-01,71.79005305481678,18.173068814080366,1.4706721733023898,0.08690534188046839,413.71959911367566,95.47865178595043
LOT-B021,ETCH-C,CH-03,70.81430180912349,18.060606645049887,5.132021972044752,0.08315438911492642,351.56634087672904,90.85835385986404
LOT-B021,ETCH-A,CH-03,72.47621045377669,18.253745297595504,6.1997040354246105,0.0604053258689156,158.84393016043163,93.22440718619626
LOT-B022,ETCH-C,CH-02,71.95748125280613,17.686191543143558,4.7781898950454,0.08246271041793013,104.90972554098732,94.83025644715016
LOT-B022,ETCH-A,CH-03,72.2175070083599,18.385341518260862,0.7525302022255187,0.06919440225800644,278.2374716464037,95.25243361165754
LOT-B022,ETCH-B,CH-01,72.43351903689012,17.994878953890552,0.859202538472116,0.08134062280901459,9.649079181459241,96.09120522004105
LOT-B022,ETCH-A,CH-02,72.50270257061766,18.20224098347861,1.831662839665619,0.08453850685193562,382.37752107553604,95.58790616325133
LOT-B022,ETCH-A,CH-02,71.89453463522447,17.94173110663908,2.445235345989696,0.07595064178705188,363.7691116107427,96.6682671624524
LOT-B022,ETCH-A,CH-01,72.81498549663594,18.186953454324794,4.5764845921657225,0.08327394423780428,21.82963835823881,95.50784406085985
LOT-B023,ETCH-B,CH-03,72.73047346366691,17.586764644789312,3.2481002537425323,0.06019121606986441,484.28991317551527,93.82914726013261
LOT-B023,ETCH-B,CH-01,72.29848703184308,18.04086360675525,3.857923706024337,0.08289928206300975,49.46421227993319,95.18439678026847
LOT-B023,ETCH-A,CH-03,71.50446906971115,17.439676423750555,5.074503421667456,0.09681197446803849,437.96205224415377,93.87112584733295
LOT-B023,ETCH-C,CH-02,70.61991965836401,18.11638648383469,3.966116969258193,0.09861171620224668,439.9686636846697,92.75785701121386
LOT-B023,ETCH-A,CH-02,72.79716535526921,17.925402930262553,3.0536870594566192,0.08652589340326466,354.014245507165,94.94898391133096
LOT-B023,ETCH-A,CH-02,72.73886855938876,18.179906972645703,5.058690980928088,0.056870901627116964,132.1674721062446,95.07355771470493
LOT-B024,ETCH-A,CH-01,72.79437662144402,17.825326192868697,5.043670298385111,0.06783359605691539,153.26013129032938,94.6469895288376
LOT-B024,ETCH-C,CH-03,72.63552817184599,17.683894642851143,5.199357408357917,0.08228614620178391,234.27702610094053,92.72382886851145
LOT-B024,ETCH-A,CH-03,70.73173165611954,18.200201057207423,4.260560119018029,0.07431552628771937,34.81176704742006,94.2761233144976
LOT-B024,ETCH-B,CH-02,72.55496839254391,18.52176051335859,1.2486542178847913,0.11580663059866153,491.25700854209595,94.6793374076427
LOT-B024,ETCH-A,CH-01,71.30488241775565,17.52169716611559,3.6926380464594444,0.061678643129964406,113.42481577758151,95.2606283071727
LOT-B024,ETCH-C,CH-01,72.13665521281348,17.969544615145836,5.78064371981488,0.09170970826509452,20.162066938716748,93.75284325260014
LOT-B025,ETCH-A,CH-01,72.08774712913922,18.037279241849667,6.1515690924744995,0.11518542148992243,274.62468446397065,95.20237056983967
LOT-B025,ETCH-A,CH-02,72.62604617197813,17.871007362838355,5.424189135996294,0.1025279594968889,250.502456351056,94.51203112458403
LOT-B025,ETCH-B,CH-01,71.51938281452321,17.52805138058012,5.483153233033466,0.06703479996603277,177.47527775510235,94.77771186916584
LOT-B025,ETCH-C,CH-01,71.79618100505365,17.35625620400532,0.7710705899797876,0.06867852404284457,10.72205785109176,95.31791368525847
LOT-B025,ETCH-A,CH-03,71.50539074058203,18.40266495666916,3.8505129486080625,0.07077699390967584,347.37252636382254,94.29154672404641
LOT-B025,ETCH-B,CH-03,71.4425694841572,18.10804624943235,3.800670361484356,0.09150682776499006,281.8979088201523,94.43390180770466
LOT-B026,ETCH-A,CH-01,71.873651304987,18.16009931598224,1.870952613511013,0.09648391407859704,95.0123767922511,98.18121449800879
LOT-B026,ETCH-A,CH-03,70.99656593273913,18.140038115423913,4.726411181798308,0.06295311588282476,358.70932623548816,92.54231420343068
LOT-B026,ETCH-C,CH-03,71.6085434224968,18.63844555345333,2.697851910160039,0.11127962300429733,280.0488134623633,92.21695463207277
LOT-B026,ETCH-A,CH-02,71.75670090112968,17.938005954497143,1.0055118418668747,0.08692902637872067,356.120781310105,95.42989730171655
LOT-B026,ETCH-B,CH-03,71.64461997246836,18.015394042588863,5.2160023868756005,0.07547704372198663,476.1587606926858,93.29131710903155
LOT-B026,ETCH-B,CH-01,71.53232481155686,18.174237210343453,3.7233251707046513,0.07988161885997515,336.6648042511405,94.2002298106095
LOT-B027,ETCH-A,CH-01,73.08782257426611,17.67368491379483,3.049850018875552,0.066480387062885,302.94142705217143,94.14629955898414
LOT-B027,ETCH-B,CH-03,73.05124669621401,17.883337197955935,2.1604332113597313,0.0981822219338629,475.1127085021343,93.18090937623808
LOT-B027,ETCH-A,CH-02,73.22406290524232,18.099033293164716,5.387030354819375,0.07960370016545792,396.0116334681027,94.40524684589506
LOT-B027,ETCH-A,CH-01,71.62072099690994,17.80418987510067,5.057761097454559,0.08102217085007354,443.6227974138075,95.45378191722038
LOT-B027,ETCH-B,CH-01,73.56810758023516,17.434573985937426,4.4101092706718354,0.0846459718996129,273.8945812141009,91.43862998852417
LOT-B027,ETCH-B,CH-02,71.40936013220188,17.930440505828503,3.4497021474629688,0.10002290241454323,122.63307864862183,94.99506744369712
LOT-B028,ETCH-A,CH-02,72.80400644563491,18.10663429406449,3.099074365456696,0.09230296992374588,46.83353686263514,96.0985740828116
LOT-B028,ETCH-B,CH-01,72.77319840508044,17.497871054079457,5.298818251301535,0.07802297386983942,181.56445948987326,92.28207748333263
LOT-B028,ETCH-A,CH-01,72.88346430601264,17.962188727690258,6.701533820587368,0.0881479682251239,66.44209560777476,94.47235701965012
LOT-B028,ETCH-A,CH-03,71.95807230891468,18.651294193028594,2.4212932378680043,0.08851200858510443,359.2461501644693,94.30867177323081
LOT-B028,ETCH-B,CH-03,70.95414192999323,17.770829658536577,2.622616301268235,0.08991177803982771,51.51770283261503,93.84649107651906
LOT-B028,ETCH-A,CH-02,71.65983343386533,18.231504349718808,5.253038229566757,0.06278755430832612,163.75860216275717,94.24525363118315
LOT-B029,ETCH-C,CH-02,72.3185782598647,18.029311938147362,6.381428284752271,0.07076943565741367,243.9650597017782,93.67201855382743
LOT-B029,ETCH-A,CH-01,70.37648096254085,17.966468695035623,5.7923333277024796,0.08603529696756607,112.44913181043509,93.92971000519735
LOT-B029,ETCH-B,CH-02,71.24061583410318,17.640925743531874,2.037460884773444,0.07090083772475703,112.98614299518394,95.13331361339792
LOT-B029,ETCH-A,CH-03,71.7288105013867,17.67152847615061,6.309626948855197,0.08549014448969251,320.5263639215856,93.01968862313566
LOT-B029,ETCH-A,CH-03,73.33942058589285,17.87079846156808,5.4758657187420114,0.08879813807874924,242.6231691801406,92.84314463044532
LOT-B029,ETCH-A,CH-01,71.37479810010392,17.5628125838583,5.748404238273553,0.0781581259820881,43.985583490145196,95.82650273616976
LOT-B030,ETCH-B,CH-02,71.65187752468727,18.48164779273787,4.5145405604068936,0.08419901807924311,424.3772749107772,92.69864603670283
LOT-B030,ETCH-B,CH-01,72.12123769648996,18.185277814233615,5.018665613122631,0.10056193282760492,415.5160738842557,94.10102967015492
LOT-B030,ETCH-B,CH-03,70.62744707536343,17.721026546555144,2.6460204288433378,0.06215735488209491,166.09216721943477,93.78112654994653
LOT-B030,ETCH-B,CH-02,71.45665856364222,17.860065276857366,3.1207420789781697,0.08459719643185694,321.3695854247872,93.84957817842968
LOT-B030,ETCH-B,CH-02,72.69005710847928,17.814892767382727,4.790146991065356,0.07604134045242106,245.1161037034133,93.24468932727207
LOT-B030,ETCH-A,CH-02,71.07631496244244,17.63850799732975,2.9948261782745877,0.07631677056201369,174.6146325185979,95.10230817631118
LOT-B031,ETCH-A,CH-01,71.22669948600432,17.727911242253157,3.281770870896162,0.07043589210321706,1.0874142884064186,95.93158068901086
LOT-B031,ETCH-A,CH-02,72.26020023775393,17.985159709830096,5.371149788112692,0.07843231726622009,221.62037248658118,95.948956578429
LOT-B031,ETCH-A,CH-02,71.30250132390752,17.819989163405342,4.806956319513143,0.09681434038544852,37.0290690024041,93.82791094792769
LOT-B031,ETCH-A,CH-01,72.68557787760574,17.84684436881746,8.996241414011447,0.058398588213105514,187.6606088879414,94.13929222792817
LOT-B031,ETCH-C,CH-01,73.10561510098213,18.10957603385918,1.297462931358936,0.0868025081411067,463.7461214589758,94.25790818025834
LOT-B031,ETCH-C,CH-02,71.36122030265767,18.269041295431045,5.91651184905432,0.08284124054559523,273.7683824638216,92.73453082836471
LOT-B032,ETCH-C,CH-02,71.81738023203502,18.175832410948708,4.627401170024239,0.09716264893653936,184.7427438613899,94.34834408429364
LOT-B032,ETCH-B,CH-01,72.09887702524462,18.12621318284523,4.80419138669952,0.06299317852398409,322.72767181639944,95.60623241150499
LOT-B032,ETCH-B,CH-01,72.65353989711511,17.804707007685593,5.318167443738663,0.063102524917592,380.1416891532013,94.60594406327343
LOT-B032,ETCH-C,CH-01,72.2913664877804,18.292719643936238,1.3183588869437743,0.08847824127880241,146.43463092024783,95.96969745842861
LOT-B032,ETCH-A,CH-03,72.40575068752,17.962037087903497,5.28581230678121,0.04133169626320871,447.06821970603585,94.42201902127967
LOT-B032,ETCH-A,CH-01,71.40008663744239,18.381126151262357,2.8447898168323036,0.08659901650870247,411.07518725543076,94.58487843060522
LOT-B033,ETCH-A,CH-02,70.69333475760232,18.595543270983114,5.889236644706227,0.07038868146849796,128.49559483787144,93.25095915788019
LOT-B033,ETCH-A,CH-01,71.64079003539561,17.796509622367964,4.812331093966133,0.06064356537459269,439.2053368511179,94.62507441987124
LOT-B033,ETCH-A,CH-01,72.76194932983749,18.426069647658604,7.1135385041347305,0.056019300419498375,95.08793553390282,94.36883051182673
LOT-B033,ETCH-C,CH-02,72.75777308593582,17.922158311300976,3.551427307597724,0.09913084256550274,73.37569998712479,93.47764497862329
LOT-B033,ETCH-A,CH-01,73.29944688390142,18.583617210017298,1.497001888512783,0.056472676702455385,332.22044463774694,94.75143738072876
LOT-B033,ETCH-C,CH-03,71.63332200305882,17.746481938567293,4.335127555076995,0.07141905758110587,49.39128366867068,94.5863015642506
LOT-B034,ETCH-A,CH-02,71.20901179164534,17.5836073688706,4.047633708942998,0.08475805121666673,156.66584754450147,94.42722374369521
LOT-B034,ETCH-B,CH-01,70.04231621897797,17.885268117060498,4.1984445127903935,0.08746665205677254,65.52137035525735,94.43973731655997
LOT-B034,ETCH-A,CH-02,71.91393555378043,18.391370192425235,4.622889057504915,0.059903283890533274,313.41831319409204,95.08910869587193
LOT-B034,ETCH-C,CH-01,70.63745221379628,18.546352403161706,3.141270119391008,0.08041615773336255,316.36856188421683,93.1948122062508
LOT-B034,ETCH-A,CH-01,71.37272428654661,18.26004057423435,4.828442375994779,0.0683811848357822,400.70403165496225,93.86936743714935
