equipment_id,cycle,vibration_rms_g,temperature_c,motor_current_a,particle_count,rul_cycles
EQ-BAYES-05,60,0.06952557282621828,67.21198882127548,5.0018412002662584,6.367982453496714,88
EQ-BAYES-05,70,0.0738064188050865,67.38153171207253,5.10006586572807,7.0555537748223465,78
EQ-BAYES-05,80,0.082131035508831,68.07808921854549,5.1391939526189185,8.231093890297874,68
EQ-BAYES-05,90,0.08073220036863235,68.67862174238525,5.124285511514743,8.239168451753763,58
EQ-BAYES-05,100,0.09307408135953778,69.5708014968249,5.197727271478417,10.338350948612588,48
EQ-BAYES-05,110,0.10526308889735013,69.30355600910842,5.438751440729274,10.111917492438648,38
EQ-BAYES-06,0,0.057001590779320974,65.82309959243328,4.738490568673813,2.3457154899164534,130
EQ-BAYES-06,10,0.0553498203024539,66.0327578425595,4.716344783849629,3.12477036264735,120
EQ-BAYES-06,20,0.05785101949131763,65.01149396706123,4.548071276080839,3.799735156692046,110
EQ-BAYES-06,30,0.05910082224227689,65.74416484776093,4.793734800952038,4.716041706074029,100
EQ-BAYES-06,40,0.06491012483978188,66.6606037366051,4.723856551840442,4.5918452530717255,90
EQ-BAYES-06,50,0.0652540267042606,66.75006455531258,4.983902204857563,4.3553048319378185,80
EQ-BAYES-06,60,0.07461798898782077,66.42998468193437,5.162114679938282,6.372294403001125,70
EQ-BAYES-06,70,0.08114909672431836,68.25647936342148,5.172338075556637,7.043652418016745,60
EQ-BAYES-06,80,0.08333149927824685,69.71140271307941,5.134191732191372,8.128387448237849,50
EQ-BAYES-06,90,0.09990970879716637,68.89582750521691,5.255909227503836,10.340183246408499,40
EQ-BAYES-06,100,0.11345966321600691,69.9768324365376,5.252318048739301,14.325994381738218,30
EQ-BAYES-06,110,0.11475706143975482,71.32520586245846,5.5842580060784,14.836128819512478,20
EQ-BAYES-07,0,0.054059568603482135,65.03310195720549,4.71218764541459,2.660447219880539,107
EQ-BAYES-07,10,0.056720896581224124,65.13087682137666,4.816212373365665,2.277308251173088,97
EQ-BAYES-07,20,0.05857726596640371,65.87796897007445,4.686195171664031,3.971490350533329,87
EQ-BAYES-07,30,0.06134927694185578,65.26247240611215,4.800072178018707,4.217246751921334,77
EQ-BAYES-07,40,0.07390423604942123,66.7255884159928,5.03647319932195,3.843689443665272,67
EQ-BAYES-07,50,0.07401556200131669,67.09578455905196,4.907907430261966,6.619639651022148,57
EQ-BAYES-07,60,0.0800569620973294,67.93258959457728,5.131270990164793,7.582440249849181,47
EQ-BAYES-07,70,0.09415179330302513,68.73945394723992,5.193160807837888,12.100513978372257,37
EQ-BAYES-07,80,0.10895824213487154,70.48703065252381,5.583446792520484,12.382364177720182,27
EQ-BAYES-07,90,0.12334272271077468,72.42131612093524,5.606533731947114,12.79882599556738,17
EQ-BAYES-07,100,0.14393139287187237,72.06063276318999,5.7597206994651415,15.917483870078694,7
EQ-BAYES-08,0,0.049738781860055196,66.15569369291326,4.691670004529159,1.7998885852772593,161
EQ-BAYES-08,10,0.05682795887488511,65.73788114710169,4.819038511540923,4.46160234639431,151
EQ-BAYES-08,20,0.06286500433017746,66.7787572318574,4.867572848713698,1.1022489167225578,141
EQ-BAYES-08,30,0.05372839154914363,66.03419004214733,4.775629616030153,3.3875202264166546,131
EQ-BAYES-08,40,0.06860797064401426,65.74925068979631,4.707341379312941,3.2437199148538913,121
EQ-BAYES-08,50,0.06756763717522615,65.975968650249,4.880234408295714,5.930763855946455,111
EQ-BAYES-08,60,0.07211852922968548,67.43328285914887,4.911857410435243,4.821385533170089,101
EQ-BAYES-08,70,0.07027910477329113,68.00334538940166,5.001079828718045,5.9476772510690905,91
EQ-BAYES-08,80,0.07645448182377107,67.46441389452293,5.076502143535574,5.739972701294543,81
EQ-BAYES-08,90,0.08082382815818873,67.78215442905255,5.128656232308192,6.724141518163087,71
EQ-BAYES-08,100,0.09694569045409132,68.31258362236237,5.394301812763047,10.66006181969649,61
EQ-BAYES-08,110,0.09267153929751228,68.72677481903374,5.274707051900385,11.50875620402223,51
EQ-BAYES-09,0,0.04989374734441645,65.35310045298016,4.575269192603527,2.655708869964703,144
EQ-BAYES-09,10,0.05465853102455291,65.07467397917804,4.596134810741218,1.6679480510271445,134
EQ-BAYES-09,20,0.058580666898722954,65.58025898725602,4.625005064123697,3.807380505971579,124
EQ-BAYES-09,30,0.05805319238384886,65.57359949742491,4.8001562475037005,3.7186272321000797,114
EQ-BAYES-09,40,0.06216920395114822,66.03209991137163,5.017847938556737,4.436302489846624,104
EQ-BAYES-09,50,0.06949318249597289,66.36642625546031,4.941981072913407,5.487292402313799,94
EQ-BAYES-09,60,0.06886770281101691,67.02821646683157,4.9772194266341625,6.816976284838594,84
EQ-BAYES-09,70,0.07388236652975053,67.20511389459453,5.067548866072585,6.622229379304703,74
EQ-BAYES-09,80,0.08186075228189943,67.96513154021142,5.135945526771471,7.706894611437906,64
EQ-BAYES-09,90,0.08461160343510424,68.86778105941946,5.262454260865494,8.927514915317046,54
EQ-BAYES-09,100,0.10005694178383533,69.9860997932909,5.276980049452738,8.806197243948608,44
EQ-BAYES-09,110,0.10139282972314907,69.34826809378907,5.384513930974236,14.257122473146648,34
EQ-BAYES-10,0,0.05273924974400773,65.26187863225654,4.6571112318857715,4.296771893914082,148
EQ-BAYES-10,10,0.058046232703055006,64.9349710680879,4.788743181398635,1.4661171202131118,138
EQ-BAYES-10,20,0.057362000845473486,65.03433013491977,4.845704319192947,3.407808641422961,128
EQ-BAYES-10,30,0.05081602952503116,65.33641132503891,4.604176124173565,4.104651554726181,118
EQ-BAYES-10,40,0.06004627454336977,66.23063473062928,4.840051037376339,5.450524911154635,108
EQ-BAYES-10,50,0.06209852671818169,66.49972649960087,4.897333383054189,5.315865628429541,98
EQ-BAYES-10,60,0.06354632121892756,66.10191064119003,4.978502210665181,4.897372934254194,88
EQ-BAYES-10,70,0.07874283245094992,66.79813126990848,4.898436438069723,7.178938966042885,78
EQ-BAYES-10,80,0.08580320158821085,67.27978845949099,5.278406042522941,7.357103346438615,68
EQ-BAYES-10,90,0.08981263692585184,68.97806910416601,5.036301151228688,8.752869265161577,58
EQ-BAYES-10,100,0.0943889608489256,69.05742227145964,5.27482274744479,9.306848885570346,48
EQ-BAYES-10,110,0.10684359436157158,69.28653779564193,5.329889036227168,12.202310929380316,38
EQ-BAYES-11,0,0.05411480604317424,66.42541909650399,4.7253928130262395,3.380591671756973,159
EQ-BAYES-11,10,0.05430626385008963,64.79058294856935,4.776876207628788,3.0101402017420114,149
EQ-BAYES-11,20,0.05751152934582232,65.89752666952502,4.811910751663377,3.1213228369679733,139
EQ-BAYES-11,30,0.062278914667230956,66.24134477559637,4.827463608610455,2.9501840587480563,129
EQ-BAYES-11,40,0.053795575507911225,66.50453743291803,4.931157777177199,5.0055889485545615,119
EQ-BAYES-11,50,0.06707760525937237,65.49844023175403,4.963348838219324,3.713318915553213,109
EQ-BAYES-11,60,0.06849922480027243,66.69403739893023,5.033246197352868,4.677619404590462,99
EQ-BAYES-11,70,0.07142483524954736,66.74144078835523,4.951645847014854,5.943207282216708,89
EQ-BAYES-11,80,0.07276673852806019,67.28057598255957,5.062171055330568,6.606247652583594,79
EQ-BAYES-11,90,0.08149750871424566,68.74307885615734,5.299853161507659,9.656458126034915,69
EQ-BAYES-11,100,0.08870346258511926,69.64449902436428,5.174822056959171,10.33387163047823,59
EQ-BAYES-11,110,0.1019418197220914,69.88112765318583,5.327733264645427,9.350602336347396,49
EQ-BAYES-12,0,0.05329916716932667,65.69911141241543,4.497060120317608,2.0507697926289747,147
EQ-BAYES-12,10,0.05406054563479691,66.37415947754866,4.641366925235881,2.6388901285903485,137
EQ-BAYES-12,20,0.05727216099390336,64.79024086756469,4.687285192898791,4.1587442765241756,127
EQ-BAYES-12,30,0.054130012962982685,65.34988168104341,4.833939182086158,2.794515659465819,117
EQ-BAYES-12,40,0.06509177943384291,66.78335521996398,4.776289839615346,3.9564168537440816,107
EQ-BAYES-12,50,0.06590671332280787,66.83400271983781,4.954629323854108,5.358268927681734,97
EQ-BAYES-12,60,0.06699418579029397,66.0161122326643,4.94194129381218,6.61799268062256,87
EQ-BAYES-12,70,0.07919702869498528,68.12621325935449,5.015628162418825,5.639382653388876,77
EQ-BAYES-12,80,0.07186714127814685,67.8155928485134,4.971304506272644,6.954671612984501,67
EQ-BAYES-12,90,0.08969479348944105,69.54408493988765,5.20742367751716,7.682723843390306,57
EQ-BAYES-12,100,0.09763727435832913,69.88617191021045,5.3518298172371415,11.732345750680512,47
EQ-BAYES-12,110,0.11113152443608448,69.64120537058308,5.230705696560422,11.701121040528541,37
