sample_id,surface,surface_id,command_speed_mps,command_yaw_rps,duration_s,slip_ratio,true_distance_m,odom_distance_m,distance_error_m,true_yaw_change_rad,odom_yaw_change_rad,yaw_error_rad,imu_accel_std,wheel_speed_diff_mps,motor_current_a,risk_label
10,wet,1,0.24764277465426426,0.0649228097486454,3.592819351448832,0.14743324236012478,0.7585591261122199,0.894482554903812,0.13592342879159214,0.21434160450837092,0.2281258448622012,0.013784240353830274,0.07586429422981364,0.06353401001064693,3.7276708811165755,1
11,gravel,3,0.19788028181467793,0.27123832827029415,3.0292801270172247,0.08899718278797644,0.5460867962992627,0.6288244606063097,0.08273766430704699,0.7814380464901369,0.8460391343482241,0.06460108785808716,0.05214868294834562,0.05633746865928748,3.2089087994063,0
12,tile,2,0.15670349849134457,0.8435117395907357,4.819654278213012,0.0845222007079142,0.6914207296373519,0.739359410040396,0.047938680403044054,3.876444233925171,4.287040938082036,0.4105967041568652,0.060418745244077955,0.048542603895113244,2.7698538151363628,0
13,gravel,3,0.1689721743471172,-0.8360175796643095,2.560138277755393,0.02851839968552363,0.42025529611691853,0.4438657305336969,0.023610434416778348,-2.1067494213926095,-2.2067752323273484,-0.10002581093473895,0.034424577402092885,0.052449347930932845,2.7644710734990605,0
14,tile,2,0.27023182491624426,0.30418467184996656,2.5584116017025433,0.24660878907409173,0.5208677389621835,0.6950548311327595,0.17418709217057593,0.6726745517971207,0.760767377634415,0.08809282583729439,0.09562833775417438,0.15264910584309715,4.137258254919772,1
15,wet,1,0.23485146857688283,0.8998190726305797,1.8198983049038029,0.10687203915833451,0.38172806128810904,0.4321363271360585,0.05040826584794944,1.5413229190935753,1.5919304557822962,0.05060753668872087,0.0487616340046446,0.06316281500311062,3.4793873254446748,0
16,tile,2,0.26231211307890934,0.9082701317653492,4.516888011508435,0.2178605348475437,0.9267057742881922,1.1925883649792095,0.2658825906910173,3.610972878364672,4.068011957804699,0.457039079440027,0.08992693163139878,0.14191796359206998,3.7743977693131243,1
17,dry,0,0.2616107589537417,-1.0275854085730822,2.210391884705877,0.012703336744651062,0.5709164378379671,0.56248793905453,-0.0084284987834371,-2.255496784879753,-2.3015854031527088,-0.04608861827295563,0.03434140698660312,0.0010863164151605036,3.3456624233451864,0
18,gravel,3,0.29004952661597977,0.8931631017156694,3.726584838081047,0.049328992723390655,1.0275747476228037,1.0884577699842906,0.060883022361486905,3.238144127867571,3.458938596289655,0.22079446842208394,0.036264811118194414,0.04192332879539373,3.8489916531194983,0
19,dry,0,0.10013723384202783,-0.8769749560777749,3.264594015893982,0.02049378745234058,0.32020784330219076,0.3201120603502269,-9.578295196388531e-05,-2.8306970210674955,-2.7758715758566717,0.05482544521082389,0.03690067156846324,0.01395075963009806,2.118939461336629,0
20,wet,1,0.11896451492609837,-0.8710559368321958,4.675147397144167,0.0632209258237118,0.521014640060952,0.5672897990428333,0.04627515898188128,-3.9307143609693527,-4.280301074926761,-0.3495867139574087,0.04306562912348545,0.037621163493626916,2.435879785303004,0
21,wet,1,0.10168278438894804,0.7469955206049048,3.3308407111770615,0.09817856304378575,0.3054371430305036,0.34346757606834827,0.038030433037844646,2.3537688987297,2.5028008752559314,0.14903197652623135,0.04343965032041035,0.0433987910345776,2.4653765205616702,0
22,wet,1,0.14048601826117224,1.0888557377747379,2.333923439554669,0.12037690582755654,0.28841399639179344,0.3461985433267183,0.05778454693492485,2.373052929235004,2.522306348823112,0.14925341958810812,0.060313089740944834,0.08038319208099723,2.7362537167724845,1
23,tile,2,0.18154163743306634,-0.5921557568840939,4.846883805698902,0.1443584457915193,0.7528886060148107,0.877272559637907,0.12438395362309629,-2.642231596335096,-2.8201602796402128,-0.17792868330511658,0.07278949222966118,0.07585587468095514,3.038761424834689,1
24,gravel,3,0.3360116827164755,-0.22565073868211372,1.03686735931544,0.026932583918357254,0.3390162461433685,0.33367602785450345,-0.005340218288865051,-0.2305041080776581,-0.21503306904677766,0.015471039030880429,0.03797983162382169,0.031204599715584154,4.0142193972467854,0
25,tile,2,0.3194508835746193,0.45801081912789887,1.3905916110529182,0.09416219780891225,0.4023964488328724,0.4461970574015845,0.043800608568712096,0.6039211448863687,0.6475319829811989,0.04361083809483013,0.062311879221875935,0.04737310230712963,4.019583762942783,0
26,gravel,3,0.32888235092107526,-0.2911734941696783,4.00797101978231,0.03896223120546694,1.2667928300562654,1.3184311296974456,0.05163829964118016,-1.1420066984012185,-1.1867995010766341,-0.04479280267541563,0.03175615385616466,0.04005672102598662,4.003943543003381,0
27,dry,0,0.2747055222880953,0.35660495390316016,1.6141123200738772,0.04084303132562962,0.42529554041712886,0.4445728885810166,0.019277348163887764,0.5626703525401059,0.5932302418102553,0.03055988927014941,0.03793250633879215,0.02270558493788089,3.5448526580688338,0
28,wet,1,0.280539848557486,0.2334499388683855,3.873115760333449,0.09397854928503965,0.9844496653775239,1.0902273621289986,0.10577769675147475,0.857443269325331,0.9319172090639758,0.0744739397386448,0.05412709908379645,0.07599715263355314,3.741359941206045,0
29,wet,1,0.32374140613453556,1.0792641244622403,3.083003843003471,0.1214938118136235,0.876833511747053,0.9930446470132442,0.1162111352661912,3.105034904062808,3.4438936203055577,0.33885871624274966,0.06562518541773318,0.09546704074090193,4.128066656163007,1
30,gravel,3,0.11996385842207147,0.44923089779564584,1.6399095055096367,0.0759435521728046,0.18178950646523015,0.20160306219099539,0.019813555725765236,0.7059269140014985,0.7260520243377351,0.02012511033623654,0.05495147990197306,0.01698234283939954,2.517997605631897,0
31,dry,0,0.12908937841466572,-0.9662218117873254,1.7856293432200472,0.043988147561535254,0.22036625964306897,0.2406027670475573,0.02023650740448832,-1.6835726669704028,-1.721087727219976,-0.037515060249573295,0.04348352211633672,0.0188408565638105,2.5409440275130017,0
32,wet,1,0.2013415746985584,-0.9255237256005076,2.915157222905992,0.09525470020768212,0.5310333285697999,0.5799707445341707,0.048937415964370845,-2.5566962525851933,-2.7366404478693407,-0.1799441952841474,0.05095714983337607,0.07338862230845317,3.0254646366246267,0
33,wet,1,0.10737848171980852,0.9850738224265108,3.4679344604102837,0.10428859281761711,0.3335463905711335,0.37464674577689394,0.04110035520576044,3.2202242122239846,3.4430536478769374,0.22282943565295277,0.06023621524696244,0.043994573824741284,2.575708357998871,0
34,gravel,3,0.14179370341968808,-0.36541758822504344,4.673890304310579,0.16858320717674258,0.5510033675488915,0.6573341348822856,0.1063307673333942,-1.5495619157453386,-1.7474305312795577,-0.19786861553421908,0.07321871364172346,0.11237259095988626,2.990540129284118,1
35,tile,2,0.3001160815340704,-0.781770961823051,1.5523092460710317,0.05542973782043273,0.44004975177166955,0.46790600796880566,0.02785625619713611,-1.176553566352555,-1.1611898378613315,0.015363728491223583,0.05277920721295166,0.01659557946237865,3.8328160630846217,0
36,wet,1,0.12357413133356854,0.8149172834275502,1.1703710382217212,0.08661982555253574,0.13209996825659726,0.1397490516642012,0.0076490834076039516,0.9083178086554622,0.911958940619078,0.003641131963615818,0.05813206890093554,0.052976122365494094,2.7565090197530657,0
37,dry,0,0.29930746656440493,0.6376281611894192,4.6352805754565995,0.003145791218683802,1.3830096966387992,1.366652802070877,-0.01635689456792222,2.9504717198450834,2.9851303171868255,0.03465859734174215,0.019816914888949932,0.007005885711838553,3.6260298639511936,0
38,tile,2,0.19167655729645572,-0.7566907201576051,1.98633499812945,0.1552652338292488,0.321619123198641,0.3682180016036495,0.04659887840500848,-1.3746877312120958,-1.4806387566729704,-0.10595102546087465,0.07631343297886589,0.09482641768376454,3.0998494597211095,1
39,dry,0,0.23486625666557837,-0.29129586252395046,4.425817982979121,0.030593584911490775,1.0076740264198019,1.04178656167109,0.0341125352512881,-1.2675294013728442,-1.3087074790533997,-0.04117807768055548,0.04164171395182714,0.04901606119957905,3.1107981124707647,0
40,dry,0,0.12725123393466325,0.45636202326766173,3.2472825582001317,-0.004339309090333282,0.4150138048593921,0.4167052498070804,0.0016914449476883031,1.4854732575241028,1.5014067717777413,0.015933514253638537,0.03735522677270514,0.03513942360442495,2.4769344424446063,0
41,tile,2,0.3485510762449677,0.7385142002258236,3.2484401185612186,0.13364272037618374,0.9809306902058477,1.127242541288061,0.14631185108221323,2.222682860697046,2.4075119698028766,0.18482910910583072,0.07125482765346959,0.08068291699811161,4.165927630752181,1
42,gravel,3,0.1839592573107021,-0.3210008862627878,4.678319664559277,0.021669685344556634,0.8419708417818302,0.8700501734596718,0.0280793316778416,-1.483846473532137,-1.5355329732185645,-0.05168649968642747,0.03382564333025071,0.0435821453073702,2.9355176698433536,0
43,dry,0,0.26619050791327575,0.7310487573850522,1.0884294060609139,0.05879275500577175,0.27269557642229525,0.2787584601730761,0.006062883750780845,0.769965360283464,0.8040844717241888,0.03411911144072488,0.041659181186597456,0.06952942578540465,3.762329846355553,0
44,gravel,3,0.197356973411016,0.2473371326330589,1.5176842691650427,0.07121897025076435,0.2781936710150126,0.2826082873317441,0.004414616316731512,0.36067589071417955,0.3723715265170708,0.011695635802891235,0.04415975315893127,0.03745842069488836,2.8705288765855554,0
45,wet,1,0.21477383133528144,-0.07459702503175625,4.015658664077273,0.03038291925333403,0.8362543927947712,0.8610142206184381,0.024759827823666924,-0.29455042454218017,-0.2836637669279732,0.010886657614206985,0.03300364752587273,0.03403186090618566,3.372561281153932,0
46,gravel,3,0.25781057882732594,-0.8741093925864509,2.4397769183711655,0.04465987277531949,0.6009092261819569,0.6106517986921997,0.009742572510242797,-2.0802482315367556,-2.1147743212198957,-0.03452608968314008,0.0394589313671895,0.02578553072356661,3.4158176299013037,0
47,tile,2,0.27885937838161695,-0.13061216986390878,2.5688585776804747,0.10287500297454377,0.6426557662491188,0.7089742646389265,0.06631849838980775,-0.3165398141156741,-0.34335738358390105,-0.026817569468226943,0.06369697092326303,0.061331173680714515,3.6502884766864514,0
48,gravel,3,0.3397579851772406,-1.0506385049293174,1.1875478926846688,0.05983242749557585,0.3793377585271096,0.4020456748608621,0.02270791633375252,-1.2066249782003802,-1.2274301169474704,-0.020805138747090224,0.04577269107029956,0.020437829510489162,4.284983438517667,0
49,wet,1,0.09169086382572551,-0.1697591215183588,3.0915209040766545,0.06762179283626843,0.26429586331794014,0.2895015033506936,0.02520564003275344,-0.5052950025892717,-0.5325789538112999,-0.027283951222028202,0.04791541561838737,0.06097685709653909,2.315997877193241,0
50,wet,1,0.2508558913667293,-1.051974281692476,3.781806815275796,0.11549685219587091,0.8391179818919897,0.933712106773847,0.09459412488185726,-3.7256448538637925,-4.092933410378164,-0.3672885565143713,0.05556621669288802,0.10009085130753745,3.641266960210749,0
51,gravel,3,0.16633924316594365,-0.05298282106063823,4.229085973120837,0.04410253988080999,0.6724384568022346,0.7133504223391599,0.04091196553692533,-0.21863380105474253,-0.20365967165972673,0.0149741293950158,0.03859178973166901,0.022708297306378668,2.811015121537559,0
52,wet,1,0.28113362294647226,0.9773942817138406,4.815066270885765,0.09042150761962002,1.2312755079892057,1.362571903210265,0.1312963952210593,4.472169397628617,4.778664672657283,0.3064952750286656,0.05839551677761088,0.06817101275979076,3.898030916435376,1
53,tile,2,0.09712795189242082,1.0803957567573286,1.5916309370160988,0.07664004312024078,0.14274392679482345,0.14706044071593033,0.004316513921106879,1.6471070569662187,1.7367434298484739,0.08963637288225512,0.05264296909226694,0.0575953194954542,2.435229386473422,0
54,wet,1,0.14949784622397555,-1.000874745451654,2.8492447378981534,0.0937158278077248,0.3860371370593791,0.41074533203275077,0.024708194973371678,-2.704748005022802,-2.9444357286504004,-0.23968772362759827,0.059351469469492865,0.08300282743624127,2.9643394404269157,0
55,tile,2,0.21452487069881754,-0.9045843881934925,4.839285405351716,0.1378616236528923,0.8950264343894997,1.039891998533551,0.14486556414405138,-4.045619749343128,-4.2393089602854115,-0.1936892109422832,0.059713536805081076,0.07724639413481786,3.2669613267173796,1
56,wet,1,0.13640778060698708,0.1263473383523661,4.48658771500183,0.07570877687988317,0.565671286919912,0.6091382356041575,0.0434669486842455,0.543264113136828,0.5571969645870064,0.013932851450178418,0.055013891570132804,0.05561372690895386,2.7226429880553833,0
57,gravel,3,0.3442859730191028,-0.25715399350303203,3.4276257324883788,0.0899933516834055,1.0738837945825728,1.197062323781119,0.12317852919854633,-0.8378001999041792,-0.9113085236112639,-0.07350832370708471,0.05315891151195338,0.01982427686334863,4.187890666255365,1
58,wet,1,0.21868104556542073,-0.9311261054665625,3.7268048198602157,0.09654494774676428,0.736299221088508,0.8229160265295846,0.08661680544107664,-3.285862573824122,-3.2369007239568695,0.04896184986725238,0.05966629935274109,0.058026846462217,3.1925018801300196,0
59,wet,1,0.14327497325883481,-0.6829362337726756,2.3959428022103166,0.08731350423834684,0.3133057798477945,0.34577785543892126,0.03247207559112675,-1.5576982009927494,-1.6952437744352453,-0.13754557344249596,0.05568790916277549,0.035823014971707874,2.5541127477456067,0
60,dry,0,0.3287009568155124,0.9887910933593558,2.098003291128349,0.02359725426691505,0.6733426524315709,0.7039667300372773,0.0306240776057064,2.0475632600534333,2.0215976423762045,-0.025965617677228714,0.03675758458699536,0.018898450172877643,3.9565008300419273,0
61,wet,1,0.16658958069013446,-0.5140160278131904,3.345582088123907,0.01957581422872337,0.5464287502037892,0.5577125886998783,0.01128383849608905,-1.701167510427977,-1.6725031697518795,0.028664340676097577,0.034793607770671635,0.0013269511893192233,3.008293059065603,0
62,tile,2,0.2724147152113967,0.5899162436364465,4.697608438930809,0.09599821320029456,1.156848975783066,1.2752036916373266,0.1183547158542606,2.6248791240464953,2.656533513555322,0.0316543895088266,0.05985358280532667,0.05447027856850962,3.7524936746927753,0
63,gravel,3,0.2535540156549816,-0.31596815407124335,4.200558821385752,0.06308889027078933,0.9978745638239482,1.0634754668673474,0.06560090304339916,-1.281188964821336,-1.363492593515512,-0.08230362869417607,0.051761557107050354,0.031706355419569586,3.5033630057303493,0
64,dry,0,0.19089786906477407,1.0244675048631073,4.879276316700116,0.034702933488889524,0.8991196312924172,0.9149518083472407,0.015832177054823426,4.903252542031595,4.78000220635102,-0.12325033568057453,0.03035282928562765,0.03778501898250817,2.9049672802390503,0
65,gravel,3,0.17633483707830275,-0.5274263054198647,1.751740311901353,0.05169232055842084,0.29292545466977304,0.30681614504407806,0.013890690374305015,-0.8976463307529664,-0.8892189174528886,0.00842741330007779,0.03802145140802789,0.06404958558588639,2.692004534501544,0
66,tile,2,0.21012079901698982,0.3267809809082134,4.792577503855304,0.11798716082239331,0.8882047584659246,0.9901683857024212,0.10196362723649655,1.4644928428034996,1.5992936940525841,0.13480085124908459,0.06619349454133579,0.06877492729732888,3.202649355107967,0
67,wet,1,0.32273687170147825,0.018677117427347012,1.3006328282553752,0.15409241915511862,0.3550800019438616,0.4238920236765762,0.06881202173271461,0.02223329878040918,0.026418470961824318,0.004185172181415137,0.0660862933027111,0.1064581125269321,4.17029771138838,1
68,dry,0,0.1606618613803612,0.28174150069422454,1.1741997677151885,0.0380470232162798,0.18147158285321105,0.19306085040774867,0.011589267554537624,0.3238980939112292,0.30630911454189025,-0.017588979369338953,0.033032132356209915,0.023149448082235624,2.64345605137857,0
69,wet,1,0.25132199568795954,0.29518892158497856,4.454317766467801,0.08205814124621962,1.0276065647298702,1.1249360080848652,0.09732944335499494,1.2555227884024454,1.2868696776599022,0.03134688925745688,0.0527312655052273,0.03953331078225296,3.638145667896954,0
70,gravel,3,0.32780699902434723,0.1873864343158793,4.155814326066325,0.10146703401948362,1.2240759726439143,1.376665597684934,0.1525896250410197,0.7352840071426455,0.7516300786387575,0.016346071496112002,0.06374647949431371,0.07516125302681809,4.18618510604207,1
71,wet,1,0.29456846385224617,-0.4733775292930601,3.943494800028492,0.031245766269576716,1.1253332108081928,1.1597561172173225,0.034422906409129705,-1.8346812031980746,-1.9210063520189415,-0.08632514882086695,0.03917413631789679,0.040776019245748314,3.7498158096928207,0
72,dry,0,0.23688048636461662,-0.1919011937666858,4.944712773191624,0.039300480244435464,1.1252730796445658,1.1742178755361679,0.048944795891602055,-0.9283856401938126,-0.9405986970869387,-0.012213056893126017,0.04714939664996024,0.028931504406517903,3.4285680148223907,0
73,wet,1,0.1800726767505324,0.05593204410095587,1.0666408616755332,0.05606566854852196,0.18130418094125897,0.1909448994877588,0.009640718546499838,0.05781973932014566,0.03478676714232755,-0.023032972177818113,0.03873207821275623,0.052504880313933175,2.776772028415584,0
74,tile,2,0.2414137043588656,-0.6249926038590854,3.8371692228199556,0.15329899980211242,0.784337438131526,0.9374249660258015,0.1530875278942755,-2.1959992692820207,-2.4892787246193,-0.2932794553372795,0.07620618883028006,0.07990647959049871,3.690699410812767,1
75,gravel,3,0.15479177130530286,0.432790026474424,1.8395660872109567,0.05068031160757597,0.2703184898974708,0.2831889597731969,0.012870469875726098,0.7739539495600987,0.7746744987559321,0.0007205491958334198,0.04823530788762081,0.04256126680081218,2.792691419463394,0
76,wet,1,0.17074591224597635,0.06362185176567525,4.542506057610554,0.05618293720659665,0.7320380488900887,0.7757042624011513,0.04366621351106259,0.2800722873777656,0.26062414835373476,-0.019448139024030864,0.04559670658231055,0.046826232394628645,2.761211726090334,0
77,dry,0,0.2736430938180581,1.060154746562965,2.4665129811507893,0.061297010835401164,0.6335721785216353,0.6624009096604468,0.02882873113881157,2.526728880645,2.5685947255171326,0.04186584487213274,0.04963668925902308,0.0425093742251105,3.7018393261529594,0
78,gravel,3,0.19987433992233036,-0.42005526966453355,4.905258781035961,0.0178819330490212,0.9629032815233436,0.9819227174045788,0.019019435881235225,-2.0402148510341114,-2.027917233110665,0.012297617923446413,0.032106599128882155,0.02444610686859608,3.0896007688282974,0
79,gravel,3,0.12449630303853856,-0.11885169803711826,4.182628846989173,0.07907838492235447,0.47954398724624003,0.5132564387396543,0.033712451493414286,-0.4754915694589043,-0.5030500805968945,-0.027558511137990183,0.05294943813399015,0.03414733684175836,2.7169463931321225,0
80,tile,2,0.3015075396637342,-0.06028541298948653,1.2688326551071611,0.1491825001260783,0.32549096516055687,0.37720752354206155,0.051716558381504685,-0.0702158950813387,-0.07962710141075985,-0.009411206329421148,0.07052311742458157,0.07624796790973036,4.093907384350895,1
81,wet,1,0.342214985662185,-1.0216104544182012,2.9539096085828587,0.1211818203737561,0.8883728089431092,1.0118349732159364,0.12346216427282719,-2.816612233809852,-3.052342054087887,-0.2357298202780349,0.06540924887007718,0.04730511975829743,4.222701660515262,1
82,wet,1,0.15414235935791967,-0.885641820293868,1.3162626122738277,0.10081930089331828,0.18243641267832184,0.2003009644983997,0.017864551820077873,-1.1010963697951048,-1.1294197732437368,-0.028323403448631934,0.05501601756699703,0.10098477978610804,2.765627646772963,0
83,tile,2,0.1809412069141868,0.08976645287299134,1.2562153807476149,0.11613721456650493,0.20090300736316197,0.22980639231735664,0.028903384954194672,0.10556301782671214,0.1154788967612618,0.009915878934549663,0.052274031782090793,0.08495560591442194,3.1689658009811934,0
84,gravel,3,0.134529110795115,0.5986791369762068,4.8915730526756,0.06367814538763944,0.6161549981989026,0.6555852873553781,0.039430289156475506,2.8259185415293255,2.902118359723302,0.07619981819397648,0.04912677949162784,0.03464754826544526,2.685563809489864,0
85,tile,2,0.1960464907208596,-0.34768590497357377,2.84086224393672,0.104340759882247,0.49882941872184206,0.5745365573373631,0.07570713861552103,-0.9310446144082302,-0.9837515043081114,-0.05270688989988126,0.0589665609693614,0.08015072995883928,3.13444089599293,0
86,dry,0,0.30041028958598165,0.9427716526976937,3.69825121010304,0.03029751878148521,1.0773323942797008,1.092925663582257,0.015593269302556223,3.4285068677612314,3.5443406922945684,0.11583382453333702,0.04256943709746028,0.011913282995472375,3.8175917227881384,0
87,tile,2,0.14008072788863868,-1.0464251351256542,1.892972447788098,0.15509867557274248,0.2240416041147645,0.26254119328529846,0.03849958917053395,-1.8118786462299508,-1.9967838890119958,-0.184905242782045,0.06584425252532206,0.10062891763816265,2.977303326323139,1
88,dry,0,0.14201423648769917,-0.7139559757590581,4.2778927581794886,-0.008734013367397701,0.6128277762493249,0.5935900380470652,-0.019237738202259713,-3.0688987115259185,-3.0806706796982386,-0.011771968172320069,0.03108781401812945,0.0022028851165679887,2.647969274017576,0
89,tile,2,0.3286283439991474,-0.9604069695467216,4.207731401567183,0.12034029420459624,1.2163756742383867,1.3825549656720546,0.16617929143366794,-3.7736633367490238,-4.084658206974217,-0.3109948702251937,0.06607272714824634,0.06378890362494496,4.24555176394733,1
90,gravel,3,0.18450835901128265,0.5274084389884104,4.944879783391228,0.11462470341825064,0.8077913240554597,0.9135073985014462,0.10571607444598652,2.4435554605750665,2.520261164707255,0.07670570413218858,0.07135787088769033,0.0911355673541592,3.19074883719039,0
91,wet,1,0.2972007785631138,-1.0235945705185867,1.8658185231941298,0.10680720399865985,0.4952956967140763,0.5498646171740642,0.0545689204599879,-1.797650040700725,-1.82002924935225,-0.022379208651525095,0.04966008120329251,0.08767906941572376,4.098797521238454,0
92,dry,0,0.290985919947285,0.5906018729300171,3.2763769354825265,0.02710457877039181,0.9275386053737296,0.945992518150352,0.01845391277662245,1.9061877944236536,1.8671598570571466,-0.039027937366507004,0.03093204527749227,0.021796041171752382,3.7005124625380734,0
93,tile,2,0.08861179483369781,-0.3842491052500884,3.3852901302955183,0.22529979886751636,0.2323919590653757,0.3018842800889082,0.06949232102353253,-1.1396068717817773,-1.2783073851824516,-0.13870051340067424,0.08003983609823835,0.10912441553319424,2.726699976969643,1
94,tile,2,0.27541073284368617,-0.12715960044201002,4.610250296334867,0.047426927044538894,1.209493854741435,1.255609046715661,0.0461151919742262,-0.5709456896574289,-0.5701272020440186,0.0008184876134103014,0.042905595629227626,0.04607884040765707,3.5174326370989752,0
95,tile,2,0.13319946690042078,0.39531682651629874,3.252420509050382,0.13071901115282947,0.376590499310034,0.42241953135126226,0.045829032041228235,1.1932979381066051,1.2710040712024009,0.07770613309579577,0.0574526963138831,0.08429498886877762,2.8611118310625527,1
96,wet,1,0.1059272456327965,-0.5675792290549178,4.348586066227224,0.0992905051118275,0.414897187240313,0.4508093731525993,0.03591218591228629,-2.3333810685439027,-2.4993011055254257,-0.16592003698152302,0.049228969826746724,0.0824978274769201,2.535304878334631,0
97,dry,0,0.15129065690348498,-0.26584043947790814,1.7486308128822525,0.031766833901924224,0.25614754066503903,0.27578581940412666,0.019638278739087633,-0.45673491825002116,-0.4742524966464751,-0.01751757839645396,0.03717109558397541,0.02316906379298024,2.563354417855056,0
98,wet,1,0.21588149827428216,-0.8219306865748361,2.7680574781207983,0.11633676083814867,0.5280527588056415,0.5916553999347215,0.06360264112907998,-2.129575325167276,-2.262104267982549,-0.13252894281527272,0.06855716598815284,0.09918083101756305,3.370635842850711,0
99,gravel,3,0.20908893945132861,0.012403572953731734,4.850383395099284,0.09421045559252098,0.9186169011687548,1.0137927857643858,0.09517588459563098,0.05704474074074423,0.04852871225093841,-0.008516028489805823,0.06136251226578298,0.057082023598631924,3.2263552252911265,0
100,tile,2,0.17664802715254824,-0.7910752881538714,1.347243400958087,0.19503901396428908,0.1915709656921984,0.25193413319654184,0.06036316750434345,-0.9514441570192669,-0.9975791094978106,-0.04613495247854371,0.0635958984629104,0.10143501371556332,3.0326888338550755,1
101,gravel,3,0.19185678196578013,0.7480127225872355,4.689275076804597,0.07355156326649992,0.8334971479938822,0.9063523662689345,0.07285521827505226,3.3657416986887285,3.6270601920554704,0.26131849336674184,0.049897263392726945,0.057565960607091377,2.9487658744597454,0
102,gravel,3,0.23677065278349013,0.9149291336591192,1.0118745935525237,0.04306163006155152,0.22926540763806122,0.23864771584353678,0.009382308205475559,0.9038671467132574,0.9066460290657883,0.002778882352530876,0.04683096505189229,0.046832792887480074,3.307850880724592,0
103,dry,0,0.2419746000377344,0.4817624019283189,3.593858334307717,0.02823881050624378,0.845065329937895,0.8842226768706591,0.03915734693276418,1.7044950714282352,1.7403780306015835,0.03588295917334827,0.02176636919445501,0.023744813646618124,3.2447552468069056,0
104,dry,0,0.15687031554008285,-1.0651732965884275,1.2053261174840197,0.0706278127887689,0.1757255894199087,0.18785834257477532,0.012132753154866616,-1.2340084476865594,-1.2516857392048495,-0.017677291518290117,0.04693651767865255,0.035094591736014924,2.709661351400393,0
105,tile,2,0.26911081787034913,0.031985073167300815,2.115616270566368,0.10239539879093153,0.5110379174754468,0.5624967458289826,0.05145882835353577,0.06385724274055868,0.0616677285254625,-0.0021895142150961805,0.0526751190428175,0.07707121480044761,3.6339927014723847,0
106,tile,2,0.1881402554013408,0.6813454176351776,2.2956629058174154,0.17839797812545466,0.35485534027065246,0.4398751299204589,0.08501978964980644,1.4106677826283496,1.5828875148179362,0.17221973218958664,0.07198738308404488,0.13400063781535262,3.2218256827819323,1
107,tile,2,0.13426281610045848,0.061286904282070065,1.2943225700557361,0.15468489606090843,0.14689834582369551,0.16970968414392093,0.022811338320225416,0.07257631280611622,0.05698546751120602,-0.0155908452949102,0.06312261868666104,0.09093098004471453,2.7103182783855875,1
