time_s,ego_speed_mps,lead_speed_mps,distance_m,relative_speed_mps,closing_speed_mps,ttc_s,reaction_time_s,friction_coeff,braking_distance_m,safe_distance_m,obstacle_angle_deg,obstacle_width_m,risk_label,unsafe_distance
89.80000000000001,6.84528368855224,5.86689466406154,4.3454017770419,0.9783890244907,0.9783890244907,4.44138442712386,1.2,0.7821722712055938,3.053384409690284,13.267724835952972,-6.178522783291699,1.4548654754096266,1,True
89.9,6.664982713611388,5.955142911020218,4.795565559418225,0.7098398025911701,0.7098398025911701,6.75584201098993,1.2,0.778156388517395,2.90959247199911,12.907571728332776,-3.697610643524373,1.4283898928609198,1,True
136.0,9.492454163955829,7.113336518047303,19.47718350175195,2.3791176459085257,2.3791176459085257,8.18672566917728,1.2,0.6866778575696703,6.688134079390896,20.07907907613789,1.7907268843219537,1.3720629015420998,1,True
136.1,9.722600925791596,7.31600900741104,19.42860514701608,2.406591918380556,2.406591918380556,8.073078363900589,1.2,0.7197146715232406,6.694306012573756,20.361427123523672,6.914641760889175,1.190960063643652,1,True
136.20000000000002,9.738710571678292,7.463742602483556,18.198942884897143,2.2749679691947358,2.2749679691947358,7.9996479648629855,1.2,0.6768507011658745,7.141855056166529,20.82830774218048,8.81021715071805,1.3884527182304518,1,True
136.3,9.325146389005164,7.411567474843583,18.716767283529364,1.913578914161581,1.913578914161581,9.781027134556382,1.2,0.7209285699436022,6.147804899535751,19.337980566341948,4.526487161321136,1.3614540158811277,1,True
136.4,9.457668390593868,7.555676838638318,19.381215405991632,1.9019915519555504,1.9019915519555504,10.189958723036732,1.2,0.7236840458012784,6.299704283878148,19.64890635259079,5.062825006292504,1.3389818590998712,1,True
136.5,9.435082829772648,7.705891541683481,17.89750959867223,1.7291912880891678,1.7291912880891678,10.350219621132698,1.2,0.707076978811998,6.416906830515931,19.739006226243102,3.405681783693406,1.1953937352501445,1,True
136.6,9.5381362245732,7.665099692518961,18.856143472765854,1.87303653205424,1.87303653205424,10.067152001613932,1.2,0.6864181499367981,6.7552166197071415,20.20098008919498,5.408284456503338,1.3301414531405302,1,True
136.70000000000002,9.690781451085076,7.857193934077651,17.917834162660327,1.833587517007425,1.833587517007425,9.772009242244296,1.2,0.7001113968563255,6.8367775322924125,20.465715273594505,3.4445314275009573,1.3976765291031863,1,True
136.8,9.7868639930003,7.924247461735939,17.80880696339026,1.8626165312643608,1.8626165312643608,9.561177335466622,1.2,0.7128488166728806,6.848424463810906,20.592661255411265,5.558779879466519,1.5212878886196013,1,True
136.9,9.588606006842763,8.068060405829712,17.06922684501933,1.520545601013053,1.520545601013053,11.225725051354642,1.2,0.685203541145434,6.83899594333121,20.345323151542527,3.219776253582418,1.346100762915919,1,True
137.0,9.340112856843705,8.153318891809738,17.066012502776452,1.1867939650339654,1.1867939650339654,14.379928619107892,1.2,0.7000029636565402,6.351925064333992,19.560060492546437,6.318092951592685,1.3349269618792252,1,True
137.1,9.590397601763138,8.107563824358305,17.26522626952707,1.4828337774048332,1.4828337774048332,11.64339963967076,1.2,0.6867643889093108,6.826002686526396,20.33447980864216,6.309907917413803,1.3075514730025797,1,True
137.20000000000002,9.657540914973906,8.424597032558069,16.70670527812618,1.232943882415837,1.232943882415837,13.550256030624013,1.2,0.6786704389589591,7.004468354561174,20.59351745252986,5.131063782620537,1.3525571543046668,1,True
137.3,9.548917578719928,8.681745787810534,17.970165674279425,0.8671717909093939,0.8671717909093939,20.72272860194668,1.2,0.6783206577700198,6.851319854466539,20.31002094893045,8.224877658001816,1.4664216008560005,1,True
137.4,9.256413844811387,8.71864732899371,16.098292699062327,0.5377665158176779,0.5377665158176779,29.935468694224586,1.2,0.7203900075408115,6.062040636467219,19.16973725024088,4.843647491632308,1.3976582483420306,1,True
137.5,9.255546103586704,8.802262108033917,16.021707363933483,0.4532839955527876,0.4532839955527876,35.34584834479924,1.2,0.6781932793964224,6.438009483356339,19.544664807660386,6.683739776726407,1.6425554466087746,1,True
137.6,9.315735102077564,8.838051965055387,15.54710683429972,0.4776831370221774,0.4776831370221774,32.54690322798209,1.2,0.6717415071411087,6.584655737960658,19.76353786045373,6.769711923370458,1.1972390697947732,1,True
137.70000000000002,9.350533469873486,9.323609592156313,16.295559850770772,0.0269238777171754,0.0269238777171754,325.91119701541544,1.2,0.6732211733527442,6.619360114064832,19.840000277913013,4.314918912119378,1.252013628803515,1,True
137.8,9.492404918419616,9.112722401694285,16.181734040712225,0.3796825167253317,0.3796825167253317,42.61911815238611,1.2,0.6877840542251052,6.677307944562703,20.06819384666624,4.220061024669819,1.519448736855677,1,True
137.9,9.390010230153578,9.26304613709954,15.342418308754258,0.1269640930540383,0.1269640930540383,120.84060886588016,1.2,0.7037389249149878,6.3858917828108455,19.65390405899514,2.01051860480694,1.4806755716453417,1,True
