time_s,true_speed_mps,true_accel_mps2,true_yaw_rate_rps,true_yaw_rad,imu_ax_mps2,imu_gyroz_rps,encoder_ticks,encoder_speed_mps,slip_flag
0.13,0.25359182518318973,0.027594061800653713,0.009069203752463714,0.000634926170755587,0.08524388529411044,0.0011287678864030418,696,0.25167293204347063,0
0.14,0.25386772513378586,0.02758561615824051,0.009766398668411114,0.0007325901574396982,0.08878049720534698,-0.007433582297233669,747,0.2578425452279696,0
0.15,0.25414353750635454,0.02757654634308604,0.010463496689224711,0.0008372251243319453,0.06111935105969986,0.00041703269362962305,797,0.248060370827926,0
0.16,0.2544192560606476,0.02756685266153136,0.011160490902856625,0.0009488300333605115,0.05626096453515707,0.006159565950539121,847,0.252890105093485,0
0.17,0.25469487455958517,0.027556535440992347,0.011857374399127305,0.0010674037773517847,0.039084627843974394,-0.0017782211392754848,897,0.25291625870423323,0
0.18,0.2549703867694674,0.02754559502995413,0.012554140269849898,0.0011929451800502837,0.09978075935439883,-0.0080951437491199,948,0.2558067294906027,0
0.19,0.25524578646018425,0.027534031797937786,0.013250781608954581,0.0013254529961398292,0.06177211399514165,-0.00044259517505780446,998,0.25389231059274425,0
0.2,0.2555210674054262,0.027521846135508676,0.013947291512612828,0.0014649259112659574,0.016177171250005493,-0.0007731918504319053,1049,0.2590411964252614,0
0.21,0.2557962233828944,0.027509038454245904,0.014643663079361652,0.001611362542059574,0.10011467123305733,-4.794551487802886e-05,1099,0.24771471550712137,0
0.22,0.2560712481745111,0.027495609186739545,0.01533988941022783,0.0017647614361618522,0.1294155336254359,0.019311626077368266,1150,0.25594434184047266,0
0.23,0.2563461355666292,0.027481558786571214,0.016035963608852014,0.0019251210722503723,0.04663020115622436,0.0032024209892208898,1200,0.2564084818919343,0
0.24,0.2566208793502425,0.027466887728297418,0.016731878781612863,0.002092439860066501,0.022809541543914826,-0.011206939217152446,1251,0.25816752706088475,0
0.25,0.25689547332119517,0.027451596507438447,0.017427628037751074,0.0022667161404440117,0.12785591882363956,0.00244587895784661,1302,0.25348578228372165,0
0.26,0.2571699112803913,0.027435685640456176,0.018123204489493387,0.0024479481853389457,0.09864288934974026,0.005781512770726871,1353,0.258279758385379,0
0.27,0.2574441870340043,0.027419155664731854,0.018818601252176513,0.0026361341978607105,0.09902729618090358,0.005772619268466407,1403,0.250842800674313,0
0.28,0.25771829439368593,0.027402007138555007,0.01951381144437104,0.0028312723123044207,0.09058288992667518,0.00021367596047310988,1454,0.2583026440029,0
0.29,0.2579922271767754,0.027384240641112334,0.020208828188005203,0.0030333605941844726,0.08868782498379278,1.3614552056197965e-06,1505,0.25995105586343487,0
0.3,0.2582659792065082,0.027365856772446073,0.020903644608488713,0.0032423970402693596,0.06275596117773578,0.006160696883887229,1556,0.25635908543721597,0
0.31,0.2585395443122243,0.02734685615344845,0.021598253834836375,0.0034583795786177238,0.02159487705417707,0.004136928120013348,1607,0.25922890338095245,0
0.32,0.25881291632957715,0.027327239425839478,0.022292648999791758,0.0036813060686156415,0.12355615145494514,0.009543629696426805,1659,0.26336645249349805,0
0.33,0.2590860891007411,0.02730700725213364,0.022986823239950716,0.0039111743010151485,0.033995129113900374,0.0028324897561319874,1710,0.26265978786681865,0
0.34,0.2593590564746198,0.027286160315634356,0.023680769695884903,0.004147981997973997,0.12076756383023877,0.009994037297110948,1761,0.25969356634547375,0
0.35000000000000003,0.2596318123070538,0.027264699320397878,0.024374481512265143,0.0043917268130966485,0.03960578907219043,0.010426945733878203,1812,0.25998465425513473,0
0.36,0.2599043504610278,0.027242624991216657,0.025067951837984766,0.004642406331476496,0.10203819794566198,0.013251474474019542,1864,0.2654093599426081,0
0.37,0.2601766648068781,0.0272199380735777,0.025761173826282888,0.004900018069739325,0.04138344627580866,0.02609109684452124,1915,0.25858267932358586,0
0.38,0.26044874922249933,0.02719663933365979,0.026454140634867528,0.005164559476088001,0.02858564073780028,0.016429979270874907,1966,0.2569577987735707,0
0.39,0.2607205975935513,0.02717272955829464,0.02714684542603872,0.005436027930348388,0.14536168753920942,0.015254969890341063,2018,0.26142612990522823,0
0.4,0.2609922038136652,0.02714820955493913,0.0278392813668115,0.005714420744016503,0.09269990468878317,0.011931059762385591,2069,0.2610463819003329,0
0.41000000000000003,0.2612635617846501,0.027123080151655876,0.028531441629038805,0.005999735160306891,0.09532315005119503,0.02017182198712699,2121,0.26305149274331163,0
0.42,0.26153466541669834,0.027097342197060503,0.0292233193895343,0.006291968354202233,0.06185680184207751,0.012659380520586036,2173,0.25968923214804884,0
0.43,0.2618055086285913,0.02707099656033274,0.029914907830195115,0.006591117432504185,0.05682782415113134,0.02408878137984906,2224,0.2611153048762869,0
0.44,0.262076085347905,0.027044044131155354,0.030606200138124418,0.006897179433885429,0.12067515855707482,-0.00039256649727959295,2276,0.2629823938516136,0
0.45,0.2623463895112144,0.027016485819678082,0.031297189505754,0.007210151328942969,0.08301676610307286,0.01661505133277722,2328,0.26339258039246666,0
0.46,0.26261641506429856,0.026988322556525945,0.03198786913096664,0.007530030020252635,0.061976591399410634,0.02366832484708338,2380,0.2601792430909944,0
0.47000000000000003,0.26288615596234494,0.026959555292721538,0.032678232217218536,0.00785681234242482,0.05177839127188457,0.0052392266582633965,2432,0.26032153312088385,0
0.48,0.263155606170153,0.026930184999671147,0.033368271973661365,0.008190495062161433,0.06632676401911822,0.03796682222089394,2484,0.2638342643050923,0
0.49,0.26342475966233836,0.026900212669148105,0.03405798161526456,0.008531074878314079,0.02987129849160109,0.012877482809467418,2536,0.2612647801854887,0
0.5,0.26369361042353595,0.026869639313228944,0.03474735436293719,0.00887854842194345,0.11336194986654252,0.01211903420873669,2588,0.26564014728045227,0
0.51,0.26396215244860294,0.026838465964273972,0.03543638344364992,0.009232912256379951,0.08992212634808594,0.020246542033342908,2640,0.2632250379566863,0
0.52,0.26423037974282143,0.02680669367488564,0.03612506209055674,0.009594162877285518,0.13549765061753738,0.023139871482405004,2692,0.2573203607664282,0
0.53,0.26449828632210065,0.026774323517878007,0.03681338354311668,0.009962296712716685,0.013859259704822241,0.04485914381063022,2745,0.269276103318157,0
0.54,0.264765866213179,0.02674135658625454,0.037501341047215295,0.010337310123188838,0.10587211433395108,0.03934953040301845,2797,0.26468539618428305,0
0.55,0.26503311345382574,0.02670779399312484,0.038188927855286096,0.0107191994017417,-0.013188301765952926,0.020507971858729962,2849,0.26191915843391006,0
0.56,0.2653000220930415,0.02667363687170743,0.03887613722643189,0.011107960774006019,0.034806818720504486,0.03804761357202952,2902,0.2730900335768065,0
0.5700000000000001,0.2655665861912599,0.026638886375282556,0.03956296242654588,0.011503590398271478,0.0811975613294726,0.020748773314576283,2954,0.26471355666658225,0
0.58,0.26583279982054714,0.026603543677139463,0.040249396728432765,0.011906084365555805,0.04060941206848188,0.029476290692848905,3007,0.2709562800165303,0
0.59,0.2660986570648027,0.026567609970554185,0.040935433411929636,0.0123154386996751,0.11710036131207535,0.03362203764055409,3059,0.2613334450497001,0
0.6,0.2663641520199582,0.026531086468720155,0.04162106576402673,0.01273164935731537,0.08132980398567922,0.04096151248598953,3112,0.2673944594508072,0
0.61,0.2666292787941771,0.02649397440473711,0.04230628707898811,0.01315471222810525,0.11258155622457705,0.03509790677779725,3164,0.2654729928525067,0
0.62,0.26689403150805296,0.026456275031561116,0.04299109065847215,0.013584623134689972,0.113173452621462,0.03328755808951613,3217,0.2635245051892834,0
0.63,0.2671584042948083,0.02641798962194075,0.043675469811651886,0.01402137783280649,0.11236593085213872,0.025702967596673364,3270,0.27155379764474696,0
0.64,0.2674223913004918,0.026379119468389334,0.044359417855335315,0.014464972011359843,0.06592607605955397,0.02722159448672874,3323,0.2632112374724506,0
0.65,0.2676859866841761,0.026339665883154395,0.045042928114085376,0.014915401292500697,0.0683096201351983,0.03314318303175858,3376,0.2664955830442183,0
0.66,0.26794918461815487,0.02629963019814552,0.04572599392033996,0.015372661231704098,0.05163132195810938,0.04063317748216844,3429,0.2752804854679969,0
0.67,0.268211979288139,0.026259013764895478,0.04640860861453169,0.015836747317849415,0.07951895543605327,0.03167160717468162,3482,0.26634510754928276,0
0.68,0.2684743648934528,0.02621781795452416,0.04709076554520751,0.01630765497330149,0.07372308426858842,0.0383312139341956,3535,0.2694806159706495,0
0.6900000000000001,0.2687363356472295,0.026176044157680267,0.0477724580691482,0.01678537955399297,0.1234776319271223,0.035488748821673556,3588,0.26753664519041875,0
0.7000000000000001,0.2689978857766064,0.026133693784505252,0.048453679551487744,0.01726991634950785,0.11466539806068718,0.04993022664072603,3641,0.2688462124914883,0
0.71,0.2692590095229196,0.02609076826457224,0.0491344233658324,0.017761260583166173,0.10427000982182125,0.03851329458362577,3694,0.26592374664945284,0
0.72,0.2695197011418978,0.026047269046836075,0.04981468289437987,0.018259407412109973,0.09002113687212988,0.03490955625068297,3747,0.2663200732080866,0
0.73,0.2697799549038563,0.026003197599594463,0.050494451528037956,0.01876435192739035,0.07915486744155248,0.0335438041084707,3801,0.2715446905106329,0
0.74,0.2700397650938897,0.025958555410435236,0.05117372266654337,0.019276089154055785,0.09027120175552988,0.04386628276737189,3854,0.2652228070872972,0
0.75,0.270299126012065,0.025913343986175286,0.05185248971858025,0.01979461405124159,0.052354866527011615,0.027305497812739294,3907,0.2686677979020666,0
0.76,0.2705580319736132,0.025867564852807834,0.05253074610189847,0.020319921512260572,0.09946709230693647,0.04527362122052607,3961,0.27442048995088375,0
0.77,0.2708164773091212,0.025821219555471897,0.05320848524343183,0.02085200636469489,0.10056422766581949,0.0451931247810993,4014,0.2659564558613696,0
0.78,0.27107445636472266,0.025774309658366246,0.05388570057941606,0.021390863370489052,0.16201555613386742,0.040414183110626355,4068,0.2803737734058821,0
0.79,0.2713319635022885,0.025726836744724424,0.05456238555550667,0.02193648722604412,0.06603292855989498,0.03640971779926095,4121,0.26749000069021395,0
0.8,0.27158899309961715,0.025678802416742585,0.05523853362689659,0.022488872562313085,0.0712975239635453,0.02798927739405843,4175,0.27138744466904346,0
0.81,0.27184553955062335,0.025630208295526757,0.055914138258433624,0.02304801394489742,0.09026184642814203,0.054597844395473896,4229,0.2660932481497688,0
0.8200000000000001,0.2721015972655277,0.02558105602104843,0.05658919292473778,0.0236139058741448,0.0863426052189855,0.04353313384976459,4283,0.2759466524530494,0
0.8300000000000001,0.2723571606710443,0.02553134725206685,0.05726369111031834,0.02418654278524798,0.056938537838880816,0.04950414771253125,4336,0.2661528676707813,0
0.84,0.272612224210569,0.025481083666090143,0.057937626309690814,0.024765919048344888,0.14220921716168525,0.043364501014841975,4390,0.27581238823434734,0
0.85,0.2728667823443661,0.025430266959308723,0.05861099202749365,0.025352028968619825,0.04636933885597978,0.036321660949991716,4444,0.2739996436972967,0
0.86,0.2731208295497552,0.02537889884654254,0.05928378177860477,0.02594486678640587,0.12035237829022849,0.05308081145690555,4498,0.2734152751138626,0
0.87,0.27337436032129697,0.025326981061177256,0.059955989088257944,0.02654442667728845,0.12334088964970844,0.04798269486876334,4552,0.2737211207606799,0
0.88,0.27362736917097874,0.02527451535510039,0.0606276074921589,0.027150702752210043,0.09804477295509534,0.0382524888603476,4606,0.27241666744686105,0
0.89,0.273879850628399,0.025221503498645825,0.06129863053660134,0.027763689057576056,0.01085866248919335,0.05077508095646324,4660,0.2736596578840412,0
0.9,0.27413179924095166,0.025167947280532732,0.06196905177858265,0.028383379575361883,0.1086428112120407,0.05345839003244292,4714,0.27889379287028143,0
0.91,0.27438320957400963,0.02511384850781284,0.06263886478591946,0.02900976822322108,0.04099906021560433,0.04269299188524194,4769,0.28267381351281184,0
0.92,0.2746340762111079,0.025059209005781624,0.06330806313736298,0.029642848854594707,0.028620139341686633,0.04523061560301185,4823,0.2744742268988318,0
0.93,0.27488439375412527,0.025004030617942208,0.06397664042271423,0.03028261525882185,0.08445154825289264,0.05257513888329177,4877,0.27277718205784685,0
0.9400000000000001,0.27513415682346676,0.02494831520594154,0.06464459024293884,0.03092906116125124,0.09970718387209299,0.05002200792346059,4931,0.2704380593363323,0
0.9500000000000001,0.2753833600582441,0.024892064649467693,0.06531190621028188,0.03158218022335406,0.08401974854297377,0.04284902495038799,4986,0.273899126970284,0
0.96,0.2756319981164561,0.02483528084623321,0.06597858194838231,0.03224196604283788,0.0414117231111827,0.07450683411458209,5040,0.2764688395531118,0
0.97,0.27588006567516876,0.024777965711897387,0.06664461109238734,0.03290841215376176,0.08044593344333388,0.058697733746262214,5095,0.2820926186546513,0
0.98,0.27612755743069406,0.024720121179969134,0.06730998728906647,0.03358151202665242,0.1366039730638674,0.06562612618599584,5149,0.27112778850901725,0
0.99,0.27637446809876814,0.02466174920177644,0.06797470419692532,0.03426125906862167,0.04935024228117258,0.06075291595875195,5204,0.2822378135263226,0
1.0,0.2766207924147296,0.02460285174638588,0.06863875548631937,0.03494764662348487,0.08725833633286804,0.0540132507838514,5259,0.27350394979028964,0
1.01,0.27686652513369586,0.024543430800533228,0.06930213483956724,0.035640667971880535,0.08450181333458068,0.053159149418570834,5313,0.2755361739475399,0
1.02,0.27711166103074025,0.0244834883685513,0.06996483595106398,0.036340316331391176,0.042664451084660826,0.0464077893566877,5368,0.2808192106129633,0
1.03,0.2773561949010669,0.024423026472308873,0.07062685252739408,0.037046584856665114,0.048424230679826825,0.06502847477995047,5423,0.27499885085056885,0
1.04,0.27760012156018643,0.02436204715114132,0.07128817828744405,0.03775946663953955,0.07535795116041596,0.055443826585098804,5478,0.2815652473412725,0
1.05,0.2778434358440897,0.024300552461767322,0.07194880696251502,0.0384789547091647,0.03991778094637031,0.06267394968744099,5533,0.28042583956809863,0
1.06,0.2780861326094218,0.024238544478230595,0.07260873229643501,0.03920504203212905,0.06841653660013113,0.058234507070322364,5588,0.2769740010123202,0
1.07,0.2783282067336543,0.024176025291822167,0.07326794804567094,0.03993772151258576,0.0495712852410094,0.06001675368059129,5642,0.27846135568997116,0
1.08,0.2785696531152582,0.02411299701101932,0.07392644797944045,0.04067698599238017,0.09007487948833823,0.054379800252822186,5698,0.2820882810904089,0
1.09,0.2788104666738747,0.024049461761393998,0.07458422587982338,0.0414228282511784,0.04905313337781418,0.05091651971989186,5753,0.27804375418965316,0
1.1,0.2790506423504861,0.023985421685546182,0.07524127554187321,0.04217524100659713,0.05007647828873016,0.06584969793091992,5808,0.2839825311999032,0
1.11,0.27929017510758564,0.023920878943042845,0.07589759077372797,0.042934216914334404,0.03559465986072349,0.07504388143957243,5863,0.27198843187454147,0
1.12,0.27952905992934696,0.023855835710320794,0.07655316539672116,0.04369974856830162,0.11078124321153351,0.06207536694928427,5918,0.277506651846069,0
1.1300000000000001,0.27976729182179205,0.023790294180625615,0.07720799324549235,0.04447182850075654,0.11041968934547694,0.06939333006695234,5973,0.2795188393834004,0
1.1400000000000001,0.28000486581295947,0.023724256563953383,0.0778620681680974,0.045250449182437515,0.06510662895388464,0.059133336436295904,6029,0.28621964544453565,0
1.1500000000000001,0.2802417769530711,0.023657725086928538,0.0785153840261186,0.046035603022698705,0.07175894653174736,0.06464003730369183,6084,0.2840622780760402,0
1.16,0.28047802031469804,0.023590701992762253,0.0791679346947744,0.04682728236964644,0.042170571259753716,0.0829272814773203,6139,0.2758339467032097,0
1.17,0.28071359099292637,0.023523189541174716,0.07981971406302912,0.047625479510276736,0.06686910683533519,0.07147723386522851,6195,0.2819524087918716,0
1.18,0.28094848410552153,0.023455190008295213,0.0804707160337021,0.04843018667061375,0.06562678888711236,0.06480605766577414,6250,0.27916591853964934,0
1.19,0.28118269479309227,0.023386705686598286,0.08112093452357674,0.04924139601584952,0.025995072939812097,0.06461441598462785,6306,0.2834938158154707,0
1.2,0.2814162182192535,0.023317738884828798,0.08177036346350941,0.05005909965048461,0.015904820199637223,0.0687551367123864,6362,0.28724395112496914,0
1.21,0.28164904957078885,0.02324829192792144,0.0824189967985378,0.050883289618469996,0.08657203467229964,0.07471849266557384,6417,0.27936971307946085,0
1.22,0.28188118405781193,0.0231783671568897,0.08306682848798921,0.05171395790334988,0.06871240331173341,0.07403425257849458,6473,0.2864105199201499,0
1.23,0.28211261691392664,0.023107966928792578,0.08371385250558858,0.05255109642840577,0.12437467238786913,0.06483229260928403,6529,0.2837876854913086,0
1.24,0.2823433433963878,0.023037093616637416,0.0843600628395661,0.05339469705680142,0.06815555457141555,0.08986835604725357,6584,0.2807150064110749,0
1.25,0.2825733587862594,0.022965749609260566,0.08500545349276467,0.05424475159172907,0.04126881022135172,0.08310572647288182,6640,0.27879106154073086,0
1.26,0.282802658388573,0.022893937311296852,0.08565001848274709,0.055101251776556545,0.06311570666967335,0.07625633159199356,6696,0.2863848011983579,0
1.27,0.2830312375324853,0.022821659143074102,0.08629375184190283,0.05596418929497557,0.09938700171876136,0.06125605950433274,6752,0.285857702080742,0
1.28,0.2832590915714345,0.022748917540527103,0.08693664761755476,0.05683355577115112,0.04158829351911874,0.08266979150315684,6808,0.28677490782693393,0
1.29,0.28348621588329587,0.02267571495511711,0.08757869987206532,0.05770934276987177,0.03682556401704074,0.07736080959963368,6864,0.28300449024612906,0
1.3,0.2837126058705368,0.022602053853740256,0.08821990268294265,0.05859154179670119,0.04529747728610212,0.0830750919645203,6920,0.28661853376842056,0
1.31,0.28393825696037067,0.02252793671865816,0.0888602501429463,0.05948014429813066,0.03258493175761236,0.07300929744739663,6976,0.28797562021549855,0
1.32,0.28416316460491,0.02245336604740078,0.08949973636019262,0.060375141661732586,0.04987580121861769,0.07518840628210453,7032,0.28119835478527194,0
1.33,0.2843873242813187,0.022378344352677604,0.0901383554582601,0.06127652521631518,0.10422380081502329,0.0963870771986955,7088,0.2853396240902873,0
1.34,0.28461073149196353,0.0223028741623027,0.09077610157629398,0.06218428623207812,0.04067797383840305,0.07161930323707294,7145,0.28486463178421284,0
1.35,0.28483338176456474,0.022226958019092025,0.09141296886911111,0.06309841592076923,0.018650949085062082,0.08328285177713016,7201,0.2812309795493087,0
1.36,0.28505527065234537,0.02215059848078016,0.09204895150730402,0.06401890543584228,0.04164902849188372,0.08110397280285403,7257,0.28352892596511925,0
1.37,0.28527639373418034,0.022073798119950916,0.092684043677345,0.06494574587261571,0.06992527485767137,0.07715434256323835,7314,0.2897373572607302,0
1.3800000000000001,0.2854967466147444,0.02199655952391799,0.09331823958168978,0.06587892826843261,0.08606937973055868,0.07329814049641337,7370,0.28328766153508445,0
1.3900000000000001,0.2857163249246587,0.0219188852946528,0.09395153343888091,0.06681844360282142,0.048128670892949026,0.08098429954999571,7426,0.28122188163683004,0
1.4000000000000001,0.28593512432063745,0.02184077804869844,0.09458391948365089,0.06776428279765793,0.00811716008017905,0.07426535902124391,7483,0.2873549686353283,0
1.41,0.2861531404856327,0.02176224041707253,0.0952153919670248,0.06871643671732819,0.0806372890216818,0.09418700678542423,7539,0.28342291791502244,0
1.42,0.2863703691289789,0.02168327504516454,0.09584594515642299,0.06967489616889241,0.049110659759956196,0.09326597383598673,7596,0.2897559568683955,0
1.43,0.28658680598653596,0.021603884592666378,0.09647557333576305,0.07063965190225005,0.09052375529202694,0.09091908682033184,7653,0.2865280290004888,0
1.44,0.2868024468208322,0.02152407173347526,0.09710427080556175,0.07161069461030566,0.03951604303375533,0.08547376862467188,7709,0.2869111747073709,0
1.45,0.28701728742120547,0.021443839155579902,0.09773203188303656,0.07258801492913602,0.003947898709252981,0.07699201236026054,7766,0.28653000624131636,0
1.46,0.2872313236039438,0.021363189560999474,0.09835885090220689,0.07357160343815809,0.05114900447517269,0.07877033338866352,7823,0.29285248075736503,0
1.47,0.28744455121242546,0.021282125665669782,0.09898472221399497,0.07456145066029804,0.05733062143969676,0.08340330043411452,7879,0.27922017092571405,0
1.48,0.2876569661172572,0.021200650199354465,0.09960964018632648,0.0755575470621613,0.08828805827198892,0.08280558557948156,7936,0.29197627027861034,0
1.49,0.28786856421641255,0.021118765905547843,0.10023359920423074,0.07655988305420361,0.023726608735915873,0.09262168109845705,7993,0.2889453854718386,0
1.5,0.2880793414353682,0.021036475541388877,0.10085659366994072,0.07756844899090302,0.06494611523981322,0.09040106839807684,8050,0.29082718803121255,0
1.51,0.2882892937272403,0.0209537818775557,0.10147861800299268,0.07858323517093295,0.08046780532106189,0.09262909547424461,8107,0.2903503296600721,0
1.52,0.2884984170729193,0.020870687698176793,0.10209966664032534,0.0796042318373362,0.020769254928468227,0.09034855638175394,8164,0.2924111636663251,0
1.53,0.28870670748120386,0.020787195800731073,0.10271973403637903,0.0806314291777,0.028578926867909922,0.09820671388492569,8221,0.28912142925510587,0
1.54,0.2889141609889339,0.020703308995950742,0.10333881466319417,0.08166481732433194,0.09958541469950499,0.0907997549004194,8278,0.2872117185007227,0
1.55,0.2891207736611229,0.02061903010772692,0.10395690301050965,0.08270438635443704,0.07265430776882796,0.09509206344651255,8335,0.28949750934741364,0
1.56,0.28932654159108845,0.020534361973012505,0.10457399358586081,0.08375012629029564,0.066043153465621,0.09324376086431123,8392,0.2919431553548306,0
1.57,0.2895314609005831,0.020449307441722242,0.10519008091467698,0.0848020270994424,0.06210243918071759,0.10895843713972797,8450,0.2980142234513605,0
1.58,0.2897355277399229,0.02036386937663004,0.1058051595403789,0.0858600786948462,0.09497729905121363,0.09965436224881224,8507,0.2907811253746859,0
1.59,0.2899387382881157,0.02027805065328292,0.10641922402447565,0.08692427093509096,0.07757376223531429,0.10917101176233984,8564,0.29286441921096645,0
1.6,0.29014108875298855,0.020191854159887224,0.10703226894666121,0.08799459362455757,-0.0004109152491356127,0.09669771871872222,8621,0.2846920332266891,0
1.61,0.29034257537131347,0.020105282797211466,0.10764428890491076,0.08907103651360668,0.12820792244413637,0.11044156736189378,8679,0.2943152877440353,0
1.62,0.2905431944089328,0.02001833947849474,0.10825527851557665,0.09015358929876245,0.0050439999332585195,0.09541276775693948,8736,0.2887012204196825,0
1.6300000000000001,0.29074294216088337,0.019931027129344026,0.10886523241348395,0.09124224162289728,0.12055106471607213,0.08981421561107501,8794,0.2951353380620643,0
1.6400000000000001,0.29094181495151966,0.01984334868762594,0.10947414525202569,0.09233698307541754,0.04410760889083909,0.10037800402033785,8851,0.28464945378702383,0
1.6500000000000001,0.2911398091346359,0.01975530710336404,0.11008201170325774,0.09343780319245011,0.12469119278960217,0.08883071418677345,8909,0.2952942747229396,0
1.6600000000000001,0.29133692109358694,0.019666905338644458,0.11068882645799338,0.09454469145703005,0.13071173657012405,0.09910669894076948,8966,0.28609515722132833,0
1.67,0.2915331472414088,0.01957814636752153,0.1112945842258974,0.09565763729928901,0.02867566451913444,0.11842256240589277,9024,0.2885955092432133,0
1.68,0.2917284840209374,0.0194890331758929,0.11189927973558006,0.09677663009664482,0.08547561002039891,0.10693826661681527,9081,0.2851375389587856,0
1.69,0.29192292790492663,0.01939956876140514,0.11250290773469042,0.09790165917399173,0.12094066735011863,0.08661285365096914,9139,0.2993561635124339,0
1.7,0.2921164753961655,0.019309756133367717,0.11310546299000952,0.09903271380389182,0.10008802914905704,0.1076990501377227,9197,0.2946625110713684,0
1.71,0.292309123027594,0.019219598312619768,0.1137069402875431,0.10016978320676724,0.0262567725379945,0.09734025395649437,9254,0.28419760531274485,0
1.72,0.29250086736241787,0.019129098331446825,0.11430733443261407,0.10131285655109337,0.09181412399583282,0.11105594786622368,9312,0.2863351498536723,0
1.73,0.2926917049942229,0.0190382592334698,0.11490664024995437,0.10246192295359291,0.03818826931414225,0.09565561740633002,9370,0.2941531627870642,0
1.74,0.29288163254708727,0.01894708407353396,0.11550485258379678,0.10361697147943089,0.07742965365471652,0.0902924441472102,9428,0.29484429728651346,0
1.75,0.2930706466756936,0.01885557591761733,0.11610196629796618,0.10477799114241056,0.026006735636863385,0.08560582551104307,9486,0.2896448713895337,0
1.76,0.2932587440654396,0.018763737842708572,0.11669797627597034,0.10594497090517026,0.07906724907763887,0.10142475025756813,9544,0.29855899674596276,0
1.77,0.2934459214325478,0.018671572936709846,0.11729287742109071,0.10711789967938116,0.1039994870520366,0.10858066504461399,9602,0.29408768141470293,0
1.78,0.2936321755241738,0.018579084298331328,0.11788666465647232,0.1082967663259459,-0.001031160753731053,0.10059139686423184,9660,0.290489841810294,0
1.79,0.2938175031185144,0.018486275036985744,0.11847933292521381,0.10948155965519803,0.06326722253526751,0.11675063480698121,9718,0.29748485234402366,0
1.8,0.2940019010249135,0.018393148272663473,0.11907087719045674,0.1106722684271026,0.007606596094041115,0.10125202062602266,9776,0.2910116917224586,0
1.81,0.29418536608396767,0.018299707135840948,0.11966129243547466,0.11186888135145732,0.07078282720946513,0.12938606607208497,9834,0.2977217670796148,0
1.82,0.29436789516763034,0.01820595476738074,0.12025057366376173,0.11307138708809494,0.07758718680655581,0.11624426434010605,9892,0.29489096726652664,0
1.83,0.2945494851793153,0.0181118943184011,0.12083871589912115,0.11427977424708616,0.16859673249211465,0.11095810369391447,9950,0.2907585544315364,0
1.84,0.29473013305399837,0.01801752895018438,0.12142571418575293,0.11549403138894368,0.03152171948210495,0.09749338921975301,10009,0.3016043282315715,0
1.85,0.29490983575831897,0.017922861834052117,0.12201156358834142,0.11671414702482709,0.053953756644198804,0.11666221550633579,10067,0.294492268696687,0
1.86,0.2950885902906794,0.017827896151267897,0.12259625919214251,0.11794010961674851,0.045777856233983574,0.11856518808669593,10125,0.2990837902723449,0
1.87,0.29526639368134433,0.017732635092929105,0.12317979610307034,0.11917190757777922,0.03421258038227523,0.0962182570172079,10183,0.29162628881947117,0
1.8800000000000001,0.295443242992538,0.01763708185984758,0.12376216944778368,0.12040952927225705,0.017488315223949967,0.11560150006458374,10242,0.2988366541711362,0
1.8900000000000001,0.2956191353185413,0.017541239662441366,0.12434337437377183,0.12165296301599478,0.024698798011968538,0.10409014395439373,10300,0.28935081229141796,0
