x_m,y_m,curvature,speed_limit_mps
3.3000000000000003,1.1969939839248651,0.24632723902661433,0.45332994506057106
3.35,1.1986138865555307,0.247077312677966,0.45264588477762085
3.4000000000000004,1.199614697092077,0.24758827823542573,0.45218106985539747
3.45,1.1999958986091634,0.24785820715217796,0.4519359061830737
3.5,1.1997572942136558,0.24788607735300594,0.4519106081379192
3.5500000000000003,1.1988990071463212,0.24767178317956254,0.4521051978524948
3.6,1.1974214807181736,0.24721613641930845,0.45251950513982264
3.65,1.195325478081502,0.24652085840301052,0.4531531680737056
3.7,1.1926120818356951,0.2455885633042479,0.45400563422983947
3.75,1.1892826934680738,0.24442273292937933,0.45507616259250316
3.8,1.1853390326300115,0.2430276834278065,0.456363826135833
3.85,1.1807831362487242,0.24140852448229547,0.4578675150925396
3.9,1.1756173574751831,0.23957111165763356,0.45958594092321936
3.95,1.1698443644686969,0.23752199268355906,0.4615176410021836
4.0,1.1634671390187885,0.23526834852773548,0.4636609840362175
4.05,1.1564889750050829,0.23281793017368851,0.4660141762321434
4.1000000000000005,1.148913476695994,0.2301789920543031,0.46857526822946666
4.15,1.1407445568870975,0.22736022310570386,0.4713421628139664
4.2,1.131986434880146,0.224370676405987,0.4743126234207513
4.25,1.122643634303769,0.22121969832903274,0.4774842834411647
4.3,1.1127209807769904,0.21791685810861752,0.4808546563367691
4.3500000000000005,1.1022235994167646,0.2144718786479829,0.4844211465610053
4.4,1.091156912190818,0.21089456933333756,0.4881810612901167
4.45,1.0795266351171662,0.20719476153539132,0.49213162295295204
4.5,1.0673387753117531,0.20338224739041066,0.4962699825479733
4.55,1.054599627885736,0.19946672235941093,0.5005932337301744
4.6000000000000005,1.041315772694016,0.19545773196809638,0.5050984276463619
4.65,1.0274940709367026,0.19136462303686022,0.5097825884908074
4.7,1.013141661615255,0.18719649961760468,0.514642729749202
4.75,0.9982659578451412,0.18296218376424464,0.5196758710975931
4.800000000000001,0.9828746430269129,0.17867018118465167,0.5248790559170716
4.8500000000000005,0.9669756668776812,0.17432865174836965,0.5302493693813229
4.9,0.9505772413250309,0.16994538475395954,0.5357839570777151
4.95,0.9336878362655054,0.16552777880550487,0.5414800441183386
5.0,0.916316175189851,0.16108282610074226,0.5473349546956269
5.050000000000001,0.8984712306772724,0.15661710088888323,0.553346132044471
5.1000000000000005,0.8801622197610376,0.15213675182734243,0.559511158772685
5.15,0.8613985991678182,0.14764749794683035,0.5658277775208959
5.2,0.8421900604332256,0.14315462791238895,0.572293911926529
5.25,0.822546524896069,0.1386630022642977,0.5789076878663023
5.300000000000001,0.8024781385739177,0.13417705832122523,0.5856674549573672
5.3500000000000005,0.7819952669226151,0.12970081742635123,0.5925718083123227
5.4,0.7611084894824497,0.12523789422928677,0.5996196105463569
5.45,0.7398285944137546,0.12079150770858176,0.606810014043891
5.5,0.7181665729247478,0.11636449364985846,0.614142483509979
5.550000000000001,0.6961336135945014,0.11195931831633628,0.6216168188364198
5.6000000000000005,0.6737410965939655,0.10757809306582003,0.6292331783272413
5.65,0.6510005878080317,0.10322258968597316,0.6369921023455285
5.7,0.6279238328616795,0.09889425624544515,0.644894537448945
5.75,0.604522751053279,0.09459423327259164,0.652941861107738
5.800000000000001,0.5808094291981952,0.09032337009924127,0.6611359071061973
5.8500000000000005,0.5567961153858692,0.08608224122696545,0.6694789917449147
5.9,0.5324952126535929,0.08187116258754028,0.6779739409887714
5.95,0.5079192725802607,0.07769020759377869,0.6866241187131272
6.0,0.4830809888033958,0.07353922289315028,0.6954334562221127
6.050000000000001,0.4579931904627979,0.06941784374825659,0.7044064832437154
6.1000000000000005,0.4326688355742105,0.06532550898862723,0.713548360618408
6.15,0.4071210043364168,0.061261475491756374,0.722864914922499
6.2,0.3813628923752294,0.057224832158940135,0.732362675304834
6.25,0.3554078039278617,0.05321451336805822,0.7420489128331492
6.300000000000001,0.3292691449712014,0.049229311895270036,0.7519316826780319
6.3500000000000005,0.3029604162975331,0.04526789130238405,0.7620198695075088
6.4,0.2764952065412864,0.041328797798395434,0.7723232364955005
6.45,0.2498871851604198,0.037410471592932495,0.7828524783838559
6.5,0.22315009537605,0.033511257758423715,0.7936192791036171
6.550000000000001,0.1962977470739871,0.029629416628686178,0.80463637450123
6.6000000000000005,0.1693440096718406,0.02576313376820494,0.8159176207691551
6.65,0.1423028049553652,0.02191052954193476,0.8274780692716791
6.7,0.1151880998877695,0.0180696683263921,0.8393340485132693
6.75,0.0880138993956868,0.014238567405411748,0.8515032540832338
6.800000000000001,0.0607942391355335,0.01041520558958674,0.8640048475302899
6.8500000000000005,0.0335431782440018,0.006597531606987056,0.8768595652144353
6.9,0.00627479207642,0.0027834723134998523,0.8900898383141006
6.95,-0.020996835063263,0.0010290592322478318,0.896310573318262
7.0,-0.0482576171971154,0.00484215577996308,0.882899453237519
7.050000000000001,-0.0754934739487218,0.008657907932661742,0.8698748157298785
7.1000000000000005,-0.1026903378157937,0.012478396179892732,0.8572134060351144
7.15,-0.12983416143613,0.016305682868832407,0.8448937235440924
7.2,-0.15691092484317,0.02014180406139293,0.8328958962192541
7.25,-0.1839066427074034,0.023988761233079407,0.8212015667627871
7.300000000000001,-0.2108073715598858,0.027848512764555487,0.8097937892892791
7.35,-0.2375992169941299,0.03172296517811673,0.798656935396608
7.4,-0.2642683408426657,0.03561396407687005,0.787776608637537
7.45,-0.2908009683245431,0.039523284745822417,0.7771395665033695
7.5,-0.3171833951600973,0.0434526223701583,0.7667336491414521
7.550000000000001,-0.3434019946493046,0.047403581838219834,0.756547714083667
7.6,-0.3694432247100606,0.05137766709744315,0.7465715763446125
7.65,-0.3952936348727575,0.055376270027726764,0.7367959533318389
7.7,-0.4209398732275438,0.05940065881827057,0.7272124140244831
7.75,-0.4463686933206709,0.06345196582252426,0.7178133319712355
7.800000000000001,-0.4715669609963796,0.06753117488186772,0.7085918416788763
7.85,-0.4965216611807758,0.07163910811926663,0.6995417979973008
7.9,-0.5212199046042044,0.07577641219903546,0.6906577381745325
7.95,-0.545648934458645,0.07994354407713293,0.681934846245697
8.0,-0.5697961329866873,0.08414075626219855,0.6733689194844692
8.05,-0.5936490279986861,0.08836808162338408,0.6649563366630815
8.1,-0.6171952993147315,0.09262531780204074,0.6566940278768268
8.15,-0.6404227851281077,0.09691201128831618,0.6485794457344518
8.200000000000001,-0.6633194882869404,0.10122744124327346,0.6406105377289028
8.25,-0.6858735824908121,0.10557060316780484,0.6327857196164652
8.3,-0.7080734183991252,0.10994019253270507,0.6251038496612349
8.35,-0.7299075296480585,0.11433458850312497,0.6175642036195808
8.4,-0.7513646387730292,0.11875183791586498,0.6101664503468492
8.450000000000001,-0.7724336630335723,0.1231896396830526,0.6029106279346097
8.5,-0.7931037201376517,0.1276453298166747,0.595797120301275
8.55,-0.8133641338624406,0.13211586729351613,0.5888266341663585
8.6,-0.8332044395686564,0.13659782099704443,0.5820001763582628
8.65,-0.8526143896056216,0.14108735799023187,0.5753190314211584
8.700000000000001,-0.8715839586042408,0.14558023339715978,0.5687847394895023
8.75,-0.8901033486551719,0.15007178218255296,0.5623990744174314
8.8,-0.9081629943695138,0.15455691313083653,0.5561640221612859
8.85,-0.9257535678193904,0.1590301053419294,0.5500817594145323
8.9,-0.94286598335589,0.16348540755756877,0.5441546325154744
8.950000000000001,-0.959491402301864,0.16791644064187267,0.5383851366422084
9.0,-0.9756212375171603,0.17231640352701807,0.5327758953260868
9.05,-0.991247157833942,0.17667808292388473,0.527329640318408
9.1,-1.006361092359789,0.18099386708601167,0.5220491918394228
9.15,-1.0209552346463695,0.18525576387465123,0.5169374392588112
9.2,-1.03502204672152,0.18945542334776008,0.5119973222447814
9.25,-1.0485542629826627,0.19358416504769363,0.5072318124246123
9.3,-1.0615448939495342,0.19763301010761633,0.5026438956007898
9.35,-1.0739872298742998,0.20159271823516453,0.4982365545647094
9.4,-1.0858748442071853,0.20545382956225622,0.49401275254673127
9.45,-1.0972015969158295,0.20920671127194496,0.4899754173382576
9.5,-1.1079616376566532,0.21284160882266337,0.48612742612388643
9.55,-1.118149408796604,0.21634870151155802,0.4824715910448902
9.6,-1.1277596482837058,0.21971816201165598,0.47901064552495776
9.65,-1.136787392364946,0.22294021942592038,0.4757472313797224
9.7,-1.1452279781500905,0.22600522531989503,0.47268388671319894
9.75,-1.1530770460200908,0.22890372207784337,0.4698230346253759
9.8,-1.1603305418788634,0.23162651286540312,0.4671669727261863
9.85,-1.1669847192472536,0.23416473239619098,0.4647178634561986
9.9,-1.1730361411981165,0.2365099176271684,0.46247772521756964
9.95,-1.1784816821315158,0.2386540774765091,0.4604484242962576
10.0,-1.1833185293891155,0.24058976060476872,0.45863166757217666
10.05,-1.1875441847069363,0.24231012029489335,0.45702899600200214
10.1,-1.1911564655057263,0.24380897547247757,0.4556417788573395
10.15,-1.1941535060182775,0.2450808669298351,0.45447120870435076
10.2,-1.1965337582531084,0.2461211078714068,0.453518297105632
10.25,-1.198295992794009,0.24692582796097345,0.45278387103209816
10.3,-1.1994392994350451,0.24749201014895822,0.45226856996684406
10.35,-1.1999630876506862,0.24781751966345913,0.45197284368799906
10.4,-1.1998670869008123,0.2479011246688887,0.45189695072415875
10.45,-1.1991513467704535,0.24774250824386929,0.45204095746984324
10.5,-1.1978162369441774,0.24734227146990645,0.4524047379584433
10.55,-1.1958624470151444,0.24670192757636195,0.4529879742925076
10.6,-1.1932909861289285,0.24582388724386528,0.45379015773263126
10.65,-1.190103182462287,0.24471143531996176,0.4548105904495173
10.7,-1.1863006825371478,0.2433686993426592,0.4560483879495785
10.75,-1.181885450370171,0.24180061040504705,0.45750248218417205
10.8,-1.1768597664583191,0.24001285701260228,0.45917162535638
10.85,-1.1712262266009674,0.2380118326879933,0.461054394440989
10.9,-1.1649877405591544,0.23580457816462616,0.4631491964321372
10.95,-1.1581475305526718,0.23339871906847234,0.4654542743381355
11.0,-1.150709129595766,0.23080240003586577,0.46796771393656933
11.05,-1.142676379672313,0.22802421623032293,0.47068745130600226
11.1,-1.1340534297514064,0.22507314322063518,0.47361128114856343
11.15,-1.1248447336443903,0.22195846616740175,0.47673686590928405
11.2,-1.115055047704433,0.21868970921641023,0.4800617457041493
11.25,-1.1046894283698396,0.2152765659499787,0.4835833490573636
11.3,-1.093753229552368,0.21172883167696344,0.48729900444556906
11.35,-1.0822520998718983,0.20805633825963596,0.4912059526452077
11.4,-1.070191979738882,0.2042688920939159,0.49530135986833834
11.45,-1.0575790982860789,0.2003762157575976,0.4995823316769018
11.5,-1.0444199701511727,0.19638789376006102,0.5040459276454756
11.55,-1.0307213921119105,0.19231332271594967,0.508689176754672
11.6,-1.016490439575528,0.18816166618289779,0.5135090934816747
11.65,-1.0017344629242515,0.18394181431643336,0.5185026945477268
11.7,-0.9864610837187746,0.1796623483955464,0.5236670162982617
11.75,-0.9706781907616748,0.1753315102205028,0.5289991326609077
11.8,-0.9543939360227908,0.17095717629691992,0.5344961736471204
11.85,-0.9376167304286764,0.16654683666567496,0.54015534435708
11.9,-0.9203552395183046,0.16210757819972454,0.5459739444319454
11.95,-0.9026183789672516,0.15764607212244663,0.5519493879298699
12.0,-0.884415309982696,0.07747797921219136,0.6870690986345982
