timestamp_s,wheel_left_mps,wheel_right_mps,measurement,kalman_speed_mps
2.28,9.649753753185582,9.76633717643315,9.708045464809366,9.692306583346753
2.33,9.72657421455776,9.718636344062368,9.722605279310063,9.714486768194977
2.38,9.78055914025691,9.896741433606485,9.838650286931697,9.805380772356786
2.43,9.633467958628517,9.836760690273987,9.735114324451253,9.753942162422543
2.48,9.703041722130584,9.8426655101391,9.772853616134842,9.767786307384933
2.53,9.946874624577054,9.624503394148098,9.785689009362576,9.780891994825332
2.58,9.872383850774373,9.928931736122127,9.90065779344825,9.868566644426371
2.63,9.985275920056631,10.062194922753925,10.023735421405277,9.982158072923255
2.68,9.921135766859624,9.9432534051604,9.932194586010013,9.945582261979458
2.73,9.792052081168068,9.955902512222876,9.873977296695472,9.893163789317375
2.78,10.220766084898711,10.200265820738016,10.210515952818364,10.125481696892004
2.83,10.081835991309624,9.94692083084469,10.014378411077157,10.04414844678769
2.88,10.095753288962191,9.982775935644666,10.039264612303429,10.040573231809454
2.93,10.141342273522412,10.119967144369788,10.1306547089461,10.106517449894334
2.98,10.07217674436206,10.11356377399816,10.09287025918011,10.09652701291094
3.03,10.19046603042652,10.289328993748848,10.239897512087683,10.201481502614827
3.08,10.064593635583355,10.331887808837564,10.19824072221046,10.199109086702657
3.13,10.269925645682507,10.364292682362576,10.317109164022542,10.285491138597868
3.18,10.328854667859153,10.265955043162329,10.297404855510742,10.294212584685084
3.23,10.132652248886275,10.366700617930178,10.249676433408226,10.26160985917685
3.28,10.354654554347205,10.368270651177696,10.361462602762451,10.334707140756658
3.33,10.398569253959169,10.211891568202116,10.305230411080643,10.313128676992841
3.38,10.408752371038942,10.401079410487013,10.404915890762977,10.380321580957766
3.43,10.40946496569705,10.274618373144769,10.342041669420908,10.352298740803544
3.48,10.414290821658684,10.4903045581996,10.452297689929143,10.425503052266977
3.53,10.4908614653584,10.43306735432577,10.461964409842086,10.452194618524892
3.58,10.293163218296025,10.419048021656154,10.35610561997609,10.381852589538756
3.63,10.579296879152825,10.52069978212106,10.549998330636942,10.504943815098951
3.68,10.580687042665488,10.56307771646508,10.571882379565285,10.553946245274032
3.73,10.721976161498358,10.443608145663704,10.582792153581032,10.57506291574523
3.78,10.767452439467416,10.6175966178366,10.692524528652008,10.66105078433198
3.83,10.52882780165506,10.558874511868057,10.543851156761558,10.575254702322281
3.88,10.657088927988518,10.843932552589918,10.750510740289219,10.7035510264473
3.93,10.783765790433756,10.821649047034857,10.802707418734308,10.77613854349662
3.98,10.657705479836856,10.75690815430878,10.70730681707282,10.725750222581716
4.03,10.770053718807535,10.666673401548053,10.718363560177794,10.720342810403686
4.08,10.80585323638922,10.94197032154564,10.873911778967429,10.832763097858294
4.130000000000001,10.843101546464403,10.693962743957792,10.768532145211097,10.785742777101994
4.180000000000001,10.69993659869733,10.856028814584503,10.777982706640916,10.78006201125417
4.23,10.820309319679945,10.857207844145844,10.838758581912895,10.823030883206414
4.28,10.85476792905481,10.827694806902088,10.841231367978448,10.836354562781926
4.33,11.038550951296408,10.889325979224308,10.963938465260359,10.929752461624052
4.380000000000001,11.000724037017036,11.233216863639388,11.116970450328212,11.066805541446353
4.430000000000001,10.86114058470497,10.960290541541957,10.910715563123464,10.952539746761673
4.48,11.071337463299743,11.138782416250892,11.105059939775318,11.064192277227873
4.53,10.94613651457007,10.915505664754516,10.930821089662292,10.96655779166407
4.58,10.957934604784208,10.922999603481312,10.940467104132761,10.947458082786747
4.630000000000001,11.05387446007935,10.88716079289839,10.97051762648887,10.964338840376056
4.680000000000001,11.26551836040622,11.163806745618404,11.214662553012312,11.147588516365067
4.73,11.033049101559977,11.084261613487357,11.058655357523666,11.082484925615567
4.78,11.13503538008706,11.181237462861391,11.158136421474225,11.137865664252692
4.830000000000001,11.226225679639729,11.199964241485306,11.213094960562518,11.192937331369139
4.880000000000001,11.187514277826097,11.14670901705356,11.167111647439828,11.174031618592668
4.930000000000001,11.014891663479176,11.19571904954703,11.105305356513103,11.123720502936132
4.98,11.101222631362704,11.247424992523284,11.174323811942994,11.160764696160262
5.03,11.20258563302013,11.16003119231502,11.181308412667576,11.175803740419907
5.080000000000001,11.092121327068664,11.302699423375412,11.197410375222038,11.191620894875653
5.130000000000001,11.25160565420369,11.271675806713109,11.2616407304584,11.242878972059842
5.180000000000001,11.305719157987276,11.173261782973574,11.239490470480426,11.240398416742183
5.23,11.215892071910886,11.257893126650938,11.236892599280912,11.23783198023847
5.28,11.242659607692453,11.416937431225508,11.32979851945898,11.30515615954416
5.330000000000001,11.363979019627422,11.31853022358776,11.341254621607591,11.33158206784969
5.380000000000001,11.401197864803624,11.359750012908298,11.38047393885596,11.367373401503384
5.430000000000001,11.535618939292174,11.33472959981271,11.435174269552443,11.417007081712569
5.48,11.41844533551835,11.293344419135696,11.355894877327023,11.372269843139815
5.53,11.52811869107087,11.608417918932211,11.568268305001542,11.51575067542795
5.580000000000001,11.474496808627894,11.307409628911673,11.390953218769784,11.424392596498798
5.630000000000001,11.33000796721767,11.60785226071788,11.468930113967776,11.456996322129076
5.680000000000001,11.261821900310258,11.48376116706827,11.372791533689263,11.395354138750545
5.73,11.46100503435456,11.386006863699247,11.423505949026904,11.41596269419788
5.78,11.54880017201136,11.529532750442671,11.539166461227016,11.506154111347087
5.830000000000001,11.45687800525809,11.522965230400269,11.489921617829179,11.494271101358446
5.880000000000001,11.67576250916142,11.598539631318792,11.637151070240105,11.59886649796368
5.930000000000001,11.669578774753411,11.62220735873822,11.645893066745817,11.633292335617837
5.98,11.521307711036954,11.625573701868545,11.57344070645275,11.589477902153222
6.03,11.6932118862202,11.494352768722797,11.593782327471498,11.592628960183585
6.080000000000001,11.650765390124365,11.462702021130106,11.556733705627234,11.566351810097718
6.130000000000001,11.62073049694919,11.465902888064887,11.543316692507037,11.549488933663016
6.180000000000001,11.629441908642889,11.695457891284567,11.662449899963729,11.632182100267213
6.23,11.746295674814265,11.734638705546365,11.740467190180315,11.711452287785768
6.28,11.76778016325316,11.62758228771563,11.697681225484395,11.701371170506967
6.330000000000001,11.69651736555342,11.604544991737717,11.650531178645569,11.664153713408036
6.380000000000001,11.676665600897772,11.82910733698028,11.752886468939026,11.729110598752309
6.430000000000001,11.694381245509764,11.599096816600404,11.646739031055084,11.66881042609884
6.48,11.760318563543027,11.42321367966469,11.591766121603857,11.612410080774705
6.53,11.736576627268528,11.750724474667066,11.743650550967796,11.708484772965276
6.580000000000001,11.745180106802527,11.749272204580702,11.747226155691614,11.736845433476427
6.630000000000001,11.613424293875154,11.763426145420231,11.688425219647693,11.701399376840444
6.680000000000001,11.563920232621191,11.58223141125354,11.573075821937366,11.607460014843536
6.73,11.789757458167092,11.81423716325772,11.801997310712405,11.749871199386607
6.78,11.745540198543836,11.80312765003072,11.774333924287278,11.767779156905478
6.830000000000001,11.84819479885698,11.738453557631477,11.793324178244228,11.786479410405875
6.880000000000001,11.738887875888972,11.784808550715068,11.76184821330202,11.76844812267461
6.930000000000001,11.824714455576556,11.889575350880612,11.857144903228583,11.833378672507905
6.98,11.87263797591756,11.938202279605276,11.905420127761417,11.886116678004676
7.03,11.828800151394857,11.94957719818189,11.889188674788373,11.888365535731031
7.080000000000001,11.884911994143474,11.926348664355755,11.905630329249615,11.90100424176882
7.130000000000001,11.731004870528258,11.739742518918693,11.735373694723474,11.7797542660462
7.180000000000001,11.74191807719098,11.93677531983994,11.83934669851546,11.823378954360315
7.23,11.68054314933634,11.782531517463273,11.731537333399807,11.75614622156774
7.28,11.8932422942332,11.86058393850124,11.87691311636722,11.844553724433284
7.330000000000001,11.971406219220032,11.8239582882809,11.897682253750467,11.883446507224875
7.380000000000001,11.96651583790022,11.900934911211634,11.933725374555927,11.920253192658219
7.430000000000001,11.93737374216968,11.754028860180204,11.845701301174941,11.865677420292098
7.48,11.75162590201083,11.769014977117155,11.760320439563992,11.78855075746707
7.53,11.489384329663244,11.786956646253014,11.638170487958128,11.678464759730623
7.580000000000001,11.688321814793731,11.94358189352062,11.815951854157175,11.77911229823588
7.630000000000001,11.930541518849855,12.069577183293962,12.000059351071908,11.940856766694457
7.680000000000001,11.786206339507658,11.802198058674804,11.794202199091231,11.83349817204685
7.73,11.995863834336673,11.71765353868162,11.856758686509146,11.850526050443442
7.78,11.901382189006032,12.033674652144883,11.967528420575459,11.936177729986058
7.830000000000001,12.051523875788536,11.992763204297257,12.022143540042897,11.99910907066148
7.880000000000001,11.869125402429612,11.92021917480492,11.894672288617265,11.922656040026117
7.930000000000001,11.796854121000331,11.957289424404143,11.877071772702237,11.889286040319236
7.98,11.975650795641307,11.922633186441768,11.949141991041538,11.9331036373833
8.03,12.018919179782426,11.939794164389726,11.979356672086077,11.966963208789979
8.08,11.908932376081395,11.850340978202762,11.879636677142079,11.903035750774945
8.129999999999999,11.94989851109473,11.9113178295739,11.930608170334315,11.92322016278001
8.18,11.847322287315135,11.809171763018416,11.828247025166775,11.853695000692891
8.23,12.129640106099703,11.87623541359098,12.002937759845342,11.96294828305425
8.28,11.89121016220822,12.083501529729764,11.987355845968992,11.980815859196774
8.33,11.81927937652713,11.97339379268898,11.896336584608054,11.918972738011268
8.379999999999999,11.818409264268718,12.038396542736304,11.928402903502512,11.92587609827464
8.43,12.056271283820012,11.938656500420816,11.997463892120415,11.978282000571514
8.48,12.115036954143584,12.101007909421186,12.108022431782384,12.073258588013767
8.53,11.924498968029848,12.088556186000174,12.00652757701501,12.024408097522238
8.58,11.90579381276469,11.916337081472156,11.911065447118423,11.941435518762129
8.629999999999999,11.816690198826407,11.921809735605173,11.86924996721579,11.888592027457827
8.68,11.993096813711569,11.939592919804037,11.966344866757803,11.945511056258148
8.73,11.998381953913384,11.979096804030377,11.98873937897188,11.977156384810584
8.78,12.152241172183103,12.046895153949514,12.099568163066309,12.066768025938629
8.83,11.808497943279905,12.085520863809055,11.947009403544481,11.979098629701657
8.879999999999999,11.786568472461916,11.89625114309495,11.841409807778433,11.878303416419554
8.93,12.0294388082063,12.01347957185659,12.021459190031447,11.983100716100287
8.98,11.953183560342763,11.766268620581863,11.859726090462313,11.892784221768501
9.03,11.97152969125516,11.826733111081746,11.899131401168454,11.89743067957402
9.08,11.85450443906462,11.871829613221536,11.863167026143078,11.872347944409638
9.13,11.656515873135533,11.786820385971986,11.721668129553759,11.762042664260063
9.18,11.98114693051562,11.79811801087253,11.889632470694075,11.855444885097638
9.23,11.858549261451492,12.015174395933624,11.936861828692557,11.915046224406089
9.28,11.76499953432612,11.99845192668171,11.881725730503916,11.89065392993641
9.33,11.81506294074888,11.878571228164803,11.846817084456841,11.85856313180182
9.38,11.843743208146,11.92924976799575,11.886496488070875,11.87901176781669
9.43,11.98497642558652,11.917718532641468,11.951347479113995,11.931965183687952
9.48,11.86856908852466,11.811263801235713,11.839916444880187,11.86458083010803
9.53,11.781937980618682,11.956655069429267,11.869296525023975,11.868032958379496
9.58,11.969454054574951,11.760965185165642,11.865209619870296,11.865966131143795
9.63,11.674815717847816,11.897734244370628,11.786274981109223,11.807628160404894
9.68,11.6279803238185,11.98162514949215,11.804802736655326,11.805559806667299
9.73,11.907226263222393,11.65722184850332,11.782224055862857,11.788476851445681
9.78,11.864279537755587,11.766709019599952,11.81549427867777,11.808254980869366
9.83,11.756382698696797,11.856934210377451,11.806658454537125,11.807086242478544
9.88,11.831996648861828,11.87064631007169,11.851321479466758,11.839468683438767
9.93,11.80741229568811,11.731670503227276,11.769541399457694,11.788278358729324
9.98,11.631595088013947,11.857320250701637,11.744457669357793,11.756199387686669
10.03,11.68532111938186,11.777757108307236,11.731539113844548,11.738146814305674
10.08,11.896085623672937,11.737434901020654,11.816760262346795,11.795695852429951
10.13,11.74478298869895,11.88840858917217,11.81659578893556,11.81099566782702
10.18,11.72400661630726,11.646087956146872,11.685047286227066,11.718795053364781
10.23,11.71882965605014,11.894532240665596,11.806680948357869,11.783131993768384
10.28,11.96351297934076,11.787597032434348,11.875555005887554,11.85079033442817
10.33,11.702069521101349,11.89940858666808,11.800739053884715,11.814150254086478
10.38,11.57535198694323,11.753830079733472,11.66459103333835,11.70466530575844
10.43,11.82381104747083,11.73604455942828,11.779927803449555,11.75976127797287
10.48,11.70022525103238,11.872601072754849,11.786413161893615,11.779271811120283
10.53,11.843318856854264,11.628224108011024,11.735771482432643,11.747427360374985
10.58,11.82940699177376,11.615012696955684,11.722209844364723,11.728966857414791
10.63,11.713304563979394,11.616203921969468,11.664754242974432,11.681959961157617
10.68,11.599261274135236,11.656844752974218,11.628053013554727,11.642497336631347
10.73,11.7525235890456,11.599872381883614,11.676197985464608,11.66716792382533
10.78,11.539903720058318,11.731341158758251,11.635622439408284,11.64407502648268
10.83,11.629957784574776,11.670773212685804,11.65036549863029,11.648679971698327
10.88,11.626652977067168,11.570901621370604,11.598777299218886,11.612148680009907
10.93,11.592434164581418,11.521945869859994,11.557190017220705,11.571916146532166
10.98,11.652133442855206,11.57446517290428,11.613299307879743,11.602210723216412
11.03,11.710714779041158,11.498165211469995,11.604439995255577,11.603842663612973
11.08,11.377563458017846,11.65749508735481,11.517529272686328,11.540656876081114
11.13,11.506186503850548,11.722867022650126,11.614526763250337,11.594733386638366
11.18,11.691205382859168,11.55103341328828,11.621119398073724,11.61404928761814
11.23,11.605798614976797,11.623148943511506,11.61447377924415,11.614360037055768
11.28,11.367326670645127,11.696292101385708,11.531809386015418,11.553928766296343
11.33,11.488553771394908,11.474191785092904,11.481372778243905,11.500814096648599
11.38,11.631543920170412,11.679743222130591,11.655643571150502,11.614157138493182
11.43,11.583718115080812,11.548681998171842,11.566200056626327,11.579050117983904
11.48,11.712754179587614,11.504500981716127,11.60862758065187,11.600702323415828
11.53,11.460839082164224,11.500306914555829,11.480572998360026,11.512761553996024
11.58,11.319869053110343,11.605899242163456,11.462884147636899,11.476248758391385
11.63,11.571515461367309,11.691423522942108,11.631469492154707,11.589878221894258
11.68,11.5141018093468,11.61498302839586,11.56454241887133,11.571331126830918
11.73,11.526697753647316,11.47757866707159,11.502138210359453,11.520678396449936
11.78,11.341142339872054,11.462674111557812,11.401908225714934,11.433732597048284
11.83,11.297544180586018,11.613026734965528,11.455285457775773,11.449510386149262
11.88,11.546163228246542,11.404222469225402,11.475192848735972,11.46831125362622
11.93,11.37417955116005,11.354814178879169,11.36449686501961,11.392313846609483
11.98,11.192352998792227,11.51885712782741,11.355605063309818,11.365441152150092
12.03,11.515539073319248,11.413398632540344,11.464468852929796,11.437934460477564
12.08,11.33644585059134,11.592034301077012,11.464240075834176,11.457191507442968
12.13,11.405468003446902,11.39959605173078,11.40253202758884,11.417177991074459
12.18,11.29159291614354,11.35420821978684,11.322900567965188,11.348162127351804
12.23,11.213271817811837,11.400491952473546,11.30688188514269,11.317942892705984
12.28,11.233411631804014,11.613195122947037,11.423303377375525,11.39507212059417
12.33,11.328569779041032,11.363690979546847,11.346130379293939,11.35924427935151
12.38,11.40055678783347,11.238889614013122,11.319723200923296,11.330312841972143
12.43,11.210904813207453,11.27418853710867,11.24254667515806,11.26606354867867
12.48,11.120536522606994,11.281708425289626,11.20112247394831,11.218523382477919
12.53,11.253715021780597,11.201201585508288,11.227458303644443,11.225064198733437
12.58,11.12402890516245,11.191980246142345,11.158004575652399,11.175973147501699
12.63,11.310386649390294,11.095633494712176,11.203010072051235,11.195765549952366
12.68,11.15570646643522,11.10224643227227,11.128976449353745,11.146872534922347
12.73,11.24797585260528,11.202223635129409,11.225099743867345,11.204138826404392
12.78,11.064086245895398,11.069966689704698,11.067026467800048,11.103765613560409
12.83,11.112039082657,10.970059922464896,11.041049502560949,11.057854233855675
12.88,11.318619529688236,11.117782335351247,11.218200932519743,11.175236164103708
12.93,11.23180191724994,10.986344295903857,11.109073106576899,11.126801444409981
12.98,11.194028090802952,11.196806739693294,11.195417415248123,11.177031821274165
13.03,11.236932773910096,11.08955970475479,11.163246239332443,11.16694007488092
13.08,11.085552471952402,11.209976334447456,11.147764403199929,11.152902508941175
13.13,11.219772952780213,11.224061117911772,11.221917035345992,11.203424648729804
13.18,10.85226925944998,11.077542301243884,10.964905780346932,11.028816718509708
13.23,11.013219968539914,11.15358664980297,11.083403309171441,11.068776876286062
13.28,11.320163023325245,11.03162339221232,11.175893207768782,11.147191473251803
13.33,11.22066813014403,11.040916251776167,11.130792190960099,11.13518636540661
13.38,11.014084189197172,10.958512625836216,10.986298407516694,11.026192815596016
13.43,10.984831148016305,11.143883077482796,11.064357112749551,11.05413102014756
13.48,11.156165583385771,10.962246523842238,11.059206053614005,11.05784620249511
13.53,10.965556615311334,11.02471071634962,10.995133665830476,11.011937439385072
13.58,10.970003213452683,11.168092626133864,11.069047919793274,11.053745212688543
13.63,11.071202846759403,11.056229450073188,11.063716148416296,11.061044444240261
13.68,10.976387514319628,10.951567885851464,10.963977700085547,10.989986655793722
13.73,11.08214654849533,11.053551535059004,11.067849041777167,11.046985878332142
13.78,10.937465076263395,10.761278450956016,10.849371763609707,10.902322306062574
13.83,10.82145901837983,11.002879056994049,10.91216903768694,10.909530613900106
13.88,10.858636935325992,11.072376884935204,10.965506910130598,10.950508106760353
13.93,10.575114955145546,10.763500569134644,10.669307762140095,10.744655167392446
13.98,10.679993752443076,10.982521889671826,10.831257821057452,10.808052709945521
14.03,10.892732656926254,10.933945737608491,10.913339197267373,10.885127768015574
14.08,10.855991666902788,10.951499986936748,10.903745826919767,10.898757133071753
14.13,10.879628964319714,11.014156076710712,10.946892520515213,10.933994682322378
14.18,11.087582123437189,10.983480286334652,11.03553120488592,11.008324575662755
14.23,10.73821523799271,10.797058048593035,10.767636643292873,10.8321287803993
14.28,10.810160674322692,10.913360549701846,10.861760612012269,10.853820786661318
14.33,10.94355194320463,10.78652110539666,10.865036524300645,10.86203127645767
14.38,11.01164859277007,10.793143818584678,10.902396205677373,10.891580455490415
14.43,10.89125995793188,10.82884263512123,10.860051296526555,10.868499509208954
14.48,10.738974188853811,10.865643334129167,10.802308761491489,10.820044518888796
14.53,10.744634112845445,10.983079277045372,10.863856694945408,10.852117257752388
14.58,10.684166859483954,10.849826941547162,10.766996900515558,10.789804831496616
14.63,10.544393879271771,10.844878226570373,10.694636052921073,10.720136450285047
14.68,10.714526400605932,10.774778306217168,10.74465235341155,10.738083336967083
14.73,10.78564409669423,10.866261894847169,10.825952995770699,10.80240839165507
14.78,10.621013823318751,10.656596631483469,10.638805227401111,10.682642563142135
14.83,10.71800738936672,10.723850581762225,10.720928985564473,10.71067016959533
14.88,10.855254612103838,11.000130414547032,10.927692513325436,10.869541551583444
14.93,10.840656894482729,10.67563676255515,10.758146828518939,10.78799495460516
14.98,10.73843885466139,10.708144182407558,10.723291518534474,10.740628751977132
15.03,10.712555986771456,10.720821872205905,10.71668892948868,10.723103585591405
15.08,10.72356423001009,10.8900112942135,10.806787762111796,10.784364654593894
15.13,10.712725748433094,10.802372206633173,10.757548977533133,10.764734216546058
15.18,10.510942531423408,10.799849252573974,10.65539589199869,10.68469300776293
15.23,10.738704817422152,10.744459048692118,10.741581933057134,10.726338591466277
15.28,10.56445358191373,10.541320120877376,10.552886851395552,10.599363105073277
15.33,10.751493101082373,10.598709398054533,10.675101249568453,10.654807274914738
15.38,10.803142249750026,10.725384270560172,10.764263260155099,10.73493461730319
15.43,10.617619835048677,10.603466583329975,10.610543209189327,10.643873786538807
15.48,10.730809124410168,10.72057938536498,10.725694254887575,10.703770526469187
15.53,10.589395046238195,10.60096519174853,10.595180118993362,10.624276830982275
15.58,10.627302206732072,10.6075101911474,10.617406198939737,10.619247179247026
15.63,10.650459302141702,10.650040088439306,10.650249695290505,10.641942596153322
15.68,10.4202773823906,10.841915998030286,10.631096690210443,10.634002841949021
15.73,10.635469467173698,10.696574181864191,10.666021824518944,10.657442363996868
15.78,10.670472948547411,10.506467096035,10.588470022291204,10.606951105551321
15.83,10.595899345518056,10.564642371407905,10.580270858462981,10.587419809124164
15.88,10.60896490980693,10.59957280944024,10.604268859623584,10.599754170149033
15.93,10.55189013190948,10.644653074307154,10.598271603108318,10.598668855749603
15.98,10.54551568912635,10.581562807302584,10.563539248214468,10.57295219818393
16.03,10.553247524719731,10.49326011667048,10.523253820695107,10.536570460808374
16.080000000000002,10.541653336112612,10.544099022279813,10.542876179196213,10.541186567046493
16.130000000000003,10.59840926847771,10.57573736702906,10.587073317753385,10.574777999958185
16.180000000000003,10.736143193827726,10.574078851928416,10.65511102287807,10.633585854261137
16.23,10.663125614885717,10.656705847046544,10.65991573096613,10.652860661766216
16.28,10.467964799822356,10.500183840101046,10.484074319961701,10.529300483941624
16.330000000000002,10.557597658874052,10.492589225530878,10.525093442202465,10.526220715638997
16.380000000000003,10.461190437041695,10.220253381211458,10.340721909126577,10.390426164528517
16.430000000000003,10.380938100043483,10.63871349882636,10.509825799434921,10.477832763685178
16.48,10.576319433116566,10.56716399545624,10.571741714286404,10.546578886810751
16.53,10.773050526938276,10.539169959720958,10.656110243329618,10.626761404804503
16.580000000000002,10.510243056228244,10.6472869423823,10.578764999305271,10.591625597398387
16.630000000000003,10.593219317909288,10.372979018925902,10.483099168417596,10.512178737420433
16.680000000000003,10.654384362293207,10.485093492068112,10.569738927180659,10.554315720818224
16.73,10.597940149253484,10.587443827699555,10.59269198847652,10.58240909854896
16.78,10.639316746252684,10.70857110805051,10.673943927151598,10.6494172437482
16.830000000000002,10.550488679373974,10.558820624601651,10.554654651987812,10.580046211922689
16.880000000000003,10.514631853669336,10.522849625596145,10.51874073963274,10.53516749142444
16.930000000000003,10.362717553666606,10.52818153355306,10.445449543609833,10.469489395273335
16.98,10.37544599938017,10.43380949109232,10.404627745236246,10.422007371983433
17.03,10.689886939571585,10.591776077539713,10.64083150855565,10.582197757876687
17.080000000000002,10.517191870991809,10.684427756375156,10.600809813683483,10.595822728360568
17.130000000000003,10.46092245905929,10.5620853815319,10.511503920295596,10.53409707682336
17.180000000000003,10.64116062097738,10.590044173352611,10.615602397164995,10.593763112400614
17.23,10.619929732283955,10.583663990417602,10.601796861350778,10.599644224807387
17.28,10.516117165087046,10.621705169333268,10.568911167210157,10.577146065174274
17.330000000000002,10.545572484579102,10.570959781737432,10.558266133158266,10.56332499569511
17.380000000000003,10.337118441801223,10.577451965836392,10.457285203818808,10.485698480417627
17.430000000000003,10.384080030555651,10.551803365568944,10.467941698062297,10.472699613554584
17.48,10.378980127625695,10.591313413729806,10.485146770677751,10.481811564978536
17.53,10.474424019331668,10.551926324667852,10.513175171999759,10.504771318826695
17.580000000000002,10.512364268426875,10.605649652851543,10.55900696063921,10.544474564214562
17.630000000000003,10.615055220526433,10.5193101410514,10.567182680788918,10.561098059291187
17.680000000000003,10.394611020158845,10.586192779883811,10.490401900021329,10.509344878805669
17.73,10.631864583298324,10.464862361094712,10.548363472196517,10.53790847160764
17.78,10.475334967674744,10.4136980167087,10.444516492191722,10.469540797655762
17.830000000000002,10.400623708115743,10.532286116476998,10.46645491229637,10.467281772786354
17.880000000000003,10.406032593347843,10.40674766936654,10.406390131357192,10.422705997503941
17.930000000000003,10.557829755530507,10.478554597909907,10.518192176720207,10.492606732110875
17.98,10.423678881587458,10.541484953697363,10.48258191764241,10.485268058583507
18.03,10.534015738392522,10.59168674691308,10.562851242652801,10.542062891135199
18.08,10.446603253416551,10.386694666337142,10.416648959876847,10.450253521477135
18.130000000000003,10.500273195900416,10.4149078985709,10.457590547235657,10.455624597108814
18.180000000000003,10.457435660722073,10.525027494393743,10.491231577557908,10.481690715901662
18.23,10.480371406409212,10.41922284732656,10.449797126867885,10.458342988293216
18.28,10.527220356738267,10.42425896030174,10.475739658520004,10.471078234781745
18.33,10.427506225650346,10.535073682585558,10.481289954117951,10.478553732168482
18.380000000000003,10.538983462681326,10.643631307402003,10.591307385041665,10.561095134810637
18.430000000000003,10.67135086379326,10.510557177849638,10.59095402082145,10.582953356427959
18.48,10.379273968159,10.541952108970762,10.46061303856488,10.49339402793806
18.53,10.486469917404843,10.493633084495698,10.49005150095027,10.490947128357329
18.58,10.42360803905159,10.500767025710624,10.462187532381108,10.469893642897581
18.630000000000003,10.613660968924917,10.511411991147495,10.562536480036206,10.537712906640383
18.680000000000003,10.483517466782764,10.477046261239035,10.4802818640109,10.495670465503947
18.73,10.78168696239521,10.560056059471329,10.670871510933269,10.623926532297395
18.78,10.53949225688153,10.491616575255478,10.515554416068504,10.544592637094087
