time_s,true_accel_mps2,imu_ax_mps2,imu_ax_ma
0.8200000000000001,0.0255810560210484,0.0863426052189855,0.0840076028992151
0.8300000000000001,0.0255313472520668,0.0569385378388808,0.08374238439353714
0.84,0.0254810836660901,0.1422092171616852,0.08472106612832479
0.85,0.0254302669593087,0.0463693388559797,0.08442337788010783
0.86,0.0253788988465425,0.1203523782902284,0.0839022758126874
0.87,0.0253269810611772,0.1233408896497084,0.08299650634299204
0.88,0.0252745153551003,0.0980447729550953,0.08471268469528004
0.89,0.0252215034986458,0.0108586624891933,0.07934766974991361
0.9,0.0251679472805327,0.1086428112120407,0.08035840345338852
0.91,0.0251138485078128,0.0409990602156043,0.08098717913772355
0.92,0.0250592090057816,0.0286201393416866,0.07872063650231967
0.93,0.0250040306179422,0.0844515482528926,0.07691499961950259
0.94,0.0249483152059415,0.0997071838720929,0.0777921145395757
0.95,0.0248920646494676,0.0840197485429737,0.07292109376741784
0.96,0.0248352808462332,0.0414117231111827,0.07397096032666314
0.97,0.0247779657118973,0.0804459334433338,0.07060043208622414
0.98,0.0247201211799691,0.1366039730638674,0.06901633636425412
0.99,0.0246617492017764,0.0493502422811725,0.06668340114628836
1.0,0.0246028517463858,0.087258336332868,0.06855091618436154
1.01,0.0245434308005332,0.0845018133345806,0.06507243278667978
1.02,0.0244834883685513,0.0426644510846608,0.06839539388172403
1.03,0.0244230264723088,0.0484242306798268,0.07229061054857117
1.04,0.0243620471511413,0.0753579511604159,0.07136942391528509
1.05,0.0243005524617673,0.0399177809463703,0.07003855547050672
1.06,0.0242385444782305,0.0684165366001311,0.06804573750463909
1.07,0.0241760252918221,0.0495712852410094,0.06925799387245588
1.08,0.0241129970110193,0.0900748794883382,0.06855232032215962
1.09,0.0240494617613939,0.0490531333778141,0.06328522984006175
1.1,0.0239854216855461,0.0500764782887301,0.06169259069332197
1.11,0.0239208789430428,0.0355946598607234,0.06165990966186633
1.12,0.0238558357103207,0.1107812432115335,0.060908032994111704
1.13,0.0237902941806256,0.1104196893454769,0.06479899591331209
1.14,0.0237242565639533,0.0651066289538846,0.06573858276529251
1.15,0.0236577250869285,0.0717589465317473,0.06411529033962278
1.16,0.0235907019927622,0.0421705712597537,0.06521995346930388
1.17,0.0235231895411747,0.0668691068353351,0.06669473752257198
1.18,0.0234551900082952,0.0656267888871123,0.06631459505962481
1.19,0.0233867056865982,0.025995072939812,0.0637789133705154
1.2,0.0233177388848287,0.0159048201996372,0.06360007260424341
1.21,0.0232482919279214,0.0865720346722996,0.06276714181704732
1.22,0.0231783671568897,0.0687124033117334,0.06344719616742324
1.23,0.0231079669287925,0.1243746723878691,0.06313493700568465
1.24,0.0230370936166374,0.0681555545714155,0.05981390293391923
1.25,0.0229657496092605,0.0412688102213517,0.05760172770207053
1.26,0.0228939373112968,0.0631157066696733,0.056167922081124644
1.27,0.0228216591430741,0.0993870017187613,0.05748957463340644
1.28,0.0227489175405271,0.0415882935191187,0.05840387334270279
1.29,0.0226757149551171,0.0368255640170407,0.057570629628695004
1.3,0.0226020538537402,0.0452974772861021,0.05671930044490296
1.31,0.0225279367186581,0.0325849317576123,0.05980179896023842
1.32,0.0224533660474007,0.0498758012186176,0.05801792396441254
1.33,0.0223783443526776,0.1042238008150232,0.05905655977299794
1.34,0.0223028741623027,0.040677973838403,0.0550156726608973
1.35,0.022226958019092,0.018650949085062,0.05195816523888955
1.36,0.0221505984807801,0.0416490284918837,0.05242865067954768
1.37,0.0220737981199509,0.0699252748576713,0.05215317043050118
1.38,0.0219965595239179,0.0860693797305586,0.051624649313988205
1.39,0.0219188852946528,0.048128670892949,0.05077409289574045
1.4,0.0218407780486984,0.008117160080179,0.05211316676349152
1.41,0.0217622404170725,0.0806372890216818,0.0537879442889658
1.42,0.0216832750451645,0.0491106597599561,0.05322529301138751
1.43,0.0216038845926663,0.0905237552920269,0.05221115613754429
1.44,0.0215240717334752,0.0395160430337553,0.05199028060823389
1.45,0.0214438391555799,0.0039478987092529,0.05351296317634935
1.46,0.0213631895609994,0.0511490044751726,0.05576973481351884
1.47,0.0212821256656697,0.0573306214396967,0.05674370675108235
1.48,0.0212006501993544,0.0882880582719889,0.05793666028410817
1.49,0.0211187659055478,0.0237266087359158,0.05753210707004891
1.5,0.0210364755413888,0.0649461152398132,0.055220698206140124
1.51,0.0209537818775557,0.0804678053210618,0.06093930593775714
1.52,0.0208706876981767,0.0207692549284682,0.05733962550497508
1.53,0.020787195800731,0.0285789268679099,0.06074154955050441
1.54,0.0207033089959507,0.0995854146995049,0.05853125686473356
1.55,0.0206190301077269,0.0726543077688279,0.06258721637691674
1.56,0.0205343619730125,0.066043153465621,0.06862358960838678
1.57,0.0204493074417222,0.0621024391807175,0.06755343056286116
1.58,0.02036386937663,0.0949772990512136,0.06889366811432318
1.59,0.0202780506532829,0.0775737622353142,0.07044855426090077
1.6,0.0201918541598872,-0.0004109152491356,0.07408481237581226
1.61,0.0201052827972114,0.1282079224441363,0.0722424627233447
1.62,0.0200183394784947,0.0050439999332585,0.07278276361261951
1.63,0.019931027129344,0.1205510647160721,0.0736122404881278
1.64,0.0198433486876259,0.044107608890839,0.07593846557321383
1.65,0.019755307103364,0.1246911927896021,0.07243471895118328
1.66,0.0196669053386444,0.130711736570124,0.07274009710874571
1.67,0.0195781463675215,0.0286756645191344,0.07454754156524168
1.68,0.0194890331758929,0.0854756100203989,0.07154117966360128
1.69,0.0193995687614051,0.1209406673501186,0.07003117601998479
1.7,0.0193097561333677,0.100088029149057,0.0666994062037337
1.71,0.0192195983126197,0.0262567725379945,0.07008958441604801
1.72,0.0191290983314468,0.0918141239958328,0.06767907319521085
1.73,0.0190382592334698,0.0381882693141422,0.07546729855515637
1.74,0.0189470840735339,0.0774296536547165,0.07122780592496745
1.75,0.0188555759176173,0.0260067356368633,0.07169667010369889
1.76,0.0187637378427085,0.0790672490776388,0.06793889217247895
1.77,0.0186715729367098,0.1039994870520366,0.06334369425877187
1.78,0.0185790842983313,-0.001031160753731,0.06281096333995355
1.79,0.0184862750369857,0.0632672225352675,0.0599168294347902
1.8,0.0183931482726634,0.0076065960940411,0.061335358498268704
1.81,0.0182997071358409,0.0707828272094651,0.05850162113919087
1.82,0.0182059547673807,0.0775871868065558,0.06109956206307079
1.83,0.0181118943184011,0.1685967324921146,0.05834982117475575
1.84,0.0180175289501843,0.0315217194821049,0.05840390953706146
1.85,0.0179228618340521,0.0539537566441988,0.05861394783692627
1.86,0.0178278961512678,0.0457778562339835,0.060979590382554134
1.87,0.0177326350929291,0.0342125803822752,0.06242313475269811
1.88,0.0176370818598475,0.0174883152239499,0.06012721937916843
1.89,0.0175412396624413,0.0246987980119685,0.06186094604806854
1.9,0.0174451117206236,0.1507297776831672,0.06056011881062058
1.91,0.0173487012637002,0.0405795446084224,0.06075692228026356
1.92,0.0172520115302388,0.0808135319394729,0.059706558164914346
1.93,0.0171550457679831,0.0340695653412168,0.060757959249748486
1.94,0.0170578072337196,0.0393241249225621,0.056972954051435175
1.95,0.0169602991931694,0.0818404579518778,0.05984770052312587
1.96,0.0168625249208853,0.0756852290950484,0.06052419661524212
1.97,0.0167644877001216,0.1093816808506623,0.06269097108320143
1.98,0.0166661908227339,0.0557852642079133,0.06326304265500964
1.99,0.0165676375890683,0.0353770992931715,0.065467302401267
2.0,0.0164688313078337,0.0359498505488601,0.0634490405253582
2.01,0.0163697752959962,0.0117394689565436,0.05870112316864342
2.02,0.0162704728786655,0.0487251807871316,0.057906830964676394
2.03,0.0161709273889726,0.0996666095880727,0.056491597543812076
2.04,0.0160711421679615,0.0891116233275351,0.05973556970595754
2.05,0.0159711205644758,0.0918913953876095,0.0608627957186341
2.06,0.0158708659350331,0.0681601745786402,0.05861869423538526
2.07,0.0157703816437149,0.0912801200611291,0.05744009236668612
2.08,0.0156696710620546,0.0462260833902473,0.05593079062714801
2.09,0.0155687375689161,0.0637777698953545,0.05736596546126736
2.1,0.0154675845503715,-0.0176847013821161,0.05910686249030635
2.11,0.0153662153995953,0.0510235131921567,0.0610499897527465
2.12,0.0152646335167455,0.0238994083251149,0.06425254725439594
2.13,0.0151628423088356,0.0510936301013221,0.06509257365241589
2.14,0.0150608451896211,0.1021929807462717,0.06391631093452757
2.15,0.0149586455794992,0.0629958711887699,0.061572702725109035
2.16,0.0148562469053648,0.0347143268036521,0.0610412716504114
2.17,0.014753652600502,0.0509345898523665,0.058167606149995624
2.18,0.014650866104468,0.0776863443203619,0.05690582402220144
2.19,0.0145478908629731,0.0859239357244196,0.05540271314283171
2.2,0.01444473032777,0.0719359369029902,0.05311964733492298
2.21,0.0143413879565179,0.0767555230601036,0.058371134990849644
2.22,0.0142378672126658,0.0789931764911818,0.06014832544426126
2.23,0.0141341715653414,0.0663657351455504,0.06024502499880753
2.24,0.0140303044892375,0.0749650925124182,0.062374403084685434
2.25,0.0139262694644759,0.0398958509297458,0.06070854583881541
2.26,0.0138220699764879,0.0807313428189591,0.064125800160299
2.27,0.0137177095159091,0.0078131990699088,0.06406232479372478
2.28,0.0136131915784432,0.0647826953774512,0.06304830648591682
2.29,0.0135085196647399,0.0146607549234831,0.06146771683176284
2.3000000000000003,0.0134036972803064,0.015833387929271,0.06182030835703615
2.31,0.0132987279353402,0.0925965393923439,0.060342484756824986
2.32,0.0131936151446271,0.0883445127138006,0.058690226421516764
2.33,0.0130883624274324,0.0259300989705866,0.0572702461742484
2.34,0.0129829733073683,0.0958105699047581,0.055550322493392076
2.35,0.0128774513122625,0.0672099785830012,0.05516251352970443
2.36,0.0127717999740567,0.1347582119399256,0.05495185154541573
2.37,0.0126660228286668,0.0333813441055932,0.05162244043207124
2.38,0.0125601234158667,0.0296402053883991,0.051542544892974315
2.39,0.0124541052791804,0.0444939615831284,0.05473041217060696
2.4,0.0123479719657315,0.0933283577551592,0.056475626353628204
2.41,0.0122417270261437,0.040901641298556,0.058504791432694235
2.42,0.0121353740144047,0.0420580980186307,0.05398191697190638
2.43,0.0120289164877496,0.0491735912985462,0.05459622408997016
2.44,0.0119223580065414,0.0302473378475676,0.05640916576623499
2.45,0.0118157021341436,0.0668211042749776,0.0525978287475149
2.46,0.0117089524367924,0.0354719492596831,0.053511510010113596
2.47,0.0116021124834803,0.0108137094387248,0.05038315593126443
2.48,0.0114951858458334,0.0061353927488734,0.052534481731526673
2.49,0.0113881760979817,0.1317279082077366,0.05446112591466671
2.5,0.0112810868164447,0.0513102527669293,0.05592585996661287
2.51,0.011173921579996,0.0584458545896578,0.0542547653593373
2.52,0.0110666839695433,-0.0023838242842012,0.05519662276806453
2.53,0.0109593775680205,0.1012449621931402,0.054715780115066316
2.54,0.0108520059602434,0.0640018741721479,0.05791439149456864
2.5500000000000003,0.0107445727327876,0.0157724925116362,0.06300524481526056
2.56,0.0106370814738854,0.0863972850975737,0.0636288455166775
2.57,0.0105295357732737,0.0690627762840934,0.0654138251876888
2.58,0.0104219392220827,0.0785591859111002,0.06672728714441686
2.59,0.0103142954127277,0.0700997332343399,0.06702567181721558
2.6,0.010206607938748,0.0752533766739976,0.06446102368336158
2.61,0.0100988803947182,0.0582353710023721,0.06832244607829448
2.62,0.0099911163761123,0.060680646881828,0.06613910492811274
2.63,0.0098833194791675,0.0319604023056683,0.07108386112074051
2.64,0.0097754933007759,0.1163444302680949,0.06970550013484139
2.65,0.0096676414383545,0.1371552575820978,0.07164620210887425
2.66,0.0095597674897196,0.0799167190047333,0.07487335432262195
2.67,0.009451875052957,0.0729565223509206,0.07175891592378346
2.68,0.0093439677263135,0.0383964105300143,0.07098437770633556
2.69,0.0092360491080634,0.0124014708776464,0.07120232443943476
2.7,0.0091281227963813,0.0778702973968026,0.0711774502261554
2.71,0.0090201923892169,0.13240012306052,0.0717899672907419
2.72,0.0089122614841785,0.0125956904358413,0.06791326315283228
2.73,0.0088043336784027,0.1014560557609822,0.0705762199711957
2.74,0.0086964125684346,0.0722993814892587,0.06930821401635956
2.75,0.0085885017501091,0.1047566156268376,0.06938054919392571
2.76,0.0084806048183949,0.083542689000338,0.06312992729225761
2.77,0.0083727253673143,0.0209940787219657,0.06204971849269573
2.78,0.0082648669897988,0.0527974737176875,0.0610171744246326
2.79,0.0081570332775532,0.0831360673061834,0.05931989282047515
2.8000000000000003,0.0080492278209581,0.069577374755473,0.06078183990262958
2.81,0.0079414542089151,0.0881162350303141,0.06057785147552351
2.82,0.0078337160287517,-0.0231754158937297,0.06103267635306054
2.83,0.007726016866083,0.1166027400674597,0.06530386785442777
2.84,0.0076183603046786,0.0053322772541093,0.061879144003092884
2.85,0.0075107499263621,0.1178634689969842,0.05911844106907753
2.86,0.0074031893108728,0.0058921976470676,0.0552360470800645
2.87,0.0072956820357378,0.0572323342139337,0.05332259573476983
2.88,0.007188231676164,0.0512730969215952,0.05577838340005169
2.89,0.0070808418048989,0.0027534968427079,0.05450826111639679
2.9,0.0069735159921174,0.0431023596028892,0.053448417683696
2.91,0.006866257805288,0.0735865404275752,0.050790307648121875
2.92,0.0067590708090647,0.1419514454887977,0.04801343924013293
2.93,0.0066519585651597,0.1022907119645529,0.05140036381340933
2.94,0.0065449246322041,0.0295368548829496,0.048166401887111215
2.95,0.0064379725656399,0.0143246198749362,0.05195567442015311
2.96,0.0063311059175952,0.0232263418575642,0.04755580256898382
2.97,0.0062243282367702,0.0433602107491499,0.05330528265740847
2.98,0.0061176430682957,0.0725656196928845,0.052724743275952154
2.99,0.0060110539536251,0.0261249057609348,0.054062862956257965
3.0,0.0059045644304034,0.0608793552194669,0.05518408909795984
3.01,0.0057981780323512,0.0137570640084163,0.05587023465745321
3.02,0.0056918982891396,0.0298019984625463,0.055231643195283654
3.03,0.0055857287262622,0.0479500001450748,0.05378924691604019
3.04,0.0054796728649386,0.0486895396151992,0.05394109011153132
3.0500000000000003,0.0053737342219611,0.084907000447989,0.055852246863994086
3.06,0.0052679163095842,0.0254661601224291,0.05783168247030105
3.0700000000000003,0.0051622226354103,0.1266312795039853,0.05918776040099446
3.08,0.005056656702268,0.0450410072033511,0.05870683250172049
3.09,0.0049512220080816,0.0793736102080171,0.056634158999920844
3.1,0.0048459220457569,0.0262992458184472,0.061386207661095024
3.11,0.0047407603030624,0.05751141635225,0.0604819110187849
3.12,0.0046357402624958,0.0601761197220147,0.061672622795415084
3.13,0.0045308654011894,0.1116611236246849,0.0622917929156228
3.14,0.0044261391907635,0.1054794190698667,0.06327056280580556
3.15,0.0043215650972205,0.0696711466846676,0.06071723767189301
3.16,0.004217146580826,0.0558927676073825,0.05701984260031842
3.17,0.004112887095975,0.0517039784021257,0.05727445586693195
3.18,0.0040087900910978,0.0332607248643965,0.05222263623918056
3.19,0.0039048590085161,0.029039476155092,0.05673052933054028
3.2,0.0038010972843338,0.1259179276455925,0.0555073295915698
3.21,0.003697508348327,0.0418891257309541,0.054952258878353144
3.22,0.00359409562381,0.0387620113176503,0.05402138399005664
3.23,0.0034908625275276,0.0428045709869086,0.05366672121559311
3.24,0.0033878124695352,0.0685041678389127,0.05275551734477962
3.25,0.0032849488530772,-0.0049302881969645,0.05171987237705749
3.26,0.0031822750744758,0.0072617039449229,0.050273963251486406
3.27,0.0030797945230059,0.0308130387213131,0.04735463881256942
3.28,0.0029775105807844,0.0205430673212059,0.04701300265212484
3.29,0.0028754266226532,0.1397067621219053,0.04914728233093805
3.3000000000000003,0.0027735460160577,0.053686415689637,0.05066065611036606
3.31,0.0026718721209378,0.0146427608408976,0.047089307054936136
3.3200000000000003,0.002570408289601,0.0379630436980233,0.048234376254195965
3.33,0.0024691578666274,0.0527282014582807,0.05070270964317956
3.34,0.0023681241887202,0.0925258423376016,0.05120071808962
3.35,0.0022673105846221,0.083730874747702,0.05022596372105156
3.36,0.0021667203749936,0.0393070550476747,0.05668244448619987
3.37,0.0020663568722878,-0.0054130456098742,0.05694691305561791
3.38,0.0019662233806394,0.0445296190327894,0.06135871359491331
3.39,0.001866323195751,0.0780805981194741,0.06229590226540809
3.4,0.001766659604796,0.0608203255230803,0.05562844060523631
3.41,0.0016672358862795,0.050919597481564,0.055874181191062515
3.42,0.0015680553099362,0.0659355789154103,0.05616754614647368
3.43,0.0014691211366185,0.0905970124863058,0.055034664968105704
3.44,0.001370436618181,0.0532627483621581,0.05651065555668154
3.45,0.0012720049973741,0.0480343260989754,0.054056454872436474
3.46,0.0011738295077307,0.1306558078711499,0.05466799668411489
3.47,0.0010759133734467,0.0128155439027018,0.05299928357743906
3.48,0.0009782598092783,0.1234608500465165,0.05710483339310568
3.49,0.00088087202042,0.0402240294015963,0.055716514418762055
3.5,0.0007837532024129,-0.0003099327417023,0.05627560345144412
3.51,0.0006869065410197,0.0588469679919874,0.057455189526878024
3.52,0.0005903352121111,0.0208034249045323,0.060395550883108426
3.53,0.0004940423815741,0.0141725389522957,0.059671190592896425
3.54,0.0003980312051898,0.0837240038183732,0.05776689477111722
3.5500000000000003,0.00030230482852,0.0409876279684555,0.05675131161752693
3.56,0.0002068663868121,0.0965732527929484,0.05459313458114411
3.5700000000000003,0.0001117190048749,0.0042640798074824,0.05088745849985175
3.58,1.6865796989562476e-05,0.0808035005191246,0.05463528098133189
3.59,-7.769013320169105e-05,0.0153749205715735,0.05019862035400603
3.6,-0.0001719456928228,0.0898214678057974,0.05274510787476011
3.61,-0.0002658977998531,0.0855916331071923,0.05538925707275768
3.62,-0.0003595433832354,0.1126671859624025,0.05560791022076404
3.63,-0.0004528793829811,0.0507240128209583,0.05484240457244147
3.64,-0.0005459027502707,0.0506068002289425,0.055839153996540346
3.65,-0.0006386104475841,0.0319355021367619,0.053540430214367225
3.66,-0.0007309994487808,0.0027126083349362,0.0509757801888283
3.67,-0.0008230667391972,0.0528366101640104,0.05231236841636745
3.68,-0.0009148093157884,0.0915198160137849,0.05530898266778615
3.69,-0.0010062241871916,0.0302909768726732,0.05655991861689185
3.7,-0.0010973083738513,0.0937002673374319,0.057578190506934156
3.71,-0.0011880589081109,0.0552172004162469,0.05688839139309223
3.72,-0.001278472834329,0.0634386841001211,0.05584558913838031
3.73,-0.0013685472089769,0.0047278062897579,0.055882952662659045
3.74,-0.0014582791007189,0.0351042768583723,0.055470487873066285
3.75,-0.0015476655905455,0.0354508043927377,0.05577872250200746
3.76,-0.0016367037718595,-0.0128700225678622,0.056192567594984026
3.77,-0.0017253907505676,0.1246416055712709,0.0594287918037594
3.78,-0.0018137236451942,0.0671929790872751,0.05924866622913786
3.79,-0.0019016995869841,0.1070731554503442,0.058154722475443274
3.8,-0.0019893157199718,0.0367586302624617,0.058189087496578716
3.81,-0.0020765692011176,0.0753356864151173,0.056059263107016935
3.82,-0.0021634572003936,0.0636927857582418,0.056156056386002684
3.83,-0.0022499769008643,0.1134518199722558,0.05594696439255064
3.84,-0.0023361254988002,0.0420622522395104,0.058083631103848725
3.85,-0.002421900203775,0.0570797274367072,0.05922431714915716
3.86,-0.0025072982387519,0.04062624908927,0.05957661212092715
3.87,-0.0025923168401886,0.0706733167192189,0.06311902118379001
3.88,-0.0026769532581377,0.049053973096958,0.056036978891806075
3.89,-0.0027612047563102,0.0685469971861989,0.05556659422026104
3.9,-0.0028450686122116,0.0310126423165172,0.050836781009691995
3.91,-0.0029285421172225,0.0489739551566345,0.04994472289707126
3.92,-0.0030116225766679,0.0572498592749476,0.04708526212317608
3.93,-0.0030943073099337,0.0590477522376284,0.04742750223485967
3.94,-0.0031765936505639,0.0495978072270176,0.04211468280688484
3.95,-0.003258478946333,0.0590586838098494,0.04214088581538784
3.96,-0.0033399605593537,0.0428489987999075,0.041619657851867706
3.97,-0.0034210358661662,0.0615205677522578,0.03959833907548051
3.98,-0.0035017022578021,-0.0240812825603917,0.038760280594487495
3.99,-0.003581957139917,0.0573149009848294,0.03550517278059401
4.0,-0.0036617979328523,0.0077470780283942,0.03503003221004012
4.01,-0.0037412220717347,0.0180254098974263,0.03658172436216636
4.0200000000000005,-0.0038202270065595,0.0152870101633185,0.0368391278832401
4.03,-0.0038988102022685,0.0708798281035972,0.03496697946447408
4.04,-0.0039769691388691,0.0018826119847843,0.0340201000031524
4.05,-0.0040547013114899,0.0426125154180733,0.03521398673394284
4.0600000000000005,-0.0041320042304754,0.0461339402027845,0.03421715211061484
4.07,-0.0042088754214797,-0.0018214452148612,0.03415769712857738
4.08,-0.004285312425542,0.0530740886183657,0.033455941278889144
4.09,-0.0043613127991865,-0.0193032909948052,0.03426724827209141
4.1,-0.0044368741144912,0.0585690452045672,0.02982029638409827
4.11,-0.0045119939591609,0.0635981775111683,0.03207058316587234
4.12,-0.0045866699366514,0.0543794290991829,0.03283805048578452
4.13,-0.0046608996662145,0.0179347424808613,0.033414788721310804
4.14,-0.0047346807829889,0.0391632835498731,0.03147709971956904
4.15,-0.0048080109380926,0.0746694285736169,0.03473187867661915
4.16,-0.0048808877986888,0.0381251567199613,0.035182918690498534
4.17,-0.0049533090480807,0.0416004441771208,0.03622820463978061
4.18,-0.0050252723857863,0.046783694908805,0.03547844147154308
4.19,-0.0050967755276076,-0.0070438357031442,0.03497137186703986
4.2,-0.00516781620572,-0.0360710886630265,0.03650449764774778
4.21,-0.0052383921687493,0.0550031004456497,0.03582327516673404
4.22,-0.0053085011818554,0.034142223615582,0.03503609209797921
4.23,-0.0053781410267933,0.0273985131093706,0.032640251340645396
4.24,-0.0054473095019907,0.0301883590670201,0.033848793494041754
4.25,-0.0055160044226537,0.0702329700828366,0.03127694891097222
4.26,-0.0055842236207998,0.0520843557095403,0.03154532852177315
4.2700000000000005,-0.0056519649453579,0.0680849451377082,0.03153756530338091
4.28,-0.0057192262622463,-0.0175664717478494,0.031444059017582106
4.29,-0.0057860054544223,0.0424256269237981,0.032534676613701415
4.3,-0.0058523004219823,0.0128923504000611,0.035357521219823454
4.3100000000000005,-0.0059181090822119,0.0442633731032785,0.037939057237161705
4.32,-0.0059834293696658,0.0470673330673171,0.03477685420542816
4.33,-0.0060482592362604,0.0040667731951727,0.038941016761190654
4.34,-0.0061125966513059,0.0433141277021848,0.03787031145972618
4.3500000000000005,-0.0061764396015906,-0.0148454526945871,0.03672654728968532
4.36,-0.0062397860914692,0.0803054004004365,0.035963491774463174
4.37,-0.0063026341429128,0.0379621291337241,0.0338613167593374
4.38,-0.0063649817955757,0.039636812175346,0.03116069586499991
4.39,-0.0064268271068673,0.0696866644273106,0.033284128322395225
4.4,-0.0064881681520273,0.0522359010254186,0.035264445534917845
4.41,-0.0065490030241838,0.0181411677010768,0.035623353524155764
4.42,-0.0066093298344088,-0.0114031632207548,0.032178686205278285
4.43,-0.0066691467118046,0.1215896372865944,0.034858983965028616
4.44,-0.0067284518035615,0.0049137017786164,0.03453650746545984
