time_s,bearing_vibration_g,vibration_rms
90.5,0.1887012371158017,0.18636130462474979
91.0,0.1977086383061379,0.18659409379159048
91.5,0.1707066757520448,0.1864791716351033
92.0,0.1813826550861342,0.18631004852033228
92.5,0.2358825081704607,0.18729480509511345
93.0,0.1656807832407875,0.18688307172771704
93.5,0.1806570377010141,0.1871321197387017
94.0,0.2039414778898174,0.18785954441611669
94.5,0.215011622534439,0.18852022883712102
95.0,0.1893093846799103,0.18886633514855486
95.5,0.1805505160498311,0.18852827475850914
96.0,0.2197363898991743,0.18904255317916796
96.5,0.207169769079224,0.18958131062685377
97.0,0.2147922821513906,0.19041330694187775
97.5,0.1964624620854977,0.19041168649791348
98.0,0.1721633300039975,0.19060696033298477
98.5,0.1633124067047668,0.190550649796336
99.0,0.1970769074088701,0.19079428510167065
99.5,0.1869752489459408,0.190633424434606
100.0,0.2106356270399973,0.19088167955246052
100.5,0.200331811940427,0.19138437650204573
101.0,0.1935019954073603,0.19170272034747265
101.5,0.2045999213610556,0.1918447359160484
102.0,0.2078354625880848,0.19278219277593375
102.5,0.2024268759996179,0.1931656227575394
103.0,0.1926888326072676,0.19333086416539952
103.5,0.2109000260965018,0.19373186780928323
104.0,0.2256239915829541,0.19435714733862194
104.5,0.1855417154052216,0.19464291785454604
105.0,0.2029725721521722,0.19517524644141726
105.5,0.2106296676874429,0.19574554755808038
106.0,0.1931978022167219,0.19583531502135576
106.5,0.1975746072105475,0.19630763922613761
107.0,0.1946781674310045,0.19653479884354916
107.5,0.1900482061816618,0.19637141477633174
108.0,0.1569296039426669,0.19604910024257297
108.5,0.1832921704347615,0.1959459841912585
109.0,0.1906567425314791,0.1960486971764432
109.5,0.2052875984553419,0.19590499137537593
110.0,0.2034657231499028,0.1953502775114092
110.5,0.2037842045061266,0.19543131930130553
111.0,0.1720332428637175,0.19523145221305327
111.5,0.2060049631695567,0.19609318715939997
112.0,0.180247340024173,0.19564013522590185
112.5,0.1708242756349579,0.1951572211989892
113.0,0.2007403515484899,0.19530108830241438
113.5,0.2079706856499086,0.19552055436264337
114.0,0.177634016513921,0.19562103571700104
114.5,0.1894751484753986,0.19554132040775923
115.0,0.1840663431997305,0.1951336867927804
115.5,0.1935828436185304,0.19522929834026181
116.0,0.1735807557896592,0.19476989087850258
116.5,0.1833799150737499,0.1950001509613432
117.0,0.1844037082618446,0.19505681243176082
117.5,0.1828455050386433,0.1939149259265003
118.0,0.211597009169155,0.19480621638993226
118.5,0.1835967240529066,0.19486117566206507
119.0,0.1765425308689233,0.194325450099663
119.5,0.1858158411630663,0.19372230417915626
120.0,0.1907324654024896,0.193750219976892
120.5,0.1783858355040843,0.1937101135468839
121.0,0.2134322272806136,0.1935690904619523
121.5,0.203503412580456,0.19349128997579848
122.0,0.1974956291068019,0.19312238419558803
122.5,0.2084103975165251,0.1933727053466293
123.0,0.1970417743594309,0.19384712570984194
123.5,0.1648684060360989,0.19387346679850465
124.0,0.19489438220037,0.19382933571587987
124.5,0.1973217671731846,0.1940343632084232
125.0,0.2142609100503516,0.19411373343903246
125.5,0.1891395219227439,0.1938890403999059
126.0,0.2105850527827671,0.19424474466964134
126.5,0.2174362451706263,0.1945234399491053
127.0,0.204389898221308,0.1944504093833372
127.5,0.1909767715762848,0.1942186176771994
128.0,0.1878502473384338,0.1941237904964596
128.5,0.2104232789398248,0.19411344297332675
129.0,0.196397672973032,0.19347699075183827
129.5,0.16693316099268,0.1931376840289249
130.0,0.1898764163654774,0.19287111956166839
130.5,0.1821200920576863,0.19228969338316323
131.0,0.1897517699292319,0.19222105256602104
131.5,0.1825551945496105,0.19192380394948905
132.0,0.1987402167697888,0.19200705252721859
132.5,0.1760722982348282,0.1917403736588792
133.0,0.2012892744141579,0.19256733969928058
133.5,0.173728182028229,0.19238994139149032
134.0,0.174513141826969,0.19208327988810786
134.5,0.1785732419724917,0.19154867398641337
135.0,0.1996996657679914,0.19146939083355324
135.5,0.1998642100017967,0.1913867331735429
136.0,0.1892505641613969,0.1917114718073619
136.5,0.2108668551278751,0.1918171633023633
137.0,0.1919866813726471,0.19204483794712984
137.5,0.2143508582776234,0.1929158545275693
138.0,0.2167660916394311,0.19326237068554947
138.5,0.1879085287072057,0.1928509790082047
139.0,0.2114876672774295,0.19353284965652373
139.5,0.2061351654426137,0.19387310640473118
140.0,0.1817821284939604,0.19382999731165887
140.5,0.1817554002828396,0.1936008316655909
141.0,0.2232282255261517,0.19461575799361513
141.5,0.2173254586700839,0.19531343142268404
142.0,0.1917967288907896,0.195455779259538
142.5,0.1996653670356782,0.1957846706143419
143.0,0.2123171698172133,0.19580026295631872
143.5,0.2051458563247759,0.19622763383236544
144.0,0.2094495744294719,0.19687387195844586
144.5,0.1834872870606025,0.19683018725191764
145.0,0.170167956725594,0.19645276230274292
145.5,0.1998993953777374,0.19686658694571788
146.0,0.1724234212065406,0.19606117276612417
146.5,0.1954147145160162,0.1958965260048725
147.0,0.1914358683506164,0.19577617900111075
147.5,0.1897533204005816,0.19539636854475045
148.0,0.1885506051167085,0.1952287331245563
148.5,0.217057789822997,0.19624705881540858
149.0,0.1932980196790042,0.19621547894513738
149.5,0.2029893455861876,0.1963310726046513
150.0,0.1897041976896162,0.19582514897479839
150.5,0.21050937436378,0.19626079009786773
151.0,0.2197127489405508,0.19646081105825952
151.5,0.2139790229162716,0.19638487801344376
152.0,0.2052102640423093,0.196401987647333
152.5,0.1896490084916305,0.19637625399886385
153.0,0.1943598006921717,0.19650290956783845
153.5,0.2102195006160115,0.19649854735090347
154.0,0.1936929934254657,0.1964448464736939
154.5,0.1779426520638032,0.19663803256176818
155.0,0.1728623105478236,0.19632392199649465
155.5,0.1972995345888693,0.19661706415375907
156.0,0.2091108376046152,0.1970093959198189
156.5,0.1991709460185822,0.19733108071033761
157.0,0.1816143324290357,0.1970007036889681
157.5,0.1765837107042521,0.19700985840194998
158.0,0.1968496976406295,0.19692011816190078
158.5,0.2001529790622353,0.19742119342367992
159.0,0.2215514719549365,0.19836262746276487
159.5,0.2119695032238265,0.19901905769272304
160.0,0.1914394174536052,0.1988566498909252
160.5,0.1647338571357678,0.19821149823051562
161.0,0.2096510003770622,0.19862163363858332
161.5,0.1983859417387904,0.19836430216906706
162.0,0.2211143881500175,0.19896997288905285
162.5,0.1729470744424066,0.19816240338103266
163.0,0.1857371977306824,0.1975311455858831
163.5,0.2136677333508934,0.19805413194063734
164.0,0.2055899824530171,0.19792989498368113
164.5,0.195601437758625,0.19771597722155584
165.0,0.1965983409543281,0.19799932059782122
165.5,0.1843128415568662,0.1980465978445846
166.0,0.1922980818920701,0.19739657836540864
166.5,0.1831224399859017,0.19670149620980382
167.0,0.2068653024651102,0.19700665972040374
167.5,0.2021311002063963,0.19705694210490043
168.0,0.1930050945135702,0.19665931493299293
168.5,0.1991946677602639,0.19653691769194923
169.0,0.1786779037844941,0.19592828636339035
169.5,0.1839381320742379,0.19593674090291668
170.0,0.1782472429101036,0.19608035433932308
170.5,0.2012754821653181,0.19610850666609142
171.0,0.2089422314919901,0.19681739451890454
171.5,0.1998688859396253,0.1969068307691674
172.0,0.1929037333937182,0.19693547973100003
172.5,0.1893686631858968,0.1969280745266009
173.0,0.2133500474181693,0.19743354521869794
173.5,0.1682019748608739,0.19647788980470224
174.0,0.185878944577148,0.1963346590253858
174.5,0.187315289759779,0.19602281806396962
175.0,0.1915300184279061,0.1960583242519909
175.5,0.1783023082948279,0.19541856830266532
176.0,0.1962235383052147,0.1949179738665051
176.5,0.2074541803821032,0.19477684880503568
177.0,0.1957593418413366,0.19458219389095321
177.5,0.1796743334909012,0.19439277911817435
178.0,0.2035992465525758,0.19458183624048994
178.5,0.2067093553508117,0.19450661011319614
179.0,0.2110281613825861,0.1948669791463265
179.5,0.1947855950791468,0.19518887359209694
180.0,0.1896223416467763,0.19549987584401451
180.5,0.1852285977593428,0.19526354497602272
181.0,0.1801183982237064,0.19468476544430138
181.5,0.2101429262270093,0.19491530871178106
182.0,0.233874496756926,0.19602614075679328
182.5,0.2165742571202893,0.19682657315318117
183.0,0.1964426879292528,0.1968184402509527
183.5,0.2037574575827739,0.19689239739685227
184.0,0.2095834166322251,0.19663015849232476
184.5,0.1971551332740296,0.1963216767305731
185.0,0.2033445647676795,0.19656093198704383
185.5,0.2083832361762307,0.19738775689556914
186.0,0.1784480010342016,0.19677329471893357
186.5,0.226057237626449,0.19736926653007192
187.0,0.1955906496946027,0.19682964706222122
187.5,0.2068145998078781,0.19748200354804152
188.0,0.1919705169814861,0.19760118719464853
188.5,0.214266237891213,0.19761414825166096
189.0,0.2056817145735251,0.1976160573580166
189.5,0.1999140904097038,0.1977023534193482
190.0,0.2250322213704202,0.19830782235536523
190.5,0.1979060724979475,0.19856964573343786
191.0,0.1885166385257786,0.19849711237379955
191.5,0.2022965417526075,0.19886906465388302
192.0,0.2017292624077977,0.19876351203191836
192.5,0.2084708489586958,0.1988944342588821
193.0,0.1683973624646746,0.19844679408521093
193.5,0.1992506260623667,0.19844791762359354
194.0,0.213801627207826,0.1991413640082302
194.5,0.1909836989056687,0.1992739661756976
195.0,0.2159281336265807,0.2000179271493462
195.5,0.1927602061332938,0.19985010564939548
196.0,0.1975023479009963,0.19961731176074288
196.5,0.2014058328062087,0.19964820538391506
197.0,0.1830777499270427,0.1994630746685717
197.5,0.1894306127461078,0.19946425114594155
198.0,0.2057912197952198,0.1993053515424025
198.5,0.1967923537038292,0.1998282504452875
199.0,0.1807835312828528,0.1997347334314796
199.5,0.2030278420393913,0.20004156937059822
200.0,0.2074953082795397,0.20035977784034498
200.5,0.1958534572191067,0.2006872637898595
201.0,0.198474749951016,0.20073153423197526
201.5,0.2122016897669875,0.20083076268032682
202.0,0.2072172587598744,0.20106053985543212
202.5,0.2214407549991895,0.2018920590913423
203.0,0.1968430936513358,0.20175800983002157
203.5,0.1854171317391665,0.2013437598576815
204.0,0.1831669145523634,0.2007975455712297
204.5,0.1781351919262329,0.2004880761503667
205.0,0.2100643453964943,0.20089518812948273
205.5,0.2133540679830022,0.2014524338684453
206.0,0.2227327124097416,0.20230281161539712
206.5,0.2020832729182767,0.20213851583134057
207.0,0.1930186260507946,0.20127383778792943
207.5,0.185701733218048,0.2006558553228422
208.0,0.2313640903370894,0.20139901819143546
208.5,0.2016461026916106,0.20135651345977498
209.0,0.2087679441313386,0.20133956996096997
209.5,0.2006915240930829,0.2014094368628203
210.0,0.2038372561900608,0.20141939717219173
210.5,0.219936601498742,0.2016649306855306
211.0,0.2039652952303099,0.2021482310585615
211.5,0.1914314478991138,0.201431849049088
212.0,0.2000886147027206,0.20152018469882493
212.5,0.212956926402721,0.20164809028907893
213.0,0.2405547905258234,0.20268752027277906
213.5,0.2028246697079356,0.20245193847718476
214.0,0.1831707553565154,0.20201910442165916
214.5,0.2105211678391851,0.20223448994325852
215.0,0.1890655085676539,0.2014966854320704
215.5,0.230969850684986,0.20219920723877322
216.0,0.1921743576116758,0.20226806130092903
216.5,0.2260724841580938,0.2027709697372958
217.0,0.1947318373133485,0.20263410875575733
217.5,0.2172757717687907,0.20281902118362413
218.0,0.1858985731980639,0.20312451233301143
218.5,0.1929232871015353,0.20300231320090922
219.0,0.2068601995522655,0.20285842179254432
219.5,0.2115812581688278,0.2032667616787705
220.0,0.1944498658921598,0.20283267052537293
220.5,0.2067505997134937,0.20310804637118954
221.0,0.1974468825470794,0.20310696782913273
221.5,0.2091901848931145,0.20326427344737544
222.0,0.2231268689098599,0.20406304810600276
222.5,0.2073387047639861,0.2044109469457779
223.0,0.2190398496019691,0.20468611047808447
223.5,0.2154125300853737,0.205060748012574
224.0,0.2035911408270778,0.20548781891946746
224.5,0.1986539030494028,0.20540230060871187
225.0,0.1890493672567769,0.20504587852818443
225.5,0.2150229787541712,0.20542964341873293
226.0,0.1914090584734675,0.20529550024562007
226.5,0.2334660127945085,0.2057566010141677
227.0,0.1987494973957707,0.205589460499914
227.5,0.2185805995069144,0.20552823572144419
228.0,0.1970397739788461,0.2055320049505615
228.5,0.2016950646683837,0.2058383656813805
229.0,0.1848959314594603,0.20586928018539893
229.5,0.204321158027339,0.2063551799794593
230.0,0.2027841921520444,0.20620947672682996
230.5,0.195623191747737,0.20585751817324172
231.0,0.2016203876199563,0.2054218493222641
231.5,0.1802145625203561,0.2050144603826759
232.0,0.1759865701754423,0.2047076711400708
232.5,0.1986354197948362,0.20495035630398167
233.0,0.2226343313903883,0.20475688660812308
233.5,0.2089801653350235,0.20490391355195375
234.0,0.1975399651913538,0.2046811507098933
234.5,0.2043217357686541,0.20475297099973977
235.0,0.21623298807937,0.20500712352421585
235.5,0.2119828707201622,0.20483948172086347
236.0,0.2112240096685088,0.20498655586089803
236.5,0.2001502746931221,0.20515304225873107
237.0,0.2179169536769443,0.2055159790559761
237.5,0.2355697984797278,0.2060089007698311
238.0,0.2000351863351274,0.20514048007874566
238.5,0.234490760846339,0.20581442605546746
239.0,0.1971049558849865,0.206071722302873
239.5,0.2186369025002017,0.20624066862140109
240.0,0.1862171450507105,0.2061888322994735
240.5,0.2178796821891672,0.2059036771034664
241.0,0.2093329189361151,0.20623799356390576
241.5,0.2056793972961377,0.20581062877519096
242.0,0.229687455243746,0.20653021979724362
242.5,0.1962596863890912,0.20610898515002732
243.0,0.2157439367015486,0.20668976049553664
243.5,0.2088078371414922,0.20699826921164155
244.0,0.1923025335691659,0.20671735752418463
244.5,0.1996369719985879,0.20647961579146448
245.0,0.2205741281614664,0.2070040474260468
245.5,0.1872253422249213,0.20663210306375926
246.0,0.1903338062182537,0.20649857080326578
246.5,0.2145179806499902,0.20660786131007228
247.0,0.1976120339880212,0.20608761894415042
247.5,0.2233836523849569,0.20642268536975794
248.0,0.2072627346396031,0.20617932181573093
248.5,0.22237738791492,0.2063271568048093
249.0,0.1958605871914247,0.20617743808426353
249.5,0.2007222369506502,0.20621749886754168
250.0,0.2249109403437585,0.2069361307159943
250.5,0.215040929906606,0.2069365037845249
251.0,0.193080345922255,0.20696755408729617
251.5,0.1959159329600869,0.20618705565099613
252.0,0.2315969341769393,0.20687149987885886
252.5,0.208849647282719,0.2066703447423335
253.0,0.1755201224321176,0.20628205014710804
253.5,0.2570770496810083,0.20751009233315895
254.0,0.1956197555171141,0.20770664429835278
254.5,0.2229401811951956,0.20808929299980022
255.0,0.2151964228247693,0.20833846331715397
255.5,0.1955004727691235,0.2083361594429078
256.0,0.2165690728958676,0.20863600596263285
256.5,0.1874397618312718,0.20876328819852158
257.0,0.2059364693302729,0.20931049096932772
257.5,0.2166212150918025,0.20966701229911347
258.0,0.1889192172172271,0.20900417352015505
258.5,0.1944879162611983,0.20872422319943237
259.0,0.2204239555264528,0.20918196623191254
259.5,0.206096708215945,0.20921678858363074
260.0,0.216412440182393,0.20922049949248986
260.5,0.1896527497981452,0.20879139342518813
261.0,0.2039749797007944,0.20864719065949974
261.5,0.2082278188818971,0.2088052298483762
262.0,0.2204756177274273,0.20885894282573167
262.5,0.2074903685812335,0.2082624317063598
263.0,0.1892554562123286,0.20806083605264672
263.5,0.2068006489384958,0.20747270502046308
264.0,0.2140902943969078,0.20780906895253332
264.5,0.1956271360252466,0.20734986559727953
265.0,0.2032476353174385,0.2076695025424671
265.5,0.2166137746287054,0.2076430150888698
266.0,0.2137683505513842,0.20773337346256984
266.5,0.2262599335895489,0.20816086402505254
267.0,0.1836980030875635,0.20724554976282755
267.5,0.2090026951028755,0.20749458580327113
268.0,0.2103565057259113,0.20738392272118328
268.5,0.2163253293790941,0.20753797269129096
269.0,0.2253895243654328,0.20820281836310994
269.5,0.2154773994933393,0.20851840531812793
270.0,0.2171046506259814,0.20844556848875406
270.5,0.1988617809431732,0.20866098965923863
271.0,0.1838488095813996,0.2085446646295999
271.5,0.2171534744179774,0.2085992101952097
272.0,0.2167049643095119,0.20897808738156104
272.5,0.2098710581094567,0.20869775538619997
273.0,0.2209607982227422,0.2089786347138316
273.5,0.2086385798975389,0.20869508104929793
274.0,0.2138835348709528,0.2090486373829103
274.5,0.2022640593830156,0.20907835722016754
275.0,0.2097001777682678,0.20876193170039065
275.5,0.2085181392126259,0.2086295482049236
276.0,0.2088520944889635,0.20893317575724998
276.5,0.2252005272156921,0.20952259168266799
277.0,0.2058177651309254,0.20898371390108042
277.5,0.2326383217179199,0.20948565809410657
278.0,0.2125746623819635,0.21017101232397709
278.5,0.2009300440243149,0.2089438677819087
279.0,0.208305512084203,0.20918896203190426
279.5,0.2471186176447905,0.20973156074347035
280.0,0.2195211563703986,0.20982118178545367
280.5,0.1977292594131368,0.20986294772862296
281.0,0.2079183927368007,0.2096878983713946
281.5,0.1989934849591417,0.20990071362010354
282.0,0.2179010167244035,0.21014216628752766
282.5,0.229188151246847,0.2104086006058139
283.0,0.2073908786044808,0.21075623199987298
283.5,0.2122171018727168,0.2110980821843176
284.0,0.2172484432195094,0.21103223360454765
284.5,0.2133569693225475,0.21117649131602087
285.0,0.198501698390165,0.2108242919696568
285.5,0.2108370319006047,0.21122633324185758
286.0,0.2174370869261638,0.21149474164465695
286.5,0.2037819836263146,0.21140811523975958
287.0,0.2260890175948476,0.21152665578248458
287.5,0.1986662335361549,0.21135715387086154
288.0,0.2041923251554777,0.2116350255778006
288.5,0.2198417878935911,0.21189776336095117
289.0,0.21793684874656,0.21197617421565612
289.5,0.1993155524438932,0.21204488368512378
290.0,0.2137703758602506,0.2122517282466829
290.5,0.2023224930066408,0.21196946341408293
291.0,0.2214133566867465,0.2121263603527174
291.5,0.2009595237676328,0.21161620025269862
292.0,0.1946286275966431,0.21181152739222228
292.5,0.1981101017207218,0.21160206249726565
293.0,0.1917980293292749,0.2112490599840962
293.5,0.2161306068417938,0.21124507370781653
294.0,0.2027038119951001,0.21078484082090493
294.5,0.2118259612003344,0.21071080580457874
295.0,0.2165763783517611,0.21069993272316345
295.5,0.1986057440193832,0.2106951027487294
296.0,0.2071376043030152,0.21112683005467484
296.5,0.1837902576836026,0.21049228707078002
297.0,0.2193860797150661,0.21054782621678816
297.5,0.1987268563372098,0.2103314459907709
298.0,0.2007171750820436,0.2099252042347518
298.5,0.1958734519645561,0.20967908435573457
299.0,0.2040378902279821,0.20948275418147216
299.5,0.2278140107824719,0.210006651740532
300.0,0.196173221039597,0.20974505747981106
300.5,0.2055123143795671,0.2096857150042135
301.0,0.2243770973574426,0.21000623030222398
301.5,0.2305029500090757,0.21012125883842392
302.0,0.2088374786944342,0.210180841698579
302.5,0.1976294939149069,0.2094629389171024
303.0,0.1971613884652202,0.20916121844186203
303.5,0.2345187182778763,0.2098593296298881
304.0,0.1896108028379116,0.20950455755536565
304.5,0.1967724219805025,0.20843511012729488
305.0,0.1939314135139493,0.20792689156250083
305.5,0.2173473523375901,0.20831815203108403
306.0,0.1992780131251479,0.20814919129120554
306.5,0.1982406592795487,0.20813482378951148
307.0,0.2166417128027959,0.20810853045135608
307.5,0.2259477286923481,0.2080376499463707
308.0,0.1941747202181735,0.20778238785825429
308.5,0.2038920676671349,0.20761560211767444
309.0,0.2106859003205564,0.2074802918181295
309.5,0.2000938291651473,0.20721582559053142
310.0,0.2125734934457748,0.2074947943737499
310.5,0.2245153277011368,0.20778158546715975
311.0,0.2049222376458793,0.2075270391863763
311.5,0.2034701843101514,0.20752092032976915
312.0,0.2122952675932406,0.20722932492729892
312.5,0.2151485533352116,0.20755819825513971
313.0,0.2040374046482916,0.2075551512244013
313.5,0.2015659092847788,0.20718375631650052
314.0,0.1998023061751088,0.20681779109071174
314.5,0.2393402410394417,0.20766497042673654
315.0,0.2035519368129553,0.20745951964186848
315.5,0.2044292037949469,0.20750082036895925
316.0,0.2204257533077634,0.20747978990212793
316.5,0.2377600527439283,0.20825648961698356
317.0,0.2151854793551843,0.20866062212236436
317.5,0.2106875572664743,0.20890688813955974
318.0,0.1805808517842376,0.20870684490855843
318.5,0.2154879492227197,0.2086935539316279
