time_s,battery_internal_resistance_ohm,resistance_slope
115.0,0.0442082649736635,-2.032365128801872e-06
115.5,0.0452817497344426,-3.274552455145005e-06
116.0,0.0465238947936867,-2.653978021501674e-06
116.5,0.0461111839256729,-2.3510525321027044e-06
117.0,0.0437992661844421,-3.4267163336688625e-06
117.5,0.0462021635145347,-3.3325136565946432e-06
118.0,0.0445481946529146,-3.1570656170208695e-06
118.5,0.0464182001642102,-2.9361454463849524e-06
119.0,0.0456436682485531,-2.894578708255256e-06
119.5,0.0495539002081681,-1.9316159560756326e-06
120.0,0.0459956695228947,-5.027314681267496e-07
120.5,0.0492529225094591,1.855070457444859e-06
121.0,0.0467105611428705,1.6962212116328104e-06
121.5,0.0455703603555146,1.0178099614338423e-06
122.0,0.0468445292331687,7.001968105926411e-07
122.5,0.0480452359004279,1.2976245447310608e-06
123.0,0.0464048939878091,3.127821904324594e-06
123.5,0.0456039930048265,2.328082999446264e-06
124.0,0.0480077454952664,3.3632782255925425e-06
124.5,0.043837874824924,1.9700357352765545e-06
125.0,0.0451800601147867,1.219979326694185e-06
125.5,0.0450807426595637,7.410374052561566e-07
126.0,0.0473623483333458,1.3711333369834545e-06
126.5,0.0434589385660404,-3.416489203313979e-07
127.0,0.0449529983568448,-6.742262083818094e-07
127.5,0.0481165438510952,1.737649264468496e-07
128.0,0.0458087947335551,-2.233636004638786e-07
128.5,0.0468946238515701,2.6489774089043677e-07
129.0,0.0447634862107563,-5.728451444291578e-07
129.5,0.0481416173999493,3.2681862279325e-07
130.0,0.0475800555310886,9.57709647188272e-07
130.5,0.0481316408415563,1.4271996587317305e-06
131.0,0.0458738827461786,1.2812790048331558e-06
131.5,0.0449846636963168,1.3425028835795137e-06
132.0,0.050167168795093,4.594765660240978e-06
132.5,0.0476003969247707,6.0417440914593604e-06
133.0,0.0447293712223998,5.138866038531389e-06
133.5,0.0438705220768257,3.4855169648411427e-06
134.0,0.0470074037801861,5.115371668335248e-06
134.5,0.0474143997018622,5.25202128466433e-06
135.0,0.0487587077962065,6.4492292124118695e-06
135.5,0.0477766205880419,7.120458569838825e-06
136.0,0.0431116369071674,6.773605190070574e-06
136.5,0.0463898650968231,7.0911332447033665e-06
137.0,0.0456520806851869,7.583509448192592e-06
137.5,0.0449412796454305,7.412434951149334e-06
138.0,0.0463390800441762,7.441881823804315e-06
138.5,0.0458837992723113,7.695298559684062e-06
139.0,0.0468669952745621,8.6211636787139e-06
139.5,0.0443002891179064,7.83948097559594e-06
140.0,0.0461630822405004,7.786937284776683e-06
140.5,0.0451811838504264,6.493011776016992e-06
141.0,0.0446743251536414,6.4562006803916986e-06
141.5,0.047144718946158,6.468882707397533e-06
142.0,0.0483490839370336,7.3927024324688225e-06
142.5,0.0441637732640092,6.398158439655177e-06
143.0,0.045182759958921,6.611974717130547e-06
143.5,0.0466396972163891,6.1094079606796105e-06
144.0,0.0442290590962891,5.8437614626652495e-06
144.5,0.0466029705381513,6.27407750621431e-06
145.0,0.044733682764784,5.2827716714202705e-06
145.5,0.0464215009987932,6.384556518237915e-06
146.0,0.0461489819866779,6.875347292502558e-06
146.5,0.0438234086512277,6.8557297344944546e-06
147.0,0.0447727041964416,5.920927343230186e-06
147.5,0.0476919879289111,6.758050748768927e-06
148.0,0.0485495904532316,7.217792547280689e-06
148.5,0.0452919425958967,7.289028946294728e-06
149.0,0.0454042227577621,6.204783470806163e-06
149.5,0.0489201827637938,6.837951675974189e-06
150.0,0.0451392379315545,5.951372256664863e-06
150.5,0.0464884398801096,6.472897993189937e-06
151.0,0.0460925440801928,5.792859708513887e-06
151.5,0.0463994640815224,4.73188547120575e-06
152.0,0.0469230212739422,5.33298040963325e-06
152.5,0.046738245913219,5.428643940157632e-06
153.0,0.0458852553451474,5.34019256913142e-06
153.5,0.0458585385124918,5.305603847470583e-06
154.0,0.046652774797316,6.890153499524895e-06
154.5,0.0458647189119992,5.865993268113302e-06
155.0,0.0442878739534314,4.11753789066807e-06
155.5,0.0429555647184609,2.968045357729819e-06
156.0,0.0459981985515153,3.5009641974402624e-06
156.5,0.0443726170472855,2.5989402673478077e-06
157.0,0.04318790515329,1.6594902829192775e-06
157.5,0.0497438531842834,2.8928572625172674e-06
158.0,0.0470660147210793,3.5347209141610744e-06
158.5,0.0440038168048086,3.1872456096661053e-06
159.0,0.0487093302514491,3.244089980711215e-06
159.5,0.0452056491507042,3.249048884312978e-06
160.0,0.044014468863152,2.2613617739186926e-06
160.5,0.0465471701830432,1.7801896795723478e-06
161.0,0.0459149047258556,8.487236951917129e-07
161.5,0.0443262088883294,3.7130844613461093e-07
162.0,0.0463000195656458,2.938633532816117e-07
162.5,0.0451405109912765,-2.964092606401147e-07
163.0,0.0485651970864526,9.896429774184355e-07
163.5,0.0477788617362735,2.8481203386484145e-06
164.0,0.045221383044421,3.3405382511142173e-06
164.5,0.0468341358205208,4.4145102536744e-06
165.0,0.0461077004439529,4.085497426807622e-06
165.5,0.0444504995734604,3.0537159903340315e-06
166.0,0.0491058737517854,3.8075389790590814e-06
166.5,0.0454716293235374,4.231917599372643e-06
167.0,0.0452318513094812,3.855945965074292e-06
167.5,0.0465594138360093,3.6826534090400466e-06
168.0,0.0473950047211932,3.2503159326472744e-06
168.5,0.0476531520221909,2.5375127767284496e-06
169.0,0.0455402594113398,2.558369814662061e-06
169.5,0.0467082634637003,2.348823669465394e-06
170.0,0.0464579678693837,2.1074944652986984e-06
170.5,0.0469288755817539,2.9868640564231876e-06
171.0,0.0465315711651675,2.7788082132735984e-06
171.5,0.0441282600008691,1.5191210351353426e-07
172.0,0.0446115714907772,-5.837607947794834e-07
172.5,0.0445012074740642,-9.302122199008307e-07
173.0,0.0476292068657566,-7.314180380329072e-08
173.5,0.0451221007497886,-1.3022195930706e-06
174.0,0.0473384006512782,-1.2615234864906036e-06
174.5,0.0457249431920116,-1.396629763110251e-06
175.0,0.0457344300593755,-2.3509196729988585e-06
175.5,0.0449220008565452,-3.200479217077325e-06
176.0,0.0472254152822496,-2.5738064999461445e-06
176.5,0.0484109873986783,-1.6355078857102235e-06
177.0,0.0470248594510582,-2.2573553906553942e-06
177.5,0.0456746506279797,-2.4499212077691762e-06
178.0,0.0469442008732718,-2.8091608469996714e-06
178.5,0.04639577935168,-2.6259444359605418e-06
179.0,0.0439588591265549,-3.7749977205923836e-06
179.5,0.0460613855185581,-2.400582965756953e-06
180.0,0.0460907862692762,-2.484818791529351e-06
180.5,0.0438310007955456,-2.134917154604246e-06
181.0,0.0463036589778806,-1.79382015074945e-06
181.5,0.045970175198514,-2.066776416860194e-06
182.0,0.0456932732387483,-1.921566590540979e-06
182.5,0.0439024216906268,-2.0038840768793157e-06
183.0,0.0455907681642566,-2.04898548100864e-06
183.5,0.0464389566137898,-2.0744547641549037e-06
184.0,0.047988098607745,-4.556014505724763e-07
184.5,0.0458022595364489,-1.4918974765985313e-06
185.0,0.0456665870234903,-2.0339556333001603e-06
185.5,0.0453283934125322,-2.7608721329538423e-06
186.0,0.0458949644288083,-2.296730448155388e-06
186.5,0.0473222700107,-2.872690332179937e-06
187.0,0.0464667281042753,-3.201254268800708e-06
187.5,0.0495319430826096,-9.44492392062069e-07
188.0,0.0439694883724346,-1.9657378498470567e-06
188.5,0.0446581703600439,-2.2333994041406283e-06
189.0,0.0480051092106959,-1.9979323534193024e-06
189.5,0.0475244446455667,-5.642170054475469e-07
190.0,0.0501186802063598,1.7098323626329663e-06
190.5,0.0470655835768556,2.9363995246753143e-06
191.0,0.0493623241620933,4.170798878647242e-06
191.5,0.0446249772541175,3.049768446126508e-06
192.0,0.0465518590316772,4.9049912998267325e-06
192.5,0.0457830200051486,5.389144562100091e-06
193.0,0.0457482525341966,4.665239330065183e-06
193.5,0.0470122354507222,4.09570404673671e-06
194.0,0.0457742100400799,4.3107865684376914e-06
194.5,0.0464021974963402,4.964939168956928e-06
195.0,0.0472713884911662,6.550126605960893e-06
195.5,0.0476077626082214,7.871999251492548e-06
196.0,0.046531701665813,6.7903141444968065e-06
196.5,0.0468523212425881,7.194771169132979e-06
197.0,0.0459310479983051,6.905331596195548e-06
197.5,0.0485220341655032,7.385954157641834e-06
198.0,0.0461323792612686,7.441559028985451e-06
198.5,0.0462606971480573,7.360328900322192e-06
199.0,0.0421981840464641,6.01086438535151e-06
199.5,0.0452546458806613,4.87837721523256e-06
200.0,0.0466832910615524,5.11229754158634e-06
200.5,0.0460419160247453,4.66501170007809e-06
201.0,0.0465995318995636,4.2292020806816184e-06
201.5,0.0476511812645223,5.252568479871943e-06
202.0,0.0475638141457727,6.742351130635674e-06
202.5,0.0479460589628875,6.637005930101331e-06
203.0,0.0499243144785506,7.750999659529163e-06
203.5,0.0439791069729628,6.987524835409648e-06
204.0,0.0471885783321609,6.555882290265537e-06
204.5,0.0459062024120002,6.5712204781390945e-06
205.0,0.0457990723305287,5.761714010063757e-06
205.5,0.0470705224684247,6.179368433693119e-06
206.0,0.045835338045145,5.967604877687074e-06
206.5,0.0478776962431605,5.624837570925544e-06
207.0,0.0450198257504368,4.471838988217044e-06
207.5,0.0487346774475944,6.078776652757103e-06
208.0,0.0494169694912762,8.320748971105027e-06
208.5,0.0478181091627399,8.527251715491444e-06
209.0,0.0462649217574177,8.121573979353458e-06
209.5,0.0485078159778947,1.0114028665492779e-05
210.0,0.0474298203619384,1.0075262192426395e-05
210.5,0.0462788033757591,1.0111852513439881e-05
211.0,0.0506545622722825,1.1791720804816138e-05
211.5,0.047348370446442,1.220266922849875e-05
212.0,0.0444859514291375,1.1644191804878767e-05
212.5,0.0473245413511623,1.2197973988741988e-05
213.0,0.0465081922187369,1.2051950643155126e-05
213.5,0.0497707752984614,1.3238550313015695e-05
214.0,0.0491691939871528,1.4483105191036652e-05
214.5,0.0462900070981263,1.418932115560178e-05
215.0,0.0461786827118761,1.318404181381624e-05
215.5,0.0453552945203526,1.1265594093186458e-05
216.0,0.0469486308629909,1.1267301449193338e-05
216.5,0.0463614544754427,1.0336755812794325e-05
217.0,0.0487807467246976,9.894327280470585e-06
217.5,0.0462101142099371,1.1105412045427392e-05
218.0,0.0464033327884999,1.1295738545053074e-05
218.5,0.0477517061893601,1.076120863346561e-05
219.0,0.045063955771562,1.1067115726379823e-05
219.5,0.0493397823289529,1.1693075239945076e-05
220.0,0.0468888137167248,1.0777030635150008e-05
220.5,0.0468523331006123,1.0890109499631702e-05
221.0,0.0482999735710846,1.1333609816406652e-05
221.5,0.0487814363861551,1.1291978321813371e-05
222.0,0.0460443329282562,1.0917703329302261e-05
222.5,0.0471495243748751,1.0514706265549741e-05
223.0,0.0474851394186067,1.1675384390883596e-05
223.5,0.0460747638890084,1.1930370627689611e-05
224.0,0.0459762710443029,1.1081921297652465e-05
224.5,0.044509891499352,1.0299914581890931e-05
225.0,0.0467403297204705,1.0150493310919931e-05
225.5,0.0481187024051529,9.869951078752309e-06
226.0,0.0474698417991717,1.125184880006113e-05
226.5,0.0427217050336956,9.156075200429427e-06
227.0,0.0461729978653804,8.404806621456667e-06
227.5,0.0483919282208898,9.121714599549652e-06
228.0,0.045342738548012,8.916988774131801e-06
228.5,0.0479217701371143,9.900696572126428e-06
229.0,0.045934912299208,9.173753196936407e-06
229.5,0.0468867202405018,9.328136058199728e-06
230.0,0.0465847885792799,9.25134818485886e-06
230.5,0.0444921248010738,8.50680283589647e-06
231.0,0.0471802856804185,8.72305619447074e-06
231.5,0.047644074669855,8.116658014161312e-06
232.0,0.0455408678906107,6.819821102727892e-06
232.5,0.0443492401086152,4.9777506859140025e-06
233.0,0.0470084035136656,5.549848983339928e-06
233.5,0.0469559480502541,5.051176972154011e-06
234.0,0.0487212805954037,6.200463730161116e-06
234.5,0.047822893047384,6.290988662090585e-06
235.0,0.0479579343999054,6.426731776498945e-06
235.5,0.0474644800395227,6.001769247775439e-06
236.0,0.0455230011709448,5.72470657940187e-06
236.5,0.0494379931088904,7.575371860629095e-06
237.0,0.0447683612516686,6.90689802076499e-06
237.5,0.047104796314804,6.652249798372118e-06
238.0,0.0431816348522213,5.299952691540843e-06
238.5,0.0487788982250099,6.0562758683795776e-06
239.0,0.0452967578305353,4.333231408822306e-06
239.5,0.0474601677360354,4.378280826544709e-06
240.0,0.0477253360289192,4.535542735603703e-06
240.5,0.0464310734253181,3.1971438638122117e-06
241.0,0.0444579008800485,2.0642591315999466e-06
241.5,0.0479951246562523,2.265736536551806e-06
242.0,0.0475985721712064,2.1729407913973155e-06
242.5,0.0478519965109399,1.4191750526346037e-06
243.0,0.0448297962651533,9.85260039892006e-08
243.5,0.0478284686266597,3.7866436145174747e-07
244.0,0.0462726686012143,6.571600847551436e-07
244.5,0.0489560404760277,1.137980919139551e-06
245.0,0.0488484717766363,1.4954438426452592e-06
245.5,0.0485034006796848,1.5461192914325983e-06
246.0,0.0465440292101673,1.0031419642021615e-06
246.5,0.0462971222469293,9.533374865480576e-07
247.0,0.0487071921525348,1.5470778509566755e-06
247.5,0.0463790192213823,2.451108879559635e-06
248.0,0.0466661022545543,1.1585002413066142e-06
248.5,0.0460154519819662,-1.3233775211513338e-07
249.0,0.0496773829577656,1.4868694791493184e-06
249.5,0.0465100800276398,1.5837001267629029e-06
250.0,0.0470691596689091,3.0086150489893004e-06
250.5,0.0475965079625233,3.3898074760595665e-06
251.0,0.0455811844471115,3.899551412638618e-06
251.5,0.0454284845667059,2.3819740692562204e-06
252.0,0.047304532356429,2.4436569781012937e-06
252.5,0.0463965954353587,1.8018904721721404e-06
253.0,0.0463386471118103,1.1173089605207056e-06
253.5,0.0490104450510367,2.0637611960469793e-06
254.0,0.0452879787413365,9.379480494545506e-07
254.5,0.0461406981666347,4.317354182291607e-07
255.0,0.0469971809295138,6.464636780934176e-07
255.5,0.0434668167891324,-4.5439820517181576e-07
256.0,0.048089331215339,-6.84980413320995e-08
256.5,0.0458466267261183,-4.854387849389323e-07
257.0,0.0497190714286364,3.1769910911762015e-07
257.5,0.0473201953960662,1.1919080202399857e-06
258.0,0.046698907684955,8.136764719696065e-07
258.5,0.0457726207796053,1.0266231975981525e-07
259.0,0.0473617968040698,-1.6552161481823768e-06
259.5,0.0461034095985579,-2.684722579987594e-06
260.0,0.0469722890597086,-2.7608114295682674e-06
260.5,0.0465943875558831,-3.2645503048639916e-06
261.0,0.0492170816719329,-2.4540757708918794e-06
261.5,0.0506506081048002,-6.275441526558326e-07
262.0,0.0458500796673139,-8.422416444628411e-07
262.5,0.0469557148845105,-4.2755625317250235e-07
263.0,0.047901768497919,1.2161380468874557e-06
263.5,0.0468667445344552,-5.180341896324414e-08
264.0,0.0486555136011092,7.478788330543331e-07
264.5,0.0486119775809739,9.805698243129458e-07
265.0,0.0481600202923558,9.626975558255958e-07
265.5,0.0474119046157919,1.1535127144191587e-06
266.0,0.0466942703890218,5.264288783003281e-07
266.5,0.0474507720008822,1.0641174884745356e-06
267.0,0.0465349792988352,2.5558398535877668e-08
267.5,0.0474891371609689,9.316188441662804e-07
268.0,0.0490091975818473,2.7611309459645817e-06
268.5,0.0483394639208691,3.6449354931048707e-06
269.0,0.0465677944370455,3.1404246914873984e-06
269.5,0.0472302880443484,3.8499606798812105e-06
270.0,0.0443791653811122,2.937279810893714e-06
270.5,0.0480469410362746,3.0777747096616586e-06
271.0,0.0452015669293323,3.868769755774059e-06
271.5,0.0448889154516123,3.179284400158629e-06
272.0,0.044870019040741,1.2963742789422844e-06
272.5,0.0473692155670814,1.6362075148208853e-06
273.0,0.0477001952307633,1.7694951104565417e-06
273.5,0.0451826765931127,2.2250406015791788e-06
274.0,0.0477178581413416,3.5072805262786846e-06
274.5,0.0440267645517712,2.0646121967958987e-06
275.0,0.0480711840065664,2.2621346773590334e-06
275.5,0.0463101574849216,1.3728555403117732e-06
276.0,0.0494420424575062,2.4405813455094013e-06
276.5,0.0474864881866521,2.4361975447829694e-06
277.0,0.0482200723658464,3.7436437741333562e-06
277.5,0.0453665390863122,2.795740167269978e-06
278.0,0.0443073717556677,1.497206953859447e-06
278.5,0.0462951242503759,1.601158810384895e-06
279.0,0.0479523918881588,1.2707409614464459e-06
279.5,0.0458698702441952,1.856282781857945e-06
280.0,0.0459944989490061,1.4876036076256133e-06
280.5,0.0463117608899213,1.240907369551016e-06
281.0,0.0479718712789511,2.292213692914744e-06
281.5,0.0487153846350803,3.855330887127934e-06
282.0,0.0482909666557945,4.09348400592429e-06
282.5,0.0442222016242326,3.0990927078509437e-06
283.0,0.0481018323431784,3.8691993657027005e-06
283.5,0.0494499109808241,4.5994856643259834e-06
284.0,0.0471219926020982,4.302998522219449e-06
284.5,0.043763769503301,1.9947330732459184e-06
285.0,0.0462804010971292,1.6687387139766647e-06
285.5,0.04886809470563,2.9943815916847443e-06
286.0,0.0489913900622853,4.093137982544465e-06
286.5,0.045958824387841,1.9331855727658806e-06
287.0,0.0481752631015494,2.116758410771961e-06
287.5,0.0457625172797927,2.221746936517445e-06
288.0,0.0472952422338554,1.6971818161673866e-06
288.5,0.0509124487545362,3.737396857185213e-06
289.0,0.0452247566907722,2.571741659959429e-06
289.5,0.0456366095369314,1.9811248709784537e-06
290.0,0.0469184889298007,1.8020301951676062e-06
290.5,0.0448626700056482,-1.0816445230158834e-07
291.0,0.0474500059140898,1.7769392160645855e-07
291.5,0.0451226215557457,-3.0518064214978855e-07
292.0,0.0463790316600827,-1.135066497121361e-06
292.5,0.0486361263081476,-1.5387735412058178e-06
293.0,0.0467979455517225,-1.6145359724784637e-06
293.5,0.0483158734048587,-1.0836339847837127e-06
294.0,0.0471378573820002,-3.0722369604820367e-07
294.5,0.0464940329395556,-1.6333356681873354e-07
295.0,0.0464974621096177,4.7942475002938426e-08
295.5,0.0482842413161434,8.003661400995896e-07
296.0,0.0478739036083596,5.617881631467574e-07
296.5,0.0506982498126501,3.1189231451742206e-06
297.0,0.0473915436773406,2.338868050692445e-06
297.5,0.0482877837582921,2.892637692029635e-06
298.0,0.0467320169669312,1.1469255636907461e-06
298.5,0.045931968676109,1.3977491575201933e-06
299.0,0.0484397891817648,1.2415497342634765e-06
299.5,0.0496828325205703,2.4861722194061283e-06
300.0,0.0454136472049255,2.0626475460940802e-06
300.5,0.0477372210123981,2.071524031548057e-06
301.0,0.046603780329112,7.739014043452322e-07
301.5,0.0467294001683207,9.995133034583484e-07
302.0,0.0478046952372036,1.5116336805295003e-06
302.5,0.0484107557525364,2.3792415925001375e-06
303.0,0.046203239303062,1.0609400464849425e-06
303.5,0.0469131685706334,1.286405611058507e-06
304.0,0.048123721017925,1.3647586617802166e-06
304.5,0.0463606683105454,1.8291892867803792e-06
305.0,0.0500956814430499,3.809841505199492e-06
305.5,0.0456596967912701,3.803792579004926e-06
306.0,0.0505903346209998,5.031681293282216e-06
306.5,0.0476801424998774,4.925167563684697e-06
307.0,0.0482883774617398,6.073020034983357e-06
307.5,0.0494440570900515,6.723110788388882e-06
308.0,0.0490122831601825,7.294119222265378e-06
308.5,0.0487467150766356,7.4657122566824205e-06
309.0,0.0472876397518414,8.554039641512068e-06
309.5,0.0477965590156808,8.538461283802061e-06
