time_s,ego_speed_mps,target_speed_mps,decel_cmd_mps2
6.5,8.779678503631732,8.779678503631732,0.0
6.6000000000000005,8.73409602146199,8.73409602146199,0.0
6.7,8.841281690109735,8.841281690109735,0.0
6.800000000000001,8.83295127656364,8.83295127656364,0.0
6.9,9.015049211061235,9.015049211061235,0.0
7.0,8.996316071926213,8.996316071926213,0.0
7.1000000000000005,8.972123847274753,8.972123847274753,0.0
7.2,8.934688100766325,8.934688100766325,0.0
7.300000000000001,8.908817832395712,8.908817832395712,0.0
7.4,8.958284027403545,8.958284027403545,0.0
7.5,8.839605305980522,8.839605305980522,0.0
7.6,9.012419731343494,9.012419731343494,0.0
7.7,9.027434344089482,9.027434344089482,0.0
7.800000000000001,9.249343391721911,9.249343391721911,0.0
7.9,8.931444211041077,8.931444211041077,0.0
8.0,8.960643265368873,8.960643265368873,0.0
8.1,9.036777276769865,9.036777276769865,0.0
8.200000000000001,9.034417386473796,9.034417386473796,0.0
8.3,8.9446445482258,8.9446445482258,0.0
8.4,9.248005438475351,9.248005438475351,0.0
8.5,8.930378584702817,8.930378584702817,0.0
8.6,9.194964046253858,9.194964046253858,0.0
8.700000000000001,9.216101582757036,9.216101582757036,0.0
8.8,9.140224712489871,9.140224712489871,0.0
8.9,8.852114615572749,8.852114615572749,0.0
9.0,9.198148880551496,9.198148880551496,0.0
9.1,8.976961971115607,8.976961971115607,0.0
9.2,8.945214256804674,8.945214256804674,0.0
9.3,9.147289890982218,9.147289890982218,0.0
9.4,9.210207533501531,9.210207533501531,0.0
9.5,9.16699317870104,9.16699317870104,0.0
9.6,9.031437777412757,9.031437777412757,0.0
9.7,9.175756322186407,9.175756322186407,0.0
9.8,9.378742439203368,9.378742439203368,0.0
9.9,9.089987951010576,9.089987951010576,0.0
10.0,9.230316207320293,9.230316207320293,0.0
10.1,9.23117900370743,9.23117900370743,0.0
10.2,9.098006033527184,9.098006033527184,0.0
10.3,9.127978546041453,9.127978546041453,0.0
10.4,9.230502310932447,9.230502310932447,0.0
10.5,9.11912722324165,9.11912722324165,0.0
10.6,9.226925402000855,9.226925402000855,0.0
10.7,9.172354969954023,9.172354969954023,0.0
10.8,9.321219601949064,9.321219601949064,0.0
10.9,9.19052169952348,9.19052169952348,0.0
11.0,9.20393092552717,9.20393092552717,0.0
11.1,9.164131736423492,9.164131736423492,0.0
11.2,9.431718828765254,9.431718828765254,0.0
11.3,9.440235115467257,9.440235115467257,0.0
11.4,9.294582950279755,9.294582950279755,0.0
11.5,9.327048416203372,9.327048416203372,0.0
11.6,9.235210322813527,9.235210322813527,0.0
11.7,9.329448651410145,9.329448651410145,0.0
11.8,9.334696409024666,9.334696409024666,0.0
11.9,9.20827250145711,9.20827250145711,0.0
12.0,9.183082370268869,9.183082370268869,0.0
12.1,9.434723377201768,9.434723377201768,0.0
12.2,9.38279179898801,9.38279179898801,0.0
12.3,9.582882974910884,9.582882974910884,0.0
12.4,9.399328131109588,9.399328131109588,0.0
12.5,9.316288373579097,9.316288373579097,0.0
12.6,9.40028197716018,9.40028197716018,0.0
12.7,9.533676900401504,9.533676900401504,0.0
12.8,9.344491985154216,9.344491985154216,0.0
12.9,9.337090248406229,9.337090248406229,0.0
13.0,9.37500961943238,9.37500961943238,0.0
13.1,9.340241404598071,9.340241404598071,0.0
13.2,9.408286542223044,9.408286542223044,0.0
13.3,9.603328857462586,9.603328857462586,0.0
13.4,9.394107588447005,9.394107588447005,0.0
13.5,9.327179982954512,9.327179982954512,0.0
13.6,9.414567313175796,9.414567313175796,0.0
13.7,9.519994033628718,9.519994033628718,0.0
13.8,9.58376732821391,9.58376732821391,0.0
13.9,9.462049135890211,9.462049135890211,0.0
14.0,9.333172885722844,9.333172885722844,0.0
14.1,9.590060911894373,9.590060911894373,0.0
14.2,9.490158386239502,9.490158386239502,0.0
14.3,9.64027578902824,9.64027578902824,0.0
14.4,9.473462406570212,9.473462406570212,0.0
14.5,9.359524927419349,9.359524927419349,0.0
14.6,9.5293076645264,9.5293076645264,0.0
14.7,9.55839177531626,9.55839177531626,0.0
14.8,9.672360868360949,9.672360868360949,0.0
14.9,9.458775646364325,9.458775646364325,0.0
15.0,9.607806695487412,9.607806695487412,0.0
15.1,9.668669353307289,9.668669353307289,0.0
15.2,9.47157215436832,9.47157215436832,0.0
15.3,9.505869533435964,9.505869533435964,0.0
15.4,9.756779233155685,9.756779233155685,0.0
15.5,9.671840127028476,9.671840127028476,0.0
15.6,9.656506375737743,9.656506375737743,0.0
15.7,9.650265079584225,9.650265079584225,0.0
15.8,9.770184987337675,9.770184987337675,0.0
15.9,9.71765791890446,9.71765791890446,0.0
16.0,9.457359903070572,9.457359903070572,0.0
16.1,9.905352341976856,9.905352341976856,0.0
16.2,9.49002487607857,9.49002487607857,0.0
16.3,9.892932941097214,9.892932941097214,0.0
16.400000000000002,9.63765967107349,9.63765967107349,0.0
16.5,9.920699293692069,9.920699293692069,0.0
16.6,9.948028415749963,9.948028415749963,0.0
16.7,9.604811660777822,9.604811660777822,0.0
16.8,9.806109228940626,9.806109228940626,0.0
16.900000000000002,9.934192046060462,9.934192046060462,0.0
17.0,9.869118806387934,9.869118806387934,0.0
17.1,9.622337525007906,9.622337525007906,0.0
17.2,9.853392731716902,9.853392731716902,0.0
17.3,9.675752248019744,9.675752248019744,0.0
17.400000000000002,9.81644593019353,9.81644593019353,0.0
17.5,9.64622254045339,9.64622254045339,0.0
17.6,9.83415978721406,9.83415978721406,0.0
17.7,9.925588727591098,9.925588727591098,0.0
17.8,9.571361895478349,9.571361895478349,0.0
17.900000000000002,9.7976227778226,9.7976227778226,0.0
18.0,9.612526437871486,9.612526437871486,0.0
18.1,9.834801340822557,9.834801340822557,0.0
18.2,9.863731624207723,9.863731624207723,0.0
18.3,10.181295554051529,10.181295554051529,0.0
18.4,9.716785219487626,9.716785219487626,0.0
18.5,9.799085924913088,9.799085924913088,0.0
18.6,9.776374646234968,9.776374646234968,0.0
18.7,9.741971961692071,9.741971961692071,0.0
18.8,9.689810420304704,9.689810420304704,0.0
18.9,9.719639777702062,9.719639777702062,0.0
19.0,10.15678240378417,10.15678240378417,0.0
19.1,9.784089384730096,9.784089384730096,0.0
19.200000000000003,9.926927727623257,9.926927727623257,0.0
19.3,9.771484073826668,9.771484073826668,0.0
19.4,9.794249025610435,9.794249025610435,0.0
19.5,9.944696389754808,9.944696389754808,0.0
19.6,9.928197406944877,9.928197406944877,0.0
19.700000000000003,10.04826015898404,10.04826015898404,0.0
19.8,9.868960302485087,9.868960302485087,0.0
19.9,9.803375791093796,9.803375791093796,0.0
20.0,9.809652733251836,9.809652733251836,0.0
20.1,9.730885651253876,9.730885651253876,0.0
20.200000000000003,9.861860299826189,9.861860299826189,0.0
20.3,10.04060951294627,10.04060951294627,0.0
20.4,10.008440108343368,10.008440108343368,0.0
20.5,10.021915953767024,10.021915953767024,0.0
20.6,9.944422892756544,9.944422892756544,0.0
20.700000000000003,10.027488178664829,10.027488178664829,0.0
20.8,9.87673972738819,9.87673972738819,0.0
20.9,9.940564956387531,9.940564956387531,0.0
21.0,9.664838418766688,9.664838418766688,0.0
21.1,9.903908012012035,9.903908012012035,0.0
21.200000000000003,9.814334725928354,9.814334725928354,0.0
21.3,9.910920643689796,9.910920643689796,0.0
21.4,10.089391815319171,10.089391815319171,0.0
21.5,9.958199809335335,9.958199809335335,0.0
21.6,9.864357161018876,9.864357161018876,0.0
21.700000000000003,9.923016580784576,9.923016580784576,0.0
21.8,10.017708296485646,10.017708296485646,0.0
21.9,10.048847092757685,10.048847092757685,0.0
22.0,10.003707965161352,10.003707965161352,0.0
22.1,10.022975977480138,10.022975977480138,0.0
22.200000000000003,10.033315535070164,10.033315535070164,0.0
22.3,9.992612837078546,9.992612837078546,0.0
22.4,10.02461141891354,10.02461141891354,0.0
22.5,9.906812677878822,9.906812677878822,0.0
22.6,10.049182231696223,10.049182231696223,0.0
22.700000000000003,9.80146272440057,9.80146272440057,0.0
22.8,9.998995585211476,9.998995585211476,0.0
22.9,9.82928103773227,9.82928103773227,0.0
23.0,9.83535674984683,9.83535674984683,0.0
23.1,10.100523025963636,10.100523025963636,0.0
23.200000000000003,10.087845973740915,10.087845973740915,0.0
23.3,9.875677947308722,9.875677947308722,0.0
23.4,10.117015237520665,10.117015237520665,0.0
23.5,10.020625959932072,10.020625959932072,0.0
23.6,10.253812520665209,10.253812520665209,0.0
23.700000000000003,9.90774997067754,9.90774997067754,0.0
23.8,9.896361099419632,9.896361099419632,0.0
23.9,9.948648706750603,9.948648706750603,0.0
24.0,10.11736386734329,10.11736386734329,0.0
24.1,9.938820524028124,9.938820524028124,0.0
24.200000000000003,9.943913325792384,9.943913325792384,0.0
24.3,9.96935947635308,9.96935947635308,0.0
24.4,9.905441965295408,9.905441965295408,0.0
24.5,10.031732527756224,10.031732527756224,0.0
24.6,9.9250667604355,9.9250667604355,0.0
24.700000000000003,9.84126350178671,9.84126350178671,0.0
24.8,9.825885037760566,9.825885037760566,0.0
24.9,10.257071603912683,10.257071603912683,0.0
25.0,9.981859740329586,9.981859740329586,0.0
25.1,10.006752611438378,10.006752611438378,0.0
25.200000000000003,9.79854378657334,9.79854378657334,0.0
25.3,10.154114668997806,10.154114668997806,0.0
25.4,10.026618370515266,10.026618370515266,0.0
25.5,9.861376876974804,9.861376876974804,0.0
25.6,10.10355750422137,10.10355750422137,0.0
25.700000000000003,10.044085479036546,10.044085479036546,0.0
25.8,10.076527272913076,10.076527272913076,0.0
25.9,10.04732821552914,10.04732821552914,0.0
26.0,10.064724745314804,10.064724745314804,0.0
26.1,10.0060263198092,10.0060263198092,0.0
26.200000000000003,10.013981288361574,10.013981288361574,0.0
26.3,9.91500520564222,9.91500520564222,0.0
26.4,10.203737383652932,10.203737383652932,0.0
26.5,10.27442651053032,10.27442651053032,0.0
26.6,10.07744004754573,10.07744004754573,0.0
26.700000000000003,10.05275873806572,10.05275873806572,0.0
26.8,9.93337144881899,9.93337144881899,0.0
26.9,9.84327280188992,9.84327280188992,0.0
27.0,10.066686588115052,10.066686588115052,0.0
27.1,10.252517649262169,10.252517649262169,0.0
27.200000000000003,9.84055372016778,9.84055372016778,0.0
27.3,10.143934471285611,10.143934471285611,0.0
27.4,10.042607940263755,10.042607940263755,0.0
27.5,10.152451718243457,10.152451718243457,0.0
27.6,10.078202769060193,10.078202769060193,0.0
27.700000000000003,9.86215764683595,9.86215764683595,0.0
27.8,9.969527920644884,9.969527920644884,0.0
27.9,10.071798891924336,10.071798891924336,0.0
28.0,10.023487826094785,10.023487826094785,0.0
28.1,10.085148529976795,10.085148529976795,0.0
28.200000000000003,9.70159914600769,9.70159914600769,0.0
28.3,10.178783701145102,10.178783701145102,0.0
28.4,9.795153389655496,9.795153389655496,0.0
28.5,10.178766376771696,10.178766376771696,0.0
28.6,9.792580061648474,9.792580061648474,0.0
28.700000000000003,9.966242093262045,9.966242093262045,0.0
28.8,9.94337274259787,9.94337274259787,0.0
28.9,9.77450585910711,9.77450585910711,0.0
29.0,9.910254659403265,9.910254659403265,0.0
29.1,10.012105607418864,10.012105607418864,0.0
29.200000000000003,10.24375734473318,10.24375734473318,0.0
29.3,10.104959593628704,10.104959593628704,0.0
29.4,9.852623946266824,9.852623946266824,0.0
29.5,9.797498216978418,9.797498216978418,0.0
29.6,9.82497338631621,9.82497338631621,0.0
29.700000000000003,9.890883369216333,9.890883369216333,0.0
29.8,9.98782049461744,9.98782049461744,0.0
29.9,9.825324330726955,9.825324330726955,0.0
30.0,9.94113656021046,9.94113656021046,0.0
30.1,9.776153644688623,9.776153644688623,0.0
30.200000000000003,9.827669318632733,9.827669318632733,0.0
30.3,9.8863208916461,9.8863208916461,0.0
30.4,9.885211832804297,9.885211832804297,0.0
30.5,10.00566703014646,10.00566703014646,0.0
30.6,9.79807672514287,9.79807672514287,0.0
30.700000000000003,10.141061390915027,10.141061390915027,0.0
30.8,9.85738226145974,9.85738226145974,0.0
30.9,9.971079265237089,9.971079265237089,0.0
31.0,9.785021671802546,9.785021671802546,0.0
31.1,9.887873079357908,9.887873079357908,0.0
31.200000000000003,9.892774216726089,9.892774216726089,0.0
31.3,10.064986169136708,10.064986169136708,0.0
31.4,10.03941079031664,10.03941079031664,0.0
31.5,9.91218587838556,9.91218587838556,0.0
31.6,9.860419476056062,9.860419476056062,0.0
31.700000000000003,9.84145929319122,9.84145929319122,0.0
31.8,9.773554468416558,9.773554468416558,0.0
31.9,9.7543387947153,9.7543387947153,0.0
32.0,10.081678843461392,10.081678843461392,0.0
32.1,9.78869382091447,9.78869382091447,0.0
32.2,9.773014574456113,9.773014574456113,0.0
32.300000000000004,9.78184582514225,9.78184582514225,0.0
32.4,9.864858730589868,9.864858730589868,0.0
32.5,9.60791261174716,9.60791261174716,0.0
32.6,9.644472247652748,9.644472247652748,0.0
32.7,9.719907768872776,9.719907768872776,0.0
32.800000000000004,9.679314303233909,9.679314303233909,0.0
32.9,10.082423396807265,10.082423396807265,0.0
33.0,9.78197455333074,9.78197455333074,0.0
33.1,9.642519074410933,9.642519074410933,0.0
33.2,9.71681345284794,9.71681345284794,0.0
33.300000000000004,9.761706839263562,9.761706839263562,0.0
33.4,9.892356973328283,9.892356973328283,0.0
33.5,9.856335198073854,9.856335198073854,0.0
33.6,9.698088909318368,9.698088909318368,0.0
33.7,9.538758584843972,9.538758584843972,0.0
33.800000000000004,9.703918334027488,9.703918334027488,0.0
33.9,9.812810278794368,9.812810278794368,0.0
34.0,9.747424719928166,9.747424719928166,0.0
34.1,9.707204631812989,9.707204631812989,0.0
34.2,9.75234625551237,9.75234625551237,0.0
34.300000000000004,9.830491244103548,9.830491244103548,0.0
34.4,9.696013050433487,9.696013050433487,0.0
34.5,9.671545779275377,9.671545779275377,0.0
34.6,9.94821218696532,9.94821218696532,0.0
34.7,9.537515448585095,9.537515448585095,0.0
34.800000000000004,9.910132338223583,9.910132338223583,0.0
34.9,9.617945303082791,9.617945303082791,0.0
35.0,9.472103131851055,9.472103131851055,0.0
35.1,9.66799353832797,9.66799353832797,0.0
35.2,9.530560886584624,9.530560886584624,0.0
35.300000000000004,9.5007646551631,9.5007646551631,0.0
35.4,9.73210121445625,9.73210121445625,0.0
35.5,9.578387330888336,9.578387330888336,0.0
35.6,9.761714171962677,9.761714171962677,0.0
35.7,9.437910142366658,9.437910142366658,0.0
35.800000000000004,9.692952872073194,9.692952872073194,0.0
35.9,9.461185756255846,9.461185756255846,0.0
36.0,9.70892838291397,9.70892838291397,0.0
36.1,9.686861587194306,9.686861587194306,0.0
36.2,9.772066019002798,9.772066019002798,0.0
36.3,9.552002160232824,9.552002160232824,0.0
36.4,9.54385209549742,9.54385209549742,0.0
36.5,9.47202740002988,9.47202740002988,0.0
36.6,9.36396548859442,9.36396548859442,0.0
36.7,9.527890069336689,9.527890069336689,0.0
36.8,9.652529368340549,9.652529368340549,0.0
36.9,9.434553702927811,9.434553702927811,0.0
37.0,9.64384970225078,9.64384970225078,0.0
37.1,9.503741729461836,9.503741729461836,0.0
37.2,9.52370521851716,9.52370521851716,0.0
37.3,9.314128222484914,9.314128222484914,0.0
37.4,9.40993578631925,9.40993578631925,0.0
37.5,9.40272609567413,9.40272609567413,0.0
37.6,9.228599783995394,9.228599783995394,0.0
37.7,9.691556530574916,9.691556530574916,0.0
37.8,9.486021664973135,9.486021664973135,0.0
37.9,9.61412943504237,9.61412943504237,0.0
38.0,9.3643710215606,9.3643710215606,0.0
38.1,9.487899735330512,9.487899735330512,0.0
38.2,9.43919064574528,9.43919064574528,0.0
38.3,9.6009477266221,9.6009477266221,0.0
38.400000000000006,9.347283770490796,9.347283770490796,0.0
38.5,9.389818480668511,9.389818480668511,0.0
38.6,9.32439907794668,9.32439907794668,0.0
38.7,9.418356771484277,9.418356771484277,0.0
38.8,9.335119492228678,9.335119492228678,0.0
38.900000000000006,9.392786268712792,9.392786268712792,0.0
39.0,9.254878329347074,9.254878329347074,0.0
39.1,9.307189338885212,9.307189338885212,0.0
39.2,9.32624168490312,9.32624168490312,0.0
39.3,9.32303252497822,9.32303252497822,0.0
39.400000000000006,9.281208535081076,9.281208535081076,0.0
39.5,9.30417120362337,9.30417120362337,0.0
39.6,9.239070445829736,9.239070445829736,0.0
39.7,9.293512860274832,9.293512860274832,0.0
39.8,8.99039708593041,8.99039708593041,0.0
39.900000000000006,9.259797054033672,9.259797054033672,0.0
40.0,9.08012900578933,9.08012900578933,0.0
40.1,9.105599590077206,9.105599590077206,0.0
40.2,9.086393579634835,9.086393579634835,0.0
40.3,9.267132900054522,9.267132900054522,0.0
40.400000000000006,9.020659361023885,9.020659361023885,0.0
40.5,9.150346449530048,9.150346449530048,0.0
40.6,9.15241536245058,9.15241536245058,0.0
40.7,8.977946498396872,8.977946498396872,0.0
40.8,9.156063895504802,9.156063895504802,0.0
40.900000000000006,8.8977719520222,8.8977719520222,0.0
41.0,9.15457722323056,9.15457722323056,0.0
41.1,9.161590098273544,9.161590098273544,0.0
41.2,9.119709229320064,9.119709229320064,0.0
41.3,8.98443882226354,8.98443882226354,0.0
41.400000000000006,9.046862136283336,9.046862136283336,0.0
41.5,9.158194582088322,9.158194582088322,0.0
41.6,9.022454781992586,9.022454781992586,0.0
41.7,9.023883064024798,9.023883064024798,0.0
41.8,9.031125795929809,9.031125795929809,0.0
41.900000000000006,8.836004837641552,8.836004837641552,0.0
42.0,8.725872805937984,8.725872805937984,0.0
42.1,9.027476966334328,9.027476966334328,0.0
42.2,8.945263994742517,8.945263994742517,0.0
42.3,8.911413392404604,8.911413392404604,0.0
42.400000000000006,8.910210346244945,8.910210346244945,0.0
42.5,9.036699422260316,9.036699422260316,0.0
42.6,8.96363079123164,8.96363079123164,0.0
42.7,9.007607492751296,9.007607492751296,0.0
42.8,8.703025804542614,8.703025804542614,0.0
42.900000000000006,8.89775651544387,8.89775651544387,0.0
43.0,8.785506715301414,8.785506715301414,0.0
43.1,8.882035718833178,8.882035718833178,0.0
43.2,8.880585003108745,8.880585003108745,0.0
43.3,8.72205514898714,8.72205514898714,0.0
43.400000000000006,8.845483508905023,8.845483508905023,0.0
43.5,8.634911036080434,8.634911036080434,0.0
43.6,8.949940574244795,8.949940574244795,0.0
43.7,8.793528364159558,8.793528364159558,0.0
43.8,8.788001973105455,8.788001973105455,0.0
43.900000000000006,8.879729436722435,8.879729436722435,0.0
44.0,8.808565649855908,8.808565649855908,0.0
44.1,8.680305270637025,8.680305270637025,0.0
44.2,8.567615163886805,8.567615163886805,0.0
44.3,9.012164561469596,9.012164561469596,0.0
44.400000000000006,8.6006766513971,8.6006766513971,0.0
44.5,8.593495704061773,8.593495704061773,0.0
44.6,8.74668732786869,8.74668732786869,0.0
44.7,8.576502832321575,8.576502832321575,0.0
44.8,8.576701412029214,8.576701412029214,0.0
44.900000000000006,8.618770815478019,8.618770815478019,0.0
45.0,8.802525774384907,8.802525774384907,0.0
45.1,8.572872377204607,8.572872377204607,0.0
45.2,8.394891172726636,8.394891172726636,0.0
45.3,8.833794529341906,8.833794529341906,0.0
45.400000000000006,8.45843091273292,8.45843091273292,0.0
45.5,8.610291908413439,8.610291908413439,0.0
45.6,8.608645833222765,8.608645833222765,0.0
45.7,8.608633434715625,8.608633434715625,0.0
45.8,8.522754107550698,8.522754107550698,0.0
45.900000000000006,8.42688451395433,8.42688451395433,0.0
46.0,8.54151716122435,8.54151716122435,0.0
46.1,8.474077013963104,8.474077013963104,0.0
46.2,8.53077864997983,8.53077864997983,0.0
46.3,8.385266624376765,8.385266624376765,0.0
46.400000000000006,8.58023988265925,8.58023988265925,0.0
46.5,8.362859381291644,8.362859381291644,0.0
46.6,8.467174550546176,8.467174550546176,0.0
46.7,8.465638210508697,8.465638210508697,0.0
46.8,8.306570253490566,8.306570253490566,0.0
46.900000000000006,8.467088774543832,8.467088774543832,0.0
47.0,8.383590154807019,8.383590154807019,0.0
47.1,8.185172219229418,8.185172219229418,0.0
47.2,8.304966170628045,8.304966170628045,0.0
47.3,8.363706056700048,8.363706056700048,0.0
47.400000000000006,8.54607517648851,8.54607517648851,0.0
47.5,8.369787518144248,8.369787518144248,0.0
47.6,8.433705138214817,8.433705138214817,0.0
47.7,8.152235304368949,8.152235304368949,0.0
47.8,8.287862852754346,8.287862852754346,0.0
47.900000000000006,8.25834703388056,8.25834703388056,0.0
48.0,8.110077799876825,8.110077799876825,0.0
48.1,8.284965846547012,8.284965846547012,0.0
48.2,8.160195217550221,8.160195217550221,0.0
48.3,8.225168515402205,8.225168515402205,0.0
48.400000000000006,8.195907732047749,8.195907732047749,0.0
48.5,8.166409735021368,8.166409735021368,0.0
48.6,8.226803914691734,8.226803914691734,0.0
48.7,8.15111102643487,8.15111102643487,0.0
48.8,8.076256166434266,8.076256166434266,0.0
48.900000000000006,8.440808710466342,8.440808710466342,0.0
49.0,8.267465575084817,8.267465575084817,0.0
49.1,8.26916235301895,8.26916235301895,0.0
49.2,8.339861150780875,8.339861150780875,0.0
49.3,8.173214271926023,8.173214271926023,0.0
49.400000000000006,8.248203738845696,8.248203738845696,0.0
49.5,8.398392767509952,8.398392767509952,0.0
49.6,8.152733960400262,8.152733960400262,0.0
49.7,7.888157801816082,7.888157801816082,0.0
49.8,8.36783431950787,8.36783431950787,0.0
49.900000000000006,7.943230839165722,7.943230839165722,0.0
50.0,8.112239123311936,8.112239123311936,0.0
50.1,7.893780644520218,7.893780644520218,0.0
50.2,7.850348740130866,7.850348740130866,0.0
50.3,8.153051796825634,8.153051796825634,0.0
50.400000000000006,7.973189510700692,7.973189510700692,0.0
50.5,7.826672987052286,7.826672987052286,0.0
50.6,8.002610854874742,8.002610854874742,0.0
50.7,7.995376336974267,7.995376336974267,0.0
50.8,8.055610808126591,8.055610808126591,0.0
50.900000000000006,8.088691255243967,8.088691255243967,0.0
51.0,8.102502624141371,8.102502624141371,0.0
51.1,8.173005845924024,8.173005845924024,0.0
51.2,8.026545483312935,8.026545483312935,0.0
51.3,7.613416773372643,7.613416773372643,0.0
51.400000000000006,7.726409477750458,7.726409477750458,0.0
51.5,7.907379889457274,7.907379889457274,0.0
51.6,7.817960483310007,7.817960483310007,0.0
51.7,7.800763778122424,7.800763778122424,0.0
51.8,8.05005811334351,8.05005811334351,0.0
51.900000000000006,7.737346716677058,7.737346716677058,0.0
52.0,7.628954263658522,7.628954263658522,0.0
52.1,7.68191986081104,7.68191986081104,0.0
52.2,7.875396536664022,7.875396536664022,0.0
52.3,7.675424523742071,7.675424523742071,0.0
52.400000000000006,7.721807879522399,7.721807879522399,0.0
52.5,7.88810601095669,7.88810601095669,0.0
52.6,7.847789954444564,7.847789954444564,0.0
52.7,7.894189697595338,7.894189697595338,0.0
52.8,7.638432898665267,7.638432898665267,0.0
52.900000000000006,7.6240812418546,7.6240812418546,0.0
53.0,7.607823075568414,7.607823075568414,0.0
53.1,7.885389679058964,7.885389679058964,0.0
53.2,7.618107092270078,7.618107092270078,0.0
53.3,7.613727516586575,7.613727516586575,0.0
53.400000000000006,7.587680296899462,7.587680296899462,0.0
53.5,7.595837129898973,7.595837129898973,0.0
53.6,7.575649442589148,7.575649442589148,0.0
53.7,7.42871563664251,7.42871563664251,0.0
53.8,7.492767375223203,7.492767375223203,0.0
53.900000000000006,7.497322590460224,7.497322590460224,0.0
54.0,7.500105065674121,7.500105065674121,0.0
54.1,7.372180569364385,7.372180569364385,0.0
54.2,7.729871282280009,7.729871282280009,0.0
54.3,7.4353205822017,7.4353205822017,0.0
54.400000000000006,7.675927340059748,7.675927340059748,0.0
54.5,7.6553381337399955,7.6553381337399955,0.0
54.6,7.334566535899074,7.334566535899074,0.0
54.7,7.330919062306613,7.330919062306613,0.0
54.8,7.384931432157597,7.384931432157597,0.0
54.900000000000006,7.553541300943999,7.553541300943999,0.0
55.0,7.263596657704787,7.263596657704787,0.0
55.1,7.369583090492156,7.369583090492156,0.0
55.2,7.243240005707373,7.243240005707373,0.0
55.3,7.339703745888613,7.339703745888613,0.0
55.400000000000006,7.345879664684856,7.345879664684856,0.0
55.5,7.2459575915239505,7.2459575915239505,0.0
55.6,7.196676215065575,7.196676215065575,0.0
55.7,7.164566438265815,7.164566438265815,0.0
55.8,7.377235834929485,7.377235834929485,0.0
55.900000000000006,7.292377999332639,7.292377999332639,0.0
56.0,7.140115322256703,7.140115322256703,0.0
56.1,7.346590238343296,7.346590238343296,0.0
56.2,7.249485817787175,7.249485817787175,0.0
