run_id,recipe,chamber_id,pressure_pa,rf_power_w,gas_flow_sccm,temperature_c,uniformity_percent,etch_rate_nm_min,wafer_count,defect_count,defect_rate,cycle_time_min
OPT-0041,ETCH-A,CH-02,17.93027139600232,844.4919177023697,119.66570097284918,70.76879754830412,96.46462569775198,518.149961486094,120,11,0.09166666666666666,63.40505826884157
OPT-0042,ETCH-B,CH-03,17.675867766751942,823.1068181602119,123.19039528480077,72.25080504805769,93.68028036603886,506.04948846724227,89,4,0.0449438202247191,62.780430953777056
OPT-0043,ETCH-B,CH-03,18.01588628043029,855.996814396731,121.74570582433701,72.47635384015098,95.67733815562784,524.0269288011657,84,7,0.08333333333333333,61.449112749125675
OPT-0044,ETCH-B,CH-01,17.27362418303728,847.5339654548594,116.20377872264085,71.9670538706966,94.22862354140646,506.13758315447353,99,5,0.050505050505050504,63.20734033965022
OPT-0045,ETCH-B,CH-01,18.706675480084108,835.5054634560738,116.11202590353777,72.71919580489465,93.9852811767862,509.857021822395,93,9,0.0967741935483871,64.25439277453859
OPT-0046,ETCH-A,CH-02,18.46074197331697,824.7960812974718,118.5350990882582,70.61312422521645,94.5562983588694,507.1853826272603,101,6,0.0594059405940594,65.28373322370878
OPT-0047,ETCH-B,CH-03,17.68329312311463,822.906487529263,116.5441002628149,71.93229293530294,93.9987514433992,506.51317796250794,81,2,0.024691358024691357,63.69117964453692
OPT-0048,ETCH-B,CH-01,18.17423281018591,852.7632240943474,123.27848505840669,72.82119640489266,94.75312549334701,518.247035053832,103,3,0.02912621359223301,59.564796636198224
OPT-0049,ETCH-A,CH-02,17.90448531015179,852.3141770226466,114.70647203691495,70.77401883227013,94.12791015421443,525.5721548132389,98,2,0.02040816326530612,62.12646280373328
OPT-0050,ETCH-C,CH-01,18.338348685074685,870.4970995547867,117.61231958543863,72.64223134267625,94.94916147561227,515.9899585387774,106,11,0.10377358490566038,61.282166053285714
OPT-0051,ETCH-C,CH-01,18.763503029306115,831.5477568200362,119.19078242888953,72.59754850689508,94.86027824767791,504.8529722816465,112,5,0.044642857142857144,63.23994659455719
OPT-0052,ETCH-A,CH-03,18.093519160587487,874.6028392220787,118.19951313321278,70.57855780522677,93.9085716895249,533.4230289952401,116,7,0.0603448275862069,60.62146557579728
OPT-0053,ETCH-B,CH-01,18.323332811871694,847.0961857277744,115.03787436164774,70.50979923691254,93.13443661695177,510.94122408684007,87,8,0.09195402298850575,63.93024000976719
OPT-0054,ETCH-B,CH-01,18.36661878667314,827.9849403231962,117.11652119647877,73.49280295203096,94.52504273964674,509.27280386612193,102,11,0.10784313725490197,64.24949193051155
OPT-0055,ETCH-C,CH-02,17.5646737375096,825.6977842744317,121.43388251793093,71.90937203505976,93.99605337598031,499.54690590611114,86,8,0.09302325581395349,64.01099844103487
OPT-0056,ETCH-B,CH-01,18.79779022622223,870.2063148510066,119.15584266913602,71.49029384058603,94.60004069479645,523.166966400138,98,6,0.061224489795918366,62.57554546767523
OPT-0057,ETCH-A,CH-03,17.461842101340018,823.9318700506982,123.8877388509076,72.11828303248865,93.2355779598247,513.8041611782986,90,10,0.1111111111111111,62.66280588454111
OPT-0058,ETCH-B,CH-01,17.77831865472197,847.2794761312919,120.96213138463094,71.00034829534441,95.6641117112895,516.663698782043,120,5,0.041666666666666664,61.86088245413767
OPT-0059,ETCH-C,CH-03,18.685515387714176,869.0956952978711,123.06103029532066,72.63234971965171,93.36209881944544,524.2806328502243,100,10,0.1,61.281167396727774
OPT-0060,ETCH-B,CH-02,17.715791749182006,876.6021098930928,119.28056621117899,71.58497671018284,95.38619436370696,528.9182319355272,98,5,0.05102040816326531,60.025257482759045
OPT-0061,ETCH-A,CH-01,17.648995134416747,843.6259500210434,123.81494641676149,72.6217049506162,95.32802174556544,526.5407350900408,113,6,0.05309734513274336,61.02602006068393
OPT-0062,ETCH-B,CH-01,18.553767979387647,877.7592200547532,115.30492657189878,72.8034546076651,92.60372710987929,528.4010243234479,113,12,0.10619469026548672,62.41775341484844
OPT-0063,ETCH-A,CH-01,18.431405360056864,869.4181961921074,115.16469209420016,73.0885071608555,94.11884931732772,533.0596130072762,82,8,0.0975609756097561,63.545384246380934
OPT-0064,ETCH-B,CH-02,18.553218202800505,852.0775079724143,124.58327935066964,70.9982942210885,93.37770636384174,521.2697444279689,81,4,0.04938271604938271,60.97796224618072
OPT-0065,ETCH-A,CH-01,17.451926824284843,859.3760727918947,120.50491153828867,70.96755308412007,95.68138559356537,531.939586364818,102,2,0.0196078431372549,62.17066140763512
OPT-0066,ETCH-B,CH-03,18.157541902997536,873.7946145879584,116.39496840813123,73.42182357100036,92.79750890526569,524.8274231646512,93,9,0.0967741935483871,58.90058025386079
OPT-0067,ETCH-A,CH-02,18.295098566293376,830.4231415111151,114.460312392824,72.28300267511409,93.72247787134106,508.9037996883096,93,8,0.08602150537634409,65.54079581046646
OPT-0068,ETCH-A,CH-02,17.53417721361027,836.398963233602,125.70395600097794,70.9378255675938,92.94570783730596,524.1945776924923,90,9,0.1,62.2672308749408
OPT-0069,ETCH-A,CH-02,18.269273973288172,880.6237283934619,119.57711382992179,71.94163512081977,95.57144138180897,529.7863104372296,97,3,0.030927835051546393,61.6870402555101
OPT-0070,ETCH-A,CH-02,18.021964907329362,826.1622653476104,116.29621119811273,71.84207673818561,94.9266712828786,507.22386738327504,103,5,0.04854368932038835,62.72146578721868
OPT-0071,ETCH-A,CH-03,17.86585633371196,861.0086737971968,119.63085280269173,73.29163020236733,94.66950858605344,525.4906016641594,111,6,0.05405405405405406,61.976876000824085
OPT-0072,ETCH-A,CH-03,18.431631627203817,869.3293484290308,121.53464029571553,72.06150625782409,95.02259124023308,534.905263178291,85,4,0.047058823529411764,61.72858481368166
OPT-0073,ETCH-A,CH-03,17.73461489594033,870.0876567159148,125.48777365813066,70.65856627806549,92.65658656125977,527.9066692478079,96,7,0.07291666666666667,60.816583047707546
OPT-0074,ETCH-A,CH-02,17.65666410174949,883.6982192830806,123.07675905578878,72.05957585153226,94.65126262863674,538.4141721158154,119,6,0.05042016806722689,59.38046906022219
OPT-0075,ETCH-B,CH-01,17.66554015199759,827.0462671384158,117.17430396802112,71.13614018097502,94.8748771094044,509.7935880292342,105,9,0.08571428571428572,62.82752250572719
OPT-0076,ETCH-B,CH-01,18.590538809655452,858.3123190847784,114.0192985138273,73.32404895517378,91.71286521942454,519.03019818583,106,10,0.09433962264150944,62.919072136478114
OPT-0077,ETCH-A,CH-02,18.79368548406293,846.3066147664016,124.46421965416104,73.13991832150451,93.44682718870372,526.1339906647157,103,6,0.05825242718446602,61.6488144017088
OPT-0078,ETCH-A,CH-01,17.807138121259268,834.3833053103261,121.37827132427046,72.50158746194018,96.2760276981003,520.519094779768,103,7,0.06796116504854369,61.98248882459111
OPT-0079,ETCH-C,CH-01,17.73771207887276,824.4713875262461,124.95371855654207,73.21561449775042,91.84938131007871,506.1225807257612,115,9,0.0782608695652174,62.34814491312529
OPT-0080,ETCH-C,CH-01,18.21561358078126,842.7342509996976,119.8838515147659,70.85590010411093,94.99722404331524,510.95083731116694,98,3,0.030612244897959183,62.900334890917996
OPT-0081,ETCH-A,CH-02,17.603450978544956,857.243140026206,117.67875726339759,72.46739528419855,96.26158138414422,521.277600981729,100,4,0.04,62.02824559100834
OPT-0082,ETCH-C,CH-02,17.342341277536832,841.2427282502738,115.02111619123731,71.87358026185831,92.90344501950543,501.6638647303618,101,10,0.09900990099009901,64.75346323465709
OPT-0083,ETCH-A,CH-02,18.213715717028744,854.1863611973356,117.94760845952236,71.76112883618535,96.6132273477602,521.7246938333736,80,5,0.0625,63.384687542971264
OPT-0084,ETCH-A,CH-01,18.184479353768534,837.8639318983371,114.49140194003046,70.9868865141489,94.1179767281999,516.1842842602077,86,8,0.09302325581395349,64.19978567382708
OPT-0085,ETCH-A,CH-02,17.55061958016232,875.5329641189293,118.29344115857513,72.80634925416979,95.50065859203815,531.067490588519,106,6,0.05660377358490566,61.62698403992717
OPT-0086,ETCH-A,CH-01,17.607851353459907,828.0804044122427,115.76743306564262,71.76657497200223,94.71120607090883,514.114753362514,82,5,0.06097560975609756,63.96355255245523
OPT-0087,ETCH-C,CH-01,17.952403253671193,821.0654358214562,122.14143470225996,73.08817729728199,93.76928480315635,500.8359738600277,98,7,0.07142857142857142,63.6734773273688
OPT-0088,ETCH-A,CH-02,18.55308364391452,857.160588984985,124.61309708250214,72.74613454534344,93.58274057009672,532.4237223318573,119,10,0.08403361344537816,62.40512360781821
OPT-0089,ETCH-B,CH-01,18.698896896331377,881.6719593761214,115.76105271449403,70.53689202323152,92.29010878735687,536.3660151515451,94,6,0.06382978723404255,60.6670718229123
OPT-0090,ETCH-A,CH-02,18.765978501755594,868.9952496338605,121.35701307140286,71.35064552142701,95.1240162010408,531.0398220197836,101,6,0.0594059405940594,60.14300633196688
OPT-0091,ETCH-C,CH-02,18.743381445823868,834.8950210901642,115.67317641711017,73.0292254719396,92.46496132147293,506.0903023336671,85,10,0.11764705882352941,64.47401313908249
OPT-0092,ETCH-B,CH-01,18.0745718879259,853.0677218086768,115.32140063939545,72.91437926752242,94.68029541289711,509.292369253832,119,4,0.03361344537815126,63.41211028458019
OPT-0093,ETCH-C,CH-01,17.310010715087085,884.5353332600151,119.38148630884427,72.32842125551163,93.71779302586305,515.9251539551204,114,8,0.07017543859649122,61.456422948946226
OPT-0094,ETCH-C,CH-01,18.20154821775114,836.7646577055796,125.15946833504208,71.46793077816943,93.40232564696511,508.4584948006779,114,9,0.07894736842105263,62.64067918892379
OPT-0095,ETCH-A,CH-03,18.315783958430796,840.913716712037,120.4030082733646,71.92159204921444,96.12990360547333,521.1268801043709,95,2,0.021052631578947368,62.25042572748159
OPT-0096,ETCH-A,CH-03,17.612738730395844,822.9004194275175,117.35331282924072,70.79533539369497,93.2854217629277,515.7778161940389,111,12,0.10810810810810811,64.09593816412182
OPT-0097,ETCH-C,CH-02,18.608666246784555,829.3787093981997,116.35015920871999,70.680038643685,92.99547139157522,506.33561362682997,102,6,0.058823529411764705,63.511934055239074
OPT-0098,ETCH-B,CH-03,18.56030701259548,835.9778367636878,115.98750225158946,71.42512751874047,93.45185654513624,512.4635473341749,112,9,0.08035714285714286,62.81305779358063
OPT-0099,ETCH-B,CH-02,18.06549557072582,847.5628023509421,117.72526218919143,72.10453459600862,95.7512071109024,518.0122414509714,87,2,0.022988505747126436,62.142237585928434
OPT-0100,ETCH-B,CH-01,17.31139565663555,863.8764645535285,117.06113884892541,70.81633338910926,94.36804738460562,515.394814156572,113,11,0.09734513274336283,61.929525566834045
OPT-0101,ETCH-C,CH-02,18.62116132885213,866.9495881756126,117.08048135326013,71.51582754229781,94.14496711626852,514.3045063658855,96,4,0.041666666666666664,61.37176249958108
OPT-0102,ETCH-A,CH-03,17.5459483021607,883.8039777054747,116.85268916994761,72.95734362958876,93.21268049698263,538.1507866949573,80,11,0.1375,61.05680711607912
OPT-0103,ETCH-A,CH-03,17.987602903824133,858.9748870504675,119.18277498378487,73.27740790138495,94.84402825266042,529.0869048279211,103,4,0.038834951456310676,60.708560828406206
OPT-0104,ETCH-A,CH-03,18.505593921351277,874.5048906761141,114.75583734495733,70.8678592927549,92.19290537236529,526.5193414977725,106,8,0.07547169811320754,61.82673978391685
OPT-0105,ETCH-B,CH-03,18.221157005404006,861.6684827188107,123.70857189986486,72.14494788848337,95.24036950283227,527.2732004641043,107,7,0.06542056074766354,59.78331586149528
OPT-0106,ETCH-B,CH-02,17.226626752204446,852.9222015325452,122.99772067261107,72.61930382466583,94.83404630725636,514.7269518236606,101,4,0.039603960396039604,61.24781081285548
OPT-0107,ETCH-B,CH-01,17.2641418595548,872.7500140454551,125.13374013752927,71.05645631506508,93.10073529404437,527.6465889371968,93,8,0.08602150537634409,60.691805852637756
OPT-0108,ETCH-A,CH-03,17.44728814402994,835.513151815283,117.32015682511411,71.91242299194646,95.29436443150377,513.582356211328,120,2,0.016666666666666666,61.83339226656675
OPT-0109,ETCH-B,CH-01,18.72481138581028,839.5483843506383,125.050418369039,72.65753087507399,93.46967173267943,522.8524859347314,119,7,0.058823529411764705,61.677478373636625
OPT-0110,ETCH-A,CH-02,18.459813596715545,863.6201945691383,116.210624255594,72.98558821411564,94.59529303287647,524.9425099389665,109,4,0.03669724770642202,63.17564755238072
OPT-0111,ETCH-A,CH-03,17.62147056152887,863.648168910897,125.29196859293017,71.44479191725476,93.38556673917773,528.1344156444262,85,7,0.08235294117647059,60.76651744159177
OPT-0112,ETCH-A,CH-01,17.870429059221635,871.196654835732,116.29329808241062,72.31375228815575,94.99098794287929,529.164503588176,111,8,0.07207207207207207,61.43052657457198
OPT-0113,ETCH-A,CH-02,18.734640985643065,840.8038252604065,124.19050025879514,71.46702323855877,94.29468355785401,525.8761205802755,84,7,0.08333333333333333,62.161993267919925
OPT-0114,ETCH-A,CH-01,18.246966880374682,848.2425879515054,120.04743642697557,72.83614806944021,96.2814308417393,520.3328059806839,82,1,0.012195121951219513,62.875520097240916
OPT-0115,ETCH-B,CH-02,18.665101138760818,879.1824652764151,123.45842489026694,71.46502151238779,93.15731860192676,530.6810692584653,80,7,0.0875,61.76522488187046
OPT-0116,ETCH-C,CH-03,18.439280917976973,838.4523040525328,119.32175874140803,72.23052996141324,94.67649953089276,506.1599276173075,118,6,0.05084745762711865,63.98905548868255
OPT-0117,ETCH-B,CH-01,17.46416665138293,842.8553378022406,124.56656054404073,72.62882595026026,93.82375080747514,512.8469639371255,97,1,0.010309278350515464,61.20977853199045
OPT-0118,ETCH-B,CH-01,18.713494092021893,839.1681018726272,124.37683057580591,72.14169221257389,94.14837379913928,516.9670979168882,107,8,0.07476635514018691,62.50219004783538
OPT-0119,ETCH-A,CH-02,17.32851185913258,838.6522251975848,125.51849916195862,70.80326211875357,92.66589860632558,524.1062679086375,108,11,0.10185185185185185,63.492637025637215
OPT-0120,ETCH-A,CH-02,17.783395643346616,838.4535118696655,117.19633721282989,71.45511192028934,95.96689906693722,514.8205518840218,107,5,0.04672897196261682,62.27286148750882
OPT-0121,ETCH-C,CH-01,18.748198277132257,857.192021825533,117.20711715239345,71.34609176133375,93.77385133294807,516.2521816972094,91,3,0.03296703296703297,61.915839594790654
OPT-0122,ETCH-C,CH-03,18.63522098173367,871.7617385307841,116.70798649742007,70.69766815761662,92.18993105843614,520.3967665183566,110,13,0.11818181818181818,61.43926279775794
OPT-0123,ETCH-A,CH-01,17.737742473364843,829.3920761265244,120.30766237321883,73.27826306965686,95.41921170326374,515.9393571226234,111,4,0.036036036036036036,64.37903025439073
OPT-0124,ETCH-C,CH-02,17.263707298509022,826.0004318740371,121.57582392409839,71.29087929024173,93.97665174711472,498.5344866548076,100,3,0.03,63.25676098730115
OPT-0125,ETCH-C,CH-01,17.295915661316737,884.7913166372541,124.0953770265447,71.05693835881702,91.80690359283524,523.5412156045982,114,14,0.12280701754385964,59.46899666715929
OPT-0126,ETCH-A,CH-01,17.82745035420738,837.5327160458029,125.55674869105803,71.58513243805889,94.26467580890305,518.9726050513372,95,4,0.042105263157894736,61.80264223415089
OPT-0127,ETCH-C,CH-03,18.491684672306857,869.8397086223831,124.1334169472448,71.31326771618048,92.37202569598522,521.8944858063182,89,7,0.07865168539325842,60.13963248989986
OPT-0128,ETCH-A,CH-03,17.40250317030325,881.942567051754,124.09988083241032,73.15096807449724,92.90233549624763,535.9204138056442,88,9,0.10227272727272728,60.60879339089666
OPT-0129,ETCH-B,CH-02,17.466368683298384,820.4025317360749,119.39128489433865,72.18173988632437,94.48971267040633,503.0985941676508,95,5,0.05263157894736842,63.541310693750084
OPT-0130,ETCH-A,CH-03,17.584079826874802,868.8320014577038,121.74558814782206,72.41327609500368,95.55794331943527,526.4945828521315,91,6,0.06593406593406594,59.1774297112993
OPT-0131,ETCH-A,CH-03,17.457219184065853,860.6013442502139,119.29592604183603,72.98876517969497,95.32206651505957,520.1556094290148,92,5,0.05434782608695652,60.322498132730466
OPT-0132,ETCH-A,CH-01,17.999017495692826,843.4259605537019,118.94797793465753,71.93220461801022,96.7531578633202,522.4133154204271,90,5,0.05555555555555555,62.00153274589069
OPT-0133,ETCH-B,CH-02,17.45664702885371,823.3721448487092,120.39591234266344,72.3416454971409,94.78978991203978,507.43107769358693,116,4,0.034482758620689655,62.387380220828476
OPT-0134,ETCH-B,CH-02,17.416907085580686,835.3733707623425,122.36686403505625,70.90497331788042,93.89996185844923,513.2413624744271,88,5,0.056818181818181816,61.870074049601094
OPT-0135,ETCH-A,CH-02,18.75182120939672,853.6071124341938,121.6493655114369,72.25842282744291,95.34761049931306,527.2432984677883,86,5,0.05813953488372093,62.36855802678353
OPT-0136,ETCH-C,CH-01,18.114834446661952,878.0073651484525,118.15153983811454,72.11247979369065,95.01187588569655,516.4543813579602,89,6,0.06741573033707865,60.798966476277535
OPT-0137,ETCH-A,CH-02,17.42840114150954,875.1445174523107,121.60024809256677,72.42569468384552,95.1359547442076,532.8060822150629,119,4,0.03361344537815126,60.89914386951781
OPT-0138,ETCH-A,CH-01,18.237890799405747,878.6400595009076,114.90800648433326,72.14746813417386,94.26559757106071,532.946533518454,105,6,0.05714285714285714,61.884495451670524
OPT-0139,ETCH-A,CH-02,18.41896687998231,872.6140458110497,115.84495433984922,71.4505576325139,94.37234586873049,531.9335519442228,98,5,0.05102040816326531,62.63738701057691
OPT-0140,ETCH-C,CH-01,18.091843773393595,864.3359516816001,124.15263699898601,72.85762991117234,94.13004167451095,517.7069259010266,90,4,0.044444444444444446,60.60178262146641
OPT-0141,ETCH-A,CH-03,17.905591027584265,860.0076994900381,121.1956088778866,71.40660291824955,95.7137298479537,523.5278642781807,87,2,0.022988505747126436,61.896732444237614
OPT-0142,ETCH-B,CH-02,18.781773833566078,870.8433135315763,117.89577009881727,72.88060741433772,94.13960369444221,522.3019933305493,87,9,0.10344827586206896,61.5097265947543
OPT-0143,ETCH-A,CH-02,17.230683538770773,834.4953120612847,120.94649189215686,71.9767700342309,95.29500985985152,513.1168146160262,95,6,0.06315789473684211,64.11673550602951
OPT-0144,ETCH-C,CH-02,17.960591600407483,846.2561947795058,123.32195069578214,71.77312605954776,94.7621917532758,509.2278730939735,98,8,0.08163265306122448,62.62656482997425
OPT-0145,ETCH-A,CH-02,18.626974810463945,847.3480998662449,118.78458604998288,72.50144644037411,96.06660527458241,521.2620249449332,106,1,0.009433962264150943,62.140632294405435
OPT-0146,ETCH-A,CH-02,18.34340407192864,879.2396937632988,114.25747851790855,70.65309393336464,92.22169352070864,532.4839307337141,109,6,0.05504587155963303,61.724316469761945
OPT-0147,ETCH-B,CH-02,18.365297138559118,862.12643576927,124.13753484830532,71.31762177002888,94.28529281203856,523.5468752580456,109,7,0.06422018348623854,60.85791172384646
OPT-0148,ETCH-C,CH-03,17.850726598670285,830.0894368853232,125.87040600459252,70.93766537431641,91.05707808680677,504.34169222150837,91,4,0.04395604395604396,61.00927898573968
OPT-0149,ETCH-A,CH-01,18.774956866248,838.2502607210807,116.39619566469823,70.87384344754757,94.83731953643652,516.5216003748088,87,2,0.022988505747126436,64.7107208439943
OPT-0150,ETCH-B,CH-02,17.73974694051828,840.4233230491574,117.58543596943525,72.62138840550499,95.56605600791625,512.9193920702853,80,3,0.0375,62.90486012997941
OPT-0151,ETCH-A,CH-02,18.495342403098142,824.7225861340047,116.5639593885799,70.75381989938319,93.4042908903563,514.2846230975061,118,8,0.06779661016949153,65.26558455601212
OPT-0152,ETCH-A,CH-02,18.375507768746907,882.1830832033708,117.22838487946044,72.46188989287462,94.57663431344568,535.9283522715563,101,4,0.039603960396039604,59.800127959819605
OPT-0153,ETCH-C,CH-02,18.714112069985994,860.0746400119087,114.25337235803345,72.57399910428579,91.88414750838196,511.4607774962703,96,13,0.13541666666666666,61.34350371105886
OPT-0154,ETCH-A,CH-01,17.964834051875087,822.4009575746675,121.90980682851655,70.69704768710132,94.41888903150452,516.8869845562922,95,5,0.05263157894736842,63.498593793519404
OPT-0155,ETCH-B,CH-03,17.337040125305357,874.8418557633836,114.84875029533454,70.59527709367262,91.61637134959246,523.9579557248521,105,8,0.0761904761904762,61.2676941016172
OPT-0156,ETCH-B,CH-02,18.537666675198217,842.8087232527475,118.25961420374246,71.55922784872772,94.53907795855011,512.2648317323714,120,8,0.06666666666666667,62.329801139687184
OPT-0157,ETCH-A,CH-01,18.28378466144613,875.812855999653,118.5974269840454,71.54047933541763,96.58163566600736,531.204083570192,87,4,0.04597701149425287,60.90236256967349
OPT-0158,ETCH-B,CH-02,18.638251414562024,841.0631791755982,115.11043442499007,73.27995033455576,92.82363370275725,516.3169102275356,118,7,0.059322033898305086,64.33316941230909
