wafer_id,lot_id,recipe_id,tool_id,temperature_c,pressure_kpa,gas_flow_sccm,vibration_rms,motor_current_a,defect_flag,quality_score
WAFER_00030,LOT_002,RCP_02,TOOL_A,64.96098288462105,100.63185970734749,500.1104798355147,1.5476227207123023,8.018449245442342,0,99.5874282644227
WAFER_00031,LOT_002,RCP_02,TOOL_A,64.87683320188201,101.32575584126026,498.7806547712819,1.664932444501234,7.9524442704192255,0,98.30316527142074
WAFER_00032,LOT_002,RCP_03,TOOL_B,65.80565326180312,102.01909078311726,504.29551901324766,2.0697156496170583,8.084526480376583,0,89.2772805198515
WAFER_00033,LOT_002,RCP_01,TOOL_A,64.31021080474129,101.32745754577226,497.0242741870133,1.7628121330978506,7.889710563263638,0,91.72911814593908
WAFER_00034,LOT_002,RCP_01,TOOL_B,64.76734359877054,101.2784171382777,501.0960796256632,1.9267941003400977,8.063066066000857,0,94.37274307854437
WAFER_00035,LOT_002,RCP_02,TOOL_A,65.30781706090282,101.20815082463,500.23789489907267,1.35382382677785,8.051055231405408,0,95.74120046456369
WAFER_00036,LOT_002,RCP_01,TOOL_A,64.72366185109503,102.01131795864862,494.5514941675237,1.9022960356138583,8.150734005314481,0,92.60260448989315
WAFER_00037,LOT_002,RCP_01,TOOL_A,64.27603698082851,100.94172328340504,495.3833943571602,1.7709565132135596,7.845215760631098,0,89.85934236770252
WAFER_00038,LOT_002,RCP_02,TOOL_A,65.30084990446554,101.17112242668786,500.0416885568702,1.7133407958797084,8.177534088219135,0,96.26473786710147
WAFER_00039,LOT_002,RCP_01,TOOL_A,65.5053925836987,101.02011990219582,506.93419999540436,1.8325727923358037,7.773422126762374,0,93.37789812898485
WAFER_00040,LOT_002,RCP_02,TOOL_A,64.97975215656065,100.90854834770424,502.02744434164583,1.7107514543138351,7.856858337094691,0,100.86403576612548
WAFER_00041,LOT_002,RCP_02,TOOL_C,64.11761948068872,101.08264339224131,493.9602781119938,1.6977025144200961,8.217768735213564,0,85.96231939114313
WAFER_00042,LOT_002,RCP_03,TOOL_A,65.76768638601447,101.77156313456474,489.11329177208233,1.9660046294109488,7.73198705690658,0,89.1687726557502
WAFER_00043,LOT_002,RCP_02,TOOL_A,64.25305045336114,101.73034671024105,502.5656875755153,1.8437431610426749,8.253915570846416,0,88.84646729969487
WAFER_00044,LOT_002,RCP_01,TOOL_A,65.13895967458167,101.45684975061934,499.6632528097513,1.7434903581453867,7.75773688095255,0,99.4795022041558
WAFER_00045,LOT_002,RCP_03,TOOL_A,65.05064127886602,101.16819184694178,503.9944308932863,1.6260866330269614,7.825270915648332,0,100.19961997540766
WAFER_00046,LOT_002,RCP_03,TOOL_A,64.92807232140487,102.17245860332348,496.91748727750996,1.5354256471007157,8.313851927621661,0,98.33831079885609
WAFER_00047,LOT_002,RCP_01,TOOL_B,64.80114049231413,101.15035593153466,501.22574374250485,1.8403006872722505,7.857354324536588,0,99.14097245529251
WAFER_00048,LOT_002,RCP_01,TOOL_A,64.91751609960774,101.10010242997409,502.96160712059753,2.0904193728405644,7.952964328715476,0,96.24513368142446
WAFER_00049,LOT_002,RCP_02,TOOL_C,64.7101062873261,100.47876993439743,498.4338772662773,2.1165699658133867,8.096992749770866,0,95.10584897491263
WAFER_00050,LOT_002,RCP_01,TOOL_C,65.26491647519681,101.78863204923566,498.50870050419127,1.8311029109032915,8.55823780190567,1,92.52794261982788
WAFER_00051,LOT_003,RCP_01,TOOL_A,64.79926877969352,101.63888595732995,500.08841990884434,1.8405210108669126,8.211684061047766,0,94.91158366442929
WAFER_00052,LOT_003,RCP_01,TOOL_A,65.44108589225232,102.14623193764075,501.8993672129611,1.790398266795589,8.184736476030862,0,94.68658279861589
WAFER_00053,LOT_003,RCP_03,TOOL_A,65.57652792453956,100.81366682672365,499.9498309842083,1.9555278526933615,8.134382457048487,0,89.35984091264538
WAFER_00054,LOT_003,RCP_02,TOOL_B,64.68609925703166,101.61035978261768,503.4089871821582,1.9092119719341107,8.01839727775487,0,95.9548276742354
WAFER_00055,LOT_003,RCP_02,TOOL_A,64.61032705227547,101.12454743142814,498.3832268375654,1.2625519438602137,7.8689058332655035,0,95.44550045977118
WAFER_00056,LOT_003,RCP_03,TOOL_C,64.70862666542865,101.58213507588005,495.35061678087914,2.1781435967971223,8.146257673333494,0,94.03330611848524
WAFER_00057,LOT_003,RCP_02,TOOL_B,65.13082993004006,100.52327800061343,506.9194137883961,1.619373706289265,8.322476381690418,0,96.74632617312126
WAFER_00058,LOT_003,RCP_02,TOOL_C,64.84043560373689,101.61382863793285,497.88378192210143,1.8240888265392343,8.541201067931647,0,95.25377002842524
WAFER_00059,LOT_003,RCP_01,TOOL_B,63.93251201237142,101.57528086296614,498.0104527069879,1.7660747861327586,7.826673943199894,0,87.80126213996691
WAFER_00060,LOT_003,RCP_01,TOOL_C,64.75892830725377,101.28638148782483,499.76968837624736,2.153974799625402,8.359957942055784,0,91.68037211969136
WAFER_00061,LOT_003,RCP_02,TOOL_A,64.59453468683527,101.32578944068139,500.23513388378893,1.5046677701483717,7.924971226753747,0,94.28696867303502
WAFER_00062,LOT_003,RCP_02,TOOL_A,65.7090549164768,100.83207664463521,498.646607251291,1.9268237550703593,7.717947323573562,0,91.0460662895276
WAFER_00063,LOT_003,RCP_02,TOOL_A,64.23374962464801,100.8971959700464,499.93898136067844,1.937400992555688,8.044412844155326,0,89.44857796359724
WAFER_00064,LOT_003,RCP_03,TOOL_C,64.80139214011967,101.1377943852311,499.8608321900014,2.0884557153339096,8.2461268339402,0,93.58964908829866
WAFER_00065,LOT_003,RCP_02,TOOL_B,65.49948633939756,100.4515452484084,500.61186764457284,1.6438277465591313,7.761865833426079,0,93.90682300759204
WAFER_00066,LOT_003,RCP_02,TOOL_C,65.61054342085879,101.40161547297117,491.7487938935444,1.9037119592459275,7.980216861464559,0,93.7572546851331
WAFER_00067,LOT_003,RCP_02,TOOL_A,64.66475767757346,101.5170577649639,506.5830670745275,1.9846677836844409,7.609049124948582,0,93.96812777331814
WAFER_00068,LOT_003,RCP_01,TOOL_C,64.71556137973599,101.05452954758265,499.48449090262903,1.8079799164307373,8.25714346807634,0,94.67075634906584
WAFER_00069,LOT_003,RCP_01,TOOL_B,65.277305928449,101.42187105558068,502.03217916806443,1.991604682947452,7.978726257393771,0,93.09055832543744
WAFER_00070,LOT_003,RCP_02,TOOL_B,63.95280509137461,101.00706083387976,495.17664530463094,1.7702641513565214,7.781174797459421,0,87.38283757070674
WAFER_00071,LOT_003,RCP_01,TOOL_C,64.1624628419725,101.41489588672836,498.3514990856276,2.0627497900642857,8.512684856914307,0,86.07239171207263
WAFER_00072,LOT_003,RCP_02,TOOL_A,64.87366996961718,100.88034796557614,497.64689446787855,1.4925442130256015,7.98361336455426,0,99.48747737422323
WAFER_00073,LOT_003,RCP_03,TOOL_A,66.14745075475811,100.99080119536933,505.1440331757799,1.7735910065768545,8.144221327649662,0,85.63934542661099
WAFER_00074,LOT_003,RCP_01,TOOL_B,64.80392146032497,101.6682262101083,497.9496523760744,1.9104453928820477,7.954272302453073,0,97.91049466854034
WAFER_00075,LOT_003,RCP_01,TOOL_A,65.04542155628081,101.27764529520643,502.6532799542903,1.5594461841866434,7.803220591198223,0,100.33241780688651
WAFER_00076,LOT_004,RCP_01,TOOL_A,65.51020517265381,102.0077381327987,497.72352841564384,1.8897544561053323,8.028529392784653,0,94.35239559101905
WAFER_00077,LOT_004,RCP_01,TOOL_A,65.94809812997516,101.31620848767794,498.4158337112112,1.8160222056622242,7.68433137199542,0,89.6758079815733
WAFER_00078,LOT_004,RCP_02,TOOL_A,64.74041818708326,100.77587268587732,499.1405744217976,1.6841239895101847,8.134859630159163,0,98.09469392953207
WAFER_00079,LOT_004,RCP_02,TOOL_C,64.99242347431996,101.52942930675258,504.49345794390257,2.2338411555684345,8.115712698371716,0,95.65615715555401
WAFER_00080,LOT_004,RCP_03,TOOL_B,66.26992484960428,101.5207800574511,493.3855156933946,1.40359378158386,8.229558131633363,0,82.02064149574802
WAFER_00081,LOT_004,RCP_02,TOOL_A,64.31501032616386,101.35440550229374,495.39517755653947,1.8624025347738677,7.915386063439521,0,92.07736612819785
WAFER_00082,LOT_004,RCP_02,TOOL_A,65.46241148174921,101.51671023760376,493.1844319200856,2.0914983284531927,8.26563337907748,0,91.72757252318382
WAFER_00083,LOT_004,RCP_03,TOOL_A,64.99175801043744,101.07152129715396,496.1937425808349,2.059189765038119,7.7193442028529216,0,99.71157247700165
WAFER_00084,LOT_004,RCP_01,TOOL_B,65.04611256519642,101.25546134185515,497.1593998208276,1.8701652096969341,7.830557574817795,0,100.42287596747109
WAFER_00085,LOT_004,RCP_01,TOOL_C,64.89082142866988,101.23999255897927,494.3493156106836,2.025697460296448,8.445233736712142,0,96.99267572514374
WAFER_00086,LOT_004,RCP_01,TOOL_C,64.56889477968444,100.84823871207954,497.43048288684867,1.9655555398214266,8.642624273356688,0,91.03299644725028
WAFER_00087,LOT_004,RCP_02,TOOL_A,64.55760413255378,101.00774344744461,492.94849931673303,1.7454733570969845,8.41665222707873,0,92.88256116557802
WAFER_00088,LOT_004,RCP_02,TOOL_A,65.12438646391419,101.56773281025689,496.43703946681313,1.897885304625223,8.010341540920217,1,96.01059254583593
WAFER_00089,LOT_004,RCP_01,TOOL_B,65.4479926976732,101.38306833632784,504.2014713996857,1.6546961150173052,8.459436407696689,0,92.69662143085505
WAFER_00090,LOT_004,RCP_02,TOOL_B,64.94161870856517,100.62887853525424,501.41255824598386,1.9363362872490686,7.927583862543642,0,97.54573017654394
WAFER_00091,LOT_004,RCP_01,TOOL_B,65.03155092142995,100.75545620591727,500.6561368526038,2.1839688932405985,8.274691905590743,0,95.42999028508102
WAFER_00092,LOT_004,RCP_02,TOOL_B,65.25702832983097,101.68267162056189,496.4902750530231,1.788861017677069,7.764454750760174,0,96.9810758655999
WAFER_00093,LOT_004,RCP_02,TOOL_B,64.56277155214417,101.0683883464107,494.62370264334345,1.558008935409005,8.105050126715813,0,94.79408829877114
WAFER_00094,LOT_004,RCP_01,TOOL_A,65.33286162878582,101.07340642800443,496.01295373563,1.5579459456630458,7.414576739785889,0,95.88886360312394
WAFER_00095,LOT_004,RCP_01,TOOL_A,65.3687043936769,101.20410288228605,499.84876560586395,1.9397817993080837,7.719602247086719,0,95.57931711029171
WAFER_00096,LOT_004,RCP_02,TOOL_A,66.17163183443769,100.58294228598893,503.0386187290433,1.7892456877871201,8.11666919952019,0,82.08928681369669
WAFER_00097,LOT_004,RCP_01,TOOL_A,64.83075311424818,101.79808330232906,503.1582859599736,1.9578295612915295,7.6718902869498695,0,96.93439317083536
WAFER_00098,LOT_004,RCP_01,TOOL_A,64.79386318924934,101.16243147184488,502.20714326869165,1.703945835151317,8.106737402697297,0,98.43565899248863
WAFER_00099,LOT_004,RCP_01,TOOL_B,65.34603464220818,101.77859053470844,497.4185509757622,1.9495122385571697,8.22661453020309,1,95.76247194417647
WAFER_00100,LOT_004,RCP_03,TOOL_A,65.81859687601046,101.31807810005655,500.085924413414,1.7715061487790495,7.87466995182043,0,91.05519109393656
WAFER_00101,LOT_005,RCP_03,TOOL_A,65.20921078098048,101.80033619109895,498.87530114486964,1.6681492700416891,7.757761761081451,0,99.51133025533323
WAFER_00102,LOT_005,RCP_02,TOOL_B,64.81857679538147,101.18984307466508,499.29583582776837,1.7278202738155708,7.881453346036316,0,98.02564473948819
WAFER_00103,LOT_005,RCP_01,TOOL_B,65.24350887719812,101.59863143200417,507.12994763935933,1.5845302160238175,7.758546920203954,0,97.08132856473499
WAFER_00104,LOT_005,RCP_03,TOOL_A,65.0775870916694,101.55168256613092,493.83299917048737,2.1580847205446902,7.974696610496021,0,96.83957590748298
WAFER_00105,LOT_005,RCP_03,TOOL_C,65.26525970539325,101.51815187318819,499.17863114427206,2.0626512735594726,8.37552265622202,0,92.83422692622587
WAFER_00106,LOT_005,RCP_02,TOOL_C,65.04031674531579,101.22177706701395,504.24112117518655,2.1960125359627956,8.273497469225799,0,94.04178246075831
WAFER_00107,LOT_005,RCP_02,TOOL_B,65.44817240817001,101.01850224935954,494.8693797673826,1.7033635560832563,8.418589810046706,0,91.91069375876808
WAFER_00108,LOT_005,RCP_01,TOOL_B,64.72793062271921,101.9704021420505,497.7468840115681,1.6106529920436319,7.8201490450782565,0,95.40058398533918
WAFER_00109,LOT_005,RCP_01,TOOL_A,64.1709269920862,100.98257205521644,498.14836525851325,1.7579015080347717,8.347858294813829,1,88.94588494480348
WAFER_00110,LOT_005,RCP_03,TOOL_C,64.58753113961681,101.3015076748201,499.21848597281104,2.278214656008256,8.089690190921973,1,90.78987564772643
WAFER_00111,LOT_005,RCP_02,TOOL_A,64.43326411998224,101.10521005632265,494.41414994137824,1.706268277548309,8.018194392485388,0,92.67585413725024
WAFER_00112,LOT_005,RCP_01,TOOL_C,64.40907452681003,101.44085426367023,502.08350121118315,1.9233042449087052,8.645776352137018,0,88.01355809356089
WAFER_00113,LOT_005,RCP_01,TOOL_B,64.93042515862103,101.14968457393692,502.332005488796,1.827983563986446,8.282839288063329,0,98.13310456668376
WAFER_00114,LOT_005,RCP_02,TOOL_A,64.46500393088108,101.21016120695634,501.77931363756284,1.889824068129194,7.894935525574941,0,93.79799244227152
WAFER_00115,LOT_005,RCP_01,TOOL_A,64.68376026808046,101.24090509517896,496.95369213998123,2.095712670393573,8.138767430017836,0,91.78896790792156
WAFER_00116,LOT_005,RCP_03,TOOL_B,65.10166135175808,100.74631661889673,500.30278776775555,1.863675086107049,8.105294770916057,0,96.1989676317356
WAFER_00117,LOT_005,RCP_03,TOOL_B,65.25177146261841,101.3033433001899,496.8519591615082,1.9159186821356222,7.865015205351815,0,97.19680493823935
WAFER_00118,LOT_005,RCP_02,TOOL_A,65.5951269491854,100.71480213343943,498.8359116872997,1.9294695426456578,8.153987484287018,0,89.40262296098854
WAFER_00119,LOT_005,RCP_02,TOOL_B,65.29787641524373,100.49296498314288,507.53713774509805,1.5924572312521266,8.465623043013093,1,94.75435200259669
WAFER_00120,LOT_005,RCP_02,TOOL_C,65.00725823687421,101.14790566224129,500.3349338215869,1.906600227315482,8.467925166265657,0,98.66076454616218
WAFER_00121,LOT_005,RCP_02,TOOL_B,64.79253817373862,101.27075916970685,495.8436569840449,1.604898667870983,8.141589094767667,0,98.74559437509687
WAFER_00122,LOT_005,RCP_02,TOOL_B,64.80504530451964,101.2843443147366,500.63117369232367,1.5602137639755038,8.168038744550177,0,97.70579704024328
WAFER_00123,LOT_005,RCP_01,TOOL_A,65.14748591147838,101.4985097474569,495.2687142587784,1.9431827774766726,7.634755848161215,0,97.93527826083256
WAFER_00124,LOT_005,RCP_02,TOOL_B,65.26287608300854,100.42359384267078,495.80346362619747,1.852209016499476,8.115056168301573,0,98.55482297062966
WAFER_00125,LOT_005,RCP_01,TOOL_A,64.59157212225473,100.82364407523238,496.35606902417925,1.814309291356461,7.745810106290368,0,92.18311634073257
WAFER_00126,LOT_006,RCP_02,TOOL_C,65.01641634002641,101.79073250288478,498.4449169173151,1.6133110272275917,8.20252826482555,0,98.23315978425856
WAFER_00127,LOT_006,RCP_01,TOOL_A,64.08577119410164,100.93347693397304,503.2793914845622,2.169985834551351,8.540485445297126,0,84.38513064521516
WAFER_00128,LOT_006,RCP_01,TOOL_B,65.09527120287677,101.51379436089783,502.0243936930589,1.63903103925236,7.936684597585297,0,98.45200115606836
WAFER_00129,LOT_006,RCP_01,TOOL_A,65.34296715888141,101.05957183241695,501.83048364886565,2.1693262960690123,7.814956473926443,0,94.41751769519945
WAFER_00130,LOT_006,RCP_02,TOOL_A,64.87396911790361,101.12788545874365,496.15376402043313,1.5391365334827631,8.288145644725349,0,96.99967631884438
WAFER_00131,LOT_006,RCP_01,TOOL_B,65.81743714826305,101.07836102920425,498.1053997559752,1.6537677914598234,7.763080749289406,0,90.34884685324847
WAFER_00132,LOT_006,RCP_03,TOOL_B,65.05344269865378,101.49653940411687,500.95200387409113,1.4034871111482667,7.888145213952581,0,99.02907801905948
WAFER_00133,LOT_006,RCP_02,TOOL_B,65.09784818688647,101.14787094106084,497.80088005114055,1.8651824956696856,8.312263041996541,0,96.11603343145255
WAFER_00134,LOT_006,RCP_01,TOOL_C,64.98387886400032,101.14309857922451,499.02571745894613,1.8817737722539782,8.36069189132699,0,96.69236477755985
WAFER_00135,LOT_006,RCP_02,TOOL_C,64.95486604965046,100.73243975811175,501.54475542385484,1.8868599722622963,7.959600738718367,0,99.08891237391131
WAFER_00136,LOT_006,RCP_01,TOOL_C,64.94855502439786,101.39372096912237,498.77929561579543,1.8329474409086086,8.485997403580654,0,95.75961578861477
WAFER_00137,LOT_006,RCP_03,TOOL_A,65.49819726350427,100.8755484203351,500.7912085618571,1.9399239112928153,7.900883529488373,0,94.04608740779582
WAFER_00138,LOT_006,RCP_02,TOOL_B,65.38158143455867,101.24961836474229,505.5745495960685,1.9280634572821584,8.384962871632561,0,93.2555718783993
WAFER_00139,LOT_006,RCP_03,TOOL_C,66.06998130632364,102.2192697181629,499.3984942035455,2.4061661003941817,8.198453263091467,0,82.63792893466932
WAFER_00140,LOT_006,RCP_01,TOOL_A,64.99898738997312,101.7725595179417,504.1276823340172,1.676572808206865,8.262806493431482,0,97.31910698532849
WAFER_00141,LOT_006,RCP_02,TOOL_A,65.36689223247724,101.35142176041295,501.95779523557576,1.8393874867884241,8.44392450809143,0,91.02319891936483
WAFER_00142,LOT_006,RCP_02,TOOL_C,64.68420487417995,101.07003744579059,494.8646530227963,1.8479196644676488,8.137264194047107,0,95.1357572974246
WAFER_00143,LOT_006,RCP_03,TOOL_B,65.79467995372681,100.62143658054876,496.14252039757764,1.7396929759076427,7.951696744810452,0,93.94240129154966
WAFER_00144,LOT_006,RCP_02,TOOL_B,64.65710381427786,100.63719976143493,497.08241440925536,1.706607843609388,8.097156318536113,0,96.91891471236724
WAFER_00145,LOT_006,RCP_02,TOOL_C,65.49079697123966,101.54897749963594,497.0080777907353,2.163600992349176,8.135663561861456,0,89.85797502681534
WAFER_00146,LOT_006,RCP_01,TOOL_B,65.99478839482695,101.02358537195633,499.6839858886261,1.9830639251552744,8.067573736676957,0,86.76957373876718
WAFER_00147,LOT_006,RCP_01,TOOL_A,64.94506225041287,101.05526176564258,502.15125416828636,1.97839200434967,7.943769928123502,0,98.78671525908956
WAFER_00148,LOT_006,RCP_02,TOOL_A,64.01335542913667,101.04202233351059,504.3930544584665,1.6482937910008302,7.938733107101659,0,86.51819926076057
WAFER_00149,LOT_006,RCP_02,TOOL_A,64.75336718003983,100.7282838094037,501.0786128105378,1.97972422283214,8.012234598177027,0,97.18499042977723
WAFER_00150,LOT_006,RCP_01,TOOL_A,65.55434381043018,100.87063094290693,498.44012155381375,1.7920646753205967,8.017816178894641,0,93.05788442817948
WAFER_00151,LOT_007,RCP_03,TOOL_B,65.69888455416137,101.2823340745265,492.71215564729545,1.7415725587385373,8.04097019226901,0,91.29971737518912
WAFER_00152,LOT_007,RCP_03,TOOL_C,65.56201111940376,100.98796469086479,500.2470635139607,1.9524679323725949,8.200293413635803,0,91.0631976313157
WAFER_00153,LOT_007,RCP_01,TOOL_A,65.45390076017968,101.04064349707738,500.09019567793246,1.6992115570149207,7.861207068912561,0,95.92663904501333
WAFER_00154,LOT_007,RCP_02,TOOL_A,65.2180040476618,100.82658314084854,500.6402506373864,2.1136164923153222,7.970353102793792,0,93.96880089969422
WAFER_00155,LOT_007,RCP_01,TOOL_C,65.54797633435301,101.48282607484207,507.37184104196166,2.135333937968924,8.338810589691052,0,86.99919552981588
WAFER_00156,LOT_007,RCP_02,TOOL_A,65.41374065449115,101.01875600832662,504.3420879116758,1.831430132550217,7.8902876650133456,0,95.17121743718452
WAFER_00157,LOT_007,RCP_01,TOOL_B,65.68476520373163,101.23749981123714,502.74771321387493,1.7527955654633496,8.080984910521504,0,88.92550329920516
WAFER_00158,LOT_007,RCP_02,TOOL_B,65.16145823775781,101.3089310640581,496.6327300447494,2.240276150058845,7.546309562831201,0,94.17896763227284
WAFER_00159,LOT_007,RCP_02,TOOL_B,65.40736673067228,101.05028613711846,498.2045183778114,2.0349018879923566,7.817383435272762,0,94.65663327582438
WAFER_00160,LOT_007,RCP_03,TOOL_A,65.3117928171114,101.20261118103998,499.66804387575024,1.6702088193362175,7.930018043449286,0,96.95339887887373
WAFER_00161,LOT_007,RCP_01,TOOL_B,64.72934263479844,101.46465762444956,497.28607506596376,1.7507492901531676,7.785971203242349,0,98.00293889645164
WAFER_00162,LOT_007,RCP_03,TOOL_A,66.21804543818854,101.53386924524517,501.75162583744793,1.7614359821932362,8.407299503702223,0,84.0913788614698
WAFER_00163,LOT_007,RCP_01,TOOL_B,65.09729210434521,101.24852427517199,501.249180972255,1.826256956090868,8.004715461681238,0,101.49126317726437
WAFER_00164,LOT_007,RCP_01,TOOL_A,65.36219625463806,101.32821272146718,496.19092272430856,1.6737793213263417,8.044192419556476,0,94.72679529337267
WAFER_00165,LOT_007,RCP_02,TOOL_B,65.05568300648513,100.82637341959332,504.18885848183646,1.8789869742051055,7.879192323008635,0,99.17766614094765
WAFER_00166,LOT_007,RCP_01,TOOL_B,64.73606795708602,100.99876093489242,500.358086168331,2.0613758637670765,7.99605526990676,0,94.21606400944046
WAFER_00167,LOT_007,RCP_03,TOOL_A,65.45494230166209,101.56920162568838,493.9482509864021,1.5635469403792506,7.696186633924317,0,95.6888539039528
WAFER_00168,LOT_007,RCP_03,TOOL_A,66.09619730799547,101.45572972189062,499.8202999957926,1.596933587323428,7.957545740976232,0,86.7717424527938
WAFER_00169,LOT_007,RCP_01,TOOL_A,65.24985803342574,101.4593544534458,500.98422259573016,1.7130314600464849,7.765747892851061,0,99.064317454224
WAFER_00170,LOT_007,RCP_03,TOOL_A,64.6798370781213,101.39829902205393,503.4047732650251,1.7213767991805906,7.93064910381096,0,95.52106579097317
WAFER_00171,LOT_007,RCP_01,TOOL_A,64.90313999454074,101.31617114653523,498.81883258905685,2.1597238574542676,7.360020858424376,0,97.64844090571508
WAFER_00172,LOT_007,RCP_02,TOOL_C,65.80203220671712,101.34374416178797,502.89778393606525,2.260307659602671,8.067999197889119,1,87.06492368978041
WAFER_00173,LOT_007,RCP_01,TOOL_A,64.90379141216752,101.62728806635798,500.65499695369573,1.9699780233812876,8.365981601128583,1,95.61681147041267
WAFER_00174,LOT_007,RCP_03,TOOL_C,64.63978458871962,101.61892980181672,495.3973088683685,2.032414175167588,8.557599437276885,0,91.68103528234225
WAFER_00175,LOT_007,RCP_01,TOOL_C,65.85187199844015,101.26472772941891,495.0469162928112,2.028463586778374,8.679759833978807,0,84.86454541963226
WAFER_00176,LOT_008,RCP_01,TOOL_A,65.30707662941576,101.78544745546809,503.92895954552273,1.5386930255222282,8.346930317417732,0,95.00757447622438
WAFER_00177,LOT_008,RCP_02,TOOL_B,64.96849421353424,101.17996123860631,504.1859446243362,1.9407132410486072,8.168246856041119,0,97.40674506610318
WAFER_00178,LOT_008,RCP_03,TOOL_C,65.28286201876307,101.52133166739803,501.13018230641654,2.1683898288655814,8.236782828655217,0,91.63271679157644
